cell_id,x_centroid,y_centroid,transcript_counts,control_probe_counts,control_codeword_counts,total_counts,cell_area,nucleus_area,Cluster
250,11.371722555160522,462.9311981201172,233,0,0,233,319.57078125000004,32.19640625,Endothelial
251,22.83516550064087,464.6500305175781,72,0,0,72,90.53828125,17.7915625,Endothelial
252,32.263992118835446,466.47023620605466,168,0,0,168,161.88515625,65.25078125,Endothelial
253,9.085885190963744,476.442431640625,179,0,0,179,170.01328125,15.8046875,Invasive_Tumor
254,20.237269020080564,479.89016113281247,190,0,0,190,137.275,66.7409375,Invasive_Tumor
255,27.0172887802124,484.72412109375,224,0,0,224,166.53625,69.85671875,Invasive_Tumor
256,17.635230255126952,496.1188629150391,190,0,0,190,128.92109375,40.46,Invasive_Tumor
257,6.320474648475646,494.68775634765626,267,0,0,267,375.11296875,85.66140625,Invasive_Tumor
258,22.770114612579345,508.9167999267578,409,0,0,411,283.17484375000004,105.665625,Invasive_Tumor
259,8.95339937210083,520.4860137939453,334,1,0,335,371.50046875,108.2846875,Invasive_Tumor
260,25.59756336212158,523.5791442871093,267,0,0,267,155.74390625,99.93078125,Prolif_Invasive_Tumor
261,23.012680625915525,533.6225708007812,142,0,0,142,100.4275,48.4075,Invasive_Tumor
262,7.399025392532349,535.3518829345703,124,0,0,124,150.64125,31.248125,Invasive_Tumor
263,9.695879125595091,543.3395172119141,147,0,0,147,146.08046875,43.530625,Invasive_Tumor
264,20.436878490448,544.3297485351562,197,0,0,197,137.9071875,87.78375,Invasive_Tumor
265,24.473289012908936,549.6467620849609,125,0,0,125,77.35265625000001,61.502812500000005,Invasive_Tumor
266,31.705012321472168,552.170718383789,153,0,0,154,87.46765625,47.865625,Invasive_Tumor
267,6.247968053817749,557.7256011962891,180,0,0,180,237.7928125,34.2284375,Invasive_Tumor
268,18.17765226364136,560.6525604248046,244,0,0,244,164.910625,58.567656250000006,Invasive_Tumor
269,30.677868461608885,562.3526123046875,289,0,0,289,179.85734375,62.451093750000005,Prolif_Invasive_Tumor
270,19.413325691223143,572.9679626464844,110,0,0,111,122.3734375,32.7834375,Stromal
271,7.26794843673706,576.9503662109374,186,0,0,187,265.42843750000003,28.1775,Stromal
272,26.8620041847229,580.8793853759765,73,0,0,73,96.7246875,10.656875,Invasive_Tumor
273,13.747616100311278,592.9772552490234,445,2,0,447,460.2325,47.73015625,Endothelial
480,10.281683254241942,68.36317863464355,42,0,0,42,426.13953125,32.55765625,Invasive_Tumor
481,27.79283142089844,67.49070816040039,64,0,0,64,317.719375,51.162031250000005,DCIS_2
482,16.309070205688474,80.32578468322754,34,0,0,34,55.045468750000005,13.185625,Invasive_Tumor
483,26.725988101959228,89.05643615722656,74,0,0,74,319.02890625000003,42.58234375,Invasive_Tumor
484,7.1855858802795405,85.27563133239745,18,0,0,18,142.4228125,11.6503125,Invasive_Tumor
485,11.17212929725647,95.56946258544922,55,0,0,55,233.86421875,33.18984375,Invasive_Tumor
486,9.498177862167358,106.97644157409668,32,0,0,32,271.66,16.25625,DCIS_2
487,23.26935634613037,114.83430480957033,39,0,0,39,348.5159375,52.51671875,Invasive_Tumor
488,8.859530830383301,127.07758102416992,48,0,0,48,394.12375,17.9721875,Invasive_Tumor
489,16.4320125579834,144.94013595581055,201,0,0,201,398.59421875,39.8278125,Invasive_Tumor
490,12.414123153686525,159.16773986816406,201,0,0,201,257.16484375,28.358125,Macrophages_1
491,23.47064218521118,166.72219009399413,149,0,0,149,138.40390625,46.10453125,Invasive_Tumor
492,8.340568256378173,174.25782089233397,134,0,0,134,296.27015625,17.11421875,Macrophages_1
493,13.709550857543944,186.096875,202,0,0,202,212.234375,59.3353125,Invasive_Tumor
494,20.79045124053955,194.8936149597168,83,0,0,83,81.10062500000001,20.8621875,Invasive_Tumor
495,7.432845401763916,197.07796554565428,156,1,0,157,226.7746875,57.84515625,Invasive_Tumor
496,25.47092618942261,197.6297080993652,67,0,0,67,53.96171875,13.50171875,Stromal
497,22.34676342010498,206.92580490112303,77,0,0,77,61.05125,12.68890625,Invasive_Tumor
498,12.626397800445556,344.3599853515625,108,0,0,109,71.88875,26.7325,Invasive_Tumor
499,17.53181743621826,347.21646575927736,70,0,0,70,50.6653125,26.8228125,Invasive_Tumor
500,17.046220111846925,352.52917327880857,55,0,0,55,42.04046875,17.56578125,Invasive_Tumor
501,26.02800588607788,349.863688659668,189,0,0,189,121.2896875,44.885312500000005,Invasive_Tumor
502,5.819483184814453,354.51879272460934,124,0,1,125,172.4065625,27.274375000000003,Invasive_Tumor
503,14.92101583480835,359.2338439941406,81,0,0,81,62.767187500000006,17.159375,Prolif_Invasive_Tumor
504,27.61666679382324,359.3417541503906,133,0,0,133,73.10796875,41.58890625,Invasive_Tumor
505,20.035855102539063,363.93779296875,104,0,0,104,78.21062500000001,43.30484375,Invasive_Tumor
506,32.40206718444824,365.622981262207,111,0,0,111,75.72703125000001,52.38125,Invasive_Tumor
507,14.048675060272217,370.26363677978514,151,1,0,152,115.5096875,46.91734375,Invasive_Tumor
508,27.277544212341308,372.548893737793,155,0,0,155,118.670625,48.36234375,Invasive_Tumor
509,5.090670537948609,371.6557556152344,103,0,0,104,177.41890625000002,23.9328125,Invasive_Tumor
510,19.995841121673585,381.2641174316406,158,0,0,159,136.05578125,37.61515625,Macrophages_1
511,30.919576835632324,385.3277130126953,71,0,0,71,81.37156250000001,14.49515625,Endothelial
512,8.213217735290527,386.0411392211914,169,0,0,169,186.405,35.44765625,Invasive_Tumor
513,23.127304363250733,390.8562408447265,79,0,0,79,101.55640625,25.5584375,Endothelial
514,6.106670761108398,396.9959396362305,78,0,0,78,154.3440625,9.1215625,Stromal
515,19.858314037323,400.42377319335935,101,0,0,101,106.6590625,24.20375,Invasive_Tumor
516,11.053711032867431,407.1591827392578,190,0,0,190,161.61421875000002,45.74328125,Invasive_Tumor
517,22.69094429016113,411.4852386474609,190,2,0,192,112.84546875,90.89953125,Invasive_Tumor
518,4.575635027885437,417.74612884521486,58,1,0,59,174.2128125,5.238125,Invasive_Tumor
519,16.549715042114258,418.4529144287109,97,0,0,98,70.39859375,30.525625,Invasive_Tumor
520,27.677379226684568,422.4327499389648,176,0,0,176,109.5490625,42.311406250000005,Invasive_Tumor
521,13.006333637237548,424.7808334350586,70,0,0,70,74.10140625,16.03046875,Invasive_Tumor
522,12.696448612213134,429.75004425048826,134,0,0,134,129.46296875000002,41.85984375,Prolif_Invasive_Tumor
523,27.5669075012207,429.7549209594727,84,0,0,84,53.600468750000005,16.7078125,Invasive_Tumor
524,17.492648124694824,434.3278213500976,85,0,0,85,51.70390625,33.596250000000005,Invasive_Tumor
525,25.05408592224121,440.9079284667969,117,0,0,117,74.10140625,29.125781250000003,Invasive_Tumor
526,14.412586498260495,441.6168670654297,275,0,0,275,219.41421875,59.60625,Invasive_Tumor
527,5.73366494178772,448.4294219970703,132,0,0,133,245.1984375,17.34,Invasive_Tumor
528,29.205157470703124,158.47492294311522,95,0,0,95,69.17937500000001,33.054375,Invasive_Tumor
529,27.16945896148681,176.79277572631835,200,2,0,202,164.6396875,41.6340625,Invasive_Tumor
530,33.34775638580322,198.7519218444824,164,0,0,164,119.754375,52.06515625,Stromal
531,15.150491905212402,206.91710205078124,102,0,0,102,80.96515625,24.42953125,Invasive_Tumor
532,5.225858569145203,210.18321304321287,51,0,0,51,108.14921875,13.0953125,Invasive_Tumor
533,12.052066421508789,215.95709381103515,145,0,0,146,131.9465625,61.77375,Invasive_Tumor
