ABCC11,ACTA2,ACTG2,ADAM9,ADGRE5,ADH1B,AGR3,AIF1,AKR1C1,AKR1C3,ALDH1A3,ANGPT2,ANKRD28,ANKRD29,ANKRD30A,APOBEC3B,APOC1,AQP1,AQP3,AR,AVPR1A,BACE2,BANK1,BASP1,BTNL9,C15orf48,C1QA,C1QC,C2orf42,C5orf46,C6orf132,CAV1,CAVIN2,CCDC6,CCDC80,CCL5,CCL8,CCND1,CCPG1,CCR7,CD14,CD163,CD19,CD1C,CD247,CD27,CD274,CD3D,CD3E,CD3G,CD4,CD68,CD69,CD79A,CD80,CD83,CD86,CD8A,CD8B,CD9,CD93,CDC42EP1,CDH1,CEACAM6,CEACAM8,CENPF,CLDN4,CLEC14A,CLEC9A,CLECL1,CRISPLD2,CTLA4,CTTN,CX3CR1,CXCL12,CXCL16,CXCR4,CYTIP,DAPK3,DERL3,DMKN,DNTTIP1,DPT,DSC2,DSP,DST,DUSP2,DUSP5,EDN1,EDNRB,EGFR,EIF4EBP1,ELF3,ENAH,EPCAM,ERBB2,ERN1,ESR1,FAM107B,FAM49A,FASN,FBLIM1,FBLN1,FCER1A,FCER1G,FCGR3A,FGL2,FLNB,FOXA1,FOXC2,FOXP3,FSTL3,GATA3,GJB2,GLIPR1,GNLY,GPR183,GZMA,GZMB,HAVCR2,HDC,HMGA1,HOOK2,HOXD8,HOXD9,IGF1,IGSF6,IL2RA,IL2RG,IL3RA,IL7R,ITGAM,ITGAX,ITM2C,JUP,KARS,KDR,KIT,KLF5,KLRB1,KLRC1,KLRD1,KLRF1,KRT14,KRT15,KRT16,KRT23,KRT5,KRT6B,KRT7,KRT8,LAG3,LARS,LDHB,LGALSL,LPL,LPXN,LRRC15,LTB,LUM,LY86,LYPD3,LYZ,MAP3K8,MDM2,MEDAG,MKI67,MLPH,MMP1,MMP12,MMP2,MMRN2,MNDA,MRC1,MS4A1,MYH11,MYLK,MYO5B,MZB1,NARS,NKG7,NOSTRIN,NPM3,OCIAD2,OXTR,PCLAF,PCOLCE,PDCD1LG2,PDE4A,PDGFRA,PDGFRB,PDK4,PECAM1,PELI1,PIM1,POLR2J3,POSTN,PPARG,PRDM1,PRF1,PTGDS,PTN,PTPRC,PTRHD1,QARS,RAB30,RAMP2,RAPGEF3,RHOH,RORC,RTKN2,RUNX1,S100A14,S100A4,SCD,SDC4,SEC11C,SEC24A,SELL,SERHL2,SERPINA3,SERPINB9,SFRP1,SFRP4,SH3YL1,SLAMF1,SLAMF7,SLC25A37,SLC5A6,SMAP2,SMS,SOX17,SPIB,SQLE,SRPK1,STC1,SVIL,TACSTD2,TCEAL7,TCF4,TCF7,TCIM,TENT5C,TFAP2A,THAP2,TIFA,TIGIT,TMEM147,TNFRSF17,TOMM7,TOP2A,TPD52,TPSAB1,TRAC,TRAF4,TRAPPC3,TRIB1,TUBA4A,TUBB2B,TYROBP,USP53,VOPP1,VWF,WARS,ZEB1,ZEB2,ZNF562
4,18,20,8,4,0,20,4,3,1,1,1,2,1,38,0,5,6,2,14,0,1,0,12,0,2,2,4,3,0,4,2,1,14,8,7,0,110,10,2,3,2,2,0,7,0,0,1,17,5,13,6,14,0,0,3,4,9,8,14,3,2,33,39,4,4,12,0,0,0,7,2,37,0,14,4,23,9,2,1,3,6,1,11,23,18,1,6,0,4,2,1,11,18,58,264,8,13,14,2,28,2,1,0,4,2,2,29,50,1,2,1,55,2,5,0,8,3,1,1,8,4,0,4,2,3,6,2,4,1,20,0,2,5,7,4,0,1,6,3,2,0,3,5,3,1,1,1,2,62,49,1,16,6,2,0,7,2,2,58,0,10,26,3,30,0,1,26,2,1,6,1,3,1,0,1,7,19,1,32,0,0,1,5,0,5,0,0,2,8,3,11,4,1,1,42,52,0,9,0,5,0,19,5,12,1,0,1,10,2,4,24,13,7,88,2,8,14,2,4,88,7,1,1,2,0,4,3,5,9,12,0,1,9,6,3,7,58,2,2,4,8,19,4,1,3,0,15,0,32,20,23,2,16,11,6,3,5,1,0,9,15,0,11,5,6,3
5,22,29,8,2,2,14,13,0,1,3,0,5,4,64,1,4,8,0,11,0,8,4,17,8,1,3,7,0,0,3,5,0,21,16,9,0,124,8,2,5,6,5,0,3,1,0,2,13,4,8,13,5,3,0,4,7,11,3,26,10,2,32,44,2,1,14,14,2,1,8,0,27,2,57,10,27,15,4,3,2,4,1,7,22,16,0,5,0,0,6,1,12,22,33,238,7,13,10,1,35,2,2,1,11,7,8,38,52,0,0,3,55,1,8,0,9,7,1,1,3,6,8,6,0,12,15,1,8,3,17,4,3,19,7,7,8,1,1,6,0,0,0,1,2,2,0,2,0,71,62,1,12,5,1,1,8,2,2,59,1,9,25,5,25,1,3,32,0,4,19,2,2,0,0,1,8,16,15,27,1,0,0,2,0,6,1,1,1,2,6,8,12,3,4,44,25,5,5,2,9,0,33,3,10,4,6,2,13,3,8,33,16,14,79,0,14,14,3,12,67,11,4,4,10,0,13,2,8,10,16,0,1,8,4,1,6,88,0,4,3,28,22,6,0,1,0,18,1,39,3,20,2,19,7,14,5,12,1,1,9,19,2,18,6,11,9
5,35,24,9,11,1,31,8,4,4,2,5,7,4,63,0,6,6,2,21,0,11,4,30,1,0,0,3,3,1,4,5,0,20,21,8,0,170,10,3,2,5,1,0,6,1,1,4,31,6,12,5,7,0,1,1,4,4,5,36,2,2,62,54,2,10,23,1,0,2,8,7,48,0,10,10,36,9,3,1,3,14,3,16,49,31,2,9,0,1,4,2,16,41,63,351,7,12,16,3,41,4,7,0,12,0,3,41,118,0,0,2,91,6,9,0,8,12,4,3,8,10,7,5,0,3,2,0,7,0,22,1,6,13,8,3,1,1,9,4,2,1,2,11,5,1,2,9,3,127,89,1,29,7,1,1,6,6,0,88,1,15,14,4,46,2,3,43,7,4,15,0,1,2,5,2,11,19,2,48,3,3,0,10,0,11,0,4,8,18,31,8,5,2,5,63,77,6,12,1,5,7,24,0,13,5,0,0,10,0,4,28,20,17,140,6,10,25,3,16,131,25,3,2,6,6,5,7,5,10,19,1,0,16,13,4,22,139,0,7,7,27,29,10,3,7,2,20,0,61,17,35,1,19,13,15,8,8,2,1,7,17,2,22,11,14,24
0,38,26,13,15,3,0,33,0,1,1,2,2,2,6,1,9,11,5,1,0,6,5,21,2,4,8,16,1,1,0,8,4,10,26,14,2,21,18,2,1,20,0,14,3,6,5,5,20,3,41,28,4,1,1,1,16,17,3,2,20,1,2,2,0,2,3,10,0,0,12,1,19,2,60,13,25,11,1,1,0,1,7,5,3,19,4,2,0,8,5,1,0,10,1,35,3,3,19,2,3,5,4,0,20,8,61,9,10,0,0,2,3,8,24,5,12,5,1,9,2,7,1,7,0,13,14,7,8,1,19,2,13,9,3,2,8,5,0,5,0,2,3,3,0,0,0,1,1,2,5,1,18,25,0,0,13,6,3,127,3,0,99,6,14,1,1,1,1,65,17,4,10,8,0,2,12,1,1,16,0,1,0,1,1,1,1,3,1,22,23,17,16,6,4,47,87,7,8,4,24,4,38,2,6,2,18,1,2,1,2,23,4,9,12,0,6,2,16,1,9,15,3,0,2,3,14,0,1,14,5,1,3,5,6,0,15,5,2,12,9,11,11,2,4,3,2,4,2,40,2,4,3,27,2,7,3,5,1,4,5,13,23,18,20,34,13
4,28,23,2,3,0,26,11,1,0,0,2,7,3,32,4,4,11,5,7,0,3,1,19,0,6,5,2,1,1,3,29,6,17,14,9,0,110,21,3,0,4,1,0,1,11,0,3,15,1,21,3,5,5,0,0,1,3,1,32,2,3,31,31,0,12,8,4,1,0,8,3,29,1,14,7,46,9,3,3,3,7,1,15,21,34,1,4,0,2,4,1,3,21,40,204,22,13,24,2,12,5,3,1,13,3,12,22,41,0,1,1,63,1,7,0,8,5,1,2,10,9,0,5,2,5,6,1,13,1,40,3,3,56,5,8,2,1,2,9,1,2,0,12,4,2,1,7,5,90,54,1,10,13,2,3,6,3,4,76,2,10,19,4,37,1,1,21,0,6,5,2,4,3,0,2,14,17,27,27,1,0,0,3,0,7,0,0,6,8,5,9,25,9,6,40,31,3,18,2,4,3,30,0,4,13,1,0,12,0,1,30,12,18,61,1,37,19,0,7,97,8,4,4,4,6,30,1,4,12,22,3,1,6,4,0,5,71,0,2,4,21,85,5,2,3,3,24,2,52,8,35,0,17,10,4,16,9,2,2,2,24,6,14,4,6,7
1,27,25,13,8,0,17,8,2,0,3,3,4,5,23,1,7,13,3,14,0,12,1,21,4,0,2,3,1,2,2,8,1,22,18,13,0,71,10,1,3,6,2,0,10,3,1,5,19,6,5,16,10,1,0,4,4,11,7,18,14,0,34,54,2,5,6,4,1,2,6,3,22,0,18,6,31,8,4,0,3,4,3,13,24,21,0,4,2,2,4,3,9,28,53,174,4,4,20,0,14,6,5,3,8,2,6,21,42,0,0,2,42,8,4,5,7,6,4,1,2,10,1,3,1,0,3,4,17,0,16,1,3,12,11,6,2,0,3,5,2,3,3,1,2,1,0,3,0,69,33,0,10,11,2,1,7,4,1,77,1,12,28,3,17,0,2,18,0,0,8,5,7,4,0,1,7,8,0,25,0,2,0,5,1,1,2,2,2,6,16,10,9,0,4,41,62,5,10,1,2,2,23,1,9,3,3,0,8,0,5,13,13,23,33,3,4,10,6,4,64,11,0,1,2,8,4,4,1,9,5,1,0,4,8,4,10,78,0,4,1,14,26,4,4,4,2,24,1,46,9,16,1,16,7,14,6,9,1,4,5,8,6,7,3,18,7
3,64,74,19,10,0,11,34,0,0,2,1,1,0,39,3,16,19,0,12,0,4,6,23,1,2,8,13,1,2,2,12,0,25,32,21,0,81,20,2,11,22,1,1,6,5,2,6,18,7,42,29,5,4,3,5,19,14,7,20,9,0,46,32,0,1,8,3,1,1,6,4,20,3,52,7,42,15,3,2,1,5,7,9,18,35,2,8,0,3,2,0,6,20,38,164,13,11,13,7,22,7,8,11,58,8,51,22,53,0,2,4,52,7,15,0,21,21,6,9,6,11,0,4,0,9,12,3,22,2,27,7,25,21,3,4,0,0,4,10,3,4,1,7,2,1,0,16,13,75,48,2,12,14,1,1,12,4,2,106,1,10,97,9,27,1,5,28,1,1,19,1,22,12,1,2,35,6,2,33,1,0,2,5,0,2,1,2,5,15,23,28,12,2,10,63,80,6,8,2,19,1,36,2,10,3,0,1,5,1,0,45,11,20,87,3,14,21,6,7,74,25,9,7,3,3,9,3,8,19,12,0,4,4,6,0,20,113,0,6,11,20,22,2,1,4,4,15,2,51,4,20,0,25,5,13,4,6,1,5,5,27,3,11,7,37,13
0,4,7,4,1,1,4,12,1,0,2,0,0,1,8,0,0,0,0,5,0,0,0,13,0,0,4,5,0,0,0,0,0,3,5,0,0,30,3,0,2,1,0,0,1,1,1,0,1,1,12,4,1,0,0,0,6,0,0,4,2,0,11,5,0,5,6,0,0,0,0,0,2,2,2,1,5,5,0,0,1,0,2,2,6,2,0,0,0,0,1,0,6,9,9,39,2,3,0,0,3,1,2,1,3,1,20,6,6,0,1,0,12,0,5,0,0,3,2,3,0,1,1,2,0,0,1,0,2,0,3,4,2,1,4,0,0,0,5,2,0,2,0,0,0,1,1,0,1,16,14,1,2,4,0,0,3,0,1,2,3,1,23,1,6,0,0,10,0,0,2,0,3,0,0,0,1,6,0,9,0,0,0,2,0,3,0,0,0,3,1,8,0,2,0,7,8,1,1,0,6,0,10,2,3,0,0,0,1,0,0,4,2,6,15,0,3,2,4,2,10,5,0,3,0,0,3,0,1,3,4,0,0,2,2,1,7,15,0,2,0,11,4,2,0,1,1,4,0,12,2,5,0,6,2,2,1,1,0,0,8,5,1,4,1,2,4
0,20,30,10,5,6,1,10,0,1,0,1,1,1,3,1,3,10,0,2,2,2,3,4,0,11,5,2,1,2,0,6,2,8,30,10,0,16,15,1,3,10,1,1,7,7,0,6,24,7,12,16,7,2,0,0,4,26,6,10,3,1,2,2,0,0,2,2,1,2,11,6,10,0,42,4,40,11,1,5,0,1,6,1,7,18,1,4,0,3,8,1,0,10,2,27,15,0,18,1,3,5,11,2,23,3,17,7,8,1,1,3,7,7,9,0,5,12,1,3,2,7,1,4,0,6,7,2,10,0,14,2,9,13,1,1,0,0,2,4,3,4,0,7,2,4,0,2,4,36,5,2,12,13,2,1,7,3,3,83,1,1,35,5,14,2,0,2,0,0,17,0,5,2,8,10,23,1,10,9,1,0,0,2,4,1,2,2,2,7,23,4,6,3,4,19,77,1,7,0,8,0,22,0,3,2,0,0,4,0,0,18,5,23,11,0,10,8,3,1,11,7,1,23,7,0,12,2,1,4,5,0,1,1,7,0,5,16,0,6,3,5,16,1,2,5,0,4,10,37,2,6,2,12,1,13,4,6,1,4,2,12,0,9,3,22,3
0,26,22,9,5,7,7,5,2,0,1,1,1,3,15,3,1,9,2,6,0,6,4,11,0,1,0,2,2,0,1,15,0,11,26,7,0,62,7,2,7,6,2,0,6,2,1,9,17,7,12,16,5,0,0,4,5,6,3,8,3,0,19,20,0,0,4,2,1,0,15,6,21,0,37,6,28,9,2,1,1,5,6,7,12,7,1,15,0,3,6,3,3,17,16,110,6,8,19,5,20,3,8,0,8,1,8,19,44,1,0,2,29,4,6,0,10,4,5,3,4,7,3,6,1,8,1,2,7,2,23,2,2,7,4,4,2,4,3,2,2,0,3,1,2,0,0,1,3,22,21,2,9,8,0,1,2,4,3,110,0,3,15,11,14,4,1,13,2,0,18,2,4,2,5,5,16,7,3,21,0,4,1,2,2,6,1,2,3,8,22,10,17,5,2,39,86,0,10,0,13,3,25,0,13,3,5,1,5,1,5,17,3,16,45,1,7,11,8,2,26,9,1,13,4,7,7,0,2,5,6,1,0,3,6,1,15,39,0,4,4,12,21,3,2,2,1,9,0,39,1,11,5,21,6,6,3,10,1,0,6,10,7,11,9,19,5
