ABCC11,ACTA2,ACTG2,ADAM9,ADGRE5,ADH1B,AGR3,AIF1,AKR1C1,AKR1C3,ALDH1A3,ANGPT2,ANKRD28,ANKRD29,ANKRD30A,APOBEC3B,APOC1,AQP1,AQP3,AR,AVPR1A,BACE2,BANK1,BASP1,BTNL9,C15orf48,C1QA,C1QC,C2orf42,C5orf46,C6orf132,CAV1,CAVIN2,CCDC6,CCDC80,CCL5,CCL8,CCND1,CCPG1,CCR7,CD14,CD163,CD19,CD1C,CD247,CD27,CD274,CD3D,CD3E,CD3G,CD4,CD68,CD69,CD79A,CD80,CD83,CD86,CD8A,CD8B,CD9,CD93,CDC42EP1,CDH1,CEACAM6,CEACAM8,CENPF,CLDN4,CLEC14A,CLEC9A,CLECL1,CRISPLD2,CTLA4,CTTN,CX3CR1,CXCL12,CXCL16,CXCR4,CYTIP,DAPK3,DERL3,DMKN,DNTTIP1,DPT,DSC2,DSP,DST,DUSP2,DUSP5,EDN1,EDNRB,EGFR,EIF4EBP1,ELF3,ENAH,EPCAM,ERBB2,ERN1,ESR1,FAM107B,FAM49A,FASN,FBLIM1,FBLN1,FCER1A,FCER1G,FCGR3A,FGL2,FLNB,FOXA1,FOXC2,FOXP3,FSTL3,GATA3,GJB2,GLIPR1,GNLY,GPR183,GZMA,GZMB,HAVCR2,HDC,HMGA1,HOOK2,HOXD8,HOXD9,IGF1,IGSF6,IL2RA,IL2RG,IL3RA,IL7R,ITGAM,ITGAX,ITM2C,JUP,KARS,KDR,KIT,KLF5,KLRB1,KLRC1,KLRD1,KLRF1,KRT14,KRT15,KRT16,KRT23,KRT5,KRT6B,KRT7,KRT8,LAG3,LARS,LDHB,LGALSL,LPL,LPXN,LRRC15,LTB,LUM,LY86,LYPD3,LYZ,MAP3K8,MDM2,MEDAG,MKI67,MLPH,MMP1,MMP12,MMP2,MMRN2,MNDA,MRC1,MS4A1,MYH11,MYLK,MYO5B,MZB1,NARS,NKG7,NOSTRIN,NPM3,OCIAD2,OXTR,PCLAF,PCOLCE,PDCD1LG2,PDE4A,PDGFRA,PDGFRB,PDK4,PECAM1,PELI1,PIM1,POLR2J3,POSTN,PPARG,PRDM1,PRF1,PTGDS,PTN,PTPRC,PTRHD1,QARS,RAB30,RAMP2,RAPGEF3,RHOH,RORC,RTKN2,RUNX1,S100A14,S100A4,SCD,SDC4,SEC11C,SEC24A,SELL,SERHL2,SERPINA3,SERPINB9,SFRP1,SFRP4,SH3YL1,SLAMF1,SLAMF7,SLC25A37,SLC5A6,SMAP2,SMS,SOX17,SPIB,SQLE,SRPK1,STC1,SVIL,TACSTD2,TCEAL7,TCF4,TCF7,TCIM,TENT5C,TFAP2A,THAP2,TIFA,TIGIT,TMEM147,TNFRSF17,TOMM7,TOP2A,TPD52,TPSAB1,TRAC,TRAF4,TRAPPC3,TRIB1,TUBA4A,TUBB2B,TYROBP,USP53,VOPP1,VWF,WARS,ZEB1,ZEB2,ZNF562
0,44,38,7,11,1,17,26,2,2,9,4,7,5,26,2,6,19,3,6,1,1,7,27,9,5,7,8,2,7,3,12,0,28,24,42,1,85,21,3,6,14,2,13,6,10,0,14,43,10,52,32,11,7,0,11,9,59,10,13,12,1,38,29,0,5,5,8,5,2,11,7,26,4,49,13,73,22,0,8,2,5,2,11,21,35,2,2,19,4,6,1,6,23,31,139,17,6,29,3,11,11,13,0,38,8,43,25,50,1,0,6,51,12,17,0,23,21,5,13,13,7,6,7,8,8,17,2,31,1,42,4,17,40,2,11,3,9,2,7,3,8,1,8,71,6,43,3,4,77,43,2,17,28,8,1,20,6,5,91,3,7,111,11,34,1,3,29,3,28,18,3,19,14,1,3,15,10,9,29,4,6,2,4,1,6,1,3,8,8,12,19,25,9,14,65,70,5,20,2,23,3,59,7,18,9,13,3,11,3,0,38,5,17,67,8,25,17,10,1,65,27,31,3,7,8,32,2,12,33,12,2,1,9,7,1,18,77,2,15,5,21,36,4,7,6,1,17,7,88,7,25,0,30,5,16,5,13,1,6,2,21,10,30,5,48,14
0,133,110,22,22,5,25,19,2,4,7,7,8,10,49,6,8,54,9,8,3,25,1,36,14,0,10,4,1,7,2,46,4,23,65,36,6,209,35,9,8,11,4,2,8,19,3,20,54,7,32,33,15,13,1,2,6,32,12,28,42,3,31,31,1,7,11,19,3,2,20,11,64,1,109,17,128,39,3,10,11,12,7,26,51,77,6,23,2,3,27,6,9,50,52,275,39,9,35,4,25,12,11,2,20,11,35,48,75,12,2,7,84,22,26,0,17,25,13,6,9,18,5,18,13,20,15,5,51,8,75,3,11,90,12,10,8,3,9,24,10,12,2,49,33,14,8,38,32,154,77,2,39,38,8,2,14,10,7,232,5,13,70,13,47,2,12,27,19,0,49,10,6,4,23,19,121,17,41,50,3,7,1,8,3,10,6,9,15,46,44,35,56,13,18,138,230,18,50,2,28,13,65,7,16,17,8,5,13,3,6,92,26,51,98,6,44,32,13,4,110,24,12,23,7,23,55,10,15,22,35,5,1,19,19,2,45,125,4,25,9,26,93,4,6,11,1,22,14,101,14,62,3,69,13,30,19,24,4,5,18,51,30,41,21,62,32
23,166,167,63,8,4,97,17,5,1,2,8,12,10,235,3,30,36,3,77,3,23,4,79,5,3,6,14,4,14,15,32,2,84,47,27,1,679,32,6,10,11,1,5,13,7,2,7,34,12,27,27,18,3,1,4,9,21,4,130,15,7,227,256,7,15,59,5,1,1,14,2,132,3,74,32,57,18,7,2,13,17,5,54,162,146,10,17,2,1,25,9,51,110,308,1098,29,55,67,2,119,9,11,6,45,13,39,148,394,6,1,7,284,3,14,1,20,14,4,13,33,48,11,16,2,12,28,5,23,4,47,6,12,33,42,20,3,4,28,7,6,7,3,75,39,14,12,45,32,467,321,4,67,27,11,3,15,10,6,178,1,81,87,19,115,0,11,204,8,10,31,3,23,5,1,26,130,74,17,157,2,14,1,16,12,35,1,3,12,30,26,25,37,14,11,196,128,5,21,3,26,13,52,13,51,8,4,3,21,6,27,127,78,34,398,6,29,60,5,53,406,47,19,34,20,7,23,15,30,24,73,1,0,29,50,15,60,517,2,24,13,82,129,23,10,18,5,81,6,152,22,101,2,43,64,44,30,34,9,2,44,48,15,59,26,42,50
16,126,102,38,17,1,48,13,2,1,2,5,17,7,103,2,1,47,8,39,6,20,7,40,3,3,8,17,6,4,13,29,3,44,34,30,3,366,29,2,4,7,5,15,8,14,0,6,32,6,40,26,5,2,0,2,8,19,7,56,22,7,124,94,2,18,33,19,0,2,24,3,94,4,73,20,75,20,9,5,11,13,4,49,87,106,3,16,14,5,27,4,27,63,143,656,18,30,45,3,78,12,12,6,39,9,35,112,213,12,5,14,181,19,15,3,25,4,6,8,25,30,4,24,10,16,11,1,26,23,31,7,8,26,18,15,19,2,17,13,5,2,5,39,26,5,8,34,23,253,172,4,55,26,3,5,18,6,9,167,3,38,92,9,89,2,12,131,7,1,37,13,12,6,7,12,93,48,22,88,1,9,3,9,3,42,1,1,11,33,28,32,34,11,15,134,140,16,14,1,34,23,45,5,32,12,17,3,15,6,8,107,37,28,231,9,39,31,13,15,241,42,22,12,17,9,12,16,16,21,50,8,5,28,39,6,43,250,5,32,8,37,76,31,16,10,3,63,3,116,52,56,19,38,36,44,16,44,9,5,38,53,23,33,26,41,31
6,95,95,32,13,3,32,19,2,2,14,4,8,1,55,5,5,34,9,16,0,11,6,37,1,3,18,14,1,16,8,29,2,47,52,45,0,209,37,13,6,26,3,2,22,13,3,16,51,10,46,27,20,2,2,8,6,65,10,41,14,1,56,50,1,6,18,11,1,1,18,12,61,4,97,21,90,26,8,3,10,12,6,30,61,99,10,14,17,6,18,5,16,41,59,332,14,14,37,4,30,22,15,3,24,13,51,53,75,7,2,5,96,10,29,0,33,17,13,7,13,14,5,8,4,12,20,3,39,7,90,2,18,46,27,14,9,6,8,21,12,23,0,41,76,22,35,36,46,250,78,5,28,25,15,7,24,5,6,208,0,21,70,12,58,5,3,40,11,4,38,2,7,8,2,17,108,24,16,55,5,2,2,8,3,8,1,4,9,43,27,24,29,8,14,114,181,4,28,8,48,6,84,5,27,7,7,1,17,3,5,72,20,43,106,11,30,19,21,10,147,28,40,18,13,12,33,16,11,26,36,5,0,18,21,3,38,197,2,22,12,35,46,6,2,11,7,32,4,106,15,34,4,56,16,28,18,29,4,3,22,40,19,33,29,58,20
7,139,109,23,11,4,39,46,3,2,7,4,8,3,86,8,5,43,9,16,0,15,5,50,5,2,9,23,2,5,7,32,2,47,55,31,1,195,25,9,5,16,6,3,10,23,2,14,52,15,58,50,12,9,3,4,15,28,9,32,8,3,72,68,0,7,24,7,1,7,15,15,51,4,41,10,94,35,4,2,2,13,5,34,68,99,4,12,2,4,15,3,20,60,82,364,35,18,55,4,66,19,19,3,30,20,44,34,118,3,0,6,107,16,31,0,19,23,9,8,17,18,7,13,1,10,25,3,33,3,55,3,15,56,13,11,3,3,14,29,6,5,4,64,9,5,5,37,33,186,98,0,26,39,4,3,16,5,7,164,3,16,81,13,49,3,4,36,10,0,27,6,17,7,2,18,117,19,17,76,7,7,6,11,3,15,1,6,11,28,31,32,16,9,17,93,120,6,28,3,23,15,79,5,32,8,4,2,16,6,8,76,27,50,138,5,28,30,16,3,171,44,8,8,14,11,49,8,9,28,39,2,1,23,19,6,35,157,3,7,8,30,62,13,11,12,6,32,15,83,11,52,4,56,26,31,27,23,7,4,17,56,10,45,29,56,20
10,168,114,39,28,5,80,25,5,2,5,11,20,17,197,5,31,49,2,48,7,28,3,65,10,5,8,11,5,10,17,52,5,66,48,30,1,556,41,4,13,21,3,5,10,9,5,13,38,7,34,33,15,9,2,7,11,20,8,88,16,10,168,171,5,40,49,7,0,2,20,6,139,5,87,26,75,31,7,2,14,18,5,61,121,153,2,25,0,4,28,9,33,98,196,1005,33,38,43,6,129,15,9,4,59,7,42,124,362,8,2,10,271,17,22,1,23,19,8,19,22,40,7,24,5,20,27,1,23,3,55,8,22,35,36,14,6,1,26,18,6,8,1,58,25,16,9,31,29,345,233,3,64,24,5,4,18,3,8,167,0,55,109,13,125,3,23,132,3,6,35,5,14,7,2,9,107,56,25,141,4,3,2,19,5,34,5,2,14,19,59,30,35,14,19,156,184,8,35,3,21,11,43,15,46,25,3,7,34,11,20,128,34,44,426,8,35,66,16,23,345,33,18,5,24,12,27,22,30,15,71,5,4,28,44,14,50,336,4,23,5,66,104,12,5,13,8,68,5,164,39,93,10,57,34,53,17,38,13,4,33,73,16,43,32,60,44
5,61,70,19,19,5,36,34,0,1,3,2,11,3,62,6,27,30,9,9,0,8,10,29,3,2,15,29,3,2,1,12,0,34,55,48,1,162,30,10,8,17,2,1,22,13,4,14,58,14,47,32,20,9,1,4,7,53,14,35,4,4,45,54,1,12,16,11,1,1,12,7,40,5,72,6,75,37,3,7,10,7,5,17,37,40,2,17,2,7,15,2,7,35,86,300,31,25,53,3,33,10,12,4,73,19,49,29,119,1,0,6,69,9,28,0,48,35,10,15,15,23,2,9,1,14,26,5,38,14,54,5,21,58,8,6,11,2,8,20,7,12,0,15,6,6,5,7,3,118,69,8,33,27,2,2,26,15,9,217,2,18,83,11,51,2,7,50,5,0,34,0,15,15,1,8,64,16,25,64,5,3,1,8,2,11,6,6,9,29,24,62,18,9,12,94,155,8,37,5,42,5,81,6,32,5,6,0,18,1,8,50,11,52,90,6,31,29,19,6,103,21,7,13,6,15,38,4,7,27,28,1,1,23,24,4,36,68,1,12,6,24,46,10,0,10,3,26,5,95,20,50,0,61,17,31,22,18,2,8,7,57,5,22,21,48,13
4,133,115,26,18,3,19,33,2,3,3,2,10,4,49,2,11,32,1,14,2,14,5,51,22,2,14,24,2,10,2,33,1,34,52,24,5,201,28,12,7,19,4,3,8,7,2,21,41,9,75,32,25,2,1,3,14,23,4,33,11,2,33,52,0,6,17,7,7,1,19,6,55,1,76,7,80,31,4,0,4,14,6,23,53,114,2,7,2,0,23,3,16,51,64,280,16,13,40,4,27,22,10,0,42,9,31,51,100,9,1,9,72,23,35,2,29,13,13,10,18,18,5,12,1,19,20,7,31,4,62,2,24,36,16,22,2,0,10,19,7,4,0,63,15,10,8,40,29,164,87,4,42,23,6,7,15,6,11,200,2,19,110,12,54,6,2,32,10,0,30,4,11,5,10,8,68,17,8,47,1,1,2,3,1,13,0,4,2,18,28,52,13,7,17,114,152,12,26,3,39,20,69,7,29,4,2,0,14,1,3,88,30,35,91,11,16,17,4,11,118,35,11,13,11,11,19,12,8,33,26,0,2,8,21,3,40,108,4,28,7,54,26,9,6,10,2,40,1,117,12,36,1,48,6,31,13,26,6,6,18,43,9,33,33,40,12
6,75,72,26,16,0,26,16,2,1,10,3,3,8,66,9,10,24,6,16,1,11,1,25,3,1,13,11,4,6,4,33,2,47,46,36,0,204,27,9,5,19,3,0,10,10,1,14,37,6,31,25,11,4,0,4,2,21,8,36,19,3,39,41,1,13,11,12,3,2,10,10,43,0,53,12,59,30,3,5,3,10,6,28,45,65,8,9,3,2,15,5,8,31,57,283,32,13,40,4,40,10,9,4,28,5,32,37,83,3,0,5,97,8,26,1,19,9,8,10,16,10,3,4,6,10,17,5,30,3,67,6,10,53,13,8,1,4,7,17,7,8,0,26,18,8,9,25,18,120,83,1,21,30,3,1,18,6,3,173,1,16,67,10,37,9,1,48,8,0,28,3,6,7,3,9,71,12,20,49,1,11,2,8,5,13,1,6,9,25,35,30,27,8,14,92,119,10,21,2,48,12,63,7,9,9,2,2,24,4,13,48,26,38,83,4,22,21,5,4,148,30,14,17,11,17,21,7,9,18,38,4,2,14,24,2,24,78,2,17,17,35,68,4,4,3,4,32,11,77,7,46,0,44,9,18,14,16,9,2,9,42,15,23,10,39,18
9,56,66,16,11,3,54,27,1,2,2,8,9,6,85,5,12,38,3,29,0,17,5,52,4,1,6,14,3,2,9,16,3,38,62,25,1,219,27,10,9,14,1,6,6,17,0,10,36,9,34,33,9,7,0,1,6,26,3,42,16,1,60,94,4,24,21,4,2,2,15,1,56,1,61,13,61,27,6,3,7,7,6,25,54,56,3,19,0,3,8,6,24,48,105,474,37,18,49,2,51,17,6,0,24,15,32,49,155,5,0,5,105,14,16,3,15,14,10,9,10,15,4,15,0,8,16,2,33,5,43,6,13,39,17,14,3,2,5,15,5,9,1,35,5,4,1,14,7,157,116,0,48,23,3,4,14,5,10,155,2,16,97,9,53,0,16,46,3,3,29,6,19,7,6,7,47,19,17,56,2,4,3,16,2,15,1,4,10,34,26,17,38,8,23,108,110,6,20,3,20,9,53,9,34,12,5,6,21,1,9,58,29,38,148,9,30,30,10,21,171,24,2,8,8,15,43,3,17,17,31,2,1,20,21,10,28,162,0,12,11,48,96,11,3,14,3,38,7,111,17,56,5,37,16,32,21,16,4,3,29,42,11,36,17,35,24
0,54,38,7,17,1,1,45,3,3,1,6,7,2,8,6,3,35,7,2,2,4,12,33,5,4,11,10,3,6,0,18,1,27,34,40,2,33,31,4,18,12,4,4,17,13,4,28,56,15,43,40,24,10,0,1,11,38,8,4,14,3,8,6,1,3,3,5,1,1,14,3,26,5,79,11,102,47,0,7,1,6,7,4,6,18,6,5,11,3,11,1,0,23,6,55,31,4,42,5,5,8,14,4,56,4,50,21,14,0,2,5,23,7,23,0,35,25,2,7,6,18,2,4,7,17,18,2,63,5,100,1,11,73,12,5,4,5,4,30,5,9,2,4,3,2,15,1,1,15,6,3,21,45,6,10,16,11,10,150,4,10,119,10,30,3,0,2,3,1,31,1,17,9,31,1,15,4,21,33,3,3,1,6,2,3,1,5,9,17,27,29,43,11,14,91,94,4,41,8,29,5,96,6,15,11,6,5,12,1,11,41,2,58,10,2,35,15,11,2,19,32,9,11,5,16,38,5,2,30,13,3,3,5,19,1,24,24,4,15,9,14,45,3,1,14,4,16,3,88,2,34,4,50,1,32,11,26,1,4,5,18,13,32,16,45,10
12,69,57,25,15,6,58,43,1,4,6,1,12,0,54,6,27,19,2,11,1,7,3,41,3,5,18,27,1,2,3,10,2,45,52,41,3,157,34,6,11,28,3,17,11,12,2,25,60,14,80,38,29,8,3,5,12,50,12,46,11,4,56,71,1,2,17,5,7,4,10,17,56,3,81,20,98,32,0,9,7,11,7,31,43,35,2,11,1,2,5,3,22,44,85,376,16,15,51,1,47,13,11,10,44,19,71,46,118,2,2,4,104,11,21,1,26,28,6,23,8,30,3,9,1,16,32,6,31,0,64,9,31,78,20,16,5,0,10,15,7,13,0,10,18,4,2,6,5,131,81,3,39,37,1,0,22,3,10,164,3,40,127,18,44,2,9,51,1,1,30,5,18,18,5,4,32,19,24,62,13,0,3,9,0,15,3,6,12,9,17,47,25,7,17,96,115,4,41,8,39,1,101,9,32,7,5,0,18,2,7,59,14,47,169,5,21,20,22,18,125,42,4,17,19,14,55,2,19,29,44,0,7,19,22,5,25,158,3,14,8,29,87,9,11,9,3,30,4,108,28,52,6,71,13,37,15,34,5,7,10,35,7,30,19,48,17
8,116,108,28,32,1,17,55,2,1,2,9,15,9,75,2,5,119,5,23,7,14,2,43,45,4,8,10,1,2,4,77,6,52,39,64,0,214,44,16,7,15,0,3,18,13,1,25,79,22,39,41,29,2,1,8,7,61,15,51,36,4,61,79,3,20,14,28,5,3,30,5,66,9,87,18,104,45,5,1,11,15,6,26,50,75,13,5,9,1,13,3,18,61,64,346,32,9,54,3,53,20,7,4,47,13,60,77,111,2,3,8,93,9,23,32,18,31,4,20,17,19,3,18,18,1,18,2,50,21,74,12,22,33,13,12,13,6,9,15,9,19,3,23,15,7,9,19,24,176,115,5,27,40,1,3,26,3,12,187,5,28,140,22,72,1,5,68,2,6,32,7,30,7,5,12,85,13,11,77,6,8,2,17,1,13,1,4,6,11,32,53,67,20,24,142,114,18,17,7,20,10,145,4,31,8,20,8,20,0,11,104,27,71,143,4,14,34,13,12,132,55,14,11,14,14,28,11,15,22,44,14,1,12,19,4,39,148,2,36,11,52,42,6,6,15,1,40,0,112,16,61,5,67,21,41,17,28,2,6,16,35,41,51,29,62,24
6,146,124,37,23,6,26,70,6,0,6,3,16,2,84,8,15,43,7,16,1,14,7,61,3,4,17,18,3,4,1,51,1,44,91,42,8,244,62,4,10,30,5,3,14,18,3,13,61,14,70,51,11,8,6,6,26,46,10,26,16,8,38,68,1,12,11,8,3,5,34,7,48,5,145,23,90,41,6,11,5,7,18,15,39,103,5,20,0,8,12,1,16,42,71,397,32,22,62,9,43,21,20,10,53,19,79,66,115,1,3,14,78,20,35,1,19,18,10,16,16,23,2,15,2,32,41,7,43,11,53,3,22,71,15,17,7,5,12,30,11,9,9,38,15,6,9,25,21,160,82,2,30,42,8,6,21,12,15,460,5,27,159,25,90,3,6,53,10,3,79,4,24,9,16,13,85,17,18,62,6,2,1,11,9,12,7,8,15,72,102,60,61,8,23,143,337,11,43,2,74,12,82,17,33,17,4,0,25,5,10,122,21,54,120,6,43,30,17,17,104,49,11,19,23,14,52,6,8,43,26,1,7,19,22,3,46,150,5,39,12,47,87,4,6,13,7,42,11,127,12,58,2,53,21,31,20,17,5,7,27,54,13,60,38,98,24
