ABCC11,ACTA2,ACTG2,ADAM9,ADGRE5,ADH1B,AGR3,AIF1,AKR1C1,AKR1C3,ALDH1A3,ANGPT2,ANKRD28,ANKRD29,ANKRD30A,APOBEC3B,APOC1,AQP1,AQP3,AR,AVPR1A,BACE2,BANK1,BASP1,BTNL9,C15orf48,C1QA,C1QC,C2orf42,C5orf46,C6orf132,CAV1,CAVIN2,CCDC6,CCDC80,CCL5,CCL8,CCND1,CCPG1,CCR7,CD14,CD163,CD19,CD1C,CD247,CD27,CD274,CD3D,CD3E,CD3G,CD4,CD68,CD69,CD79A,CD80,CD83,CD86,CD8A,CD8B,CD9,CD93,CDC42EP1,CDH1,CEACAM6,CEACAM8,CENPF,CLDN4,CLEC14A,CLEC9A,CLECL1,CRISPLD2,CTLA4,CTTN,CX3CR1,CXCL12,CXCL16,CXCR4,CYTIP,DAPK3,DERL3,DMKN,DNTTIP1,DPT,DSC2,DSP,DST,DUSP2,DUSP5,EDN1,EDNRB,EGFR,EIF4EBP1,ELF3,ENAH,EPCAM,ERBB2,ERN1,ESR1,FAM107B,FAM49A,FASN,FBLIM1,FBLN1,FCER1A,FCER1G,FCGR3A,FGL2,FLNB,FOXA1,FOXC2,FOXP3,FSTL3,GATA3,GJB2,GLIPR1,GNLY,GPR183,GZMA,GZMB,HAVCR2,HDC,HMGA1,HOOK2,HOXD8,HOXD9,IGF1,IGSF6,IL2RA,IL2RG,IL3RA,IL7R,ITGAM,ITGAX,ITM2C,JUP,KARS,KDR,KIT,KLF5,KLRB1,KLRC1,KLRD1,KLRF1,KRT14,KRT15,KRT16,KRT23,KRT5,KRT6B,KRT7,KRT8,LAG3,LARS,LDHB,LGALSL,LPL,LPXN,LRRC15,LTB,LUM,LY86,LYPD3,LYZ,MAP3K8,MDM2,MEDAG,MKI67,MLPH,MMP1,MMP12,MMP2,MMRN2,MNDA,MRC1,MS4A1,MYH11,MYLK,MYO5B,MZB1,NARS,NKG7,NOSTRIN,NPM3,OCIAD2,OXTR,PCLAF,PCOLCE,PDCD1LG2,PDE4A,PDGFRA,PDGFRB,PDK4,PECAM1,PELI1,PIM1,POLR2J3,POSTN,PPARG,PRDM1,PRF1,PTGDS,PTN,PTPRC,PTRHD1,QARS,RAB30,RAMP2,RAPGEF3,RHOH,RORC,RTKN2,RUNX1,S100A14,S100A4,SCD,SDC4,SEC11C,SEC24A,SELL,SERHL2,SERPINA3,SERPINB9,SFRP1,SFRP4,SH3YL1,SLAMF1,SLAMF7,SLC25A37,SLC5A6,SMAP2,SMS,SOX17,SPIB,SQLE,SRPK1,STC1,SVIL,TACSTD2,TCEAL7,TCF4,TCF7,TCIM,TENT5C,TFAP2A,THAP2,TIFA,TIGIT,TMEM147,TNFRSF17,TOMM7,TOP2A,TPD52,TPSAB1,TRAC,TRAF4,TRAPPC3,TRIB1,TUBA4A,TUBB2B,TYROBP,USP53,VOPP1,VWF,WARS,ZEB1,ZEB2,ZNF562
1,25,21,11,6,1,7,25,1,2,2,0,2,0,27,2,3,8,4,6,1,5,1,21,0,1,8,10,1,1,1,5,0,14,32,7,0,39,17,2,10,22,3,1,3,2,0,5,19,4,33,34,3,2,0,5,8,6,3,10,1,1,23,23,0,4,8,0,3,0,8,5,16,1,33,9,24,13,1,6,2,6,0,5,11,11,0,3,0,0,3,1,2,13,21,84,14,4,17,8,8,3,13,0,57,2,22,11,26,1,1,0,12,6,9,0,13,8,2,10,8,5,3,1,0,7,23,1,12,2,27,10,19,20,2,10,0,1,2,12,1,5,1,4,2,4,0,1,0,23,19,2,7,7,1,3,10,2,5,89,2,3,79,3,18,1,0,14,3,7,10,1,8,16,0,1,9,2,6,20,0,4,1,3,0,6,2,0,5,13,23,17,8,3,5,32,61,3,19,0,9,0,35,0,7,4,1,1,3,0,0,39,7,26,60,3,11,13,4,2,42,17,0,6,3,2,12,2,3,7,13,0,0,7,4,1,7,38,0,6,2,15,29,1,3,0,2,18,4,48,3,14,12,17,3,8,3,4,1,3,5,15,7,15,7,26,7
1,26,23,8,4,0,21,10,1,0,2,2,9,2,33,2,10,20,3,11,0,10,0,21,0,5,9,5,1,1,2,14,0,22,21,15,1,109,10,2,4,9,1,4,1,4,0,4,19,4,13,3,7,0,2,5,5,19,9,13,6,2,40,42,1,4,13,0,0,0,24,1,26,1,40,3,13,15,2,0,1,4,4,4,23,15,2,3,0,1,11,3,5,28,33,177,8,9,22,2,18,4,10,1,18,1,11,29,58,2,0,1,47,4,3,0,11,4,0,6,6,4,2,6,0,8,9,1,9,2,10,3,4,6,10,7,0,0,5,2,0,1,0,3,1,1,1,2,10,72,29,1,14,10,3,0,6,1,7,157,0,13,40,6,25,0,0,24,2,0,16,0,6,0,0,3,17,11,5,30,2,1,0,1,0,3,4,2,8,19,21,14,3,5,8,59,121,4,6,2,20,4,21,1,14,4,0,0,4,0,3,38,14,11,94,2,6,12,6,13,94,14,5,26,6,4,5,2,4,7,7,0,0,3,7,4,26,77,0,13,2,23,21,7,5,5,1,16,0,32,11,21,2,13,3,13,5,7,3,1,3,12,1,9,6,19,9
0,21,13,13,6,1,22,16,2,1,1,0,4,1,36,4,6,9,0,12,0,3,0,8,1,1,5,4,1,0,5,4,0,10,25,19,0,76,13,0,3,3,0,0,4,2,3,2,15,2,14,7,9,0,2,0,1,18,4,13,2,0,19,36,0,0,13,0,2,0,5,1,29,0,25,3,17,6,1,0,5,6,3,10,14,12,2,2,0,2,3,3,8,19,31,179,5,18,21,1,21,2,2,0,10,6,4,19,61,0,1,2,46,2,8,2,2,12,1,3,3,9,2,2,0,5,2,1,8,0,14,3,4,9,1,2,1,0,7,13,1,7,1,2,1,0,1,0,0,55,35,2,10,9,1,2,7,5,1,76,0,13,13,7,14,0,0,30,2,0,15,0,4,3,1,1,4,10,2,25,2,1,0,4,0,3,1,1,3,17,21,8,5,4,4,35,75,3,9,8,11,2,17,2,10,2,2,0,7,3,5,31,6,17,86,0,4,6,4,3,66,16,2,22,3,4,1,0,3,3,12,0,0,7,5,5,12,64,1,7,3,24,17,6,2,2,1,13,0,34,5,18,0,12,6,8,14,5,0,2,3,12,1,7,2,10,5
2,17,24,8,6,1,3,20,0,2,3,0,2,1,11,1,7,7,0,5,0,2,0,13,1,5,9,6,1,1,0,0,0,7,25,5,0,56,9,2,2,18,0,3,3,2,1,5,13,2,26,26,5,0,0,4,8,9,9,3,6,3,10,19,1,1,2,0,0,0,6,0,16,2,32,2,46,19,2,0,2,4,4,9,12,6,0,1,0,1,2,1,5,10,22,103,6,4,13,2,9,0,8,3,23,3,48,11,27,0,0,2,26,1,19,0,18,5,1,15,5,6,2,5,0,15,28,0,12,0,13,7,17,13,0,2,2,0,2,5,2,1,1,2,0,0,0,0,0,39,8,0,15,11,0,0,9,9,6,74,2,13,71,6,30,1,2,6,0,10,14,0,17,12,0,1,5,2,1,16,1,0,2,2,0,10,1,1,3,7,0,18,11,1,2,28,30,1,9,0,17,3,41,2,9,2,0,0,5,0,1,21,3,15,22,1,11,2,2,0,19,12,0,10,2,2,9,1,0,11,13,0,0,3,2,0,29,19,0,4,1,5,8,6,2,1,1,3,1,38,14,9,2,25,6,9,6,10,1,2,5,18,0,10,6,19,4
3,13,21,4,8,2,20,19,1,0,3,2,5,1,34,2,3,13,0,8,0,5,3,22,0,1,2,6,3,0,2,6,0,27,22,14,0,119,13,2,5,14,1,2,5,1,1,3,21,5,31,18,10,4,1,1,9,6,10,21,3,0,35,47,0,0,9,5,1,0,10,6,38,1,44,6,28,15,2,1,3,2,10,10,28,13,3,4,0,0,2,0,9,19,36,222,8,5,23,4,22,2,6,0,16,5,30,25,62,1,0,0,54,0,11,0,16,7,1,2,5,5,4,7,1,6,14,2,8,1,12,0,6,10,9,3,1,1,2,8,1,2,1,6,0,1,1,1,2,65,41,0,9,10,4,2,12,3,1,118,0,15,57,5,16,0,3,27,5,3,20,0,4,7,9,3,6,13,1,35,1,0,2,8,0,1,2,1,7,22,19,6,9,2,3,56,69,4,25,0,25,4,39,4,9,2,0,0,5,0,2,23,17,14,71,4,0,10,7,4,43,11,3,3,3,2,7,3,5,4,12,0,2,8,6,4,25,53,0,17,1,21,16,8,5,2,0,15,4,41,1,13,6,20,11,8,4,4,1,3,4,6,2,22,9,36,7
1,27,22,13,4,0,11,10,1,0,0,2,3,1,7,0,4,4,1,6,1,6,0,15,1,1,3,5,2,0,0,5,2,8,23,7,2,41,11,3,1,8,0,0,3,2,2,4,18,4,13,12,13,1,0,2,3,5,0,11,4,2,25,23,0,2,2,0,0,1,10,3,10,0,23,5,20,6,1,1,0,2,2,2,11,7,0,3,0,2,0,3,3,13,12,87,9,2,18,3,13,5,3,0,19,4,11,14,26,5,0,1,21,6,5,0,8,3,2,1,4,10,3,4,0,5,8,0,8,2,29,0,2,9,4,4,1,0,5,2,1,2,0,3,1,0,1,0,0,22,18,1,10,13,1,0,4,6,2,119,0,5,44,6,10,1,0,4,2,0,28,0,4,1,1,5,10,7,2,23,0,0,0,5,0,2,0,1,2,23,9,19,3,2,5,38,110,1,3,0,7,2,23,1,4,4,0,1,4,1,0,29,1,11,27,0,10,7,4,3,20,9,0,5,2,2,8,6,3,6,12,1,0,6,8,0,13,39,1,7,4,15,6,1,2,2,4,10,0,24,11,9,1,17,5,13,3,9,0,1,6,10,2,11,4,18,6
2,29,15,6,7,2,5,11,1,0,1,1,7,2,10,1,1,10,4,6,1,4,3,15,1,0,1,6,2,1,3,6,0,16,29,18,2,40,12,2,2,7,1,1,4,1,2,4,11,6,16,18,15,3,0,0,3,3,5,9,1,1,8,15,1,3,4,0,0,1,5,1,14,2,30,7,15,6,0,0,2,2,4,3,8,30,5,8,0,1,3,0,3,15,9,56,5,4,12,1,12,8,3,2,5,2,11,10,24,2,0,1,19,4,6,0,7,7,2,3,4,5,0,5,1,7,5,1,8,3,33,0,3,16,4,4,1,0,5,11,2,1,2,13,8,3,1,3,9,27,15,1,4,6,2,0,9,9,4,107,1,1,28,2,20,0,2,5,1,3,12,1,7,5,1,11,12,5,1,15,0,1,0,2,2,3,1,2,5,23,24,14,9,9,6,33,78,6,6,1,33,2,18,3,5,3,1,0,7,2,4,19,3,18,27,0,8,7,4,7,23,11,3,10,2,3,8,3,3,10,6,0,6,4,9,1,13,31,2,8,3,8,15,3,1,6,1,5,2,23,2,13,2,10,1,5,9,4,1,0,3,10,1,12,5,10,11
0,24,20,11,4,0,4,11,2,1,2,0,2,0,12,4,7,17,1,5,1,1,1,12,1,0,8,12,1,1,0,10,1,5,37,23,0,24,18,2,5,4,0,4,4,2,0,10,19,4,13,14,5,0,2,2,4,20,9,5,4,0,3,6,0,3,0,2,8,0,10,1,17,0,54,6,23,6,1,3,0,2,4,2,2,17,0,2,0,9,1,1,1,9,5,32,5,3,26,1,7,1,15,3,7,6,15,5,12,1,0,3,8,2,12,3,5,12,0,7,7,5,0,7,0,2,10,1,13,2,16,1,3,23,4,2,1,0,2,6,6,10,0,5,1,0,0,3,2,14,11,2,8,15,2,0,7,5,0,145,1,3,45,4,21,0,1,7,0,0,24,0,6,8,1,1,9,2,2,16,0,0,1,1,1,4,1,0,5,27,32,11,14,0,6,42,123,1,15,0,25,3,33,2,12,4,1,0,1,0,2,38,3,15,19,2,10,8,4,3,24,14,1,2,5,6,7,1,1,7,4,0,1,4,3,1,20,8,0,9,3,11,12,1,3,5,1,8,1,48,1,10,5,19,1,11,4,8,0,1,6,12,2,19,12,22,2
0,40,23,7,10,0,2,12,0,0,4,1,1,2,6,2,0,9,1,2,0,2,3,17,0,1,2,7,1,0,1,6,0,6,14,11,0,32,11,0,7,11,0,0,1,5,2,5,8,0,27,14,1,1,0,4,3,8,1,3,3,1,2,4,0,2,3,1,5,0,11,1,7,0,36,6,17,4,0,0,2,9,2,1,2,15,0,3,0,4,3,1,0,8,6,44,5,2,9,1,4,7,3,0,14,0,12,7,10,2,0,2,6,6,6,0,20,2,4,3,3,7,1,1,1,6,13,3,5,2,8,2,7,8,1,1,1,1,3,5,3,2,1,2,0,1,0,0,1,7,7,2,9,7,7,1,3,2,0,65,0,0,55,3,17,2,7,4,1,0,17,2,4,0,1,9,9,1,11,7,2,1,1,2,0,0,1,0,3,5,18,7,13,0,6,32,55,5,6,0,10,0,16,0,9,2,1,0,3,0,3,13,2,15,32,3,5,6,5,3,12,5,2,2,3,3,11,2,3,11,6,0,3,2,3,0,18,4,1,5,2,1,16,1,0,1,0,6,4,24,6,7,1,10,1,11,6,9,0,3,3,20,1,13,4,28,2
3,31,33,14,13,2,10,16,2,1,0,3,1,6,31,2,13,9,5,7,0,11,1,17,1,1,5,19,1,0,0,10,0,12,17,13,5,85,13,1,9,18,0,0,4,2,2,0,28,1,30,20,20,0,0,1,6,22,3,14,6,2,22,27,0,2,6,3,3,1,7,2,29,1,24,6,27,7,0,2,1,6,3,2,14,9,3,3,1,3,5,2,2,21,35,131,6,10,24,2,11,3,3,6,17,6,27,13,61,0,1,1,45,6,5,4,9,6,3,19,4,4,1,4,0,7,8,1,15,1,31,4,22,4,4,2,5,4,2,4,6,0,4,0,2,1,1,1,1,43,47,1,9,14,1,2,13,2,2,75,1,5,64,9,20,1,1,14,2,7,15,0,10,6,3,3,15,5,1,27,0,0,3,3,1,14,1,2,6,2,14,12,12,2,8,47,75,2,14,1,8,2,40,6,8,2,3,1,2,0,0,28,3,28,55,1,4,9,6,5,47,12,3,4,4,8,12,3,0,18,14,0,2,6,10,2,15,45,1,6,4,10,9,3,0,2,0,8,1,31,7,14,3,20,3,3,5,6,0,2,7,10,3,14,14,15,13
