ABCC11,ACTA2,ACTG2,ADAM9,ADGRE5,ADH1B,AGR3,AIF1,AKR1C1,AKR1C3,ALDH1A3,ANGPT2,ANKRD28,ANKRD29,ANKRD30A,APOBEC3B,APOC1,AQP1,AQP3,AR,AVPR1A,BACE2,BANK1,BASP1,BTNL9,C15orf48,C1QA,C1QC,C2orf42,C5orf46,C6orf132,CAV1,CAVIN2,CCDC6,CCDC80,CCL5,CCL8,CCND1,CCPG1,CCR7,CD14,CD163,CD19,CD1C,CD247,CD27,CD274,CD3D,CD3E,CD3G,CD4,CD68,CD69,CD79A,CD80,CD83,CD86,CD8A,CD8B,CD9,CD93,CDC42EP1,CDH1,CEACAM6,CEACAM8,CENPF,CLDN4,CLEC14A,CLEC9A,CLECL1,CRISPLD2,CTLA4,CTTN,CX3CR1,CXCL12,CXCL16,CXCR4,CYTIP,DAPK3,DERL3,DMKN,DNTTIP1,DPT,DSC2,DSP,DST,DUSP2,DUSP5,EDN1,EDNRB,EGFR,EIF4EBP1,ELF3,ENAH,EPCAM,ERBB2,ERN1,ESR1,FAM107B,FAM49A,FASN,FBLIM1,FBLN1,FCER1A,FCER1G,FCGR3A,FGL2,FLNB,FOXA1,FOXC2,FOXP3,FSTL3,GATA3,GJB2,GLIPR1,GNLY,GPR183,GZMA,GZMB,HAVCR2,HDC,HMGA1,HOOK2,HOXD8,HOXD9,IGF1,IGSF6,IL2RA,IL2RG,IL3RA,IL7R,ITGAM,ITGAX,ITM2C,JUP,KARS,KDR,KIT,KLF5,KLRB1,KLRC1,KLRD1,KLRF1,KRT14,KRT15,KRT16,KRT23,KRT5,KRT6B,KRT7,KRT8,LAG3,LARS,LDHB,LGALSL,LPL,LPXN,LRRC15,LTB,LUM,LY86,LYPD3,LYZ,MAP3K8,MDM2,MEDAG,MKI67,MLPH,MMP1,MMP12,MMP2,MMRN2,MNDA,MRC1,MS4A1,MYH11,MYLK,MYO5B,MZB1,NARS,NKG7,NOSTRIN,NPM3,OCIAD2,OXTR,PCLAF,PCOLCE,PDCD1LG2,PDE4A,PDGFRA,PDGFRB,PDK4,PECAM1,PELI1,PIM1,POLR2J3,POSTN,PPARG,PRDM1,PRF1,PTGDS,PTN,PTPRC,PTRHD1,QARS,RAB30,RAMP2,RAPGEF3,RHOH,RORC,RTKN2,RUNX1,S100A14,S100A4,SCD,SDC4,SEC11C,SEC24A,SELL,SERHL2,SERPINA3,SERPINB9,SFRP1,SFRP4,SH3YL1,SLAMF1,SLAMF7,SLC25A37,SLC5A6,SMAP2,SMS,SOX17,SPIB,SQLE,SRPK1,STC1,SVIL,TACSTD2,TCEAL7,TCF4,TCF7,TCIM,TENT5C,TFAP2A,THAP2,TIFA,TIGIT,TMEM147,TNFRSF17,TOMM7,TOP2A,TPD52,TPSAB1,TRAC,TRAF4,TRAPPC3,TRIB1,TUBA4A,TUBB2B,TYROBP,USP53,VOPP1,VWF,WARS,ZEB1,ZEB2,ZNF562
0,1,4,0,0,0,11,1,0,0,0,0,0,0,12,0,0,0,0,2,0,1,0,4,0,0,0,0,1,0,0,1,0,2,0,0,0,34,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,9,3,0,0,2,0,0,0,0,0,5,0,1,2,2,0,0,0,1,0,0,1,5,1,0,0,0,0,0,0,1,8,8,45,0,1,1,0,5,0,0,0,0,1,0,6,16,0,0,0,24,0,0,0,1,1,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9,14,0,1,1,0,0,2,0,0,5,1,2,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,1,1,4,0,0,1,1,0,1,0,0,0,2,4,0,0,0,0,1,1,0,4,0,1,0,2,0,0,2,0,1,39,2,0,2,1,1,30,1,0,0,0,0,3,0,0,1,1,0,0,3,0,0,2,18,0,0,0,3,4,3,1,1,0,2,0,11,0,8,0,4,1,0,0,0,1,0,0,1,0,0,0,2,1
0,1,1,2,2,0,0,4,0,0,1,4,1,1,0,0,2,2,0,0,1,0,0,1,0,0,2,4,1,1,0,2,0,3,3,1,0,1,2,0,0,5,0,0,1,2,0,2,3,0,7,5,2,0,0,3,1,1,0,1,6,0,2,2,0,1,0,2,0,0,4,0,2,1,20,2,10,1,0,0,0,0,0,0,1,1,0,0,2,1,2,0,0,1,1,4,3,0,5,0,0,2,2,0,3,2,6,1,2,0,0,1,0,8,1,0,5,1,0,4,0,2,1,2,2,1,0,1,7,0,2,0,4,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,0,3,7,0,0,3,0,1,7,0,2,12,1,4,0,1,0,1,0,1,0,0,2,0,0,1,0,0,1,0,2,0,0,0,0,0,1,1,3,6,3,5,2,5,4,5,0,0,0,0,1,9,1,1,0,5,0,2,0,0,1,0,3,3,0,4,1,2,0,0,0,0,1,1,0,2,0,1,4,1,1,1,2,1,0,3,0,0,0,0,4,2,0,0,0,0,2,1,8,5,2,0,1,0,1,0,1,0,3,0,4,3,5,2,6,1
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,2,7,0,0,0,0,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,2,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,1,0,0,0,1,0,5,0,1,0,4,0,0,0,0,0,0,0,1,0,3,2,1,0,0,2,0,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,5,4,0,1,0
0,21,8,0,6,0,0,4,0,0,0,1,1,4,0,1,4,6,1,0,0,1,1,1,0,0,2,0,0,0,0,9,1,2,2,1,2,3,4,0,1,3,0,1,1,0,0,4,1,1,4,7,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,7,0,14,0,21,3,0,0,0,1,0,1,0,4,0,4,0,0,0,0,0,1,0,9,5,0,1,2,0,0,1,1,6,1,16,4,0,0,0,1,4,0,6,0,2,1,0,0,1,2,2,0,0,3,0,1,3,0,13,2,4,4,2,2,1,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,3,2,2,0,3,0,0,5,4,1,29,3,0,0,0,0,0,0,2,2,1,0,0,3,1,0,0,2,0,0,0,0,0,2,1,2,0,2,1,7,6,2,0,14,3,0,3,0,0,1,12,0,0,3,0,0,1,0,0,7,1,3,0,0,2,4,1,2,3,0,0,1,0,0,6,1,1,6,5,0,0,2,2,0,2,0,0,4,3,0,2,0,1,0,0,4,1,6,0,1,3,3,0,5,1,0,1,4,0,5,0,1,3,16,1
0,3,7,1,2,1,1,2,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,2,2,0,0,0,0,1,1,4,9,0,1,2,2,0,3,0,0,2,2,0,3,18,3,12,12,5,0,0,0,1,4,0,0,1,0,0,1,0,1,0,0,0,0,1,7,0,0,4,1,20,6,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,9,0,0,2,0,2,0,0,0,9,0,1,3,3,0,2,0,4,0,4,0,2,0,0,0,0,2,0,0,0,0,2,0,7,0,10,0,1,4,0,3,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,3,0,0,13,0,0,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,4,2,0,3,7,4,0,8,0,1,0,9,0,1,0,0,0,3,1,0,3,0,8,8,0,0,0,3,0,1,5,0,0,0,3,1,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,1,1,8,2,4,0,18,0,1,0,2,1,1,1,3,1,4,0,1,1
0,0,4,4,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,4,8,2,2,0,3,1,0,0,0,0,0,0,1,12,0,1,2,3,0,0,0,0,14,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,1,3,0,2,0,1,0,1,1,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,1,1,8,0,1,4,0,0,1,0,0,0,0,2,0,1,0,2,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,3,1,0,2,7,2,0,1,1,2,0,8,0,0,1,0,0,2,0,1,1,0,2,0,0,1,1,2,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,4,0,0,10,0,1,0,2,0,0,0,1,2,1,0,3,0
1,27,35,8,1,1,16,3,0,0,0,0,3,1,29,0,1,3,0,12,1,2,0,9,0,0,0,0,1,1,2,11,0,13,9,3,0,78,2,1,0,1,0,1,5,2,0,0,4,2,9,3,1,0,0,0,2,7,1,13,3,2,26,19,0,1,8,0,0,0,4,1,24,0,17,4,6,0,1,0,5,3,0,6,15,18,6,0,2,1,5,2,2,18,33,109,3,12,2,0,16,0,1,0,11,4,8,10,29,0,0,1,30,1,3,0,2,1,0,2,4,8,0,2,0,5,3,0,1,0,8,4,0,4,4,5,1,2,4,0,1,0,0,13,5,4,2,7,5,50,38,0,10,3,2,0,3,0,1,41,0,14,13,1,22,0,3,24,0,0,12,0,1,1,0,1,27,11,0,17,0,4,0,4,0,5,0,1,2,7,3,2,4,1,0,23,28,0,3,0,4,0,6,3,11,1,0,0,3,2,2,17,12,6,72,0,2,7,0,3,46,5,1,4,1,0,2,2,3,3,11,0,0,3,12,1,10,37,0,6,1,10,17,2,3,1,1,10,0,15,1,14,2,3,11,4,5,3,0,0,8,4,1,7,7,9,5
8,58,29,13,1,0,23,0,3,1,1,3,3,1,41,0,3,5,2,19,0,2,2,12,0,0,0,0,0,4,4,3,0,22,3,2,0,160,7,1,1,0,0,0,1,1,0,0,8,1,1,3,1,0,0,1,0,2,0,27,0,1,50,63,0,4,16,0,0,0,1,0,32,0,5,3,5,3,0,0,1,3,1,8,32,45,1,5,0,0,8,2,9,25,63,274,4,13,11,1,28,2,1,0,3,1,1,27,93,4,0,1,69,0,6,0,1,6,1,1,7,11,3,3,0,2,2,0,1,0,5,0,1,0,6,3,0,0,4,3,3,0,0,25,4,3,0,15,7,96,58,1,10,6,0,1,2,2,1,19,0,19,3,2,27,0,0,56,2,10,2,0,1,0,0,13,23,20,2,30,0,0,0,4,2,6,0,0,2,4,6,3,0,4,2,28,19,4,3,0,3,4,5,2,8,2,1,0,1,0,10,21,22,3,91,2,4,8,0,10,94,5,3,1,4,0,1,2,5,4,13,0,0,8,6,4,11,114,2,5,3,18,36,4,1,3,0,21,0,32,4,25,0,3,17,9,6,5,2,0,7,9,1,13,4,4,12
1,23,35,6,0,1,9,5,1,0,0,1,2,1,41,0,6,10,1,9,0,2,0,8,0,0,0,0,0,6,2,4,1,10,1,0,1,129,3,0,4,0,0,1,0,0,2,0,1,0,2,0,0,0,0,0,1,0,0,13,1,0,17,37,1,1,3,0,0,1,1,0,9,2,3,4,6,6,0,0,1,4,0,3,32,17,1,2,0,0,3,1,9,13,37,162,2,8,10,0,9,0,0,2,2,0,2,16,51,0,0,3,43,1,0,0,4,0,1,3,4,2,0,3,0,0,1,1,1,0,0,0,2,4,4,3,0,0,3,0,0,2,0,15,10,3,2,9,4,84,62,0,7,1,3,0,0,0,0,24,0,6,12,5,12,0,0,32,0,0,1,0,0,0,0,2,19,5,0,19,0,0,0,0,2,0,0,0,0,0,1,2,0,2,3,25,14,0,2,0,1,1,6,0,6,0,0,0,1,0,1,15,9,0,49,1,3,5,0,4,50,5,2,0,2,0,1,0,6,5,8,0,0,4,4,1,10,79,0,1,2,2,19,1,0,1,0,9,1,21,3,15,0,1,9,2,4,3,1,1,4,6,0,7,3,6,5
1,25,17,6,0,0,7,0,1,0,0,1,1,0,10,0,0,0,0,4,0,0,4,5,0,1,0,0,0,0,0,2,0,4,1,2,0,47,2,0,0,0,0,0,0,1,0,0,3,0,12,0,0,0,0,1,0,0,0,3,0,1,5,11,0,0,0,2,0,0,5,0,12,2,0,1,19,1,0,1,0,3,1,4,7,14,0,3,0,0,5,0,2,5,13,45,2,3,3,0,5,2,0,1,6,0,1,13,17,1,0,3,11,3,1,2,2,0,2,1,2,2,0,4,0,0,0,0,4,19,6,0,1,8,0,2,1,0,3,0,0,0,1,6,3,2,2,5,4,35,19,0,10,9,0,1,8,2,0,11,0,2,4,1,11,0,1,17,2,0,0,0,0,0,1,0,15,4,4,6,0,1,0,0,0,3,0,0,1,2,5,1,2,1,2,13,17,1,0,0,0,3,2,1,6,1,2,0,3,1,1,11,4,0,7,4,3,2,10,1,26,5,2,0,1,2,0,0,2,0,3,1,0,2,2,0,7,26,0,10,1,2,6,8,0,1,0,11,0,13,0,9,0,0,6,3,2,1,0,2,3,3,0,2,6,1,5
