ABCC11,ACTA2,ACTG2,ADAM9,ADGRE5,ADH1B,ADIPOQ,AGR3,AHSP,AIF1,AKR1C1,AKR1C3,ALDH1A3,ANGPT2,ANKRD28,ANKRD29,ANKRD30A,APOBEC3A,APOBEC3B,APOC1,AQP1,AQP3,AR,AVPR1A,BACE2,BANK1,BASP1,BTNL9,C15orf48,C1QA,C1QC,C2orf42,C5orf46,C6orf132,CAV1,CAVIN2,CCDC6,CCDC80,CCL20,CCL5,CCL8,CCND1,CCPG1,CCR7,CD14,CD163,CD19,CD1C,CD247,CD27,CD274,CD3D,CD3E,CD3G,CD4,CD68,CD69,CD79A,CD79B,CD80,CD83,CD86,CD8A,CD8B,CD9,CD93,CDC42EP1,CDH1,CEACAM6,CEACAM8,CENPF,CLCA2,CLDN4,CLDN5,CLEC14A,CLEC9A,CLECL1,CLIC6,CPA3,CRHBP,CRISPLD2,CSF3,CTH,CTLA4,CTSG,CTTN,CX3CR1,CXCL12,CXCL16,CXCL5,CXCR4,CYP1A1,CYTIP,DAPK3,DERL3,DMKN,DNAAF1,DNTTIP1,DPT,DSC2,DSP,DST,DUSP2,DUSP5,EDN1,EDNRB,EGFL7,EGFR,EIF4EBP1,ELF3,ELF5,ENAH,EPCAM,ERBB2,ERN1,ESM1,ESR1,FAM107B,FAM49A,FASN,FBLIM1,FBLN1,FCER1A,FCER1G,FCGR3A,FGL2,FLNB,FOXA1,FOXC2,FOXP3,FSTL3,GATA3,GJB2,GLIPR1,GNLY,GPR183,GZMA,GZMB,GZMK,HAVCR2,HDC,HMGA1,HOOK2,HOXD8,HOXD9,HPX,IGF1,IGSF6,IL2RA,IL2RG,IL3RA,IL7R,ITGAM,ITGAX,ITM2C,JUP,KARS,KDR,KIT,KLF5,KLRB1,KLRC1,KLRD1,KLRF1,KRT14,KRT15,KRT16,KRT23,KRT5,KRT6B,KRT7,KRT8,LAG3,LARS,LDHB,LEP,LGALSL,LIF,LILRA4,LPL,LPXN,LRRC15,LTB,LUM,LY86,LYPD3,LYZ,MAP3K8,MDM2,MEDAG,MKI67,MLPH,MMP1,MMP12,MMP2,MMRN2,MNDA,MPO,MRC1,MS4A1,MUC6,MYBPC1,MYH11,MYLK,MYO5B,MZB1,NARS,NCAM1,NDUFA4L2,NKG7,NOSTRIN,NPM3,OCIAD2,OPRPN,OXTR,PCLAF,PCOLCE,PDCD1,PDCD1LG2,PDE4A,PDGFRA,PDGFRB,PDK4,PECAM1,PELI1,PGR,PIGR,PIM1,PLD4,POLR2J3,POSTN,PPARG,PRDM1,PRF1,PTGDS,PTN,PTPRC,PTRHD1,QARS,RAB30,RAMP2,RAPGEF3,REXO4,RHOH,RORC,RTKN2,RUNX1,S100A14,S100A4,S100A8,SCD,SCGB2A1,SDC4,SEC11C,SEC24A,SELL,SERHL2,SERPINA3,SERPINB9,SFRP1,SFRP4,SH3YL1,SLAMF1,SLAMF7,SLC25A37,SLC4A1,SLC5A6,SMAP2,SMS,SNAI1,SOX17,SOX18,SPIB,SQLE,SRPK1,SSTR2,STC1,SVIL,TAC1,TACSTD2,TCEAL7,TCF15,TCF4,TCF7,TCIM,TCL1A,TENT5C,TFAP2A,THAP2,TIFA,TIGIT,TIMP4,TMEM147,TNFRSF17,TOMM7,TOP2A,TPD52,TPSAB1,TRAC,TRAF4,TRAPPC3,TRIB1,TUBA4A,TUBB2B,TYROBP,UCP1,USP53,VOPP1,VWF,WARS,ZEB1,ZEB2,ZNF562
7,31,34,40,0,0,0,22,0,1,2,1,0,0,2,0,135,0,3,2,2,0,13,0,6,0,13,0,0,0,2,0,0,6,9,1,28,4,0,0,0,158,11,0,4,4,0,2,0,0,0,1,0,0,3,8,0,0,0,0,0,1,0,1,43,0,1,61,69,5,13,0,20,0,2,0,1,0,0,0,2,0,0,0,2,66,1,2,13,0,4,0,0,1,0,5,1,2,0,13,31,37,0,6,0,0,0,3,4,12,0,36,121,332,4,2,10,10,1,66,2,0,0,6,4,2,36,130,0,0,3,119,0,3,0,0,2,0,0,0,6,13,5,6,0,0,0,1,0,1,0,0,0,1,4,14,3,1,0,12,0,1,0,3,18,15,2,0,12,1,162,115,0,17,2,0,5,0,0,0,2,0,1,2,0,25,6,6,35,0,5,73,0,0,0,2,2,0,0,0,0,0,4,29,24,1,48,0,0,0,1,2,14,0,6,6,0,0,0,3,0,0,3,3,4,0,0,3,0,52,7,5,0,1,0,3,3,8,24,1,0,0,0,9,3,4,41,65,3,0,223,1,8,25,13,0,36,68,7,15,0,14,1,1,2,0,8,1,36,0,0,0,1,12,14,0,3,10,0,236,0,0,0,1,17,0,49,12,3,6,0,1,19,0,48,9,25,0,1,14,9,11,3,6,0,0,20,9,2,11,2,3,19
10,58,49,35,0,0,0,36,0,7,1,0,0,0,3,1,159,0,0,3,9,0,26,0,14,0,11,3,1,0,1,0,1,7,15,1,33,2,0,1,0,205,6,0,2,1,0,0,0,0,0,0,3,0,3,6,0,0,1,1,1,4,0,0,61,0,4,84,89,3,7,0,20,0,2,0,0,0,0,0,2,0,1,0,0,93,0,3,7,0,6,0,2,1,0,13,0,2,0,15,31,76,1,1,1,1,0,12,6,24,0,48,180,439,12,0,11,10,3,90,4,0,0,6,7,0,50,150,0,0,4,176,0,4,0,2,2,0,0,1,3,12,6,4,0,0,3,4,1,0,0,0,0,2,5,19,8,0,0,3,0,4,0,0,28,6,11,0,7,2,194,149,0,25,2,0,0,2,2,0,0,1,0,12,1,43,4,1,36,0,6,88,0,1,3,2,2,0,0,0,0,0,18,42,30,1,50,1,0,0,2,3,16,0,6,14,0,0,0,5,1,6,10,2,2,3,0,0,1,61,6,2,1,0,1,6,1,8,20,2,0,0,0,9,4,9,45,76,2,0,303,0,6,19,23,0,32,91,10,16,0,18,0,1,7,0,13,3,41,1,1,1,1,13,14,2,1,18,0,204,2,0,0,1,21,0,55,17,4,3,2,1,20,0,67,27,49,0,0,20,17,16,12,11,2,0,17,11,4,6,0,2,21
21,48,46,42,0,0,0,24,0,1,1,0,0,1,3,2,162,0,2,4,3,2,18,0,14,0,12,2,2,1,0,1,1,5,5,0,34,11,0,3,0,199,7,0,7,2,0,1,0,1,0,0,2,3,3,6,1,0,0,0,1,1,2,1,37,2,0,79,74,9,17,1,15,0,1,0,0,1,0,0,3,0,3,0,0,103,2,5,7,0,11,0,1,2,1,7,0,10,1,16,56,42,1,7,0,1,0,4,14,25,0,43,151,497,5,0,24,13,1,112,1,3,0,12,2,2,47,186,0,0,2,158,0,5,0,1,1,0,0,0,7,19,7,7,0,0,2,2,0,0,0,2,1,0,3,19,9,2,1,13,1,0,0,0,7,7,1,0,7,0,184,176,3,24,1,0,3,1,1,1,1,0,0,20,0,42,1,4,38,0,10,74,0,0,3,2,4,0,0,0,0,1,3,12,36,3,59,0,0,0,4,1,14,0,6,24,0,0,0,2,4,3,7,2,7,0,0,3,0,68,15,1,0,0,1,3,2,7,15,0,0,3,1,11,2,8,39,66,9,0,376,1,3,19,25,0,50,87,7,10,3,17,0,1,1,0,13,14,45,0,1,0,0,23,19,0,3,6,0,264,2,0,2,1,33,0,48,11,1,7,1,2,27,1,83,14,50,1,0,18,16,5,13,6,5,0,19,15,2,13,1,4,20
10,22,32,26,3,1,0,19,0,15,2,0,0,0,2,0,115,0,0,15,4,0,15,0,5,1,7,1,8,4,9,1,0,4,4,0,27,5,0,0,2,102,7,0,25,6,0,0,1,2,0,1,3,0,21,46,0,0,1,1,15,3,1,0,43,5,2,64,34,0,5,0,11,0,0,0,1,0,1,0,0,0,0,2,0,50,1,5,9,1,11,0,5,0,0,2,1,7,2,4,37,37,1,2,0,1,1,1,7,18,1,23,86,266,3,0,14,16,4,48,0,1,0,58,24,14,35,92,2,0,2,66,1,4,0,12,2,1,0,14,7,9,2,3,2,0,2,10,0,2,0,0,6,15,4,5,7,2,6,4,1,1,0,0,5,5,0,1,2,0,83,84,1,22,9,0,2,0,0,0,12,4,0,14,0,22,8,7,19,0,8,68,0,92,2,1,8,0,7,0,4,0,2,12,20,2,49,0,0,0,0,1,3,0,0,9,0,0,1,8,3,9,12,2,9,0,0,2,0,43,11,12,2,0,4,2,23,3,15,1,1,0,2,4,1,3,28,34,7,0,219,0,2,12,7,1,9,44,5,2,3,8,0,12,7,0,7,1,36,1,0,0,0,16,14,1,1,6,1,85,0,0,3,1,9,0,39,4,2,0,1,0,16,0,51,23,33,2,3,9,11,3,3,2,3,0,11,8,4,4,2,21,11
7,33,20,20,3,0,1,12,0,6,0,1,0,0,7,4,68,0,0,3,20,0,11,0,6,0,7,1,0,3,2,2,0,3,9,0,9,9,0,3,0,72,8,0,5,6,0,1,1,1,0,1,1,3,7,4,2,0,0,0,4,0,0,0,18,3,1,36,34,0,7,0,9,0,1,1,0,0,0,0,2,0,0,0,1,44,0,17,8,0,6,0,2,2,0,2,0,1,3,7,13,34,0,3,0,3,0,4,1,5,0,18,65,132,4,0,6,11,1,39,4,2,0,15,17,4,24,48,1,0,4,53,0,5,1,3,2,0,0,6,6,12,3,2,0,0,15,6,0,0,0,0,2,15,4,8,5,2,1,2,1,0,1,0,21,5,3,0,4,1,82,58,0,13,6,0,2,0,0,2,1,5,1,65,0,10,5,4,22,0,2,35,0,4,4,0,2,0,0,0,0,0,8,27,8,1,19,0,0,2,2,2,8,0,2,2,1,0,0,6,2,18,7,2,6,1,0,1,0,31,50,0,2,0,1,6,8,3,7,2,0,1,1,6,2,2,24,29,12,0,94,1,3,6,12,1,8,26,3,16,5,12,0,3,0,0,6,7,17,1,1,0,0,17,4,0,0,11,2,79,1,0,4,0,7,0,23,9,5,3,1,1,7,0,30,3,11,0,5,13,6,1,7,1,2,0,9,6,1,9,8,11,6
15,54,58,58,0,1,0,42,0,2,1,0,0,0,2,3,160,0,1,1,5,0,19,0,12,0,6,1,1,2,0,2,1,6,14,0,37,2,0,1,0,205,10,0,2,1,0,0,0,0,0,1,0,1,1,6,0,0,0,1,0,0,0,0,41,4,4,93,77,2,12,0,15,0,1,0,0,0,0,0,3,0,1,1,0,101,0,5,6,1,7,0,1,1,0,10,0,3,0,12,56,76,2,7,0,2,0,13,4,21,0,43,163,447,4,0,23,15,1,90,1,3,0,4,6,3,48,155,1,0,1,151,0,4,3,0,0,0,0,3,11,20,5,6,0,2,1,2,0,3,0,2,1,1,3,19,8,1,0,9,0,1,0,0,46,16,9,0,19,3,225,145,0,17,5,0,7,0,0,2,1,2,0,12,0,44,11,5,33,0,4,103,0,1,2,1,0,0,1,0,0,0,11,55,39,3,61,0,0,0,2,0,6,0,9,22,0,0,0,1,7,0,0,3,7,3,0,2,1,90,17,2,0,0,0,15,2,6,25,1,0,0,0,13,1,7,42,98,3,0,404,1,5,17,28,3,41,89,7,23,0,12,1,0,5,0,11,7,38,0,0,1,0,21,21,1,2,12,0,211,1,0,0,1,31,0,60,18,1,7,1,2,27,0,80,7,46,2,0,21,22,6,12,8,0,0,24,24,1,15,2,1,23
34,75,82,56,4,5,0,32,0,11,1,1,0,0,3,2,166,0,1,3,14,0,9,0,12,0,14,3,3,2,7,3,0,9,34,0,48,12,0,2,0,287,7,0,2,4,0,0,1,2,1,0,4,0,9,8,0,0,0,2,4,4,14,4,64,0,5,101,73,6,18,0,24,0,7,0,0,0,2,0,2,0,5,0,0,139,1,12,8,1,17,1,2,3,1,9,0,10,1,19,65,129,0,13,2,3,0,14,6,16,0,49,198,514,6,1,12,28,1,107,2,1,1,16,5,4,50,209,0,0,9,146,2,6,0,2,1,0,0,4,15,16,5,7,6,2,3,5,0,2,2,3,3,4,14,27,7,4,0,6,0,1,0,0,46,23,8,0,20,10,267,165,0,21,5,0,5,0,0,3,1,0,0,33,1,44,15,5,58,0,2,122,0,0,7,1,3,0,1,0,1,0,25,73,28,6,74,1,0,0,4,2,17,0,6,17,0,0,1,1,9,15,6,10,6,1,0,4,1,101,16,7,4,1,0,15,7,8,32,4,2,5,2,19,1,10,59,86,5,0,432,1,9,12,41,0,59,80,8,25,6,23,3,2,8,0,15,0,40,0,0,0,0,25,22,1,1,20,2,268,1,0,1,1,43,0,66,23,4,9,0,0,30,0,99,24,67,3,4,15,15,5,15,11,0,0,35,22,9,20,5,5,21
37,27,38,44,1,0,0,32,0,0,1,0,0,0,6,1,107,0,2,0,3,0,12,0,15,0,14,2,1,1,0,0,4,6,7,0,27,2,1,4,0,180,11,0,0,3,0,7,0,3,0,0,0,3,3,1,0,1,1,1,1,0,2,0,41,1,3,61,48,4,3,0,7,0,1,0,0,0,0,0,0,0,0,0,0,76,0,1,5,1,3,0,0,5,0,5,0,5,1,12,41,47,2,6,0,1,0,6,4,10,0,32,138,303,3,0,12,12,3,97,0,2,0,4,1,1,38,152,0,0,1,120,1,0,0,2,1,0,0,0,11,13,6,2,1,0,0,3,1,0,0,0,0,0,2,9,7,0,0,9,0,1,0,0,14,6,1,0,7,3,203,151,2,22,0,0,0,0,0,0,1,0,0,18,0,42,3,3,51,0,5,87,0,0,2,2,2,0,0,0,0,0,8,15,36,5,41,0,0,0,4,2,13,0,6,10,0,0,0,3,1,0,3,0,2,0,0,1,2,54,14,1,1,0,0,4,2,1,18,4,1,0,1,8,1,2,26,43,2,0,285,0,6,11,20,1,57,60,5,7,1,14,0,1,2,1,12,3,25,0,0,0,0,13,18,0,1,8,0,161,0,0,3,0,29,0,39,5,4,5,1,0,29,0,55,12,32,1,1,18,8,1,8,5,1,0,9,18,0,10,4,1,15
13,9,26,32,0,0,0,18,0,6,1,1,0,0,5,2,127,0,1,1,2,0,17,1,17,0,3,0,0,1,8,0,0,1,0,1,23,4,0,0,0,119,7,0,8,7,0,0,0,0,0,0,0,1,7,8,0,0,0,1,3,2,3,2,28,0,4,66,49,2,6,0,8,0,0,0,1,0,0,0,0,0,0,0,0,64,0,0,10,0,6,1,1,1,1,6,0,9,0,9,29,24,1,7,1,1,0,0,7,15,1,25,112,298,4,1,11,13,2,68,2,1,3,44,2,2,35,87,0,0,4,92,0,3,0,0,0,1,0,6,14,14,8,5,0,0,2,4,0,0,0,0,0,8,3,12,9,0,0,3,1,1,0,0,1,8,0,0,0,0,140,99,1,9,5,1,2,0,0,3,0,0,0,2,0,33,10,4,27,1,2,81,0,3,1,0,5,0,0,0,0,0,0,1,43,1,36,0,0,1,2,1,8,0,0,4,0,1,1,5,3,0,3,1,7,0,0,1,1,49,0,3,1,1,0,0,6,4,14,2,0,1,1,12,3,9,14,62,7,0,296,0,2,9,22,3,34,26,4,1,0,8,1,1,2,1,10,10,36,0,1,0,1,20,10,0,1,4,0,136,0,0,1,0,34,0,35,16,3,5,0,0,17,1,48,5,31,0,0,14,12,8,5,1,2,0,15,15,0,4,0,6,20
34,26,37,35,0,0,0,28,0,1,2,0,0,0,8,3,149,0,1,8,1,0,17,0,14,0,13,0,2,0,2,5,0,8,5,0,36,2,0,1,1,156,11,0,0,3,0,0,0,0,0,0,4,1,1,4,0,0,0,0,0,1,0,6,45,0,2,111,74,2,10,0,24,0,2,0,0,1,0,0,4,0,0,0,0,75,0,1,5,0,4,0,0,2,0,4,0,7,1,9,33,38,0,5,0,0,1,5,3,25,0,38,132,364,9,0,22,9,1,92,1,0,0,6,2,2,58,146,1,1,1,151,0,4,12,0,0,1,0,0,10,8,7,3,0,0,0,4,0,0,0,0,1,0,3,13,7,3,0,6,0,1,1,2,37,14,3,0,6,6,197,144,1,17,0,0,2,1,0,0,1,1,0,6,0,37,4,4,31,0,6,92,0,0,2,4,0,1,2,0,1,0,5,17,36,5,60,1,0,0,2,1,11,0,1,19,0,0,1,3,0,0,3,1,4,1,0,0,1,59,4,0,0,0,0,3,0,13,12,2,0,1,0,13,0,3,34,71,5,0,353,1,6,6,23,0,76,52,6,15,0,23,1,3,3,0,6,3,37,0,0,0,1,17,20,0,1,13,0,212,0,0,0,1,35,1,55,20,1,5,0,2,28,0,73,19,32,1,2,15,14,10,7,7,0,0,27,10,0,15,5,0,22
