ABCC11,ACTA2,ACTG2,ADAM9,ADGRE5,ADH1B,ADIPOQ,AGR3,AHSP,AIF1,AKR1C1,AKR1C3,ALDH1A3,ANGPT2,ANKRD28,ANKRD29,ANKRD30A,APOBEC3A,APOBEC3B,APOC1,AQP1,AQP3,AR,AVPR1A,BACE2,BANK1,BASP1,BTNL9,C15orf48,C1QA,C1QC,C2orf42,C5orf46,C6orf132,CAV1,CAVIN2,CCDC6,CCDC80,CCL20,CCL5,CCL8,CCND1,CCPG1,CCR7,CD14,CD163,CD19,CD1C,CD247,CD27,CD274,CD3D,CD3E,CD3G,CD4,CD68,CD69,CD79A,CD79B,CD80,CD83,CD86,CD8A,CD8B,CD9,CD93,CDC42EP1,CDH1,CEACAM6,CEACAM8,CENPF,CLCA2,CLDN4,CLDN5,CLEC14A,CLEC9A,CLECL1,CLIC6,CPA3,CRHBP,CRISPLD2,CSF3,CTH,CTLA4,CTSG,CTTN,CX3CR1,CXCL12,CXCL16,CXCL5,CXCR4,CYP1A1,CYTIP,DAPK3,DERL3,DMKN,DNAAF1,DNTTIP1,DPT,DSC2,DSP,DST,DUSP2,DUSP5,EDN1,EDNRB,EGFL7,EGFR,EIF4EBP1,ELF3,ELF5,ENAH,EPCAM,ERBB2,ERN1,ESM1,ESR1,FAM107B,FAM49A,FASN,FBLIM1,FBLN1,FCER1A,FCER1G,FCGR3A,FGL2,FLNB,FOXA1,FOXC2,FOXP3,FSTL3,GATA3,GJB2,GLIPR1,GNLY,GPR183,GZMA,GZMB,GZMK,HAVCR2,HDC,HMGA1,HOOK2,HOXD8,HOXD9,HPX,IGF1,IGSF6,IL2RA,IL2RG,IL3RA,IL7R,ITGAM,ITGAX,ITM2C,JUP,KARS,KDR,KIT,KLF5,KLRB1,KLRC1,KLRD1,KLRF1,KRT14,KRT15,KRT16,KRT23,KRT5,KRT6B,KRT7,KRT8,LAG3,LARS,LDHB,LEP,LGALSL,LIF,LILRA4,LPL,LPXN,LRRC15,LTB,LUM,LY86,LYPD3,LYZ,MAP3K8,MDM2,MEDAG,MKI67,MLPH,MMP1,MMP12,MMP2,MMRN2,MNDA,MPO,MRC1,MS4A1,MUC6,MYBPC1,MYH11,MYLK,MYO5B,MZB1,NARS,NCAM1,NDUFA4L2,NKG7,NOSTRIN,NPM3,OCIAD2,OPRPN,OXTR,PCLAF,PCOLCE,PDCD1,PDCD1LG2,PDE4A,PDGFRA,PDGFRB,PDK4,PECAM1,PELI1,PGR,PIGR,PIM1,PLD4,POLR2J3,POSTN,PPARG,PRDM1,PRF1,PTGDS,PTN,PTPRC,PTRHD1,QARS,RAB30,RAMP2,RAPGEF3,REXO4,RHOH,RORC,RTKN2,RUNX1,S100A14,S100A4,S100A8,SCD,SCGB2A1,SDC4,SEC11C,SEC24A,SELL,SERHL2,SERPINA3,SERPINB9,SFRP1,SFRP4,SH3YL1,SLAMF1,SLAMF7,SLC25A37,SLC4A1,SLC5A6,SMAP2,SMS,SNAI1,SOX17,SOX18,SPIB,SQLE,SRPK1,SSTR2,STC1,SVIL,TAC1,TACSTD2,TCEAL7,TCF15,TCF4,TCF7,TCIM,TCL1A,TENT5C,TFAP2A,THAP2,TIFA,TIGIT,TIMP4,TMEM147,TNFRSF17,TOMM7,TOP2A,TPD52,TPSAB1,TRAC,TRAF4,TRAPPC3,TRIB1,TUBA4A,TUBB2B,TYROBP,UCP1,USP53,VOPP1,VWF,WARS,ZEB1,ZEB2,ZNF562
0,3,6,2,0,0,0,5,0,0,0,0,0,0,0,0,18,0,0,1,1,0,3,0,5,1,2,1,0,0,0,0,0,3,0,0,5,0,0,0,0,33,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,9,1,0,6,9,0,3,0,4,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10,6,0,3,0,0,0,0,2,2,0,4,20,32,1,0,2,3,1,11,0,0,0,1,0,0,9,24,0,0,0,21,0,1,0,0,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,3,0,1,0,0,0,34,24,0,1,0,0,1,0,0,0,0,0,0,0,0,8,0,0,5,0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,3,0,19,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,8,0,1,0,0,0,0,0,0,2,3,0,0,1,1,0,0,4,7,0,0,28,0,0,1,2,0,9,5,1,0,0,1,0,0,0,3,1,1,2,0,0,0,0,3,1,0,0,0,1,25,0,0,0,0,6,0,6,3,0,1,0,0,3,0,12,10,2,2,0,2,2,1,2,2,0,0,2,2,0,0,0,2,1
5,6,20,17,0,0,0,15,0,2,2,0,0,0,0,1,84,0,0,0,4,0,6,0,0,0,7,0,1,3,1,0,0,0,0,0,14,0,0,0,0,50,3,0,3,2,0,0,0,0,0,0,0,0,2,8,0,0,0,0,2,4,1,0,19,0,0,18,22,2,6,0,4,0,0,0,0,0,0,0,2,0,0,0,0,39,0,0,4,0,2,0,1,0,0,1,0,1,0,3,18,17,0,2,0,1,1,0,2,12,0,16,79,111,4,0,7,5,0,35,0,1,0,4,1,1,20,71,0,0,0,66,0,0,0,0,0,0,0,2,10,1,0,2,0,0,2,2,0,0,0,0,0,3,2,2,4,0,0,2,2,2,0,0,0,0,0,0,1,0,49,58,0,11,1,0,0,0,0,0,1,0,0,7,1,7,5,1,11,0,3,49,0,0,2,1,0,0,0,0,0,0,0,0,7,2,16,0,0,0,0,0,3,0,1,4,0,0,0,0,1,0,1,1,2,0,0,1,0,25,1,0,3,0,0,0,3,2,8,1,0,0,0,1,0,5,17,29,0,0,155,0,0,4,8,0,12,33,0,1,0,7,0,5,0,0,3,4,10,0,0,1,1,14,6,3,2,0,0,38,0,0,0,0,13,0,11,8,0,2,0,0,8,0,27,0,24,0,1,5,4,1,7,1,2,0,5,8,0,11,0,6,12
0,4,10,4,0,0,0,8,0,0,0,0,0,0,0,0,50,0,0,0,0,0,11,0,2,0,4,0,0,0,2,1,0,1,0,0,7,0,0,0,0,62,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,26,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,1,0,4,0,2,0,1,12,10,0,3,0,0,1,0,1,6,0,8,36,113,0,0,7,3,0,16,0,0,0,0,0,0,16,33,1,0,0,49,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,42,36,0,6,0,0,3,0,0,0,2,0,0,0,0,10,0,0,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,13,2,8,0,0,0,0,0,2,0,0,5,0,0,0,1,1,0,0,0,2,0,0,0,0,7,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,1,4,7,0,0,57,0,1,5,3,0,3,48,3,0,0,3,0,0,0,0,1,2,10,0,0,1,1,4,4,1,0,2,0,56,0,0,0,0,2,0,12,2,0,1,0,0,7,0,20,1,8,0,0,7,1,1,0,2,0,0,3,3,0,3,0,0,8
0,5,5,4,1,0,0,5,0,0,0,1,0,0,3,0,37,0,1,0,0,0,3,0,2,0,1,0,0,0,1,1,0,0,1,0,8,0,0,0,1,27,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,14,2,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,2,1,0,0,0,0,0,0,2,0,2,0,3,5,5,1,0,0,0,0,1,1,0,0,4,21,50,2,0,1,2,0,12,0,0,0,2,0,0,9,23,0,0,2,24,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,22,23,0,0,0,0,0,0,0,0,0,3,0,17,0,9,1,0,8,0,0,11,0,0,0,0,1,0,0,0,0,0,0,4,5,0,7,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,0,0,1,0,0,0,0,12,7,1,0,0,0,0,0,1,2,0,1,0,0,1,0,0,6,17,0,0,64,0,1,2,2,0,2,14,4,0,1,7,0,0,0,0,0,1,4,0,0,0,0,3,2,0,0,3,0,12,0,0,0,0,0,0,8,2,0,0,0,0,3,0,16,4,11,0,0,2,4,1,3,1,0,0,1,1,0,4,0,2,2
5,9,11,7,0,0,0,1,0,0,0,4,0,0,2,1,33,0,0,0,0,0,3,1,3,0,2,0,0,0,0,0,0,2,8,0,4,3,0,0,0,28,4,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,12,6,0,2,0,3,0,4,0,0,0,0,0,3,0,1,0,0,15,1,6,1,0,1,0,0,1,0,3,0,2,1,2,12,10,0,0,1,0,0,0,2,4,0,8,24,74,4,0,0,5,0,17,2,2,0,1,0,0,8,17,1,0,1,29,0,0,0,0,0,2,0,0,0,2,2,2,0,0,1,0,0,0,0,0,1,0,2,5,3,0,0,0,0,0,0,0,2,0,2,0,1,0,32,22,0,12,1,0,0,0,0,0,1,0,0,1,0,6,0,1,2,0,3,18,0,0,2,2,1,0,0,0,0,0,0,8,3,0,5,0,0,0,0,0,4,0,1,2,0,0,1,0,0,2,3,3,1,0,0,1,0,8,13,1,2,1,0,0,0,2,3,0,1,0,0,1,0,0,6,13,0,0,59,0,3,2,5,0,3,12,2,0,0,2,0,0,1,0,1,2,2,0,1,0,0,3,9,0,0,1,0,19,0,0,0,1,15,0,6,1,1,0,0,0,8,0,9,0,8,0,0,5,1,0,0,1,0,0,1,4,1,6,0,4,6
7,5,4,12,0,0,0,11,0,1,0,0,0,0,0,0,32,0,1,1,0,0,6,0,3,0,0,0,0,0,0,0,0,2,0,0,17,0,0,0,0,33,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,10,0,0,15,16,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,24,0,1,1,0,2,0,0,0,0,1,0,1,0,1,7,6,0,7,0,0,1,1,0,8,2,6,43,98,1,0,5,0,0,19,0,0,0,0,1,0,18,38,0,0,0,37,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,2,0,1,0,1,0,34,32,0,3,0,0,3,0,0,0,0,0,0,0,0,10,0,0,9,0,0,21,0,1,0,0,0,0,0,0,0,0,0,2,6,0,16,0,0,0,2,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,8,0,0,0,0,3,0,1,8,17,1,0,88,0,2,2,6,0,12,12,0,1,0,3,0,1,1,0,3,1,6,0,0,0,0,3,3,0,3,0,0,35,0,0,0,0,10,0,15,1,1,2,0,0,6,0,16,3,5,0,0,3,2,2,1,2,0,0,3,2,0,1,0,1,3
5,4,24,14,0,0,0,13,0,3,0,0,0,0,3,0,40,0,0,0,6,0,5,0,6,0,2,0,0,0,5,0,0,1,0,0,12,3,0,1,0,58,2,0,1,25,0,1,1,0,0,0,2,0,3,1,0,0,0,5,3,4,0,0,15,0,2,41,23,0,8,0,2,0,0,2,1,0,0,0,0,0,1,0,0,22,0,0,9,0,9,0,4,2,0,4,0,2,2,3,14,15,0,1,0,1,0,0,2,6,0,3,58,160,1,0,5,4,0,20,0,3,1,1,28,6,20,40,0,0,1,25,0,0,0,2,0,0,0,2,2,3,1,0,0,1,0,1,0,2,0,0,1,9,1,6,7,0,0,6,1,0,0,0,0,1,0,0,0,0,61,38,0,3,2,0,0,0,0,3,1,0,0,11,0,16,8,5,13,2,0,16,0,0,1,0,2,0,5,0,0,0,1,1,11,3,21,0,0,0,2,0,1,0,1,3,0,0,0,1,1,0,4,1,4,0,1,2,0,26,0,0,1,0,2,0,3,2,10,0,0,0,0,2,2,1,12,28,0,0,149,0,2,2,11,1,7,22,2,3,4,1,0,4,1,0,6,1,7,0,0,0,0,7,4,0,0,3,0,75,0,0,0,0,12,0,18,5,1,1,0,0,6,0,20,8,23,0,2,4,6,3,3,2,2,0,3,7,0,2,0,3,6
7,3,14,11,1,0,0,6,0,0,0,0,0,0,0,0,61,0,0,1,2,0,6,0,5,0,8,0,0,0,2,0,0,1,1,0,10,0,0,1,1,55,7,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,8,0,1,28,25,2,1,0,8,0,0,0,0,0,0,0,0,0,1,0,0,24,0,0,3,1,4,0,0,0,0,0,0,0,0,5,12,9,0,4,1,0,0,0,5,3,0,25,57,128,1,0,10,3,0,19,1,1,0,3,0,0,20,54,0,0,0,75,0,0,0,0,0,0,0,0,3,2,1,0,0,1,0,1,0,0,0,0,0,1,0,4,1,0,0,1,1,0,0,1,2,2,2,0,1,0,56,46,1,5,0,0,1,0,0,0,0,0,0,0,1,14,0,2,3,0,0,37,0,3,0,0,0,0,0,0,0,0,2,2,13,0,19,0,0,0,2,1,3,0,0,2,0,0,0,3,1,1,2,0,1,0,0,0,0,19,1,0,0,0,0,0,1,1,6,0,0,1,0,5,1,1,8,15,0,0,125,0,0,1,2,1,9,31,2,4,1,1,1,0,0,0,0,1,12,0,0,0,0,6,2,0,1,4,0,57,0,0,0,0,14,0,25,5,0,1,0,0,9,0,19,2,11,0,1,6,7,1,2,0,0,0,4,4,0,3,0,2,8
1,10,11,4,1,0,0,13,0,2,0,0,0,0,3,0,43,1,1,1,0,0,8,0,7,1,4,0,1,0,1,1,0,2,1,0,17,0,0,0,0,76,0,0,0,3,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,8,0,0,17,18,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,2,0,1,0,0,1,0,0,0,2,0,8,19,15,1,0,0,0,1,0,2,2,0,11,52,113,1,0,5,5,0,26,0,0,0,2,0,0,16,42,3,0,0,42,0,0,0,0,0,0,0,0,5,3,0,0,0,1,1,0,0,0,0,0,0,0,1,5,5,0,0,1,0,0,0,0,2,4,1,0,1,2,51,43,0,5,1,0,0,0,0,0,0,0,0,1,0,17,4,1,10,0,2,27,0,0,0,0,0,0,0,0,0,0,5,5,10,2,16,0,0,0,0,2,3,0,1,8,0,0,0,0,0,0,1,0,2,0,0,2,0,25,1,0,0,0,0,0,0,2,12,2,0,1,0,3,1,2,18,22,1,0,71,2,1,5,6,1,11,28,4,3,0,3,1,0,1,0,3,1,6,0,0,0,0,6,1,0,3,7,0,59,0,0,0,1,6,0,16,4,1,3,0,0,2,0,17,0,8,0,0,2,1,4,6,3,0,0,0,11,0,4,1,0,3
7,10,12,18,0,0,0,8,0,1,0,0,0,0,1,0,52,0,0,0,0,0,6,0,4,0,5,0,0,0,0,0,0,2,2,0,10,0,0,0,0,58,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,2,1,34,23,2,4,0,12,0,0,0,0,0,0,0,1,0,0,0,0,22,0,0,0,1,0,0,0,0,0,3,0,0,0,4,6,9,0,3,0,0,0,1,1,4,0,3,34,122,0,0,6,5,0,18,2,0,0,4,0,0,11,51,0,0,1,39,0,1,0,1,0,0,0,0,4,2,3,3,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,2,0,2,2,0,0,0,0,44,56,0,4,0,0,1,1,0,0,1,1,0,1,1,8,2,2,5,0,1,31,0,0,0,0,0,0,0,0,0,0,1,5,13,0,12,0,0,0,1,0,2,0,3,5,0,0,0,2,0,0,0,1,2,0,0,1,0,14,0,1,0,0,0,2,0,3,9,0,0,0,0,4,2,0,9,14,0,0,112,0,1,2,4,0,6,19,2,0,0,3,0,0,3,0,4,3,5,0,0,0,0,5,1,0,3,1,0,64,0,0,0,0,5,0,14,4,0,0,0,0,5,1,14,2,11,0,1,3,3,0,3,0,0,0,4,2,0,2,0,0,1
