ABCC11,ACTA2,ACTG2,ADAM9,ADGRE5,ADH1B,AGR3,AIF1,AKR1C1,AKR1C3,ALDH1A3,ANGPT2,ANKRD28,ANKRD29,ANKRD30A,APOBEC3B,APOC1,AQP1,AQP3,AR,AVPR1A,BACE2,BANK1,BASP1,BTNL9,C15orf48,C1QA,C1QC,C2orf42,C5orf46,C6orf132,CAV1,CAVIN2,CCDC6,CCDC80,CCL5,CCL8,CCND1,CCPG1,CCR7,CD14,CD163,CD19,CD1C,CD247,CD27,CD274,CD3D,CD3E,CD3G,CD4,CD68,CD69,CD79A,CD80,CD83,CD86,CD8A,CD8B,CD9,CD93,CDC42EP1,CDH1,CEACAM6,CEACAM8,CENPF,CLDN4,CLEC14A,CLEC9A,CLECL1,CRISPLD2,CTLA4,CTTN,CX3CR1,CXCL12,CXCL16,CXCR4,CYTIP,DAPK3,DERL3,DMKN,DNTTIP1,DPT,DSC2,DSP,DST,DUSP2,DUSP5,EDN1,EDNRB,EGFR,EIF4EBP1,ELF3,ENAH,EPCAM,ERBB2,ERN1,ESR1,FAM107B,FAM49A,FASN,FBLIM1,FBLN1,FCER1A,FCER1G,FCGR3A,FGL2,FLNB,FOXA1,FOXC2,FOXP3,FSTL3,GATA3,GJB2,GLIPR1,GNLY,GPR183,GZMA,GZMB,HAVCR2,HDC,HMGA1,HOOK2,HOXD8,HOXD9,IGF1,IGSF6,IL2RA,IL2RG,IL3RA,IL7R,ITGAM,ITGAX,ITM2C,JUP,KARS,KDR,KIT,KLF5,KLRB1,KLRC1,KLRD1,KLRF1,KRT14,KRT15,KRT16,KRT23,KRT5,KRT6B,KRT7,KRT8,LAG3,LARS,LDHB,LGALSL,LPL,LPXN,LRRC15,LTB,LUM,LY86,LYPD3,LYZ,MAP3K8,MDM2,MEDAG,MKI67,MLPH,MMP1,MMP12,MMP2,MMRN2,MNDA,MRC1,MS4A1,MYH11,MYLK,MYO5B,MZB1,NARS,NKG7,NOSTRIN,NPM3,OCIAD2,OXTR,PCLAF,PCOLCE,PDCD1LG2,PDE4A,PDGFRA,PDGFRB,PDK4,PECAM1,PELI1,PIM1,POLR2J3,POSTN,PPARG,PRDM1,PRF1,PTGDS,PTN,PTPRC,PTRHD1,QARS,RAB30,RAMP2,RAPGEF3,RHOH,RORC,RTKN2,RUNX1,S100A14,S100A4,SCD,SDC4,SEC11C,SEC24A,SELL,SERHL2,SERPINA3,SERPINB9,SFRP1,SFRP4,SH3YL1,SLAMF1,SLAMF7,SLC25A37,SLC5A6,SMAP2,SMS,SOX17,SPIB,SQLE,SRPK1,STC1,SVIL,TACSTD2,TCEAL7,TCF4,TCF7,TCIM,TENT5C,TFAP2A,THAP2,TIFA,TIGIT,TMEM147,TNFRSF17,TOMM7,TOP2A,TPD52,TPSAB1,TRAC,TRAF4,TRAPPC3,TRIB1,TUBA4A,TUBB2B,TYROBP,USP53,VOPP1,VWF,WARS,ZEB1,ZEB2,ZNF562
0,3,5,3,3,0,11,4,0,0,1,0,0,1,12,1,1,5,0,3,0,0,0,5,0,0,0,0,0,0,0,2,4,7,6,10,0,32,5,0,0,0,0,0,2,1,1,5,7,2,7,2,2,0,1,1,1,9,7,5,0,1,13,4,0,1,2,0,0,0,0,0,5,0,7,0,14,3,1,0,2,2,0,1,7,5,2,6,0,0,0,0,0,8,7,62,1,6,6,0,5,1,0,0,7,2,2,12,20,1,0,0,20,0,2,0,1,8,1,0,0,1,1,6,0,3,1,1,3,0,4,0,0,13,1,2,1,0,1,2,0,4,0,1,0,0,0,0,0,13,17,1,9,5,0,3,2,0,0,16,0,3,10,2,5,0,0,11,0,0,2,2,0,3,0,0,2,3,0,6,1,2,0,1,0,0,1,0,0,1,2,2,3,3,3,10,14,0,3,3,4,0,12,0,2,0,2,0,2,0,0,6,3,5,9,0,1,4,0,3,10,5,0,0,3,3,2,0,3,1,6,2,1,5,3,1,2,11,0,2,2,4,7,3,0,0,1,5,0,18,1,3,0,9,3,6,1,1,3,0,0,9,9,3,2,6,3
2,14,25,11,4,5,13,11,1,1,0,5,3,3,9,1,5,33,2,2,0,3,3,21,0,2,5,5,1,0,0,3,1,7,20,2,0,47,8,2,2,18,1,0,0,0,1,1,5,1,13,15,3,1,0,2,8,3,1,13,13,0,17,29,4,6,7,1,8,1,3,5,16,2,25,5,8,5,2,0,0,3,3,4,6,11,0,1,0,4,4,0,2,10,19,109,3,3,5,2,8,2,3,2,13,4,20,14,19,0,0,2,34,3,4,0,7,2,1,8,5,4,4,5,1,2,12,1,4,9,9,4,4,10,9,4,1,5,0,3,0,1,0,1,1,0,0,0,0,20,21,0,9,6,5,0,2,7,0,91,1,6,48,7,23,0,1,6,0,0,7,2,7,11,0,3,8,3,3,16,0,4,0,9,2,2,1,0,4,13,23,14,29,2,3,33,64,6,7,0,7,1,16,0,9,5,5,0,1,0,3,18,3,6,58,3,7,7,2,2,49,10,2,2,6,7,11,0,3,7,8,0,0,6,13,1,8,27,1,10,4,9,14,2,0,2,1,6,0,30,20,17,8,7,3,10,4,3,1,1,5,19,24,8,3,20,7
1,24,14,1,1,0,8,3,0,1,3,0,1,0,8,1,3,0,0,2,1,1,0,10,0,0,0,0,0,0,1,2,0,6,6,5,0,54,8,1,1,0,0,0,0,3,0,0,1,2,5,4,5,1,0,0,2,4,0,11,0,0,14,13,0,6,1,0,0,0,5,0,8,0,4,4,8,1,2,0,0,1,0,5,12,13,3,3,0,0,2,2,5,5,11,87,1,4,3,1,20,0,0,0,8,2,1,11,43,1,2,1,21,6,1,0,0,0,4,0,5,7,1,0,0,2,1,0,2,0,3,0,1,1,6,3,0,0,3,3,1,2,1,19,1,1,0,16,12,46,25,1,7,3,0,0,1,4,0,40,0,4,7,2,13,0,0,6,0,0,0,0,0,0,0,0,19,7,1,6,1,0,0,1,0,0,1,1,2,2,3,5,0,0,4,20,39,0,2,3,0,2,8,1,5,1,0,0,1,3,7,16,5,10,66,2,1,6,2,3,35,1,4,0,2,0,2,6,0,1,4,0,0,3,1,2,11,17,0,1,1,7,10,4,2,3,0,9,0,19,21,5,2,9,3,6,10,6,1,0,4,8,1,11,1,7,2
0,9,8,0,2,1,5,2,1,0,0,1,0,0,2,0,0,3,1,2,1,3,0,8,0,0,0,2,1,0,0,2,0,2,11,1,0,16,2,1,2,4,0,0,2,1,0,0,9,1,8,8,3,0,0,3,0,1,1,4,1,2,1,6,0,1,5,1,7,0,2,1,8,1,15,2,13,4,0,0,0,0,0,0,1,3,0,2,0,0,1,1,3,3,5,16,3,0,8,0,4,2,3,0,4,2,11,1,5,0,0,0,6,5,5,0,4,1,1,0,0,2,0,1,0,2,4,2,0,3,10,0,1,3,2,4,1,0,0,3,0,0,0,1,1,0,1,0,2,3,2,0,1,3,0,3,3,2,0,33,0,0,15,0,14,0,0,2,0,0,3,0,3,9,5,2,4,0,1,10,0,0,0,0,0,1,0,0,0,7,6,1,0,1,8,11,18,1,5,1,4,1,7,0,4,0,1,0,1,0,1,15,3,7,14,2,1,2,2,3,6,8,0,2,1,2,1,0,0,6,4,0,1,1,2,0,3,5,0,5,2,2,2,0,0,0,2,7,1,12,4,4,0,9,2,1,1,2,0,1,2,3,0,8,1,11,0
2,22,21,4,1,2,22,7,2,0,1,5,4,0,33,0,2,2,0,7,1,4,1,21,6,0,2,2,1,1,3,21,0,8,13,4,0,60,8,0,2,9,1,1,1,4,0,1,3,1,4,2,0,2,0,0,4,1,3,17,6,1,12,19,0,0,2,2,0,0,1,0,17,0,12,4,23,2,3,0,3,4,3,2,12,18,2,1,1,0,6,3,3,12,21,111,5,5,8,1,18,3,0,0,11,1,4,15,54,0,0,1,32,1,3,0,2,5,1,2,7,4,2,5,0,0,4,2,3,1,6,0,2,11,3,3,3,1,4,3,2,1,1,2,2,1,8,5,3,35,27,1,9,4,0,0,4,1,0,25,1,11,20,4,18,2,2,15,2,0,6,0,2,1,0,1,46,5,6,13,0,1,0,1,0,3,0,0,2,3,4,6,16,0,1,25,15,1,2,0,3,3,16,3,7,8,7,1,4,0,12,26,7,6,62,3,14,13,2,10,79,2,1,2,2,3,4,1,9,6,12,1,0,1,5,2,2,18,0,5,2,6,29,2,1,2,0,10,0,17,2,19,0,3,4,8,3,2,2,2,6,15,3,8,4,5,6
1,13,6,7,4,2,17,1,1,0,0,2,3,3,38,0,1,6,1,9,1,2,0,7,0,0,1,0,2,0,0,4,0,11,13,0,0,87,5,0,3,1,1,2,1,0,0,0,0,0,2,1,0,0,0,0,2,1,0,18,2,0,36,51,1,0,2,2,0,1,3,0,26,0,6,6,4,0,2,0,5,0,1,7,17,14,1,1,0,1,8,0,6,10,35,152,4,10,5,0,16,3,2,0,0,2,2,16,49,1,0,0,45,1,0,0,1,1,0,1,5,5,5,10,1,2,0,1,3,1,1,0,0,3,3,3,1,0,3,1,0,0,0,3,1,1,0,5,2,48,38,1,9,3,0,0,1,4,0,38,0,12,7,2,11,0,0,27,0,5,9,1,1,1,0,1,9,4,0,13,0,2,0,4,0,5,0,0,2,3,8,5,4,3,1,13,23,5,0,0,0,3,2,3,10,1,1,1,3,0,2,21,6,1,74,1,1,10,1,10,87,4,0,4,2,0,2,3,3,7,5,0,0,1,7,5,7,56,0,2,0,19,11,3,1,2,0,9,1,29,5,9,0,0,3,4,1,2,2,0,9,6,7,4,3,5,7
0,6,6,7,4,4,2,4,0,0,0,0,1,0,1,1,5,2,0,1,2,1,0,3,3,0,3,2,0,1,0,2,0,1,15,7,0,8,9,1,5,5,0,1,0,2,2,0,10,0,20,3,5,0,0,0,3,3,2,1,11,2,2,0,0,0,0,3,0,0,6,7,3,1,18,3,17,4,0,0,0,1,2,3,2,7,2,0,0,0,2,0,1,0,2,9,3,0,7,0,3,3,2,1,12,2,19,3,4,0,1,2,1,1,4,1,3,1,2,4,5,4,0,2,1,2,2,0,8,0,6,1,4,1,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,2,1,1,6,8,2,0,3,2,1,51,0,0,28,2,7,0,1,0,0,1,7,1,0,8,0,0,2,1,2,4,0,0,0,1,0,1,1,0,3,4,2,9,10,0,1,13,38,5,8,1,1,2,16,0,2,0,0,6,2,0,0,6,0,9,2,0,4,4,0,1,4,3,0,6,0,1,3,1,1,7,2,0,0,1,3,0,8,3,0,4,2,4,1,0,1,1,0,3,1,14,1,3,0,16,1,7,1,5,0,0,0,7,6,4,8,9,0
2,15,7,2,1,0,2,8,1,0,1,2,1,1,0,3,1,1,0,2,0,2,3,7,2,0,2,3,0,0,0,1,0,6,5,7,0,12,7,0,0,5,1,2,5,0,0,4,10,0,14,8,5,0,1,3,4,4,2,2,1,1,3,4,0,0,0,0,1,0,8,0,1,0,15,3,8,6,0,2,0,0,0,0,2,7,1,2,0,1,0,0,2,4,4,40,6,1,5,1,6,1,1,1,12,3,22,7,7,0,0,2,11,0,6,5,7,2,1,9,5,1,0,1,0,5,7,0,10,0,19,0,10,1,0,2,0,0,0,2,2,5,0,1,0,1,0,3,0,4,15,0,2,7,1,1,7,2,2,38,1,0,38,4,11,0,1,3,0,0,8,0,2,1,0,0,4,3,0,4,2,0,1,2,1,5,0,3,1,2,20,25,5,1,6,23,19,0,1,1,5,2,26,0,7,0,1,0,0,1,0,12,1,10,13,0,1,2,3,0,9,11,0,4,0,2,11,0,0,5,5,2,0,4,3,0,10,4,0,2,0,4,1,0,2,3,0,6,0,15,0,7,1,10,0,2,4,3,1,2,6,8,0,10,5,17,2
0,15,7,5,0,4,0,9,0,0,0,0,1,0,10,1,7,27,4,5,0,4,2,10,5,0,2,3,1,0,1,6,0,5,24,6,0,27,4,2,3,3,0,1,6,0,0,1,8,1,11,6,1,1,0,4,1,2,1,2,13,1,2,3,0,0,1,3,0,0,2,4,7,1,31,2,15,4,1,0,0,1,4,1,2,4,1,3,3,1,3,1,3,13,6,26,1,3,4,1,3,4,2,0,10,1,7,4,18,0,1,0,10,9,3,0,10,2,0,3,2,2,0,8,6,6,3,0,6,4,14,0,2,2,0,0,11,0,2,6,2,7,0,1,0,0,0,1,1,10,8,1,9,10,0,4,6,2,0,46,0,0,16,3,4,0,0,0,0,1,8,2,1,0,2,2,6,3,1,6,0,8,0,4,0,0,1,0,1,5,5,3,8,0,6,21,49,2,4,0,10,0,10,0,0,1,6,1,0,0,0,10,0,4,8,1,2,6,4,1,10,10,3,10,1,1,2,0,0,6,7,0,1,2,5,2,3,10,0,5,0,3,5,4,1,0,0,5,1,24,0,0,0,7,2,7,2,4,0,0,1,5,4,5,1,15,1
1,1,17,0,1,1,8,4,1,0,0,1,0,0,20,0,1,1,0,4,0,0,1,8,0,1,2,4,0,3,2,0,0,3,3,0,0,45,1,0,11,4,0,0,2,1,0,2,10,1,12,6,1,0,0,0,0,1,0,9,3,4,19,20,0,5,2,0,0,0,0,4,5,0,12,1,10,6,1,0,0,1,1,1,9,0,2,1,0,0,0,0,5,9,18,113,4,2,10,0,13,1,0,1,10,3,2,11,29,0,0,0,16,0,3,0,2,0,2,2,3,3,0,4,5,2,6,0,3,1,15,0,0,2,3,1,1,0,1,2,0,0,0,0,1,1,0,1,1,22,24,0,4,3,0,0,3,0,1,9,0,9,23,0,11,0,10,27,0,56,3,0,1,3,1,0,1,5,0,16,0,0,1,2,0,2,0,0,3,1,0,3,1,4,0,16,15,1,4,0,1,0,19,0,2,0,0,0,2,0,1,20,6,8,38,2,1,6,0,12,30,5,3,1,0,0,0,2,3,4,0,0,0,1,3,1,2,32,0,1,1,12,11,1,2,0,3,8,0,19,2,10,0,12,4,3,1,4,0,0,4,5,0,1,1,3,5
