ABCC11,ACTA2,ACTG2,ADAM9,ADGRE5,ADH1B,ADIPOQ,AGR3,AHSP,AIF1,AKR1C1,AKR1C3,ALDH1A3,ANGPT2,ANKRD28,ANKRD29,ANKRD30A,APOBEC3A,APOBEC3B,APOC1,AQP1,AQP3,AR,AVPR1A,BACE2,BANK1,BASP1,BTNL9,C15orf48,C1QA,C1QC,C2orf42,C5orf46,C6orf132,CAV1,CAVIN2,CCDC6,CCDC80,CCL20,CCL5,CCL8,CCND1,CCPG1,CCR7,CD14,CD163,CD19,CD1C,CD247,CD27,CD274,CD3D,CD3E,CD3G,CD4,CD68,CD69,CD79A,CD79B,CD80,CD83,CD86,CD8A,CD8B,CD9,CD93,CDC42EP1,CDH1,CEACAM6,CEACAM8,CENPF,CLCA2,CLDN4,CLDN5,CLEC14A,CLEC9A,CLECL1,CLIC6,CPA3,CRHBP,CRISPLD2,CSF3,CTH,CTLA4,CTSG,CTTN,CX3CR1,CXCL12,CXCL16,CXCL5,CXCR4,CYP1A1,CYTIP,DAPK3,DERL3,DMKN,DNAAF1,DNTTIP1,DPT,DSC2,DSP,DST,DUSP2,DUSP5,EDN1,EDNRB,EGFL7,EGFR,EIF4EBP1,ELF3,ELF5,ENAH,EPCAM,ERBB2,ERN1,ESM1,ESR1,FAM107B,FAM49A,FASN,FBLIM1,FBLN1,FCER1A,FCER1G,FCGR3A,FGL2,FLNB,FOXA1,FOXC2,FOXP3,FSTL3,GATA3,GJB2,GLIPR1,GNLY,GPR183,GZMA,GZMB,GZMK,HAVCR2,HDC,HMGA1,HOOK2,HOXD8,HOXD9,HPX,IGF1,IGSF6,IL2RA,IL2RG,IL3RA,IL7R,ITGAM,ITGAX,ITM2C,JUP,KARS,KDR,KIT,KLF5,KLRB1,KLRC1,KLRD1,KLRF1,KRT14,KRT15,KRT16,KRT23,KRT5,KRT6B,KRT7,KRT8,LAG3,LARS,LDHB,LEP,LGALSL,LIF,LILRA4,LPL,LPXN,LRRC15,LTB,LUM,LY86,LYPD3,LYZ,MAP3K8,MDM2,MEDAG,MKI67,MLPH,MMP1,MMP12,MMP2,MMRN2,MNDA,MPO,MRC1,MS4A1,MUC6,MYBPC1,MYH11,MYLK,MYO5B,MZB1,NARS,NCAM1,NDUFA4L2,NKG7,NOSTRIN,NPM3,OCIAD2,OPRPN,OXTR,PCLAF,PCOLCE,PDCD1,PDCD1LG2,PDE4A,PDGFRA,PDGFRB,PDK4,PECAM1,PELI1,PGR,PIGR,PIM1,PLD4,POLR2J3,POSTN,PPARG,PRDM1,PRF1,PTGDS,PTN,PTPRC,PTRHD1,QARS,RAB30,RAMP2,RAPGEF3,REXO4,RHOH,RORC,RTKN2,RUNX1,S100A14,S100A4,S100A8,SCD,SCGB2A1,SDC4,SEC11C,SEC24A,SELL,SERHL2,SERPINA3,SERPINB9,SFRP1,SFRP4,SH3YL1,SLAMF1,SLAMF7,SLC25A37,SLC4A1,SLC5A6,SMAP2,SMS,SNAI1,SOX17,SOX18,SPIB,SQLE,SRPK1,SSTR2,STC1,SVIL,TAC1,TACSTD2,TCEAL7,TCF15,TCF4,TCF7,TCIM,TCL1A,TENT5C,TFAP2A,THAP2,TIFA,TIGIT,TIMP4,TMEM147,TNFRSF17,TOMM7,TOP2A,TPD52,TPSAB1,TRAC,TRAF4,TRAPPC3,TRIB1,TUBA4A,TUBB2B,TYROBP,UCP1,USP53,VOPP1,VWF,WARS,ZEB1,ZEB2,ZNF562
29,91,101,90,2,0,0,68,0,8,2,1,0,1,7,3,362,0,3,3,8,0,40,0,25,0,26,3,0,1,2,3,0,17,27,3,78,7,0,1,0,404,21,0,5,5,0,2,0,0,0,1,3,0,6,18,0,0,1,0,1,4,1,1,131,0,4,188,166,11,29,0,46,0,5,0,1,0,0,0,4,0,0,0,6,210,1,7,23,0,7,1,1,3,0,26,1,7,0,25,91,139,2,7,1,2,1,12,8,40,0,114,359,967,15,2,29,24,4,160,6,0,0,11,11,2,103,359,1,1,5,343,2,6,0,1,3,0,0,2,10,39,10,10,1,1,1,2,1,2,0,0,0,3,10,35,11,1,0,16,0,4,1,3,39,23,10,0,25,6,423,317,1,48,5,0,10,2,1,0,2,2,1,35,1,81,12,13,114,0,13,184,0,1,3,4,3,0,1,0,1,0,23,74,69,3,127,1,0,0,8,3,32,0,10,27,1,0,0,7,6,7,4,7,6,2,0,5,2,141,18,7,0,1,1,10,5,19,53,3,2,0,0,24,5,9,101,159,7,0,688,1,16,33,41,0,76,229,16,28,1,47,1,3,7,0,24,5,100,1,0,1,2,37,33,2,9,30,0,495,2,1,1,1,38,0,123,32,7,11,0,2,42,0,147,38,94,0,1,28,23,26,16,19,1,0,46,24,5,21,3,7,36
57,104,106,86,0,0,0,70,0,6,3,0,0,2,9,4,349,0,3,7,10,2,49,0,30,0,22,4,3,1,6,5,4,15,12,0,83,12,0,5,0,493,13,0,11,4,0,3,1,1,0,0,3,3,4,11,1,0,0,1,1,5,3,1,116,2,4,212,182,15,25,1,42,0,1,0,0,1,2,0,7,0,4,0,0,199,2,6,14,0,18,0,4,10,1,16,1,16,1,41,112,121,1,13,0,1,0,13,24,56,0,100,395,1141,10,0,43,29,4,269,1,3,1,23,9,6,108,358,0,1,7,384,1,9,0,2,3,1,0,1,17,35,12,10,0,0,4,7,0,0,1,4,3,0,5,39,18,2,1,15,1,1,0,1,49,11,7,0,18,6,467,376,3,54,5,0,5,1,2,2,3,0,0,28,0,117,5,7,92,0,16,203,0,1,5,3,7,0,1,0,0,1,16,51,81,5,132,1,0,0,12,6,23,0,13,44,0,0,0,6,4,5,20,4,15,1,0,4,0,150,21,2,1,0,1,7,2,24,51,4,0,7,1,27,7,17,91,163,12,0,859,1,11,43,56,0,107,200,22,22,4,43,0,1,10,0,33,21,89,0,3,1,1,58,31,2,3,27,1,575,2,0,2,4,87,0,122,27,2,12,3,2,66,1,174,59,115,1,1,44,37,16,32,19,7,0,50,32,8,28,1,6,55
25,56,57,47,7,1,1,24,0,24,6,1,4,0,3,4,217,0,0,18,26,0,24,0,11,2,13,3,9,8,14,1,0,5,11,1,44,18,0,2,2,193,16,0,32,14,0,1,2,3,1,2,4,1,36,56,2,0,1,1,19,5,4,0,63,8,2,114,59,0,11,0,22,0,1,0,1,0,2,0,5,0,0,3,1,97,3,25,19,2,27,0,6,0,1,5,1,11,6,9,66,69,1,3,0,3,1,1,13,25,1,48,183,477,9,0,21,28,4,86,4,2,0,89,34,37,64,170,3,0,4,133,1,9,0,14,5,1,0,17,14,22,4,5,2,0,17,16,0,2,0,0,7,23,7,9,11,4,7,8,3,2,0,0,8,6,2,1,2,0,198,137,1,32,17,0,4,0,0,2,13,9,1,96,0,41,27,12,54,1,15,120,0,92,9,2,12,0,8,0,4,0,6,14,32,2,84,0,0,2,1,1,7,0,0,16,1,0,2,12,8,27,25,3,14,0,0,2,0,96,62,13,5,0,5,4,46,8,22,3,1,2,2,7,1,4,54,65,17,0,347,0,3,18,19,2,33,74,15,5,10,18,0,27,8,0,19,8,59,2,1,0,0,33,25,1,3,17,2,194,2,0,7,1,27,0,66,10,4,3,2,1,31,1,104,31,51,9,6,13,16,4,16,5,5,0,29,20,6,11,12,31,23
33,100,121,111,0,1,1,74,0,10,2,0,0,0,13,8,335,0,1,31,12,0,43,0,27,0,21,8,3,3,3,5,2,12,25,0,80,6,0,8,0,406,17,0,5,6,0,1,0,0,1,1,1,4,11,30,1,0,0,2,6,1,0,0,95,4,7,173,158,6,20,0,46,0,5,1,0,0,1,0,4,0,1,1,0,205,1,8,24,1,17,0,2,5,0,19,1,4,0,32,97,169,2,22,1,9,0,23,8,44,2,87,343,834,10,2,43,37,2,181,4,5,0,20,19,11,106,302,1,0,6,287,0,6,4,2,0,0,0,11,23,35,9,10,2,2,4,11,0,3,0,5,6,18,8,36,18,10,0,19,0,3,2,1,85,32,14,1,27,8,459,281,1,42,9,0,17,0,0,6,3,2,0,35,1,81,32,13,77,0,8,222,0,6,3,4,2,0,3,1,0,0,35,107,69,7,110,0,0,0,9,3,20,0,13,30,0,0,2,11,9,0,12,5,12,4,0,5,2,166,35,3,3,0,2,27,10,9,42,3,5,1,2,20,4,13,103,170,12,0,777,2,10,30,59,3,84,146,20,53,0,35,1,0,12,0,21,15,83,1,2,3,1,56,34,1,11,24,6,455,2,0,1,2,62,0,102,40,7,9,2,3,49,0,140,13,92,2,3,46,37,17,17,13,1,0,43,36,8,37,11,11,40
69,129,146,122,5,6,0,84,0,11,2,2,0,0,8,3,416,0,3,4,35,1,38,0,37,0,33,39,3,4,11,7,4,22,45,0,105,17,1,4,0,576,21,0,4,7,0,3,1,4,1,0,5,2,11,14,0,1,1,3,4,5,17,5,127,7,15,217,195,12,30,0,46,1,9,0,0,0,2,0,3,0,6,0,0,270,2,17,18,1,25,1,3,7,2,18,0,15,2,43,135,218,1,24,2,11,1,17,13,43,0,108,457,1138,14,3,36,49,2,243,4,4,1,25,9,6,115,435,0,0,14,349,2,10,0,6,4,0,0,6,28,39,12,15,9,2,4,9,2,3,3,3,3,5,20,42,15,7,0,16,0,2,0,1,76,34,11,0,33,15,563,398,1,59,9,0,6,0,0,3,2,0,0,64,1,115,27,11,136,0,8,281,0,0,9,5,6,1,1,0,1,0,37,109,81,14,161,1,0,0,11,3,32,0,10,29,0,0,1,5,10,19,19,15,14,1,0,7,3,186,39,10,5,1,0,22,9,12,52,10,6,6,2,34,1,15,113,183,9,0,921,1,18,28,72,2,146,240,14,38,7,41,3,3,11,0,32,8,93,0,0,0,0,42,48,1,2,36,3,576,1,0,8,1,101,0,130,33,11,21,2,2,64,0,192,46,124,4,5,42,34,10,31,19,0,0,60,51,11,46,9,10,44
48,49,76,90,3,0,2,38,0,10,3,1,0,0,9,3,297,0,4,2,9,0,36,1,25,0,19,1,1,2,10,1,0,6,2,1,63,11,0,7,0,313,18,0,12,9,0,6,2,2,0,3,3,2,11,11,5,1,0,1,4,3,5,4,86,5,6,153,102,7,11,0,27,0,0,1,1,0,0,0,3,0,0,0,0,161,0,7,21,1,17,1,7,5,1,11,0,15,1,17,72,65,3,15,1,6,0,4,13,36,2,69,310,765,9,1,25,28,4,204,7,8,3,51,7,6,72,290,0,0,11,252,1,5,0,0,3,3,0,6,22,30,13,11,1,0,4,6,0,2,0,4,0,9,6,28,16,0,2,17,3,2,0,1,9,16,0,1,0,0,391,264,2,41,12,1,3,0,0,3,3,4,0,54,0,73,15,9,79,1,5,182,0,3,4,0,8,0,3,0,0,0,4,5,86,3,96,0,0,1,5,5,22,0,7,17,0,1,1,10,8,13,9,1,9,0,0,1,1,139,34,5,3,1,2,1,17,10,41,4,2,4,3,27,7,13,52,133,28,0,727,0,6,33,52,3,131,84,15,3,3,25,7,3,8,2,20,17,68,0,3,0,1,43,28,0,4,25,1,376,0,0,3,0,60,0,86,38,5,6,0,0,48,1,126,17,78,0,4,39,22,14,16,6,4,0,34,30,1,21,9,14,46
67,143,147,92,1,0,1,80,0,9,3,0,0,1,13,4,403,0,4,10,15,4,56,0,41,1,28,1,3,2,8,7,0,23,32,3,107,15,0,1,1,467,38,0,2,4,0,1,1,0,2,1,12,4,11,11,0,0,0,0,2,2,2,6,120,9,6,243,186,5,19,0,52,0,7,2,1,2,0,0,6,0,2,0,0,201,1,12,24,1,14,0,3,3,0,18,0,16,1,24,115,149,1,21,0,4,4,19,7,58,0,117,351,1074,23,2,52,36,2,236,6,4,0,12,8,16,122,376,3,3,7,359,1,13,12,1,0,2,0,1,32,30,16,13,0,1,1,6,2,6,0,3,4,0,12,33,20,4,0,14,1,4,1,2,97,31,12,1,36,15,539,373,2,51,7,0,13,4,0,5,4,1,0,44,1,95,12,4,98,1,11,237,0,0,9,6,4,1,6,0,1,0,30,66,85,18,165,1,0,1,11,4,29,0,9,42,3,1,2,5,12,0,14,3,7,1,0,1,1,174,52,1,3,1,0,19,16,23,37,6,0,2,1,37,5,14,95,183,15,0,949,3,14,22,59,0,151,162,22,54,1,57,3,4,9,1,27,9,95,0,5,1,1,42,50,1,7,39,0,535,1,0,4,5,121,1,140,45,10,8,0,2,64,1,200,52,112,2,4,41,41,20,21,20,3,0,72,28,4,38,12,7,42
43,54,97,102,2,2,0,42,1,7,3,0,2,0,6,7,381,0,4,2,15,0,54,2,25,0,24,6,3,3,9,5,2,14,19,5,77,3,0,3,1,390,23,0,7,15,0,0,2,0,0,2,4,0,8,11,5,0,0,2,1,6,3,0,106,9,4,143,111,13,29,0,44,0,6,0,1,0,2,0,6,0,1,0,0,191,5,19,25,1,21,1,3,5,0,4,1,11,1,16,65,106,1,9,0,12,0,11,13,58,1,72,310,859,16,2,41,32,2,208,1,6,1,17,5,3,91,329,0,0,5,313,0,7,0,0,3,3,0,7,23,31,13,17,2,1,2,6,0,2,3,4,2,2,16,28,14,7,0,9,2,0,1,1,25,10,6,0,20,5,439,297,0,37,5,0,5,0,1,5,5,1,1,34,1,92,16,8,75,0,10,235,0,2,8,4,6,0,4,0,0,0,13,54,62,5,111,0,0,0,11,3,22,0,8,28,1,1,0,11,13,19,14,6,12,0,0,9,0,174,30,9,7,0,1,4,5,15,41,11,5,5,1,19,4,13,84,135,16,1,682,0,8,23,36,1,125,170,12,19,0,41,1,5,8,0,24,14,73,1,1,2,0,40,42,5,8,31,2,425,1,1,5,2,80,0,93,36,2,6,1,0,53,0,137,36,103,2,1,48,29,16,15,13,1,0,39,30,15,32,10,11,37
59,80,111,89,6,1,0,57,0,6,1,3,6,2,7,5,381,0,9,7,45,2,48,0,17,1,27,6,3,0,7,6,1,8,25,1,86,14,0,5,0,356,18,0,8,6,1,0,6,0,2,4,9,3,6,10,9,0,1,0,5,3,0,2,102,2,3,187,151,12,14,0,31,0,10,0,0,0,16,0,0,0,1,3,1,194,2,9,15,0,25,0,5,7,1,16,2,4,0,35,114,137,1,9,0,7,4,11,14,37,0,100,364,913,11,0,38,36,6,190,1,2,0,10,0,7,90,344,1,0,9,293,2,6,1,2,1,1,0,6,20,28,9,13,4,1,4,7,1,1,1,4,1,1,14,26,17,1,1,15,1,3,13,1,77,19,15,0,28,4,429,301,4,34,8,0,13,2,0,1,4,2,2,66,1,80,12,11,66,2,14,222,0,26,7,5,1,0,0,0,0,0,27,68,72,8,113,0,0,0,3,1,18,0,15,21,1,0,3,5,12,14,16,18,12,0,0,3,0,164,84,5,2,2,1,20,12,15,46,6,9,8,0,29,5,11,85,155,23,0,699,1,8,28,39,2,65,162,13,32,9,42,7,6,7,1,19,9,83,0,2,0,0,34,29,4,8,27,1,386,3,0,8,3,60,0,111,41,4,12,0,0,47,0,162,27,82,1,2,25,32,15,17,6,1,0,50,34,10,22,4,9,37
63,78,111,95,4,2,0,72,0,4,0,0,5,3,19,4,384,0,5,12,18,4,60,1,19,1,36,8,3,4,7,4,3,18,20,4,88,7,2,5,1,422,27,1,7,9,1,0,0,1,0,2,2,2,6,17,1,0,0,0,2,4,2,3,147,13,10,167,134,8,20,0,40,0,12,1,1,1,0,0,5,0,0,0,0,225,2,16,23,0,22,0,5,8,3,16,1,10,3,23,103,116,5,17,1,3,5,10,15,59,0,108,339,1054,11,1,37,46,1,268,5,3,0,27,6,11,97,383,1,2,3,338,0,7,0,3,7,2,0,1,34,36,10,16,6,1,3,5,0,7,2,1,0,4,10,29,13,15,0,19,1,4,3,3,34,24,9,1,28,5,415,322,1,40,11,0,7,2,2,2,3,4,1,63,2,106,26,8,104,0,17,228,0,5,5,5,3,0,7,1,0,0,17,49,103,9,116,0,0,0,10,6,24,0,3,22,1,2,0,10,7,12,14,23,16,0,0,4,0,152,20,7,3,0,1,9,23,15,48,11,8,4,2,35,6,14,94,157,21,0,876,0,8,28,57,2,98,117,18,24,4,46,1,3,14,0,17,12,85,1,3,5,1,44,46,0,7,27,3,398,2,0,6,3,82,0,128,49,11,5,0,1,61,1,204,31,121,4,7,51,37,16,18,15,1,0,46,46,19,37,17,21,42
