ABCC11,ACTA2,ACTG2,ADAM9,ADGRE5,ADH1B,AGR3,AIF1,AKR1C1,AKR1C3,ALDH1A3,ANGPT2,ANKRD28,ANKRD29,ANKRD30A,APOBEC3B,APOC1,AQP1,AQP3,AR,AVPR1A,BACE2,BANK1,BASP1,BTNL9,C15orf48,C1QA,C1QC,C2orf42,C5orf46,C6orf132,CAV1,CAVIN2,CCDC6,CCDC80,CCL5,CCL8,CCND1,CCPG1,CCR7,CD14,CD163,CD19,CD1C,CD247,CD27,CD274,CD3D,CD3E,CD3G,CD4,CD68,CD69,CD79A,CD80,CD83,CD86,CD8A,CD8B,CD9,CD93,CDC42EP1,CDH1,CEACAM6,CEACAM8,CENPF,CLDN4,CLEC14A,CLEC9A,CLECL1,CRISPLD2,CTLA4,CTTN,CX3CR1,CXCL12,CXCL16,CXCR4,CYTIP,DAPK3,DERL3,DMKN,DNTTIP1,DPT,DSC2,DSP,DST,DUSP2,DUSP5,EDN1,EDNRB,EGFR,EIF4EBP1,ELF3,ENAH,EPCAM,ERBB2,ERN1,ESR1,FAM107B,FAM49A,FASN,FBLIM1,FBLN1,FCER1A,FCER1G,FCGR3A,FGL2,FLNB,FOXA1,FOXC2,FOXP3,FSTL3,GATA3,GJB2,GLIPR1,GNLY,GPR183,GZMA,GZMB,HAVCR2,HDC,HMGA1,HOOK2,HOXD8,HOXD9,IGF1,IGSF6,IL2RA,IL2RG,IL3RA,IL7R,ITGAM,ITGAX,ITM2C,JUP,KARS,KDR,KIT,KLF5,KLRB1,KLRC1,KLRD1,KLRF1,KRT14,KRT15,KRT16,KRT23,KRT5,KRT6B,KRT7,KRT8,LAG3,LARS,LDHB,LGALSL,LPL,LPXN,LRRC15,LTB,LUM,LY86,LYPD3,LYZ,MAP3K8,MDM2,MEDAG,MKI67,MLPH,MMP1,MMP12,MMP2,MMRN2,MNDA,MRC1,MS4A1,MYH11,MYLK,MYO5B,MZB1,NARS,NKG7,NOSTRIN,NPM3,OCIAD2,OXTR,PCLAF,PCOLCE,PDCD1LG2,PDE4A,PDGFRA,PDGFRB,PDK4,PECAM1,PELI1,PIM1,POLR2J3,POSTN,PPARG,PRDM1,PRF1,PTGDS,PTN,PTPRC,PTRHD1,QARS,RAB30,RAMP2,RAPGEF3,RHOH,RORC,RTKN2,RUNX1,S100A14,S100A4,SCD,SDC4,SEC11C,SEC24A,SELL,SERHL2,SERPINA3,SERPINB9,SFRP1,SFRP4,SH3YL1,SLAMF1,SLAMF7,SLC25A37,SLC5A6,SMAP2,SMS,SOX17,SPIB,SQLE,SRPK1,STC1,SVIL,TACSTD2,TCEAL7,TCF4,TCF7,TCIM,TENT5C,TFAP2A,THAP2,TIFA,TIGIT,TMEM147,TNFRSF17,TOMM7,TOP2A,TPD52,TPSAB1,TRAC,TRAF4,TRAPPC3,TRIB1,TUBA4A,TUBB2B,TYROBP,USP53,VOPP1,VWF,WARS,ZEB1,ZEB2,ZNF562
9,21,17,15,4,1,14,11,1,1,2,3,1,1,23,2,11,8,0,10,0,0,0,17,0,2,4,5,1,0,4,3,4,13,18,12,0,90,10,1,2,7,0,4,2,1,2,6,10,2,18,15,4,0,1,3,4,10,9,22,4,2,42,33,2,6,6,0,0,0,1,0,18,2,22,2,26,6,4,0,2,10,0,10,16,14,3,7,1,1,1,2,5,13,30,156,3,8,10,0,12,4,1,2,28,7,18,30,58,3,0,0,49,3,5,0,6,8,3,11,3,1,1,6,0,5,9,1,5,0,6,1,10,16,7,8,2,1,2,3,0,5,1,2,2,0,1,0,0,57,30,1,14,9,1,3,5,2,0,86,1,11,65,9,14,0,0,21,0,0,9,2,6,7,0,0,5,7,1,23,1,2,0,4,0,0,2,1,4,4,13,25,8,3,4,37,79,3,6,3,8,1,25,1,9,0,3,0,2,0,1,20,6,14,42,1,4,8,0,15,34,10,0,0,7,4,4,4,6,8,20,2,1,8,10,2,6,67,0,12,3,12,15,7,1,0,1,14,0,31,2,8,1,13,15,10,7,2,6,3,0,20,9,12,3,32,8
3,39,44,13,8,4,22,20,1,1,3,4,4,4,16,1,23,31,2,4,1,5,3,33,0,0,7,10,0,0,1,7,1,12,24,7,0,102,20,2,8,21,1,0,1,2,1,0,4,3,34,47,3,2,0,1,21,6,1,26,11,2,30,43,4,12,8,1,8,2,8,5,20,0,22,13,16,6,4,0,0,2,3,9,17,24,3,4,0,3,6,3,7,15,29,203,3,8,7,2,29,3,5,3,46,4,22,24,65,1,2,3,57,6,10,0,7,2,5,23,6,15,5,5,1,3,23,1,7,9,9,3,8,11,15,6,1,5,3,4,1,1,0,20,1,1,0,16,12,66,51,2,16,12,4,0,5,11,0,106,1,10,81,8,36,1,1,12,0,0,6,2,14,15,2,3,30,10,3,27,0,4,0,11,2,2,2,1,3,16,22,20,29,2,5,46,80,6,8,0,8,2,26,1,12,7,5,0,3,0,9,32,8,16,129,4,8,15,5,5,79,13,7,3,7,9,17,6,2,9,16,0,2,9,11,3,17,44,1,5,5,14,23,8,2,5,1,17,0,51,48,23,10,12,5,20,15,6,2,8,10,28,25,17,3,29,7
2,41,39,7,11,2,14,21,3,0,3,6,7,0,21,0,12,6,1,7,3,7,2,23,6,0,6,10,2,1,0,24,0,5,28,6,1,43,19,2,12,34,0,2,5,4,0,2,17,4,28,42,9,3,0,3,9,15,5,11,9,3,9,21,0,1,7,3,7,0,10,1,23,1,36,7,33,14,3,1,1,5,2,2,10,21,1,7,1,1,9,3,3,8,11,72,16,4,23,2,12,5,6,0,26,10,29,14,22,0,1,3,14,6,14,1,7,6,1,2,9,5,3,8,0,5,15,2,5,4,26,0,18,46,4,5,5,0,2,6,2,5,2,3,3,1,8,6,6,26,18,4,6,11,1,3,8,3,4,91,0,7,68,2,32,0,3,7,0,0,12,0,10,16,5,4,52,2,10,28,2,1,0,0,0,4,0,2,6,21,17,25,19,1,13,45,65,1,14,4,17,5,31,4,13,5,8,1,2,3,8,31,7,21,27,3,16,13,4,13,29,14,1,15,3,5,10,0,6,13,11,1,3,3,8,1,11,19,0,10,5,8,19,2,1,2,2,17,6,43,6,16,2,17,4,10,7,13,2,4,8,16,5,19,9,34,6
4,24,29,13,8,6,41,11,1,0,0,2,4,3,115,0,4,9,1,21,1,4,3,28,0,0,4,4,3,0,4,5,0,29,21,6,0,221,13,0,3,6,2,1,2,7,0,1,4,1,8,3,0,3,0,1,6,1,3,44,3,2,58,84,3,1,8,2,0,1,4,0,52,0,13,9,29,6,3,3,7,5,3,12,45,25,3,1,1,1,11,4,20,47,86,366,20,20,17,1,30,4,2,0,11,2,4,42,142,1,0,1,115,3,5,0,1,7,1,0,8,8,5,7,1,7,3,3,6,2,9,0,2,17,8,6,0,2,8,3,2,2,0,5,3,1,1,3,3,130,99,1,21,7,0,0,3,5,1,60,1,23,22,3,43,2,2,63,3,6,14,3,2,2,0,1,12,16,5,46,0,1,0,5,0,13,0,0,4,5,13,6,12,4,3,57,56,8,5,0,1,5,17,7,16,8,1,1,10,0,8,50,15,6,176,5,15,27,3,14,185,10,0,9,4,4,9,4,15,11,23,0,0,2,19,8,12,106,0,5,3,44,53,6,2,1,0,22,2,52,16,39,0,2,14,17,4,6,3,1,17,30,8,15,6,8,11
1,31,10,10,6,4,3,9,0,0,2,0,4,0,8,1,10,4,0,7,2,7,0,13,3,0,6,4,0,1,1,8,0,5,20,10,0,49,16,3,8,6,0,2,1,2,2,0,15,1,31,8,7,0,0,0,6,3,3,12,17,2,18,22,0,0,0,11,0,0,13,7,9,1,32,8,37,6,0,2,2,2,4,6,11,13,2,3,0,2,3,1,5,3,18,58,9,1,13,1,12,5,4,4,23,5,32,9,20,0,1,3,16,1,8,1,5,2,6,6,6,8,2,11,1,2,3,0,12,6,12,1,12,9,2,0,7,0,0,10,2,0,0,0,1,0,0,2,0,25,25,1,12,12,2,1,5,8,1,92,0,11,48,6,15,2,2,1,0,1,13,2,4,9,0,0,10,3,6,10,0,1,0,2,0,2,1,0,3,11,11,17,23,1,6,22,54,10,12,1,5,3,25,1,8,3,5,6,2,0,2,20,2,17,9,0,6,10,6,6,23,10,2,7,5,3,6,3,3,13,4,1,0,2,7,1,16,27,1,10,2,18,8,1,1,2,0,4,1,27,1,6,0,18,3,10,5,5,1,3,9,12,6,12,12,23,1
2,26,14,11,5,0,11,20,1,0,2,3,3,2,12,3,5,9,4,8,6,3,5,16,2,0,7,7,0,0,1,5,0,14,26,17,1,56,10,2,1,9,1,2,12,1,0,4,19,1,26,18,8,1,1,4,4,5,3,11,7,1,31,16,0,1,5,0,1,0,10,4,10,2,50,4,20,15,0,3,0,2,3,5,6,10,2,5,0,4,1,2,4,15,25,127,10,6,8,1,8,3,4,1,23,4,27,24,33,0,1,2,26,0,12,5,19,6,1,13,9,5,3,3,0,10,10,0,15,0,33,0,13,2,0,3,2,0,4,10,5,12,0,2,0,1,0,3,0,22,34,1,5,14,2,2,14,4,2,78,2,1,59,8,14,1,4,15,0,0,15,0,2,1,2,2,4,9,1,9,2,0,1,3,1,7,1,3,3,7,24,29,8,3,13,51,35,0,6,1,13,2,36,0,14,1,1,0,2,3,0,24,4,12,38,1,4,3,7,1,42,17,1,14,6,2,18,0,2,12,11,2,1,5,8,2,18,35,0,4,2,13,6,0,5,3,0,11,1,33,0,11,2,16,4,9,5,5,1,3,12,14,0,13,6,29,7
4,13,27,7,1,5,12,13,1,0,0,1,3,0,42,3,9,33,2,11,0,4,1,23,5,3,6,4,2,3,4,6,0,9,10,5,0,139,9,1,13,10,0,1,6,0,0,3,5,0,23,9,1,0,0,9,5,1,2,23,14,5,60,45,0,11,6,4,0,0,3,3,19,0,22,4,17,4,2,0,0,1,5,8,23,6,1,2,3,0,5,1,13,27,55,266,6,5,24,3,29,4,2,7,22,10,22,32,88,0,1,1,55,10,5,0,8,6,1,10,6,4,1,13,11,4,12,0,4,5,14,0,7,3,7,2,12,0,1,1,10,0,0,3,1,1,0,2,2,63,52,0,18,6,0,5,3,2,0,56,0,21,62,1,26,0,11,50,0,58,7,2,2,3,0,1,8,15,3,36,1,8,1,6,1,10,1,0,3,1,6,8,8,4,4,37,75,4,4,1,6,0,18,0,6,0,6,1,2,0,1,34,8,15,112,7,4,18,0,24,69,8,6,2,2,1,2,2,6,5,15,0,0,9,17,2,8,103,0,5,1,18,30,7,2,1,0,13,0,46,9,16,0,7,13,10,2,6,1,1,13,8,4,11,5,18,8
2,3,8,3,3,1,2,7,1,0,0,1,2,2,8,0,2,2,0,0,0,1,1,3,0,0,0,9,1,0,1,2,0,5,6,5,0,16,2,0,1,0,0,0,3,4,2,3,14,3,11,6,1,0,0,0,2,3,0,7,1,1,5,11,0,1,3,0,2,0,1,2,4,0,13,1,15,13,0,1,2,0,0,1,6,5,2,2,0,0,2,0,1,4,10,49,7,3,4,0,7,2,1,1,1,0,1,5,10,1,0,1,21,0,2,0,7,1,3,0,1,2,1,0,1,0,3,0,4,1,25,0,0,7,4,3,0,0,2,5,1,0,0,1,0,0,0,0,0,22,26,0,5,7,0,0,6,1,5,20,1,5,8,0,14,1,2,5,0,0,4,0,2,1,1,0,3,2,5,12,0,2,0,2,0,0,0,0,0,1,1,5,3,3,5,16,13,1,16,0,6,0,15,0,3,2,0,0,2,0,1,10,4,6,15,0,8,8,4,3,20,5,0,1,1,2,8,0,1,6,3,0,1,3,5,1,0,9,0,5,1,10,15,1,1,4,3,3,1,16,7,13,0,15,0,2,10,2,0,1,4,12,0,5,0,4,10
10,15,33,9,2,0,28,3,0,0,0,2,0,1,58,0,0,8,1,13,0,5,0,16,0,0,0,5,0,3,7,4,0,18,9,5,0,153,9,2,1,3,1,0,0,1,2,0,5,0,6,12,1,3,0,1,2,0,0,27,1,0,36,68,2,8,14,0,0,0,2,4,30,0,16,4,14,4,3,0,5,0,2,12,39,14,0,5,0,0,1,3,11,21,74,293,5,10,13,2,32,6,5,1,5,3,8,21,92,0,0,1,80,0,0,3,2,1,0,1,4,4,0,1,0,3,2,4,2,0,5,0,2,2,7,2,1,1,7,2,0,0,0,4,6,3,6,8,2,92,60,0,11,6,0,0,3,0,0,42,1,22,13,2,28,0,3,43,0,0,6,0,1,10,0,3,8,15,0,32,0,1,0,6,2,1,1,0,5,9,1,7,3,1,2,36,34,1,2,0,7,0,10,3,7,2,0,0,1,0,5,27,10,2,90,2,4,15,1,9,106,9,2,2,5,0,3,3,7,3,28,0,0,11,9,3,9,113,0,1,1,19,29,6,1,4,1,12,1,30,9,33,0,4,8,9,4,3,1,0,6,10,1,23,1,6,11
1,36,29,11,15,0,25,15,0,0,1,4,6,1,64,0,13,27,4,21,0,2,1,21,1,1,3,4,2,0,3,5,0,31,11,5,0,148,12,3,3,15,1,2,4,1,1,2,5,2,19,12,2,6,3,4,5,6,2,27,11,2,53,76,0,4,19,6,2,0,8,2,37,0,25,6,19,10,2,1,0,7,4,11,22,12,0,2,0,2,1,3,11,28,77,291,11,11,15,1,39,2,8,3,16,4,26,39,125,1,0,1,73,16,5,1,0,4,2,14,9,5,3,9,1,8,8,0,11,2,8,2,16,23,5,8,1,2,3,3,1,1,0,1,0,0,0,0,0,56,63,0,25,12,3,1,4,1,2,79,2,31,42,3,36,1,3,47,4,1,12,2,5,5,0,0,7,22,5,41,0,3,0,3,1,9,1,2,3,12,16,7,19,9,9,43,54,6,13,1,8,5,13,3,21,6,2,1,6,1,3,38,4,9,123,1,15,22,0,6,87,10,1,9,5,5,15,1,5,7,12,2,1,11,13,7,16,115,0,11,2,25,23,6,4,7,2,22,0,40,12,18,2,11,14,11,9,12,4,2,9,20,7,20,6,38,13
