,x,y,group,foldchange
Loc1,0.908207789994776,0.403324390063062,B,1
Loc2,0.201681931037456,0.57220648182556,B,1
Loc3,0.898389684967697,0.260250953026116,B,1
Loc4,0.944675268605351,0.874087562551722,G,1
Loc5,0.660797792486846,0.993087251903489,A,1
Loc6,0.62911404389888,0.930202217539772,A,1
Loc7,0.0617862704675645,0.986528045032173,A,1
Loc8,0.205974574899301,0.658342666225508,F,1
Loc9,0.176556752528995,0.302385349525139,B,1
Loc10,0.687022846657783,0.867420181864873,B,1
Loc11,0.384103718213737,0.671259561087936,B,1
Loc12,0.769841419998556,0.489199620904401,B,1
Loc13,0.497699242085218,0.6285839099437,C,1
Loc14,0.717618508264422,0.690660070860758,D,1
Loc15,0.991906094830483,0.672291485359892,A,1
Loc16,0.380035179434344,0.882117749424651,I,1
Loc17,0.777445221319795,0.687738198088482,B,1
Loc18,0.934705231105909,0.999863459262997,G,1
Loc19,0.212142521282658,0.25053632655181,E,1
Loc20,0.651673766085878,0.478466552915052,E,1
Loc21,0.125555095961317,0.0151006982196122,H,1
Loc22,0.267220668727532,0.252019782550633,E,1
Loc23,0.386114092543721,0.326658140635118,E,1
Loc24,0.0133903331588954,0.672132012201473,A,1
Loc25,0.382387957070023,0.748441303847358,B,1
Loc26,0.86969084572047,0.342435503611341,B,1
Loc27,0.34034899668768,0.280259827850387,E,1
Loc28,0.482080115471035,0.737378113903105,B,1
Loc29,0.599565825425088,0.62696939567104,C,1
Loc30,0.493541307048872,0.63354170625098,C,1
Loc31,0.186217601411045,0.215981491142884,E,1
Loc32,0.827373318606988,0.905941029312089,A,1
Loc33,0.668466738192365,0.586245939601213,D,1
Loc34,0.79423986072652,0.168583858758211,B,1
Loc35,0.107943625887856,0.683197691803798,F,1
Loc36,0.723710946040228,0.113990662852302,E,1
Loc37,0.411274429643527,0.527885041665286,E,1
Loc38,0.820946294115856,0.941509603289887,A,1
Loc39,0.647060193819925,0.148946444038302,B,1
Loc40,0.78293276228942,0.589121523778886,B,1
Loc41,0.553036311641335,0.878276449628174,I,1
Loc42,0.529719580197707,0.178157206624746,E,1
Loc43,0.789356231689453,0.47083354764618,B,1
Loc44,0.023331202333793,0.141462349332869,A,1
Loc45,0.477230065036565,0.0993826135527343,A,1
Loc46,0.7323137386702,0.290351454168558,E,1
Loc47,0.692731556482613,0.245475998381153,E,1
Loc48,0.477619622135535,0.722559324000031,B,1
Loc49,0.8612094768323,0.53627455397509,B,1
Loc50,0.438097107224166,0.299001172650605,E,1
Loc51,0.244797277031466,0.199700410012156,B,1
Loc52,0.0706790471449494,0.910177063662559,A,1
Loc53,0.0994661601725966,0.0329712047241628,H,1
Loc54,0.31627170718275,0.596324425190687,C,1
Loc55,0.518634263193235,0.15090500889346,B,1
Loc56,0.6620050764177,0.577648263191804,D,1
Loc57,0.406830187188461,0.454476653132588,C,1
Loc58,0.912875924259424,0.493808774044737,B,1
Loc59,0.293603372760117,0.526207120390609,E,1
Loc60,0.459065726259723,0.383012889884412,C,1
Loc61,0.332394674187526,0.928897896083072,I,1
Loc62,0.65087046707049,0.433417851105332,E,1
Loc63,0.258016780717298,0.244762477930635,E,1
Loc64,0.478545248275623,0.876257271505892,I,1
Loc65,0.766310670645908,0.182659917743877,B,1
Loc66,0.0842469143681228,0.0903237543534487,A,1
Loc67,0.875321330036968,0.23915986972861,B,1
Loc68,0.339072937844321,0.861430489923805,I,1
Loc69,0.839440350187942,0.832555507542565,G,1
Loc70,0.34668348915875,0.362912645563483,E,1
Loc71,0.333774930797517,0.187907135579735,E,1
Loc72,0.476351245073602,0.768745967419818,I,1
Loc73,0.892198335845023,0.440788447391242,B,1
Loc74,0.864339470630512,0.476709238486364,B,1
Loc75,0.389989543473348,0.980656960047781,A,1
Loc76,0.777320698834956,0.0891814369242638,H,1
Loc77,0.960617997217923,0.0973854917101562,A,1
Loc78,0.434659484773874,0.635668759932742,B,1
Loc79,0.712514678714797,0.19853898906149,B,1
Loc80,0.399994368897751,0.261605151230469,E,1
Loc81,0.325352151878178,0.318762333597988,B,1
Loc82,0.757087148027495,0.869576696539298,A,1
Loc83,0.202692255144939,0.0520885842852294,H,1
Loc84,0.711121222469956,0.203910853713751,B,1
Loc85,0.121691921027377,0.572258583270013,B,1
Loc86,0.245488513959572,0.0369057455100119,H,1
Loc87,0.14330437942408,0.018092263257131,H,1
Loc88,0.239629415096715,0.196549722459167,B,1
Loc89,0.0589343772735447,0.340977491578087,A,1
Loc90,0.642288258532062,0.283653292106465,E,1
Loc91,0.876269212691113,0.186334068421274,B,1
Loc92,0.778914677444845,0.204421713249758,B,1
Loc93,0.79730882588774,0.231853017117828,B,1
Loc94,0.455274453619495,0.406101839616895,C,1
Loc95,0.410084082046524,0.867169511504471,I,1
Loc96,0.810870242770761,0.275812620762736,B,1
Loc97,0.604933290276676,0.752554503967986,B,1
Loc98,0.654723928077146,0.340630786726251,E,1
Loc99,0.353197271935642,0.960103333927691,I,1
Loc100,0.270260145887733,0.628540931269526,B,1
Loc101,0.99268406117335,0.845313196536154,G,1
Loc102,0.633493264438584,0.122283626580611,A,1
Loc103,0.213208135217428,0.555707331513986,E,1
Loc104,0.129372348077595,0.77642580284737,F,1
Loc105,0.478118034312502,0.259379373397678,E,1
Loc106,0.924074469832703,0.498980368953198,B,1
Loc107,0.59876096714288,0.58441674686037,C,1
Loc108,0.976170694921166,0.484753041295335,A,1
Loc109,0.731792511884123,0.608539856038988,D,1
Loc110,0.356726912083104,0.0208632645662874,H,1
Loc111,0.431473690550774,0.38279984309338,C,1
Loc112,0.148211560677737,0.381619910942391,B,1
Loc113,0.0130775754805654,0.0674072960391641,A,1
Loc114,0.715566066093743,0.289226401364431,E,1
Loc115,0.103184235747904,0.764742906205356,F,1
Loc116,0.446284348610789,0.801584762288257,I,1
Loc117,0.640101045137271,0.204031246481463,E,1
Loc118,0.991838620044291,0.917860072338954,G,1
