,x,y,group,foldchange
Loc1,1.81641557998955,0.596562735270709,A,1
Loc2,0.403363862074912,0.90394430514425,D,1
Loc3,1.32159558497369,1.36124058580026,C,1
Loc4,1.25822808779776,1.25957308895886,C,1
Loc5,0.123572540935129,0.800187018699944,A,1
Loc6,0.353113505057991,1.28794958023354,A,1
Loc7,1.37404569331557,0.439626082777977,A,1
Loc8,0.768207436427474,0.178074567113072,G,1
Loc9,1.53968283999711,0.261502417735755,A,1
Loc10,0.995398484170437,1.7587770181708,F,1
Loc11,1.43523701652884,1.3040805044584,C,1
Loc12,0.760070358868688,0.262126135639846,C,1
Loc13,1.55489044263959,0.315190284047276,A,1
Loc14,1.86941046221182,0.946952257305384,A,1
Loc15,0.424285042565316,1.50139576150104,A,1
Loc16,1.30334753217176,1.68056783825159,A,1
Loc17,0.772228185087442,0.083138361107558,A,1
Loc18,0.764775914140046,1.4523657024838,B,1
Loc19,1.73938169144094,1.58823808981106,H,1
Loc20,0.680697993375361,1.26738593215123,B,1
Loc21,0.96416023094207,0.299521037843078,C,1
Loc22,1.19913165085018,0.971855669282377,C,1
Loc23,0.987082614097744,1.49788625584915,C,1
Loc24,0.372435202822089,0.5312067004852,A,1
Loc25,1.65474663721398,1.5173562169075,H,1
Loc26,1.33693347638473,0.392013704404235,C,1
Loc27,1.58847972145304,0.754864001646638,D,1
Loc28,0.215887251775712,1.12063784012571,D,1
Loc29,1.44742189208046,0.905282945372164,B,1
Loc30,0.822548859287053,1.77232617465779,F,1
Loc31,1.64189258823171,1.17757326224819,B,1
Loc32,1.29412038763985,0.13659855723381,A,1
Loc33,1.56586552457884,0.261084482073784,A,1
Loc34,1.10607262328267,0.293546126689762,C,1
Loc35,1.05943916039541,1.72063339035958,F,1
Loc36,0.95446013007313,0.227303462103009,C,1
Loc37,1.4646274773404,1.58677190402523,H,1
Loc38,0.95523924427107,1.39627981930971,E,1
Loc39,1.7224189536646,1.01393296942115,D,1
Loc40,0.876194214448333,0.53888820623979,B,1
Loc41,0.489594554062933,1.26929961703718,D,1
Loc42,0.198932320345193,1.01014868775383,D,1
Loc43,0.6325434143655,1.86646599927917,F,1
Loc44,1.03726852638647,0.382417774293572,C,1
Loc45,1.3240101528354,0.969525089021772,B,1
Loc46,0.813660374376923,1.2682512961328,C,1
Loc47,0.587206745520234,0.859203821513802,C,1
Loc48,0.918131452519447,1.34137690765783,E,1
Loc49,0.664789348375052,1.64317572396249,A,1
Loc50,1.30174093414098,0.717382386792451,B,1
Loc51,0.516033561434597,1.23654311196879,D,1
Loc52,0.957090496551245,0.694139204453677,E,1
Loc53,1.53262134129182,1.51193313021213,H,1
Loc54,0.168493828736246,1.13085380941629,D,1
Loc55,1.75064266007394,1.25517606595531,A,1
Loc56,0.678145875688642,0.784429113846272,C,1
Loc57,1.67888070037588,1.31676377682015,B,1
Loc58,0.693366978317499,1.36621249467134,A,1
Loc59,0.667549861595035,1.55265111103654,C,1
Loc60,0.952702490147203,1.53531284537166,C,1
Loc61,1.72867894126102,0.461626579985023,A,1
Loc62,0.779979086946696,1.3954288745299,B,1
Loc63,1.55464139766991,1.80789758032188,A,1
Loc64,0.869318969547749,1.32540043303743,C,1
Loc65,1.42502935742959,1.28351452108473,C,1
Loc66,0.799988737795502,1.8677693749778,F,1
Loc67,0.650704303756356,1.81140693323687,F,1
Loc68,0.405384510289878,0.653932423330843,A,1
Loc69,1.42224244493991,1.73270174441859,H,1
Loc70,0.243383842054754,0.418995901942253,G,1
Loc71,0.490977027919143,0.979714585933834,B,1
Loc72,0.28660875884816,0.931252984330058,D,1
Loc73,0.47925883019343,1.06412711041048,D,1
Loc74,1.28457651706412,1.07251671608537,C,1
Loc75,1.75253842538223,1.0804951377213,D,1
Loc76,1.55782935488969,1.27763567306101,B,1
Loc77,1.59461765177548,1.11825874168426,B,1
Loc78,0.91054890723899,0.122255901340395,A,1
Loc79,0.820168164093047,0.584767186548561,A,1
Loc80,1.62174048554152,0.967249687761068,B,1
Loc81,1.20986658055335,0.597724513150752,B,1
Loc82,1.30944785615429,1.06751073990017,C,1
Loc83,0.706394543871284,0.888761472888291,C,1
Loc84,0.540520291775465,1.58534457115456,A,1
Loc85,1.26698652887717,0.730058022309095,B,1
Loc86,0.426416270434856,1.78283590311185,A,1
Loc87,0.25874469615519,1.03847991721705,D,1
Loc88,0.956236068625003,0.737281994894147,E,1
Loc89,1.84814893966541,0.835125382058322,A,1
Loc90,1.19752193428576,0.0453921244479716,A,1
Loc91,1.95234138984233,1.1809771200642,A,1
Loc92,1.46358502376825,0.98607092583552,B,1
Loc93,0.713453824166209,0.205814221408218,G,1
Loc94,0.862947381101549,0.809580774512142,C,1
Loc95,1.43113213218749,0.462192293722183,A,1
Loc96,0.892568697221577,0.092587957624346,A,1
Loc97,1.28020209027454,0.263901288621128,C,1
Loc98,0.991187155712396,0.17588012246415,C,1
Loc99,0.968699048738927,1.88517108093947,F,1
Loc100,0.346884669736028,1.34822832234204,A,1
Loc101,0.907790978439152,1.69850251637399,A,1
Loc102,1.02233956754208,1.03118168702349,C,1
Loc103,0.415090226568282,0.844699630513787,A,1
Loc104,0.457316285464913,1.7192235137336,A,1
Loc105,1.19142399262637,1.17981761228293,C,1
Loc106,1.14974439656362,0.127735685091466,A,1
Loc107,0.071081159170717,0.822229536250234,A,1
Loc108,1.28559098439291,1.66056255158037,C,1
Loc109,1.85723039926961,0.774265405721962,A,1
Loc110,1.19618484470993,1.24559051869437,C,1
Loc111,1.12180149601772,1.2105448897928,C,1
Loc112,1.05205544782802,1.0804540719837,C,1
Loc113,1.97019044775516,1.16873898264021,A,1
Loc114,1.01528364466503,1.54560945788398,C,1
Loc115,1.36557615734637,1.39643911318853,C,1
Loc116,1.20308243529871,1.68218635907397,C,1
Loc117,0.516331853345037,0.463854091707617,G,1
Loc118,1.45861924672499,1.71461213473231,H,1
Loc119,0.905141662806273,1.36940904147923,E,1
Loc120,0.350253536831588,0.600382989738137,A,1
Loc121,1.49339653924108,0.32244286313653,A,1
Loc122,0.209975280798972,1.53446874208748,A,1
Loc123,1.22928994335234,1.71619486296549,C,1
Loc124,1.11431907769293,1.35213961498812,C,1
Loc125,0.657554638106376,1.62342914519832,A,1
Loc126,0.906262890901417,0.971429526340216,E,1
Loc127,1.00088194524869,0.921145758591592,C,1
Loc128,0.361732722260058,0.623820667620748,A,1
Loc129,1.05926120560616,0.0411632778123021,A,1
Loc130,0.150551491416991,0.825429889373481,A,1
Loc131,0.425399038475007,0.270805550273508,G,1
Loc132,0.569580961950123,1.46135187381878,A,1
Loc133,1.79018820589408,1.05060811433941,A,1
Loc134,0.892470646649599,1.92319883266464,F,1
Loc135,1.55996977956966,1.44046068377793,H,1
Loc136,0.826248419005424,0.607700326479971,A,1
Loc137,0.127616961020976,1.25733592826873,A,1
Loc138,0.670974983368069,0.416474885307252,A,1
Loc139,1.44745189324021,1.70099740568548,H,1
Loc140,0.675230666995049,0.103245306760073,G,1
Loc141,1.26082824496552,1.52655184688047,C,1
Loc142,1.68122910801321,1.43057986628264,H,1
Loc143,1.71226332942024,1.53551438637078,H,1
Loc144,0.782718562055379,1.26145691331476,C,1
Loc145,0.760987771209329,1.63304707920179,A,1
Loc146,1.79089085198939,0.832635573577136,A,1
Loc147,1.28863152582198,1.87544325413182,A,1
Loc148,1.48215729743242,0.581566545180976,D,1
Loc149,1.21060689305887,0.228032296057791,C,1
Loc150,1.80616322299466,1.20387179311365,A,1
Loc151,1.77290188660845,0.667221298906952,A,1
Loc152,1.00667897146195,0.140817338135093,A,1
Loc153,1.75411508604884,1.41015969542786,A,1
Loc154,1.51620610477403,0.650027558673173,D,1
Loc155,1.44899778533727,0.717883841600269,B,1
Loc156,1.88744963658974,0.776665233075619,A,1
Loc157,1.09529317403212,1.57088674232364,C,1
Loc158,1.42348773544654,1.20869647944346,B,1
Loc159,0.777810199651867,1.52517950627953,C,1
Loc160,0.20174625236541,0.471720885485411,G,1
Loc161,1.85460417717695,0.571969353593886,A,1
Loc162,0.566465000621974,0.635113338008523,A,1
Loc163,1.18114631762728,1.84381341654807,A,1
Loc164,0.220721209887415,0.900873644743115,D,1
Loc165,0.635927368886769,0.287972184363753,G,1
Loc166,1.5657026739791,0.622141310013831,D,1
Loc167,0.437290569767356,0.46352654742077,G,1
Loc168,1.03359367279336,0.0764056732878089,A,1
Loc169,0.537901184055954,1.12651397241279,D,1
Loc170,0.362336654681712,1.63692591711879,A,1
Loc171,1.03715227497742,0.0799126895144582,A,1
Loc172,1.12556587159634,0.0602386808022857,A,1
Loc173,0.51273520803079,0.192446147557348,G,1
Loc174,1.43587055196986,1.77258001826704,H,1
Loc175,1.52644537901506,1.11448745802045,B,1
Loc176,1.89593270933256,0.934653268195689,A,1
Loc177,1.63726937677711,1.52822793787345,H,1
Loc178,0.616584661416709,1.75242656935006,A,1
Loc179,1.29915892099962,1.40390486270189,C,1
Loc180,1.90671090222895,1.37359733087942,A,1
Loc181,1.90746530005708,1.27374080335721,A,1
Loc182,0.679958406835794,1.66236501606181,A,1
Loc183,0.524948220234364,0.730203100480139,B,1
Loc184,0.330907866358757,1.14111395739019,D,1
Loc185,0.64433611324057,1.26030448405072,B,1
Loc186,1.02025041310117,1.2299052006565,E,1
Loc187,1.02191939670593,0.0345716313458979,A,1
Loc188,0.515242521651089,0.13602372771129,G,1
Loc189,0.0929217739030719,0.590543983038515,A,1
Loc190,0.83571251668036,0.253408076241612,C,1
Loc191,1.70800300454721,1.68942945031449,H,1
Loc192,0.694461355451494,1.16578525817022,C,1
Loc193,0.262884641066194,1.08066357718781,D,1
Loc194,0.748973729088902,1.12881975900382,C,1
Loc195,1.26284045679495,0.222955273929983,A,1
Loc196,0.78015786735341,1.00653039291501,C,1
Loc197,1.37925569759682,0.337872801814228,C,1
Loc198,1.37882682494819,0.660872836597264,B,1
Loc199,1.10980124631897,0.578349293675274,B,1
Loc200,0.859248815570027,1.7437234246172,F,1
Loc201,0.905440125614405,1.96615184471011,F,1
Loc202,0.612886517774314,0.89947976032272,C,1
Loc203,1.15670788800344,0.857474462594837,B,1
Loc204,1.82074060849845,0.597423469647765,A,1
Loc205,0.285208164248616,0.519098663236946,G,1
Loc206,0.830095250625163,1.58670117193833,A,1
Loc207,0.857500741723925,0.0691558225080371,A,1
Loc208,0.920192891731858,1.13685003202409,E,1
Loc209,1.52394772320986,1.1097139227204,B,1
Loc210,0.941356995142996,1.58486111601815,A,1
Loc211,1.20717613538727,1.89502586703748,A,1
Loc212,0.969979361165315,0.142480441369116,A,1
Loc213,0.21761263301596,0.742077990435064,A,1
Loc214,0.495453665964305,1.33953025424853,B,1
Loc215,0.997029061429203,0.0199967133812606,A,1
Loc216,0.745733416173607,1.49978776276112,C,1
Loc217,1.0479721557349,0.547819315455854,A,1
Loc218,0.634289343375713,0.279039304703474,G,1
Loc219,1.57508101547137,0.612603263929486,D,1
Loc220,1.40492502506822,1.1388482269831,B,1
Loc221,0.330055277328938,1.0764150545001,D,1
Loc222,1.50941124325618,0.904352244455367,B,1
Loc223,1.24082006607205,0.757341960445046,B,1
Loc224,0.124428104609251,1.34205134678632,A,1
Loc225,0.763432703446597,0.403937814757228,G,1
Loc226,0.597305084113032,1.91377056017518,A,1
Loc227,0.384419070091099,0.478683267254382,G,1
Loc228,0.514340042602271,0.813878657761961,C,1
Loc229,0.362463645637035,1.59229457611218,A,1
Loc230,0.954627419356257,1.76125719258562,F,1
Loc231,0.0555742448195815,1.25438844179735,A,1
Loc232,1.05462155397981,0.435881605837494,A,1
Loc233,1.76063813781366,1.05119555257261,D,1
Loc234,0.746126743964851,0.479629188776016,A,1
Loc235,0.642984240781516,1.26942465920001,B,1
Loc236,0.442611855454743,0.449525139760226,G,1
Loc237,0.45276159234345,0.292445483617485,G,1
Loc238,0.26283306768164,0.705463452730328,A,1
Loc239,0.654027453623712,0.172581790946424,G,1
Loc240,1.01387899415568,1.94229812035337,F,1
Loc241,1.36288502952084,1.54188731592149,C,1
Loc242,0.100879319012165,0.942887676414102,A,1
Loc243,1.85850783949718,1.1798775116913,A,1
Loc244,0.189715710934252,0.688776743598282,A,1
Loc245,0.985192241612822,1.32374959019944,E,1
Loc246,0.923103681299835,0.0950023992918432,A,1
Loc247,0.750433061737567,1.76199403125793,F,1
Loc248,1.62687041703612,1.51074071414769,H,1
Loc249,0.800899493508041,0.967313843779266,C,1
Loc250,0.282288651447743,1.45084372721612,A,1
Loc251,0.386619724798948,1.77154369512573,A,1
Loc252,1.43982797674835,1.80588956782594,A,1
Loc253,0.990003289654851,0.643925710581243,B,1
Loc254,0.707768481224775,0.220283827744424,G,1
Loc255,1.93841761071235,1.02668447978795,A,1
Loc256,1.24942837934941,1.66458632191643,C,1
Loc257,1.32923649949953,0.891417933627963,B,1
Loc258,0.624979312997311,1.51182298362255,B,1
Loc259,0.81137922545895,1.79945904947817,F,1
Loc260,1.71016471274197,1.11370804626495,A,1
Loc261,1.62461018469185,0.404188490472734,A,1
Loc262,0.535756257828325,0.608172744978219,A,1
Loc263,1.52430305909365,0.99350682971999,B,1
Loc264,0.587211098056287,1.74520533950999,A,1
Loc265,0.798702213913202,1.86815729131922,F,1
Loc266,0.727393619716167,1.67085871100426,A,1
Loc267,0.885184934362769,1.67177907144651,A,1
Loc268,0.313428265042603,1.11793366586789,D,1
Loc269,1.16441054036841,1.76230103662238,A,1
Loc270,0.352904072962701,1.42286961199716,A,1
Loc271,1.08426084881648,1.15100796567276,C,1
Loc272,0.768607784062624,0.978145174216479,C,1
Loc273,1.3523281016387,0.408564229495823,C,1
Loc274,0.53858755948022,0.380445913411677,G,1
Loc275,0.938501884695143,1.67676923703402,C,1
Loc276,0.738378924783319,1.13555652741343,C,1
Loc277,1.45081054512411,0.725400952156633,B,1
Loc278,0.972298208624125,0.462228102143854,A,1
Loc279,0.127604933455586,0.768457524944097,A,1
Loc280,1.56909245997667,1.14487998979166,B,1
Loc281,0.836643271613866,1.19983827369288,C,1
Loc282,0.565767911728472,1.00917385984212,C,1
Loc283,1.69576429901645,1.0803039111197,D,1
Loc284,1.77291750116274,1.55445833876729,H,1
Loc285,0.943861461710185,0.669869787525386,E,1
Loc286,0.218201926909387,0.936956184450537,D,1
Loc287,0.666555969044566,1.45966240344569,A,1
Loc288,1.67483313847333,1.48943797172979,H,1
Loc289,0.553699683398008,1.7816076008603,A,1
Loc290,1.17407028283924,0.601264733821154,B,1
Loc291,1.40555748669431,0.515333360526711,D,1
Loc292,1.39764907443896,0.545249076094478,D,1
Loc293,0.9279247620143,0.0145590300671756,A,1
Loc294,0.873862220905721,1.83581271674484,F,1
Loc295,1.12435357552022,1.68101633246988,C,1
Loc296,1.85696645267308,0.754118672572076,A,1
Loc297,0.460932828485966,1.004079984501,D,1
Loc298,0.443627508822829,0.664337349589914,A,1
Loc299,0.840431786607951,1.57107045222074,C,1
Loc300,0.667041611392051,1.56324987998232,A,1
Loc301,1.72961510065943,0.573304461315274,A,1
Loc302,0.354389071464539,0.775231634266675,A,1
Loc303,0.9866374572739,1.16931739728898,E,1
Loc304,0.859426733572036,1.98830044688657,F,1
Loc305,1.12852768599987,1.67147177178413,C,1
Loc306,1.31232463102788,1.45371068548411,C,1
Loc307,1.95710812555626,0.814859899692237,A,1
Loc308,0.481623192317784,1.60392980184406,A,1
Loc309,1.59367216797546,1.40970390103757,H,1
Loc310,1.66334343003109,1.48686944600195,H,1
Loc311,0.287253885529935,1.24300031783059,D,1
Loc312,1.85045987041667,1.43122182507068,A,1
Loc313,1.01407120516524,0.0129194506444037,A,1
Loc314,0.309702034108341,0.301620742306113,G,1
Loc315,0.696604104246944,0.78067530458793,C,1
Loc316,1.31964205158874,1.4283237522468,C,1
Loc317,0.623544748872519,0.580651199445128,A,1
Loc318,0.703146818559617,1.67466310178861,A,1
Loc319,0.295691413804889,1.61899284645915,A,1
Loc320,1.3177552181296,0.363735388498753,C,1
Loc321,0.370139929000288,1.2308475477621,D,1
Loc322,1.79569698404521,0.550359129905701,A,1
Loc323,1.44738150248304,0.875084396451712,B,1
Loc324,0.740714131854475,0.443944562692195,B,1
Loc325,1.56203508051112,1.14613171806559,B,1
Loc326,0.714811490382999,0.496603622101247,B,1
Loc327,1.4952701269649,1.6041981652379,H,1
Loc328,1.58581804763526,0.21398074971512,A,1
Loc329,1.41171801276505,1.15808856720105,B,1
Loc330,0.951650077477098,0.124779236968607,A,1
Loc331,0.98930905200541,0.181436573620886,C,1
Loc332,0.616104897577316,0.599902992602438,A,1
Loc333,1.39002449251711,1.28166030533612,C,1
Loc334,1.64558661123738,0.985218131449074,D,1
Loc335,0.86943528149277,1.11062835995108,E,1
Loc336,1.02946530561894,0.116846788674593,A,1
Loc337,1.32602193532512,0.685823921579868,B,1
Loc338,0.286333173047751,1.36010933388025,A,1
Loc339,0.688974787481129,0.86877149855718,C,1
Loc340,0.811527164652944,0.504242841619998,B,1
Loc341,1.86514385649934,1.24426198704168,A,1
Loc342,1.67676813341677,1.1593548101373,B,1
Loc343,1.75886659231037,1.1133552165702,A,1
Loc344,0.144921266939491,0.708378490060568,A,1
Loc345,0.757518881000578,0.755777928046882,C,1
Loc346,1.07572984555736,0.0517838303931057,A,1
Loc347,0.210100277327001,1.3528546798043,A,1
Loc348,0.964339146390557,0.413561633788049,C,1
Loc349,0.0830568578094244,0.682192385662347,A,1
Loc350,0.587983598001301,0.71834913128987,C,1
Loc351,1.0017009745352,1.73251916794106,F,1
Loc352,1.21949787018821,1.94718093238771,A,1
Loc353,0.84619721909985,0.145424744579941,A,1
Loc354,0.733127232640982,0.923411814495921,C,1
Loc355,1.92863407591358,1.04003747040406,A,1
Loc356,0.885020216461271,0.448757311794907,A,1
Loc357,0.740544760599732,0.854264821391553,C,1
Loc358,0.34048716025427,1.52482570987195,A,1
Loc359,0.108380858786404,1.18765660841018,A,1
Loc360,1.31565613858402,1.43901874125004,C,1
Loc361,1.15632383339107,0.568182672839612,A,1
Loc362,1.97420352790505,0.88334994437173,A,1
Loc363,1.20758480299264,1.50277670379728,C,1
Loc364,0.950795840937644,0.779836096800864,E,1
