Cell_ID,Animal_ID,Animal_sex,Behavior,Bregma,Centroid_X,Centroid_Y,Cell_class,Neuron_cluster_ID,Ace2
6db75240-a107-4a78-94f1-4320b3cedb7c,2,Female,Naive,0.11,987.0295744,-1098.124934,Inhibitory,I-26,0.0
edd3d4ed-e8c8-4a2b-bc8b-19679d1b8301,2,Female,Naive,0.11,988.1274511,-1077.115507,Endothelial 1,,2.250947829
997ed836-faff-463c-828f-1e81f36acc5a,2,Female,Naive,0.11,993.1074835,-1183.140923,Inhibitory,I-17,0.0
42d409dd-56c1-45d6-a984-245e59f80cc9,2,Female,Naive,0.11,995.1887362,-1060.68132,Astrocyte,,0.0
381b08f7-7719-4a07-a674-142c1bab8140,2,Female,Naive,0.11,999.3047858,-1149.405372,Inhibitory,I-13,0.568411435
4b205479-89a9-49d1-b103-bbe354f0c9ea,2,Female,Naive,0.11,1012.174928,-1033.739417,Ambiguous,,0.0
6b39b8ce-ef9b-47a4-acbf-52ddcf26f179,2,Female,Naive,0.11,1015.428525,-1107.659202,Ambiguous,,0.0
042a9fdf-7992-4866-b919-1e8c1a7d4c93,2,Female,Naive,0.11,1020.484244,-1169.994882,Excitatory,E-11,0.0
c99c7d4d-7703-4fdc-9528-371274f088b4,2,Female,Naive,0.11,1022.044823,-1056.360295,Inhibitory,I-20,0.0
f3918928-e51f-4e66-9247-c96eae8b31ce,2,Female,Naive,0.11,1026.235625,-1135.048296,Inhibitory,I-2,0.0
a6a7c26b-e7c7-44a8-84e9-e9c3c9536fb9,2,Female,Naive,0.11,1018.751392,-1104.964025,Ambiguous,,0.0
53269093-2c62-45a7-9bff-6713c8aae156,2,Female,Naive,0.11,1028.520242,-1153.998059,Excitatory,E-11,0.0
17b801e6-8f64-4044-8026-4b75ddcb3fc7,2,Female,Naive,0.11,1028.77339,-1016.744172,OD Mature 2,,0.0
d94866ec-9b3d-4971-849b-94ae593af60e,2,Female,Naive,0.11,1030.028274,-1189.373786,Inhibitory,I-17,0.0
9a712846-f519-48e7-9e4d-15f996958981,2,Female,Naive,0.11,1059.58361,-1171.832294,Astrocyte,,0.0
16b9daf0-585a-4e84-b775-df7493f3a56e,2,Female,Naive,0.11,1062.892626,-1055.23444,Endothelial 1,,0.0
b00398b1-8a78-4dea-b5d8-1d6c408096e0,2,Female,Naive,0.11,1057.17819,-1012.610272,Ambiguous,,0.0
da07a75a-dd35-4891-a6fc-59023dde36b0,2,Female,Naive,0.11,1080.704382,-1036.627972,OD Immature 1,,0.0
0d73e606-a71b-413e-88bc-68d87f18481b,2,Female,Naive,0.11,1084.010759,-1150.16347,Astrocyte,,0.0
5ad6a9b1-55b3-4e4f-becb-69c5188dc9bb,2,Female,Naive,0.11,1084.30298,-1172.749104,Inhibitory,I-1,0.0
e8792954-9449-451c-8c0a-2e6c575545a5,2,Female,Naive,0.11,1097.305819,-1069.666959,OD Mature 2,,0.0
4cf7adad-f2d8-4752-a6cd-dae5c9a6239c,2,Female,Naive,0.11,1103.422053,-1105.828813,OD Immature 1,,0.0
c473b9b4-8ffc-4221-bac2-7d9e4d5b3ed8,2,Female,Naive,0.11,1107.566502,-1164.395656,Excitatory,E-11,0.539749246
60171142-6438-4229-b787-59eb83753228,2,Female,Naive,0.11,1113.302071,-1111.602477,Ambiguous,,0.0
354c1009-9a8c-49b5-86a5-7f8be32fb7fe,2,Female,Naive,0.11,1114.373769,-1031.241904,Astrocyte,,0.0
0dd52674-b64e-4a91-901e-a923692b6abb,2,Female,Naive,0.11,1123.886952,-1076.634469,Astrocyte,,0.0
1f99bf0b-90d1-43d9-a84f-e48bf22f3e72,2,Female,Naive,0.11,1132.683457,-1160.75606,OD Mature 2,,0.0
8f80abdf-3286-46be-af83-6bad390cd1be,2,Female,Naive,0.11,1134.449837,-1072.679366,Ambiguous,,0.0
5e77cb68-a82d-4d8e-8d92-991a1816ed02,2,Female,Naive,0.11,1139.158144,-1026.921583,Endothelial 1,,0.0
89a80ea1-1693-42a4-9547-229b4593482e,2,Female,Naive,0.11,1141.016188,-1121.253938,Inhibitory,I-3,0.0
e726bfc5-53d5-432d-9a9f-ae860883710b,2,Female,Naive,0.11,1147.535958,-1101.785302,Endothelial 1,,0.0
12ff45ef-2850-4a1b-afb8-4f76b019a048,2,Female,Naive,0.11,1160.498473,-1070.490433,Inhibitory,I-5,0.0
9eaa5235-36c4-458b-b7a5-d36ccf35e250,2,Female,Naive,0.11,1157.979855,-1089.812012,Endothelial 1,,0.0
58a8ca49-d129-4d03-9257-f8b183b0c01a,2,Female,Naive,0.11,1160.925921,-1151.645702,OD Immature 1,,0.547319504
2132741d-27b1-4943-ac43-bc3d33361a7a,2,Female,Naive,0.11,1165.168214,-1042.596986,Inhibitory,I-5,0.0
d2743eaa-2c67-4bb7-a2fb-6c29be6a400c,2,Female,Naive,0.11,1162.089079,-1020.258428,Inhibitory,I-5,0.488606805
b8ebcc41-ffe3-4e21-a3fc-20e1438befde,2,Female,Naive,0.11,1168.947871,-1116.929824,Inhibitory,I-29,0.558009136
7c360185-82fd-41c7-91f0-080cdc921e2b,2,Female,Naive,0.11,1010.493801,-1181.301727,Inhibitory,I-17,0.0
cfa194da-af74-420c-9175-3911f0e220a0,2,Female,Naive,0.11,1043.110811,-1122.779891,Inhibitory,I-26,0.0
359eb2a9-0384-43b6-ba59-a56c412682d6,2,Female,Naive,0.11,1046.433826,-1041.14459,Excitatory,E-20,0.0
0ea42c0d-48e2-4602-889b-c48191a85253,2,Female,Naive,0.11,1051.522268,-1078.121297,Ambiguous,,0.351170019
af5a25be-646e-40bd-b71f-89b7a59f4356,2,Female,Naive,0.11,1074.039104,-1084.061584,Ambiguous,,0.846375378
75e7f14c-19ce-4d8f-b5da-3811821b69fb,2,Female,Naive,0.11,1075.318728,-1098.793122,Inhibitory,I-18,0.761286474
2687756d-d522-4c7b-ae8c-4854b67c5a9d,2,Female,Naive,0.11,1092.586998,-1086.374213,Inhibitory,I-26,0.0
6637d27b-ac80-4aea-a476-6903f63dba02,2,Female,Naive,0.11,1131.183114,-1091.849502,Excitatory,E-20,0.0
ffc9433b-c6b9-43f3-9d3b-d975ca9c574b,2,Female,Naive,0.11,1020.271895,-1122.161577,Inhibitory,I-5,0.798332529
523c57a8-cb7c-449b-be75-3c6ae809e7ae,2,Female,Naive,0.11,1018.280122,-1072.567272,Endothelial 3,,6.846934004
517ccd2e-852f-4e7f-8cd2-4f2531963b2a,2,Female,Naive,0.11,1056.325801,-1047.655025,Inhibitory,I-5,0.0
7bb777e7-50c4-4e21-b1c8-10b184d785b2,2,Female,Naive,0.11,1066.122247,-1157.096151,Inhibitory,I-1,0.0
0a0a716a-3474-4f4a-98f6-7e90046e8be9,2,Female,Naive,0.11,1123.214108,-1024.654036,Ambiguous,,0.0
23cb6d17-5ab7-4620-86e7-a96e5cb32dbc,2,Female,Naive,0.11,993.2127893,-1135.369469,Inhibitory,I-26,0.0
bade9af3-b253-4978-bc33-5df707a52645,2,Female,Naive,0.11,1018.564704,-1137.862355,Astrocyte,,0.0
fd21bf4a-2be5-45c3-bedd-ee489ae81774,2,Female,Naive,0.11,1138.662633,-1187.479795,Astrocyte,,0.0
b9652bb7-3758-41a4-8a6c-9cbfcfacce01,2,Female,Naive,0.11,999.5248464,-1106.65139,Ambiguous,,0.0
54f57835-8d34-49f3-b32c-33c6208ae806,2,Female,Naive,0.11,1006.238673,-1022.943959,Excitatory,E-20,0.0
ec81e311-75f3-4bbb-871b-7c67f8b5ab69,2,Female,Naive,0.11,1029.520382,-1093.344532,Astrocyte,,0.0
0b97b94e-6e87-483e-af6f-3a33bed33a38,2,Female,Naive,0.11,1055.909782,-1138.749763,Ambiguous,,0.0
3f9496d7-7cb9-4aa0-8aed-3a78ad1d6d63,2,Female,Naive,0.11,1090.938607,-1034.587283,Ambiguous,,0.0
ce266235-1fef-4da6-b530-d41707955006,2,Female,Naive,0.11,1099.655737,-1136.937619,Ambiguous,,0.0
a9edd66d-804b-4c1e-b6bd-8d92d6dd951b,2,Female,Naive,0.11,1135.325437,-1149.828237,Astrocyte,,0.0
c16d0c79-91cd-4f4c-bf8d-f5543841339e,2,Female,Naive,0.11,1151.979642,-1072.781069,Inhibitory,I-5,0.0
a93b13eb-fbd6-4295-bf70-0b3ad71a3951,2,Female,Naive,0.11,990.8464224,-842.7643539,Inhibitory,I-5,0.367728826
925813a1-3614-42f2-b502-537d5140101a,2,Female,Naive,0.11,991.8498852,-897.3942475,Endothelial 3,,25.5827557
4de02bc7-6fef-430e-9726-83b4de0d6525,2,Female,Naive,0.11,996.6818664,-945.1705247,Ambiguous,,0.0
c09dbc38-4929-4085-a340-5cbd73fedbd2,2,Female,Naive,0.11,996.7038076,-822.4029878,OD Mature 2,,0.0
c5599f7e-1c40-4728-a1be-a2d4c8e7c387,2,Female,Naive,0.11,999.7658766,-875.6046376,Endothelial 3,,3.39723828
f31d4072-ce52-497c-90a2-0fb1057f8f1f,2,Female,Naive,0.11,1005.170257,-932.162743,Inhibitory,I-5,0.0
390156d1-37a8-4959-b97a-292a0b0de54a,2,Female,Naive,0.11,1008.012143,-810.732809,OD Mature 2,,0.0
fc7be5f1-b99a-47c9-a7ab-d80ab8e896ae,2,Female,Naive,0.11,1017.133735,-906.3960255,Inhibitory,I-20,0.0
58a4a760-c538-4bcb-bfb9-0c11966c2428,2,Female,Naive,0.11,1021.63466,-849.3874369,Inhibitory,I-5,0.0
75e71835-08aa-4eb5-9d64-bc47f505aaa3,2,Female,Naive,0.11,1025.385949,-970.4853313,Ambiguous,,0.0
683ee07d-5ed9-4974-87e7-5715aef23a7e,2,Female,Naive,0.11,1028.155091,-890.7804135,Ambiguous,,0.0
f6b83545-a2c1-4027-be61-db3fd930df07,2,Female,Naive,0.11,1039.055264,-959.2020846,Endothelial 1,,0.0
964f673a-43c0-473e-ba87-2b37efd8d630,2,Female,Naive,0.11,1039.929462,-924.2277966,Ambiguous,,0.0
471c634f-5a2b-46fb-9595-f335ea583803,2,Female,Naive,0.11,1057.343716,-899.1943938,Inhibitory,I-5,0.0
8df31680-f77a-4318-9e3d-e24aaa977583,2,Female,Naive,0.11,1062.940097,-917.5180661,Inhibitory,I-5,0.0
71de0f16-e1c4-4ac3-9dac-048a44472137,2,Female,Naive,0.11,1061.778987,-818.201289,Ambiguous,,0.0
f4810000-52c6-4c8c-9dff-8e755766bfe4,2,Female,Naive,0.11,1064.349832,-845.1515047,Ambiguous,,0.0
c6e6cf79-876c-4db4-bbb1-aded9c2cb5f0,2,Female,Naive,0.11,1072.025575,-879.8176555,Inhibitory,I-5,1.067711771
2b17e6da-c2a5-45e6-9826-6355549a1f4a,2,Female,Naive,0.11,1067.671532,-966.4622269,Ambiguous,,0.0
b8eb8cda-6b22-4836-b935-9cb237cf5ff2,2,Female,Naive,0.11,1073.082499,-915.7900177,Inhibitory,I-5,0.0
149ec868-6726-4ff4-b879-db574f083253,2,Female,Naive,0.11,1076.256626,-984.9709198,Inhibitory,I-5,0.0
ca796b15-173c-4564-933e-79c02260e634,2,Female,Naive,0.11,1085.840585,-921.4118247,OD Mature 2,,0.0
0ade64a8-81e4-483f-a243-26ee68a5674d,2,Female,Naive,0.11,1089.27574,-950.3696879,Inhibitory,I-26,0.0
94e209e8-5afb-4190-809a-4cd45bb50b34,2,Female,Naive,0.11,1089.292042,-895.5706677,OD Mature 2,,0.0
2949925c-1864-48e7-906b-eef750e81b2d,2,Female,Naive,0.11,1095.183338,-851.5159398,OD Mature 2,,0.0
efdf20ce-a9a5-4dd1-929d-25a1283d0653,2,Female,Naive,0.11,1094.153536,-917.1117729,Astrocyte,,0.0
9253af5f-a370-4864-a1d3-4183221e2137,2,Female,Naive,0.11,1097.203309,-992.558555,OD Immature 1,,0.0
2e727db6-4e36-461e-a5b4-6326a54e9f50,2,Female,Naive,0.11,1110.914162,-936.1495243,OD Immature 1,,0.0
33f11231-275c-4fcd-be9b-ef748bfc9a8e,2,Female,Naive,0.11,1114.207334,-878.0591259,Ambiguous,,0.362134522
ff62a76f-8b85-45d3-ab02-319c1f7c3438,2,Female,Naive,0.11,1119.938686,-847.5676137,Inhibitory,I-5,0.0
9fc5b7e8-dce7-4962-86c3-a3bedc4e18ec,2,Female,Naive,0.11,1121.581396,-958.4484277,Ambiguous,,0.689507018
8064ec80-38b9-449e-971d-12abf622d780,2,Female,Naive,0.11,1129.541524,-842.4859538,OD Mature 2,,0.0
1fe797ea-b418-42f8-8f3b-cd3388a77886,2,Female,Naive,0.11,1132.961233,-805.2929199,Astrocyte,,0.0
e9f85251-1460-43ef-8279-b975e26c82b9,2,Female,Naive,0.11,1136.516064,-924.7655911,Ambiguous,,0.0
