,Cell,Cell_type,point_x,point_y
C_1,C_1,Invasive_Tumor,29.984711957743176,9.320496218790614
C_2,C_2,Macrophages_1,43.675355073489605,10.928745740727553
C_3,C_3,Invasive_Tumor,20.516010245358164,12.54014276009347
C_4,C_4,Invasive_Tumor,20.979137834147227,26.06851910296133
C_5,C_5,Prolif_Invasive_Tumor,27.634704927322367,2.3641621074546757
C_6,C_6,Invasive_Tumor,2.1034761729159026,37.90145354289729
C_7,C_7,Invasive_Tumor,3.9806365347227146,0.7023636029547975
C_8,C_8,Invasive_Tumor,20.066711668989097,22.610738367680344
C_9,C_9,Invasive_Tumor,2.2135388424967593,34.381634627841365
C_10,C_10,Stromal,46.97017391505794,15.748573089932066
C_11,C_11,Invasive_Tumor,2.6395263958074286,34.18220374738266
C_12,C_12,Invasive_Tumor,20.044236894645962,37.925380950524996
C_13,C_13,Invasive_Tumor,2.0209877701079293,23.892002913284493
C_14,C_14,Endothelial,35.87945741360659,41.62182547602759
C_15,C_15,Invasive_Tumor,2.573449039501191,36.87152985479971
C_16,C_16,Invasive_Tumor,2.7943071362583174,22.611201963914258
C_17,C_17,Prolif_Invasive_Tumor,39.98646395667549,32.39667294659153
C_18,C_18,Invasive_Tumor,36.7389296878354,20.073177024389366
C_19,C_19,Invasive_Tumor,11.677257961385944,19.448393161663542
C_20,C_20,Invasive_Tumor,9.698036323192373,33.79811056531759
C_21,C_21,Invasive_Tumor,9.482779803243812,35.31921653928528
C_22,C_22,Invasive_Tumor,13.017253636445759,13.469651684124672
C_23,C_23,Invasive_Tumor,13.569755406563988,15.287189510734295
C_24,C_24,Invasive_Tumor,9.252368951685636,31.107425165292014
C_25,C_25,Invasive_Tumor,12.440295851551936,17.077802532891518
C_26,C_26,Invasive_Tumor,10.362143906909338,6.816295899981722
C_27,C_27,Invasive_Tumor,36.35760393733546,18.38657657666379
C_28,C_28,Invasive_Tumor,2.442633357908658,49.95735573708497
C_29,C_29,Macrophages_1,0.39052860645327203,48.705280126969754
C_30,C_30,Endothelial,35.42312664950929,27.22992930911862
C_31,C_31,Invasive_Tumor,9.924879576767227,28.67440679678931
C_32,C_32,T_Cell_&_Tumor_Hybrid,6.020956581769438,49.263700561381526
C_33,C_33,Stromal,7.361152387148145,49.07989629254207
C_34,C_34,Invasive_Tumor,20.71308211948851,15.271797087420541
C_35,C_35,Invasive_Tumor,14.897156187030353,12.827347111459957
C_36,C_36,Stromal,48.16320666974766,15.937842692022015
C_37,C_37,Invasive_Tumor,8.906274589692915,29.043588731076962
C_38,C_38,Prolif_Invasive_Tumor,12.248826379128097,48.316708154971515
C_39,C_39,Invasive_Tumor,13.964729842342816,20.751381065684814
C_40,C_40,Invasive_Tumor,8.223746092555706,20.66170011681511
C_41,C_41,Invasive_Tumor,8.399789929762907,25.225279727188347
C_42,C_42,Invasive_Tumor,14.390558851666647,10.234634281473232
C_43,C_43,Stromal,48.02127041284699,19.47373270467041
C_44,C_44,Invasive_Tumor,9.603614819680157,11.97767547019763
C_45,C_45,Stromal,24.44366223080564,27.26908633075454
C_46,C_46,Macrophages_1,14.710545176376533,8.954666670778888
