,Cell,Cell_type,point_x,point_y
C_1,C_1,Invasive_Tumor,39.82146905220425,25.82564326760147
C_2,C_2,Macrophages_1,45.62860854949969,24.31101764618471
C_3,C_3,Invasive_Tumor,36.84447084980566,25.758356000230904
C_4,C_4,Invasive_Tumor,38.53038187522391,26.425867991423956
C_5,C_5,Prolif_Invasive_Tumor,30.996207322471026,20.048192275250265
C_6,C_6,Invasive_Tumor,38.50027510555555,29.159777650788577
C_7,C_7,Invasive_Tumor,38.77846003598077,31.814545762974987
C_8,C_8,Invasive_Tumor,35.10904220645378,34.07780791929718
C_9,C_9,Invasive_Tumor,45.247518493801095,30.87387919343086
C_10,C_10,Stromal,13.717154298142443,44.99420384906502
C_11,C_11,Invasive_Tumor,46.94019566553859,4.485017060555791
C_12,C_12,Invasive_Tumor,46.67392984095662,1.7149344492671192
C_13,C_13,Invasive_Tumor,45.18211290480518,42.02691567566939
C_14,C_14,Endothelial,22.285025811243948,23.970826327001472
C_15,C_15,Invasive_Tumor,36.16917074936369,24.128043547222756
C_16,C_16,Invasive_Tumor,45.5596257832287,39.00536928817889
C_17,C_17,Prolif_Invasive_Tumor,16.493735602157965,21.61869301493225
C_18,C_18,Invasive_Tumor,28.00251598806131,45.89318019636983
C_19,C_19,Invasive_Tumor,34.69612268040965,28.339243559997882
C_20,C_20,Invasive_Tumor,35.63668337155326,25.745324037286426
C_21,C_21,Invasive_Tumor,34.49074510864106,27.93540169351004
C_22,C_22,Invasive_Tumor,32.85256915030581,48.63675696359171
C_23,C_23,Invasive_Tumor,28.798797669039715,5.812692143874621
C_24,C_24,Invasive_Tumor,33.044086074069625,31.143292065495785
C_25,C_25,Invasive_Tumor,24.504799602887424,34.01911698174371
C_26,C_26,Invasive_Tumor,33.085437950772835,20.635465884103244
C_27,C_27,Invasive_Tumor,28.79391073862742,44.58981897108126
C_28,C_28,Invasive_Tumor,36.473346280848034,43.15898807509576
C_29,C_29,Macrophages_1,13.218960630801114,18.681843873363164
C_30,C_30,Endothelial,37.55839337092631,1.0184449456935196
C_31,C_31,Invasive_Tumor,38.777113735103754,4.432368208995635
C_32,C_32,T_Cell_&_Tumor_Hybrid,15.370609362731125,42.85740445274806
C_33,C_33,Stromal,17.41931745761046,18.584952821288837
C_34,C_34,Invasive_Tumor,37.57833447533644,6.5818573335646615
C_35,C_35,Invasive_Tumor,37.51167810322117,39.07714804659543
C_36,C_36,Stromal,24.439994066279034,43.066029281385006
C_37,C_37,Invasive_Tumor,37.58910915865928,39.767325790740585
C_38,C_38,Prolif_Invasive_Tumor,25.573800754402182,16.239001416133807
C_39,C_39,Invasive_Tumor,37.5553669484758,37.246457246326564
C_40,C_40,Invasive_Tumor,37.31902157058553,36.76282032002238
C_41,C_41,Invasive_Tumor,44.43109236341049,1.7551568689833652
C_42,C_42,Invasive_Tumor,37.14400883114294,44.542501584809266
C_43,C_43,Stromal,24.663567312467556,44.084505129639815
C_44,C_44,Invasive_Tumor,38.26293225638327,5.581524483032868
C_45,C_45,Stromal,21.518053566667273,39.81769239097557
C_46,C_46,Macrophages_1,47.673695336174994,40.01807102927732
C_47,C_47,Stromal,24.328828606202723,39.0576035017365
C_48,C_48,Invasive_Tumor,38.04477878014645,5.935101976141011
C_49,C_49,Invasive_Tumor,38.606606081691915,4.826186661256959
C_50,C_50,Invasive_Tumor,37.644357351992376,43.84567170395545
C_51,C_51,Stromal,49.76850748836624,49.6286089865321
C_52,C_52,Invasive_Tumor,38.49037830604414,4.596882234597738
C_53,C_53,Endothelial,2.045269509923653,21.37849378167398
C_54,C_54,Invasive_Tumor,37.51532617595536,49.26158158660446
C_55,C_55,Invasive_Tumor,37.46323794820526,45.46567631136731
C_56,C_56,Invasive_Tumor,37.8140715654275,44.48265296419226
C_57,C_57,Invasive_Tumor,41.89833852845613,43.097283612930795
C_58,C_58,Invasive_Tumor,36.428413065096,43.97631556652906
C_59,C_59,Invasive_Tumor,36.46594301573121,44.56266174622382
C_60,C_60,Invasive_Tumor,36.59452410185578,45.81579407541953
C_61,C_61,Macrophages_1,8.636040484945356,48.77442811793352
C_62,C_62,B_Cells,31.36271154053739,0.7821855451771331
C_63,C_63,Stromal,17.273080599893355,47.14888309471018
C_64,C_64,Invasive_Tumor,36.44272620588798,49.31150282305799
C_65,C_65,Invasive_Tumor,36.61171770221988,49.68589049045623
C_66,C_66,Invasive_Tumor,33.49881874740731,38.94601051788167
C_67,C_67,Stromal,38.884765280865096,28.75780560302302
C_68,C_68,Invasive_Tumor,44.92338803657303,3.5300720475129777
C_69,C_69,Endothelial,14.339020338821973,3.0704540330912855
C_70,C_70,Invasive_Tumor,28.161931297942072,0.8394217048442509
C_71,C_71,Stromal,15.136119746270026,46.45205548184059
C_72,C_72,Stromal,16.416863436461533,18.84376398701323
C_73,C_73,Invasive_Tumor,34.57702607323699,7.01811938745246
C_74,C_74,Invasive_Tumor,44.737666641818116,3.8029454695940377
C_75,C_75,Invasive_Tumor,33.40727392803215,43.7204190914686
C_76,C_76,Prolif_Invasive_Tumor,48.5742552920566,41.315815468022635
C_77,C_77,Invasive_Tumor,27.22119714038894,35.689926799028406
C_78,C_78,Invasive_Tumor,25.4497623658085,23.132779289246923
C_79,C_79,Invasive_Tumor,28.241155534186905,43.67975881868155
C_80,C_80,Invasive_Tumor,28.040595191043742,39.51420152010151
C_81,C_81,Invasive_Tumor,28.343042854628813,36.170102465509444
C_82,C_82,Invasive_Tumor,28.08805890448507,39.51708690636184
C_83,C_83,Invasive_Tumor,28.50218199593435,36.04038574498833
C_84,C_84,Endothelial,9.248846126261073,1.9701354456948816
C_85,C_85,Invasive_Tumor,35.2533416122359,17.59791778391177
C_86,C_86,Endothelial,33.26875216133305,4.14749584727212
C_87,C_87,Endothelial,31.224898062492777,6.0254290828475385
C_88,C_88,Invasive_Tumor,28.370534170163825,39.420275808448686
C_89,C_89,CD8+_T_Cells,34.21119841170254,0.8064568394691218
C_90,C_90,Invasive_Tumor,28.683223555574482,39.45176060975128
C_91,C_91,Prolif_Invasive_Tumor,44.314435992202824,14.56048040436163
C_92,C_92,CD8+_T_Cells,18.509759085454657,1.806019296989625
C_93,C_93,Invasive_Tumor,27.37551955552724,48.42445248484829
C_94,C_94,Endothelial,37.68387853922375,3.290506926343817
C_95,C_95,Macrophages_1,18.16879775041772,26.987190631253466
C_96,C_96,Invasive_Tumor,27.41919016440024,46.20511621756423
C_97,C_97,Invasive_Tumor,28.20392213780993,35.278661554919275
C_98,C_98,Invasive_Tumor,28.247039086472586,10.485016257603425
C_99,C_99,Stromal,14.156972560793236,45.632273439674385
C_100,C_100,Invasive_Tumor,27.29031815776912,36.87886951212462
C_101,C_101,Invasive_Tumor,27.35528650216345,35.462070063755164
C_102,C_102,Invasive_Tumor,24.078809883830722,35.90565063010162
C_103,C_103,Stromal,38.958740964644626,2.023470018915802
C_104,C_104,Stromal,16.68870227553352,17.580302468504993
C_105,C_105,Invasive_Tumor,27.834774891251357,35.733847419401066
C_106,C_106,Invasive_Tumor,28.891927523096573,37.11493792726763
C_107,C_107,Invasive_Tumor,32.01510176626196,46.846082607263035
C_108,C_108,Endothelial,5.69989478081493,4.618602629497692
C_109,C_109,Invasive_Tumor,34.126704077002735,46.807534417278774
C_110,C_110,Invasive_Tumor,33.28316571512931,49.08157512291993
C_111,C_111,Invasive_Tumor,34.77868214036936,10.210727391639002
C_112,C_112,Invasive_Tumor,28.406851450033898,16.09420220021864
C_113,C_113,Stromal,30.4258117024368,25.856393001739576
C_114,C_114,Invasive_Tumor,34.464051093639284,32.301603930841054
C_115,C_115,Invasive_Tumor,28.021774527049082,1.6608342639015172
C_116,C_116,Invasive_Tumor,34.425287960998524,30.856121575391903
C_117,C_117,Invasive_Tumor,33.67800246528733,16.58165834065479
C_118,C_118,Invasive_Tumor,27.773695706336287,49.49132894394669
C_119,C_119,Invasive_Tumor,35.642560649851376,4.462726702510672
C_120,C_120,Invasive_Tumor,35.07972224532912,16.107187113124553
C_121,C_121,Stromal,14.380487885920656,11.72899860642634
C_122,C_122,Invasive_Tumor,27.53774540334334,47.35310489971231
C_123,C_123,T_Cell_&_Tumor_Hybrid,49.83251828074403,30.66619686664308
C_124,C_124,Endothelial,22.54652235770186,14.7823241218849
C_125,C_125,Invasive_Tumor,35.68922720541078,23.5890949515628
C_126,C_126,Macrophages_1,44.38460739351536,41.172758270156514
C_127,C_127,Invasive_Tumor,35.153795186719506,13.885395770962738
C_128,C_128,Prolif_Invasive_Tumor,8.540875455002256,45.695885848395754
C_129,C_129,Prolif_Invasive_Tumor,22.088271918306706,48.45403113163302
