,Cell,Cell_type,point_x,point_y
C_1,C_1,Invasive_Tumor,23.285493929599042,18.861978376525474
C_2,C_2,Macrophages_1,38.51612626649788,15.751354448428378
C_3,C_3,Invasive_Tumor,19.123372863545878,38.89103054501922
C_4,C_4,Invasive_Tumor,20.09329619839187,11.018345057684742
C_5,C_5,Prolif_Invasive_Tumor,25.80992305385345,40.983286894466424
C_6,C_6,Invasive_Tumor,0.9166321456503645,11.745111040105243
C_7,C_7,Invasive_Tumor,19.93577718145042,43.541859641346925
C_8,C_8,Invasive_Tumor,19.092119837788058,24.897297694371307
C_9,C_9,Invasive_Tumor,19.50038570706231,28.746986363888325
C_10,C_10,Stromal,46.638195398242914,34.77557877025546
C_11,C_11,Invasive_Tumor,19.694200392768824,28.185312764322788
C_12,C_12,Invasive_Tumor,19.10503212745698,35.95826488766774
C_13,C_13,Invasive_Tumor,9.947396171353335,46.26305939293831
C_14,C_14,Endothelial,0.6048380007678933,26.69309421517083
C_15,C_15,Invasive_Tumor,19.744113126840023,45.37366013674
C_16,C_16,Invasive_Tumor,5.54456503720146,33.90414670619912
C_17,C_17,Prolif_Invasive_Tumor,7.561396368507401,8.987632671502698
C_18,C_18,Invasive_Tumor,12.008610361068861,45.47516767411526
C_19,C_19,Invasive_Tumor,8.491520978228445,1.9867843287925624
C_20,C_20,Invasive_Tumor,9.974777306928068,5.4279352804358805
C_21,C_21,Invasive_Tumor,8.736007505446125,27.75522150042192
C_22,C_22,Invasive_Tumor,6.411546942274315,6.646252756860537
C_23,C_23,Invasive_Tumor,6.237565003458961,22.61881238889258
C_24,C_24,Invasive_Tumor,6.310505187467935,5.984163859624325
C_25,C_25,Invasive_Tumor,8.82745171385415,32.11613193242357
C_26,C_26,Invasive_Tumor,8.898616773508472,26.40335696278041
C_27,C_27,Invasive_Tumor,12.85591468910981,46.18078731703804
C_28,C_28,Invasive_Tumor,20.486563056701023,8.845211118021373
C_29,C_29,Macrophages_1,24.39607459026012,28.84801854663042
C_30,C_30,Endothelial,30.78521436019744,15.922855990684127
C_31,C_31,Invasive_Tumor,11.970552206887797,24.62403269565552
C_32,C_32,T_Cell_&_Tumor_Hybrid,20.043686618556045,27.56283244679258
C_33,C_33,Stromal,10.581405800002951,16.977043439815176
C_34,C_34,Invasive_Tumor,20.928901288204933,9.516839735859456
C_35,C_35,Invasive_Tumor,11.54542252420896,33.47852242701181
C_36,C_36,Stromal,49.070523287705626,26.41923483614398
C_37,C_37,Invasive_Tumor,11.365486814234437,35.811915323981076
C_38,C_38,Prolif_Invasive_Tumor,29.341667032804146,27.10380773695615
C_39,C_39,Invasive_Tumor,5.161300328882101,6.8603001744955705
C_40,C_40,Invasive_Tumor,11.364877045797478,1.2422930181865632
C_41,C_41,Invasive_Tumor,11.992387957379307,1.4980876262024267
C_42,C_42,Invasive_Tumor,9.428880174973392,31.103456263648344
C_43,C_43,Stromal,49.54578162627251,31.60961876459129
C_44,C_44,Invasive_Tumor,9.197672077361101,32.598791038537094
C_45,C_45,Stromal,48.93364025791735,34.57442117769849
C_46,C_46,Macrophages_1,30.83891785008288,43.51289744612991
C_47,C_47,Stromal,24.864459295975816,36.812862872326704
C_48,C_48,Invasive_Tumor,9.246751118670083,25.597382904623682
C_49,C_49,Invasive_Tumor,5.450938200953415,11.161921547022175
C_50,C_50,Invasive_Tumor,11.00643370134906,33.34039975693808
C_51,C_51,Stromal,26.28557956707048,29.581378297653373
C_52,C_52,Invasive_Tumor,11.585115524289602,24.336946787887666
C_53,C_53,Endothelial,4.188747692273026,41.86029979747099
C_54,C_54,Invasive_Tumor,11.819204933018778,26.600687503869082
C_55,C_55,Invasive_Tumor,5.469145709679229,31.947391018421584
C_56,C_56,Invasive_Tumor,11.776097830493464,27.127247082357865
C_57,C_57,Invasive_Tumor,9.612500841107385,30.869115651248258
C_58,C_58,Invasive_Tumor,10.381283090190719,47.28171424931957
C_59,C_59,Invasive_Tumor,5.909631467351923,28.12330823380066
C_60,C_60,Invasive_Tumor,5.263126333139345,26.899381780886777
C_61,C_61,Macrophages_1,33.95344182827148,32.72687673114157
C_62,C_62,B_Cells,24.862504668026563,2.7382063033261628
C_63,C_63,Stromal,17.216959772502694,29.98571828079965
C_64,C_64,Invasive_Tumor,38.720506666801974,0.3105133595258047
C_65,C_65,Invasive_Tumor,20.695992286470442,10.236754324612852
C_66,C_66,Invasive_Tumor,10.03637440175455,46.97409621042272
C_67,C_67,Stromal,5.97285251668645,11.547085416106206
C_68,C_68,Invasive_Tumor,20.679320750058068,6.3871656951796645
C_69,C_69,Endothelial,24.578657964016916,11.30476012162745
C_70,C_70,Invasive_Tumor,7.270181708561784,28.074324076633967
C_71,C_71,Stromal,27.528977950393102,29.056923008204468
C_72,C_72,Stromal,28.577104636266615,35.9387526424325
C_73,C_73,Invasive_Tumor,3.8011939721053434,35.347472401931704
C_74,C_74,Invasive_Tumor,14.878735765693762,36.44853346880556
C_75,C_75,Invasive_Tumor,15.738284366200823,39.25826314761534
C_76,C_76,Prolif_Invasive_Tumor,32.19478221558314,31.952642964738764
C_77,C_77,Invasive_Tumor,13.277332968611312,35.2248599124063
C_78,C_78,Invasive_Tumor,3.4892989252104267,30.040401077455957
C_79,C_79,Invasive_Tumor,39.59319377923358,13.025675962871214
C_80,C_80,Invasive_Tumor,39.98304187624194,11.133297718581925
C_81,C_81,Invasive_Tumor,22.39467630879526,21.2146187162906
C_82,C_82,Invasive_Tumor,39.53184967947994,4.917318947421013
C_83,C_83,Invasive_Tumor,39.82943390036438,13.925208591902832
C_84,C_84,Endothelial,5.3906950397296205,40.56454458520017
C_85,C_85,Invasive_Tumor,6.138606472470998,40.79533364189112
C_86,C_86,Endothelial,35.94697440449218,44.99015369112341
C_87,C_87,Endothelial,30.512040632331484,13.527599689873322
C_88,C_88,Invasive_Tumor,39.222870939596156,2.0008892836321843
C_89,C_89,CD8+_T_Cells,21.278069513077348,9.511104465609177
C_90,C_90,Invasive_Tumor,39.9807630868014,1.0539836417755633
C_91,C_91,Prolif_Invasive_Tumor,3.580513972090227,10.32399795938158
C_92,C_92,CD8+_T_Cells,38.85491146378915,43.83885199689806
C_93,C_93,Invasive_Tumor,6.940825902283682,43.96504217982923
C_94,C_94,Endothelial,39.64278389884438,42.935755786347265
C_95,C_95,Macrophages_1,8.671508539356143,7.274989461085441
C_96,C_96,Invasive_Tumor,7.630199352113593,24.872413929232163
C_97,C_97,Invasive_Tumor,7.633582204658163,27.879390758555587
C_98,C_98,Invasive_Tumor,7.99593942946416,27.984324950088645
C_99,C_99,Stromal,10.705606841032422,32.72346756137171
C_100,C_100,Invasive_Tumor,7.229886041904837,28.656610234197093
C_101,C_101,Invasive_Tumor,7.586243551598681,28.482677834203695
C_102,C_102,Invasive_Tumor,7.1803498937104635,49.44109423586498
C_103,C_103,Stromal,0.6709155278264767,3.404288711986181
C_104,C_104,Stromal,28.66361357748423,42.96866641504285
C_105,C_105,Invasive_Tumor,7.336428745290507,25.030978646154455
C_106,C_106,Invasive_Tumor,39.264801411080946,13.917966519715803
C_107,C_107,Invasive_Tumor,8.630231005989625,1.7615635326679757
C_108,C_108,Endothelial,36.2042422432037,44.759193986206384
C_109,C_109,Invasive_Tumor,3.784844087915168,7.7788948996037055
C_110,C_110,Invasive_Tumor,6.917734489647326,3.841614238734042
C_111,C_111,Invasive_Tumor,6.727321050597112,1.7053208699164935
C_112,C_112,Invasive_Tumor,7.215770011452404,4.447955548052674
C_113,C_113,Stromal,27.18937458319126,35.52303067504071
C_114,C_114,Invasive_Tumor,7.3396186708621585,41.53756834522129
C_115,C_115,Invasive_Tumor,7.337574038214706,9.714499104309338
C_116,C_116,Invasive_Tumor,5.269233636501963,20.834224303033093
C_117,C_117,Invasive_Tumor,6.316475971981866,24.75561812805891
C_118,C_118,Invasive_Tumor,7.22727700623299,22.37641897956276
C_119,C_119,Invasive_Tumor,11.0117113079578,37.795054876890255
C_120,C_120,Invasive_Tumor,7.472339946943124,41.37220457055379
C_121,C_121,Stromal,29.76348903366281,8.293351473976395
C_122,C_122,Invasive_Tumor,7.277911557919853,2.084372126014389
C_123,C_123,T_Cell_&_Tumor_Hybrid,6.5167890477177135,13.631614053625402
C_124,C_124,Endothelial,39.827929376835556,13.461176675085722
C_125,C_125,Invasive_Tumor,7.549036663982289,3.5173939842603916
C_126,C_126,Macrophages_1,18.507708877686913,6.468235361367775
C_127,C_127,Invasive_Tumor,7.886503493526664,32.998485948194954
