,Cell,Cell_type,point_x,point_y
C_1,C_1,Invasive_Tumor,5.541984641792485,20.69162911883582
C_2,C_2,Macrophages_1,32.13888615342905,21.818764596286627
C_3,C_3,Invasive_Tumor,7.41457663004716,39.31710622322835
C_4,C_4,Invasive_Tumor,19.152234842086617,42.41643451167469
C_5,C_5,Prolif_Invasive_Tumor,12.47795845199115,2.1354979210529534
C_6,C_6,Invasive_Tumor,40.27930180331896,37.512364366325855
C_7,C_7,Invasive_Tumor,40.43730079284142,36.51063779768032
C_8,C_8,Invasive_Tumor,40.12215024521491,35.565532042031776
C_9,C_9,Invasive_Tumor,31.810084128441286,10.451057433311966
C_10,C_10,Stromal,31.340271837907586,41.74538320145087
C_11,C_11,Invasive_Tumor,42.076388220220075,24.190728606424443
C_12,C_12,Invasive_Tumor,32.45319337924994,2.0434456719678917
C_13,C_13,Invasive_Tumor,32.157868091890826,2.358718955976941
C_14,C_14,Endothelial,5.7903100106403755,28.74385911521112
C_15,C_15,Invasive_Tumor,35.0700541779274,12.624794417580205
C_16,C_16,Invasive_Tumor,32.09359197115435,18.07630170146289
C_17,C_17,Prolif_Invasive_Tumor,11.758560870621604,20.189150692515717
C_18,C_18,Invasive_Tumor,24.885069578880614,5.758102779488655
C_19,C_19,Invasive_Tumor,25.73341477957884,0.5583415422716342
C_20,C_20,Invasive_Tumor,19.643367319091247,46.931347675240595
C_21,C_21,Invasive_Tumor,46.18842325717351,48.40165647393012
C_22,C_22,Invasive_Tumor,30.654800698777102,0.07737507097115848
C_23,C_23,Invasive_Tumor,29.941627368006422,19.624151882831324
C_24,C_24,Invasive_Tumor,43.92372817235777,23.135306665659733
C_25,C_25,Invasive_Tumor,25.856380231569208,5.260467531524416
C_26,C_26,Invasive_Tumor,20.687291700482962,49.12699506576966
C_27,C_27,Invasive_Tumor,24.73001084657843,4.53037448134056
C_28,C_28,Invasive_Tumor,33.59861926664908,20.764307462027354
C_29,C_29,Macrophages_1,35.779802173972804,39.50580524220325
C_30,C_30,Endothelial,11.564005677486378,27.637254496520008
C_31,C_31,Invasive_Tumor,30.667640179927435,48.20492711346805
C_32,C_32,T_Cell_&_Tumor_Hybrid,28.04997799442464,34.708393177156964
C_33,C_33,Stromal,25.970711010398905,27.88006393054606
C_34,C_34,Invasive_Tumor,33.07595855760813,19.06658855844272
C_35,C_35,Invasive_Tumor,34.35467934941801,8.96721479840054
C_36,C_36,Stromal,34.012564018839974,45.96841669855262
C_37,C_37,Invasive_Tumor,40.40206412273772,44.977952743599545
C_38,C_38,Prolif_Invasive_Tumor,19.404468423268597,30.18828118317107
C_39,C_39,Invasive_Tumor,40.80429159801638,46.671252952207006
C_40,C_40,Invasive_Tumor,34.9062398415836,3.384236335703228
C_41,C_41,Invasive_Tumor,34.743590131406755,0.4446202044941394
C_42,C_42,Invasive_Tumor,31.899226319831957,5.611369242967146
C_43,C_43,Stromal,34.65846130547753,43.19951934578608
C_44,C_44,Invasive_Tumor,41.34221870987965,27.339840560169293
C_45,C_45,Stromal,39.538488350344124,6.562230669906766
C_46,C_46,Macrophages_1,21.27329782291906,5.86220794112966
C_47,C_47,Stromal,38.70844372542236,41.45646568051127
C_48,C_48,Invasive_Tumor,31.12597160980451,5.121562477702718
C_49,C_49,Invasive_Tumor,31.707796789531866,4.143936430239098
C_50,C_50,Invasive_Tumor,34.16413844406453,8.176693185162003
C_51,C_51,Stromal,29.217380549714782,40.99611088203528
C_52,C_52,Invasive_Tumor,31.20981224951118,2.2839338236411875
C_53,C_53,Endothelial,38.78982115665271,32.986974033429775
C_54,C_54,Invasive_Tumor,42.12220279586311,10.203422299674886
