state,row,col,state_rank,fitted_celltype
5,0.3528104691935328,3.8689956169086397,1,Invasive_Tumor
5,0.08003144167344467,7.026403496128673,1,Invasive_Tumor
5,0.19574759682114784,10.15800437535136,1,Invasive_Tumor
0,0.4481786398402916,10.726219208584354,8,B_Cells
5,0.3735115980299935,16.18760967965281,1,Invasive_Tumor
2,-0.1954555759752822,18.09694627075881,3,Prolif_Invasive_Tumor
5,0.19001768350511788,34.0486679383371,1,Invasive_Tumor
5,-0.03027144165953958,34.71385896054757,1,Invasive_Tumor
7,-0.02064377035871157,37.78654355996823,2,Stromal
5,0.08211970038767447,43.84858237130163,1,Invasive_Tumor
5,0.028808714232175597,45.904997894804886,1,Invasive_Tumor
5,0.290854701392595,50.01615383401796,1,Invasive_Tumor
7,0.1522075450293987,52.259136230869885,2,Stromal
5,0.024335003298565683,53.10601658624592,1,Invasive_Tumor
5,0.08877264654908514,54.9150730362136,1,Invasive_Tumor
5,0.06673486547485337,61.87985068650848,1,Invasive_Tumor
7,0.29881581463152124,63.27539743045408,2,Stromal
5,-0.041031652753160175,68.0828021916717,1,Invasive_Tumor
5,0.06261354033018028,69.20555229920527,1,Invasive_Tumor
5,-0.17081914786034497,77.83502772312423,1,Invasive_Tumor
5,-0.5105979631668157,79.05142214943537,1,Invasive_Tumor
5,0.13072371908807212,80.85806200129794,1,Invasive_Tumor
7,0.17288723977190112,83.96959946801117,2,Stromal
7,-0.14843300408128834,89.87542191318927,2,Stromal
5,0.4539509247975215,90.97198037275592,1,Invasive_Tumor
5,-0.290873134919753,91.9611388056344,1,Invasive_Tumor
5,0.009151703460289214,92.7263767152932,1,Invasive_Tumor
7,-0.03743677000516672,95.76720148836685,2,Stromal
5,0.3065558428716915,99.0861647397004,1,Invasive_Tumor
4,0.293871753980057,108.02678138781667,4,Endothelial
5,0.030989485139383263,111.83766579974137,1,Invasive_Tumor
5,0.07563250392043472,113.89434429198309,1,Invasive_Tumor
5,-0.17755714952602256,116.09256012569584,1,Invasive_Tumor
5,-0.3961592936447854,128.26264737854257,1,Invasive_Tumor
5,-0.06958242986523053,131.1666350567455,1,Invasive_Tumor
2,0.03126979382079601,132.95962153966374,3,Prolif_Invasive_Tumor
5,0.2460581361455442,134.0186621642551,1,Invasive_Tumor
5,0.24047596975688232,140.79800551118817,1,Invasive_Tumor
2,-0.07746536348159046,149.08341054448402,3,Prolif_Invasive_Tumor
5,0.9395394498849329,3.0866416188842836,1,Invasive_Tumor
8,0.7902894069865815,10.959987370539785,7,T_Cell_&_Tumor_Hybrid
7,0.7159964125642049,12.903615040607981,2,Stromal
5,0.6587459618749975,21.010535118934964,1,Invasive_Tumor
5,1.390155079046358,24.118086430197756,1,Invasive_Tumor
5,0.8980695636496693,25.08389753751593,1,Invasive_Tumor
5,0.9123851396777627,27.28761077350276,1,Invasive_Tumor
5,0.7494409279900147,27.958166598418682,1,Invasive_Tumor
5,1.155498071166382,30.028109849617337,1,Invasive_Tumor
5,0.6772204304884097,34.16910922895136,1,Invasive_Tumor
5,0.9574519439572062,35.968462752510064,1,Invasive_Tumor
5,0.8209066877612649,50.15828105785834,1,Invasive_Tumor
5,1.0773804995718523,55.112062346988694,1,Invasive_Tumor
5,0.8978389724862254,76.12451932287823,1,Invasive_Tumor
7,0.7638735631755176,77.87009758143091,2,Stromal
5,0.994363554332269,79.3211547084845,1,Invasive_Tumor
7,1.0856663741060835,79.70869688495864,2,Stromal
5,1.0133034444766336,82.96815065772876,1,Invasive_Tumor
5,1.0604943795479562,85.18905471746749,1,Invasive_Tumor
5,0.8731355812638073,91.76981351595981,1,Invasive_Tumor
