state,row,col,state_rank,fitted_celltype
8,0.3528104691935328,7.099235882457676,3,Prolif_Invasive_Tumor
0,0.08003144167344467,35.11539117867973,1,Invasive_Tumor
7,0.19574759682114784,43.77847061981979,5,Macrophages_1
0,0.4481786398402916,68.04699543857781,1,Invasive_Tumor
0,0.3735115980299935,76.12579991749136,1,Invasive_Tumor
0,-0.1954555759752822,81.06280676872943,1,Invasive_Tumor
0,0.19001768350511788,82.85099535663846,1,Invasive_Tumor
3,-0.03027144165953958,84.20245210201307,6,CD8+_T_Cells
0,-0.02064377035871157,91.69447361036424,1,Invasive_Tumor
0,0.08211970038767447,93.18574838496139,1,Invasive_Tumor
0,0.028808714232175597,99.21621118881741,1,Invasive_Tumor
1,0.290854701392595,108.31446606350704,2,Stromal
1,0.1522075450293987,109.93150156194991,2,Stromal
1,0.024335003298565683,113.8001139966877,2,Stromal
1,0.08877264654908514,116.15877607246168,2,Stromal
0,0.06673486547485337,124.8601569441826,1,Invasive_Tumor
1,0.29881581463152124,133.0087991022888,2,Stromal
0,-0.041031652753160175,148.936507556568,1,Invasive_Tumor
8,1.0626135403301802,26.819585605717382,3,Prolif_Invasive_Tumor
8,0.8291808521396551,28.064199893236978,3,Prolif_Invasive_Tumor
8,0.4894020368331843,29.721596816688393,3,Prolif_Invasive_Tumor
0,1.1307237190880721,34.118441136328805,1,Invasive_Tumor
1,1.1728872397719012,59.80661378230865,2,Stromal
0,0.8515669959187117,72.65365373070641,1,Invasive_Tumor
3,1.4539509247975215,79.98997850824195,6,CD8+_T_Cells
0,0.709126865080247,83.08632677056224,1,Invasive_Tumor
0,1.0091517034602893,92.11538691941064,1,Invasive_Tumor
0,0.9625632299948332,93.16367074616544,1,Invasive_Tumor
8,1.3065558428716915,103.52927192006192,3,Prolif_Invasive_Tumor
0,1.293871753980057,125.79897111380866,1,Invasive_Tumor
0,1.0309894851393833,128.0213304589006,1,Invasive_Tumor
0,1.0756325039204346,129.30380065598723,1,Invasive_Tumor
8,0.8224428504739775,131.15674889873495,3,Prolif_Invasive_Tumor
1,0.6038407063552146,145.38026801036963,2,Stromal
2,0.9304175701347694,147.8950121154172,4,Endothelial
1,1.031269793820796,149.0548833990564,2,Stromal
6,2.2460581361455443,9.780005838486138,8,B_Cells
6,2.2404759697568823,14.9191295560752,8,B_Cells
8,1.9225346365184095,25.852940856343405,3,Prolif_Invasive_Tumor
0,1.939539449884933,66.87320226813665,1,Invasive_Tumor
0,1.7902894069865813,68.92131017576287,1,Invasive_Tumor
0,1.7159964125642049,72.00054350797814,1,Invasive_Tumor
0,1.6587459618749976,73.0044425329033,1,Invasive_Tumor
1,2.390155079046358,83.10869068791655,2,Stromal
0,1.8980695636496694,85.02799769347737,1,Invasive_Tumor
3,1.9123851396777627,95.93119087423007,6,CD8+_T_Cells
1,1.7494409279900147,111.8954842916936,2,Stromal
1,2.1554980711663823,112.93857365596827,2,Stromal
1,1.6772204304884097,124.91019257171061,2,Stromal
0,1.9574519439572062,129.0981942110364,1,Invasive_Tumor
1,1.8209066877612647,148.17310503813425,2,Stromal
8,3.0773804995718526,12.254808907589418,3,Prolif_Invasive_Tumor
3,2.8978389724862255,34.84045944801191,6,CD8+_T_Cells
8,2.7638735631755176,37.09387444506775,3,Prolif_Invasive_Tumor
1,2.994363554332269,58.72106407168147,2,Stromal
0,3.0856663741060837,66.07463494365052,1,Invasive_Tumor
0,3.013303444476634,67.21653445641822,1,Invasive_Tumor
0,3.0604943795479564,71.9700820996666,1,Invasive_Tumor
3,2.8731355812638073,92.21452720945177,6,CD8+_T_Cells
8,2.9274517668025726,112.7722864259369,3,Prolif_Invasive_Tumor
8,2.86550791044481,116.82227094338167,3,Prolif_Invasive_Tumor
0,2.9280893676918915,123.97283803147127,1,Invasive_Tumor
0,2.837370743591109,125.20444207091717,1,Invasive_Tumor
3,2.6547434795336646,128.9165141087316,6,CD8+_T_Cells
1,3.0354852284507507,147.90928937981823,2,Stromal
0,3.9196438127583475,1.801674328324396,1,Invasive_Tumor
8,3.673960330606791,15.040576208888524,3,Prolif_Invasive_Tumor
8,4.092556451105155,41.24933902817889,3,Prolif_Invasive_Tumor
7,3.8185403271233516,58.14013602181874,5,Macrophages_1
0,4.010389079159228,66.13933013086725,1,Invasive_Tumor
1,4.145818112435507,66.95860510501527,2,Stromal
0,4.025796582151482,79.88733812814722,1,Invasive_Tumor
0,4.22788013690866,82.13544918328327,1,Invasive_Tumor
3,3.7530348359292693,86.99361778487317,6,CD8+_T_Cells
0,4.08046832823551,90.96527835285612,1,Invasive_Tumor
2,3.8630379818119374,105.17964812448072,4,Endothelial
5,3.8258405701636238,108.96044250966546,9,CD4+_T_Cells
0,3.884230067047117,127.83244474812295,1,Invasive_Tumor
3,3.9376894935745255,131.1818376990662,6,CD8+_T_Cells
1,4.011233068445949,142.01614397808677,2,Stromal
0,4.766970031843329,-0.20740586876973843,1,Invasive_Tumor
0,5.180165297390838,0.7774188210256767,1,Invasive_Tumor
0,5.093132487946092,2.0190823751653735,1,Invasive_Tumor
0,4.692751262744555,6.467481932295655,1,Invasive_Tumor
8,5.29765043875912,6.921435879290758,3,Prolif_Invasive_Tumor
8,5.379177835206117,12.932745228182885,3,Prolif_Invasive_Tumor
2,5.23575591423193,35.30475423952341,4,Endothelial
2,4.96401503283753,53.9885437600419,4,Endothelial
8,4.7858494756978915,65.7103066273504,3,Prolif_Invasive_Tumor
0,5.210890345386227,80.68544070949036,1,Invasive_Tumor
0,4.919364610605364,85.2453327947575,1,Invasive_Tumor
0,5.2444890140764855,87.13327090845004,1,Invasive_Tumor
0,5.041654995615372,88.16522514168624,1,Invasive_Tumor
