col,row,B_Cells,CD8+_T_Cells,DCIS_1,DCIS_2,Endothelial,Invasive_Tumor,Macrophages_1,Myoepi_ACTA2+,Prolif_Invasive_Tumor,Stromal
7,7,0.0,0.0,0.017857142857142856,0.8571428571428571,0.0,0.03571428571428571,0.03571428571428571,0.017857142857142856,0.0,0.03571428571428571
7,22,0.0,0.0,0.0,0.6326530612244898,0.02040816326530612,0.24489795918367346,0.04081632653061224,0.04081632653061224,0.0,0.02040816326530612
7,37,0.0,0.0,0.0,0.5538461538461539,0.0,0.1076923076923077,0.046153846153846156,0.18461538461538463,0.0,0.1076923076923077
7,52,0.0,0.0,0.0,0.6545454545454545,0.01818181818181818,0.16363636363636364,0.05454545454545454,0.09090909090909091,0.0,0.01818181818181818
7,67,0.0,0.0,0.0,0.639344262295082,0.01639344262295082,0.2459016393442623,0.03278688524590164,0.03278688524590164,0.01639344262295082,0.01639344262295082
7,82,0.0,0.0,0.0,0.6521739130434783,0.014492753623188406,0.2028985507246377,0.043478260869565216,0.07246376811594203,0.0,0.014492753623188406
7,97,0.0,0.0,0.0,0.7021276595744681,0.02127659574468085,0.1702127659574468,0.0,0.0,0.0,0.10638297872340426
7,112,0.0,0.0,0.0,0.6428571428571429,0.0,0.30357142857142855,0.017857142857142856,0.017857142857142856,0.0,0.017857142857142856
7,127,0.0,0.0,0.0,0.639344262295082,0.0,0.3114754098360656,0.0,0.03278688524590164,0.0,0.01639344262295082
7,142,0.0,0.0,0.0,0.631578947368421,0.017543859649122806,0.2631578947368421,0.017543859649122806,0.03508771929824561,0.0,0.03508771929824561
22,7,0.0,0.0,0.0,0.7307692307692307,0.0,0.17307692307692307,0.019230769230769232,0.057692307692307696,0.0,0.019230769230769232
22,22,0.0,0.0,0.0,0.6415094339622641,0.0,0.20754716981132076,0.018867924528301886,0.05660377358490566,0.018867924528301886,0.05660377358490566
22,37,0.0,0.0,0.0,0.72,0.0,0.08,0.04,0.1,0.0,0.06
22,52,0.0,0.038461538461538464,0.0,0.75,0.0,0.07692307692307693,0.09615384615384616,0.019230769230769232,0.0,0.019230769230769232
22,67,0.0,0.0,0.0,0.7346938775510204,0.0,0.14285714285714285,0.02040816326530612,0.04081632653061224,0.0,0.061224489795918366
22,82,0.0,0.0,0.0,0.5,0.015625,0.390625,0.0,0.0625,0.0,0.03125
22,97,0.0,0.0,0.0,0.6724137931034483,0.0,0.20689655172413793,0.034482758620689655,0.08620689655172414,0.0,0.0
22,112,0.0,0.014925373134328358,0.0,0.6716417910447762,0.0,0.13432835820895522,0.04477611940298507,0.07462686567164178,0.014925373134328358,0.04477611940298507
22,127,0.0,0.0,0.0,0.7076923076923077,0.015384615384615385,0.1076923076923077,0.03076923076923077,0.09230769230769231,0.0,0.046153846153846156
22,142,0.0,0.0,0.0,0.6363636363636364,0.015151515151515152,0.24242424242424243,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.015151515151515152
37,7,0.0,0.0,0.0,0.7321428571428571,0.03571428571428571,0.07142857142857142,0.017857142857142856,0.07142857142857142,0.017857142857142856,0.05357142857142857
37,22,0.0,0.0,0.0,0.639344262295082,0.0,0.3442622950819672,0.0,0.01639344262295082,0.0,0.0
37,37,0.0,0.0,0.0,0.7142857142857143,0.0,0.023809523809523808,0.11904761904761904,0.07142857142857142,0.023809523809523808,0.047619047619047616
37,52,0.0,0.0,0.0,0.5909090909090909,0.045454545454545456,0.16666666666666666,0.030303030303030304,0.10606060606060606,0.0,0.06060606060606061
37,67,0.0,0.0,0.0,0.7575757575757576,0.0,0.15151515151515152,0.0,0.045454545454545456,0.015151515151515152,0.030303030303030304
37,82,0.0,0.0,0.0,0.5846153846153846,0.0,0.27692307692307694,0.015384615384615385,0.1076923076923077,0.0,0.015384615384615385
37,97,0.0,0.01694915254237288,0.0,0.6440677966101694,0.01694915254237288,0.3050847457627119,0.0,0.01694915254237288,0.0,0.0
