col,row,B_Cells,CD4+_T_Cells,CD8+_T_Cells,DCIS_1,DCIS_2,Endothelial,Invasive_Tumor,Macrophages_1,Myoepi_ACTA2+,Prolif_Invasive_Tumor,Stromal
7,7,0.0,0.0,0.0,0.0,0.6181818181818182,0.01818181818181818,0.09090909090909091,0.0,0.2727272727272727,0.0,0.0
7,22,0.0,0.0,0.0,0.015873015873015872,0.5555555555555556,0.0,0.25396825396825395,0.0,0.15873015873015872,0.0,0.015873015873015872
7,37,0.0,0.0,0.0,0.02564102564102564,0.3076923076923077,0.0,0.07692307692307693,0.2564102564102564,0.05128205128205128,0.07692307692307693,0.20512820512820512
7,52,0.0,0.0,0.0,0.0,0.5333333333333333,0.016666666666666666,0.11666666666666667,0.06666666666666667,0.26666666666666666,0.0,0.0
7,67,0.014705882352941176,0.0,0.0,0.014705882352941176,0.5441176470588235,0.029411764705882353,0.10294117647058823,0.014705882352941176,0.25,0.0,0.029411764705882353
7,82,0.0,0.0,0.021739130434782608,0.0,0.2826086956521739,0.021739130434782608,0.5217391304347826,0.06521739130434782,0.0,0.021739130434782608,0.06521739130434782
7,97,0.0,0.0,0.0,0.029411764705882353,0.5,0.014705882352941176,0.16176470588235295,0.0,0.27941176470588236,0.0,0.014705882352941176
7,112,0.0,0.018518518518518517,0.018518518518518517,0.0,0.46296296296296297,0.05555555555555555,0.24074074074074073,0.018518518518518517,0.18518518518518517,0.0,0.0
7,127,0.0,0.0,0.018518518518518517,0.0,0.46296296296296297,0.037037037037037035,0.14814814814814814,0.018518518518518517,0.2962962962962963,0.0,0.018518518518518517
7,142,0.016129032258064516,0.0,0.0,0.0,0.3387096774193548,0.06451612903225806,0.3870967741935484,0.016129032258064516,0.11290322580645161,0.0,0.06451612903225806
22,7,0.0,0.0,0.0,0.02,0.4,0.04,0.2,0.02,0.26,0.02,0.04
22,22,0.0196078431372549,0.0,0.0,0.0196078431372549,0.39215686274509803,0.0,0.3137254901960784,0.0,0.2549019607843137,0.0,0.0
22,37,0.0,0.0196078431372549,0.0,0.0,0.4117647058823529,0.0196078431372549,0.23529411764705882,0.11764705882352941,0.0392156862745098,0.0392156862745098,0.11764705882352941
22,52,0.02040816326530612,0.0,0.0,0.02040816326530612,0.22448979591836735,0.02040816326530612,0.3469387755102041,0.16326530612244897,0.02040816326530612,0.02040816326530612,0.16326530612244897
22,67,0.0136986301369863,0.0,0.0273972602739726,0.0,0.4246575342465753,0.0547945205479452,0.2465753424657534,0.0273972602739726,0.1643835616438356,0.0,0.0410958904109589
22,82,0.047619047619047616,0.0,0.031746031746031744,0.0,0.1746031746031746,0.047619047619047616,0.5079365079365079,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.14285714285714285
22,97,0.0,0.01818181818181818,0.01818181818181818,0.0,0.6727272727272727,0.0,0.10909090909090909,0.01818181818181818,0.14545454545454545,0.0,0.01818181818181818
22,112,0.0,0.0,0.0,0.0,0.5535714285714286,0.0,0.07142857142857142,0.03571428571428571,0.3392857142857143,0.0,0.0
22,127,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.1590909090909091,0.09090909090909091,0.20454545454545456,0.022727272727272728,0.06818181818181818
22,142,0.014492753623188406,0.0,0.014492753623188406,0.0,0.4782608695652174,0.028985507246376812,0.10144927536231885,0.0,0.36231884057971014,0.0,0.0
37,7,0.0,0.0,0.0,0.0,0.6825396825396826,0.047619047619047616,0.015873015873015872,0.0,0.25396825396825395,0.0,0.0
37,22,0.02564102564102564,0.0,0.0,0.0,0.5384615384615384,0.0,0.05128205128205128,0.20512820512820512,0.1282051282051282,0.02564102564102564,0.02564102564102564
