col,row,B_Cells,CD4+_T_Cells,CD8+_T_Cells,DCIS_1,DCIS_2,Endothelial,Invasive_Tumor,Macrophages_1,Myoepi_ACTA2+,Prolif_Invasive_Tumor,Stromal
3,3,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.3,0.0,0.0
3,10,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.07142857142857142,0.0,0.21428571428571427,0.0,0.0
3,17,0.0,0.0,0.0,0.0,0.625,0.0,0.1875,0.0,0.1875,0.0,0.0
3,24,0.0,0.0,0.0,0.08333333333333333,0.4166666666666667,0.0,0.16666666666666666,0.0,0.25,0.0,0.08333333333333333
3,31,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.08333333333333333,0.0,0.16666666666666666
3,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.14285714285714285
3,45,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.2,0.0,0.3
3,52,0.0,0.0,0.0,0.0,0.6428571428571429,0.0,0.07142857142857142,0.0,0.2857142857142857,0.0,0.0
3,59,0.0,0.0,0.0,0.058823529411764705,0.23529411764705882,0.0,0.11764705882352941,0.058823529411764705,0.4117647058823529,0.0,0.11764705882352941
3,66,0.0,0.0,0.0,0.0,0.47058823529411764,0.058823529411764705,0.17647058823529413,0.0,0.29411764705882354,0.0,0.0
3,73,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.09090909090909091,0.0,0.18181818181818182,0.0,0.0
3,80,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.7777777777777778,0.0,0.0,0.0,0.0
3,87,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
3,94,0.0,0.0,0.0,0.06666666666666667,0.6666666666666666,0.0,0.13333333333333333,0.0,0.13333333333333333,0.0,0.0
