col,row,B_Cells,CD8+_T_Cells,DCIS_1,DCIS_2,Endothelial,Invasive_Tumor,Macrophages_1,Myoepi_ACTA2+,Prolif_Invasive_Tumor,Stromal
3,3,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.09090909090909091
3,10,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0
3,17,0.0,0.0,0.0,0.7272727272727273,0.0,0.18181818181818182,0.0,0.0,0.0,0.09090909090909091
3,24,0.0,0.0,0.0,0.5714285714285714,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.0,0.0
3,31,0.0,0.0,0.0,0.6428571428571429,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.14285714285714285
3,38,0.0,0.0,0.0,0.6666666666666666,0.0,0.06666666666666667,0.0,0.26666666666666666,0.0,0.0
3,45,0.0,0.0,0.0,0.8,0.0,0.06666666666666667,0.0,0.13333333333333333,0.0,0.0
3,52,0.0,0.0,0.0,0.8125,0.0,0.125,0.0,0.0625,0.0,0.0
3,59,0.0,0.0,0.0,0.25,0.08333333333333333,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0
3,66,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
3,73,0.0,0.0,0.0,0.46153846153846156,0.0,0.3076923076923077,0.0,0.23076923076923078,0.0,0.0
3,80,0.0,0.0,0.0,0.6666666666666666,0.0,0.25,0.0,0.0,0.0,0.08333333333333333
3,87,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.09090909090909091,0.18181818181818182,0.0,0.0
3,94,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
3,101,0.0,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
3,108,0.0,0.0,0.0,0.4444444444444444,0.0,0.5555555555555556,0.0,0.0,0.0,0.0
3,115,0.0,0.0,0.0,0.6875,0.0,0.25,0.0625,0.0,0.0,0.0
3,122,0.0,0.0,0.0,0.7,0.0,0.3,0.0,0.0,0.0,0.0
3,129,0.0,0.0,0.0,0.42857142857142855,0.0,0.5714285714285714,0.0,0.0,0.0,0.0
3,136,0.0,0.0,0.0,0.5,0.07142857142857142,0.35714285714285715,0.0,0.0,0.0,0.07142857142857142
3,143,0.0,0.0,0.0,0.5384615384615384,0.0,0.46153846153846156,0.0,0.0,0.0,0.0
3,150,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0
10,3,0.0,0.0,0.08333333333333333,0.8333333333333334,0.0,0.08333333333333333,0.0,0.0,0.0,0.0
10,10,0.0,0.0,0.0,0.8571428571428571,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0
10,17,0.0,0.0,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.1
10,24,0.0,0.0,0.0,0.5833333333333334,0.0,0.3333333333333333,0.0,0.08333333333333333,0.0,0.0
10,31,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.2,0.0,0.3
10,38,0.0,0.0,0.0,0.46153846153846156,0.0,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.0,0.15384615384615385
10,45,0.0,0.0,0.0,0.6923076923076923,0.0,0.23076923076923078,0.07692307692307693,0.0,0.0,0.0
10,52,0.0,0.0,0.0,0.36363636363636365,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.0,0.0
10,59,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,66,0.0,0.0,0.0,0.6153846153846154,0.0,0.15384615384615385,0.15384615384615385,0.0,0.0,0.07692307692307693
10,73,0.0,0.0,0.0,0.6111111111111112,0.05555555555555555,0.3333333333333333,0.0,0.0,0.0,0.0
10,80,0.0,0.0,0.0,0.7619047619047619,0.0,0.23809523809523808,0.0,0.0,0.0,0.0
10,87,0.0,0.0,0.0,0.7692307692307693,0.0,0.15384615384615385,0.07692307692307693,0.0,0.0,0.0
10,94,0.0,0.0,0.0,0.5555555555555556,0.0,0.1111111111111111,0.0,0.0,0.0,0.3333333333333333
10,101,0.0,0.0,0.0,0.46153846153846156,0.07692307692307693,0.38461538461538464,0.0,0.0,0.0,0.07692307692307693
10,108,0.0,0.0,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.1
10,115,0.0,0.0,0.0,0.7333333333333333,0.0,0.26666666666666666,0.0,0.0,0.0,0.0
10,122,0.0,0.0,0.0,0.8125,0.0,0.0625,0.0,0.125,0.0,0.0
