col,row,B_Cells,CD4+_T_Cells,CD8+_T_Cells,DCIS_1,DCIS_2,Endothelial,Invasive_Tumor,Macrophages_1,Myoepi_ACTA2+,Prolif_Invasive_Tumor,Stromal
5,5,0.0,0.0,0.0,0.0,0.6521739130434783,0.0,0.13043478260869565,0.0,0.21739130434782608,0.0,0.0
5,15,0.0,0.0,0.0,0.0,0.6071428571428571,0.0,0.07142857142857142,0.0,0.32142857142857145,0.0,0.0
5,25,0.0,0.0,0.0,0.034482758620689655,0.5172413793103449,0.0,0.27586206896551724,0.0,0.13793103448275862,0.0,0.034482758620689655
5,35,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.05,0.05,0.1
5,45,0.0,0.0,0.0,0.05555555555555555,0.3333333333333333,0.0,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.0,0.2777777777777778
5,55,0.0,0.0,0.0,0.0,0.5357142857142857,0.0,0.17857142857142858,0.0,0.2857142857142857,0.0,0.0
5,65,0.0,0.0,0.0,0.029411764705882353,0.35294117647058826,0.029411764705882353,0.11764705882352941,0.029411764705882353,0.38235294117647056,0.0,0.058823529411764705
5,75,0.045454545454545456,0.0,0.0,0.0,0.5909090909090909,0.045454545454545456,0.22727272727272727,0.0,0.09090909090909091,0.0,0.0
5,85,0.0,0.0,0.0,0.0,0.4117647058823529,0.0,0.35294117647058826,0.17647058823529413,0.0,0.058823529411764705,0.0
5,95,0.0,0.0,0.0,0.07692307692307693,0.6153846153846154,0.0,0.11538461538461539,0.0,0.19230769230769232,0.0,0.0
5,105,0.0,0.0,0.03225806451612903,0.0,0.41935483870967744,0.06451612903225806,0.0967741935483871,0.0,0.3548387096774194,0.0,0.03225806451612903
5,115,0.0,0.045454545454545456,0.0,0.0,0.5,0.045454545454545456,0.18181818181818182,0.045454545454545456,0.18181818181818182,0.0,0.0
5,125,0.0,0.0,0.0,0.0,0.5263157894736842,0.05263157894736842,0.10526315789473684,0.0,0.3157894736842105,0.0,0.0
