Cell_ID,Animal_ID,Animal_sex,Behavior,Bregma,Centroid_X,Centroid_Y,Cell_class,Neuron_cluster_ID,Ace2
931e4495-feba-450c-a44c-c45a597d86f3,2,Female,Naive,0.11,1883.301984,-1065.275642,Endothelial 2,,0.0
a887b2db-002d-4586-92d6-c54762f2915b,2,Female,Naive,0.11,1923.500561,-1045.764752,Endothelial 2,,0.0
220e61cd-6576-4da8-9606-9eb5e0a0ac04,2,Female,Naive,0.11,1940.150993,-1185.262512,Ambiguous,,0.0
4e7aba4a-41ba-4365-b504-02101f2c0bae,2,Female,Naive,0.11,1940.448904,-1034.794977,Endothelial 2,,0.0
4b458b22-46ec-4852-9def-c5ee6c97677a,2,Female,Naive,0.11,1957.144576,-1047.298939,Endothelial 2,,0.0
8616e637-236c-4636-80c0-890e34a37adf,2,Female,Naive,0.11,1973.080664,-1024.218294,Endothelial 2,,0.0
e9863151-107a-4cf8-a5b4-e8ac9b51e325,2,Female,Naive,0.11,1946.178343,-1027.962507,Endothelial 2,,0.0
8838bf1a-cc69-4f4d-8f74-35a65e4ebade,2,Female,Naive,0.11,1931.091067,-1180.376888,Ambiguous,,0.0
1e91acc0-5a5e-43cc-81a7-6a12fd2ba6a5,2,Female,Naive,0.11,1915.836167,-1042.075258,Endothelial 2,,0.0
00dc5602-3869-423f-a7cd-33f7968369b7,2,Female,Naive,0.11,1935.911219,-1040.605562,Endothelial 2,,0.0
e617d06e-dbd7-474d-9363-949897242c8d,2,Female,Naive,0.11,1914.21021,-1038.210889,Endothelial 2,,0.0
ba3cc7ba-2aae-49cc-a965-5483a49a5260,2,Female,Naive,0.11,1969.941178,-1035.121905,Endothelial 2,,0.0
e93fc09a-1930-426b-b4e2-27eeecc62889,2,Female,Naive,0.11,1879.294839,-1060.64733,Endothelial 2,,0.483849996
8310d823-efea-4d9f-b04a-283dcd9e0c3c,2,Female,Naive,0.11,1882.010632,-957.8202177,Endothelial 2,,0.0
fcb0f2bc-d5eb-4e12-a539-5f28b525a374,2,Female,Naive,0.11,1881.307252,-889.40178,Endothelial 1,,0.0
0e068f1c-7fc6-4da6-8a03-bc40dfc07992,2,Female,Naive,0.11,1887.623781,-920.1296032,Astrocyte,,0.785171727
e6f1b0cd-028c-4ec1-8060-04cd4bb26e5d,2,Female,Naive,0.11,1887.819626,-911.0906993,OD Immature 1,,0.0
86798a9c-7495-4ecf-89ec-f0a7cc90b63f,2,Female,Naive,0.11,1890.804153,-854.6499926,Inhibitory,I-30,0.540210217
8a0bd146-bddc-492c-bf0f-94d9941c1603,2,Female,Naive,0.11,1899.939646,-921.2969538,Astrocyte,,1.350173906
bfbf6b91-a76f-443d-bfb0-95f67b500d9d,2,Female,Naive,0.11,1903.29145,-960.5146152,Endothelial 2,,0.0
73f9c91e-93e4-40e5-b4e1-d3a60e917ddd,2,Female,Naive,0.11,1909.260537,-854.825045,Excitatory,E-1,0.0
c14a48c5-80a6-42b2-92eb-01fa963c4eee,2,Female,Naive,0.11,1921.3866,-932.1446211,Astrocyte,,0.0
e0a212f0-cc9f-4b3b-ac2b-825e06d20dc4,2,Female,Naive,0.11,1921.994642,-834.983563,Astrocyte,,0.0
bad790f9-a30b-4cd8-9fe5-7d17d16f5c8d,2,Female,Naive,0.11,1922.635933,-809.2861192,Excitatory,E-2,0.0
6bbe3fb6-162d-4250-b5fe-364aca86ac41,2,Female,Naive,0.11,1926.20215,-907.9336317,Endothelial 1,,0.0
403c2b79-0f8b-4707-9082-2652bb9432c2,2,Female,Naive,0.11,1938.159625,-938.5540321,Endothelial 2,,0.0
ee4685ae-69c6-4b2d-b02c-78161625a700,2,Female,Naive,0.11,1941.879631,-835.5542485,Excitatory,E-11,0.563723634
dd65175e-065b-4777-80f2-0be7b8509d2b,2,Female,Naive,0.11,1943.287933,-931.0177302,Astrocyte,,0.0
501c9b6d-20b3-467a-87b5-dbaf3edb9d90,2,Female,Naive,0.11,1968.168128,-808.6748316,Excitatory,E-2,1.797306149
e66deb14-97ae-4512-a595-04ab07e4e104,2,Female,Naive,0.11,1970.003621,-937.7317249,Endothelial 2,,1.256160544
f01215e5-e890-461f-b969-f88fe6997964,2,Female,Naive,0.11,1903.781006,-826.2588462,Astrocyte,,0.0
41155820-0f4d-40ec-b696-1981adb5a2a2,2,Female,Naive,0.11,1929.064854,-964.6839664,Endothelial 2,,0.0
6232f35f-afbe-4f22-b6c4-17cfef9ce6bc,2,Female,Naive,0.11,1958.962047,-849.059929,Inhibitory,I-4,1.478392008
9849b0c9-63c2-4fa5-b518-f9e1be16715d,2,Female,Naive,0.11,1967.03453,-927.1864204,Astrocyte,,0.0
193786f8-3e8b-49ed-8cd9-8231fc6b76cb,2,Female,Naive,0.11,1897.769326,-971.8210821,Endothelial 2,,0.0
173b1420-3e5e-4106-b8a1-14c8aa45340a,2,Female,Naive,0.11,1900.516104,-929.5289779,Astrocyte,,0.0
e3a79092-b57a-491d-9e98-7379ebe89ae2,2,Female,Naive,0.11,1901.886304,-816.3271009,Inhibitory,I-1,0.0
28dda617-7060-4d11-9c0d-7075df5b4ba4,2,Female,Naive,0.11,1941.595452,-813.182637,Inhibitory,I-21,0.0
ba4a0140-ff4a-4c56-bf72-bcc9a655666b,2,Female,Naive,0.11,1945.905581,-886.4980523,Astrocyte,,0.567220125
76977b3f-9dea-48ae-a4b9-52e8bc107cea,2,Female,Naive,0.11,1954.834854,-923.7996021,Astrocyte,,0.0
66d1a00e-f95e-45c5-9cff-8646e046e328,2,Female,Naive,0.11,1893.659265,-877.5186731,Excitatory,E-3,0.0
cc8926b3-d9a9-40f6-b30e-3db61eee7dda,2,Female,Naive,0.11,1908.839528,-925.8931647,Astrocyte,,0.0
35b082b8-054b-48d7-89d4-a7185de4d475,2,Female,Naive,0.11,1879.670248,-693.537888,Ambiguous,,1.151394232
d30736f4-7bbc-45ac-897d-61d8851b960b,2,Female,Naive,0.11,1880.616894,-729.8374577,Inhibitory,I-30,0.0
