Cell_ID,Animal_ID,Animal_sex,Behavior,Bregma,Centroid_X,Centroid_Y,Cell_class,Neuron_cluster_ID,Ace2
b7f2c9ee-e3c5-4140-8b19-6c201e8129e6,1,Female,Naive,0.11,2296.725627,-526.4862067,Astrocyte,,0.0
48eb797a-9ff7-4153-83c9-01e9181fabd2,1,Female,Naive,0.11,2298.786905,-535.4865489,Endothelial 1,,0.0
f80e7e5e-a2dc-4ef0-8ff2-a0f18ceb582a,1,Female,Naive,0.11,2306.810492,-537.0426991,OD Immature 1,,0.0
f3e98091-aa41-418f-b15c-38d94f8b70ff,1,Female,Naive,0.11,2304.153978,-662.2312743,OD Immature 1,,0.0
d56b4887-7bc6-4290-8e5d-46515467777c,1,Female,Naive,0.11,2326.937843,-612.1983265,Excitatory,E-11,0.0
4bab89fc-3378-4520-9f1d-b0627abfdc00,1,Female,Naive,0.11,2365.280932,-602.2882398,Ambiguous,,0.0
e5995c57-7a56-4973-927b-3868abfb4062,1,Female,Naive,0.11,2366.395748,-646.4184442,Ambiguous,,0.0
eda58d2c-bfea-4e4b-8bc2-138c78d526a5,1,Female,Naive,0.11,2385.048094,-526.7443567,Astrocyte,,0.0
759c3c4d-0c34-4aa3-a686-5684555c42fb,1,Female,Naive,0.11,2321.534796,-622.6525595,Astrocyte,,0.0
921f46b6-36c4-4954-9759-31ee634a6980,1,Female,Naive,0.11,2384.932116,-623.9395964,Ambiguous,,0.0
3cc0ff13-3392-4594-bd3d-dc7ca3a67b3b,1,Female,Naive,0.11,2318.689431,-600.8659574,Astrocyte,,0.568266986
c8374b01-aee5-4ebd-bd06-de7dc90d1057,1,Female,Naive,0.11,2303.572541,-338.37592,Astrocyte,,0.0
5cb1a8f1-8d26-4793-a058-082cb35de601,1,Female,Naive,0.11,2304.935413,-361.2043485,Endothelial 1,,0.0
0743c017-9fa4-4297-ac91-99672ac94456,1,Female,Naive,0.11,2301.778507,-499.5042002,Astrocyte,,0.0
eb80fca8-e2e9-41d3-ac7e-2f689886116e,1,Female,Naive,0.11,2306.365421,-397.0593605,Endothelial 1,,3.763542014
09e632c0-3789-49e7-9414-17018bae01a5,1,Female,Naive,0.11,2308.400915,-424.4831555,Excitatory,E-2,0.0
eb84710d-c448-4ddc-ac5b-1bf606a2d75a,1,Female,Naive,0.11,2306.532628,-479.6247776,Inhibitory,I-1,0.0
2e2cea8d-7904-47c2-ab0e-71b3a3bf2f46,1,Female,Naive,0.11,2310.015031,-434.9783704,Astrocyte,,0.0
f837164a-db0d-4373-8afe-80223a5ba9ae,1,Female,Naive,0.11,2313.374845,-408.9649254,Endothelial 1,,0.0
b0deb610-598f-4adb-b591-095f017f8e4f,1,Female,Naive,0.11,2314.498507,-357.6549434,Microglia,,0.0
9a2f4fd8-f362-48e7-ae21-3de576aa5e98,1,Female,Naive,0.11,2315.893327,-341.168109,Astrocyte,,0.0
4186ac0a-c385-417e-8e64-be769b8e3fd9,1,Female,Naive,0.11,2319.465206,-434.2750952,Excitatory,E-29,0.0
c754220d-7d38-49f6-b9e2-56c66242de93,1,Female,Naive,0.11,2319.825785,-377.7711571,Excitatory,E-2,0.926193886
3e5f9b35-3638-4f72-85f7-9c5e99f38c40,1,Female,Naive,0.11,2321.053556,-385.3062418,Astrocyte,,0.0
cf530013-d90b-44e7-bf57-954a194f8468,1,Female,Naive,0.11,2325.202418,-389.4674394,Endothelial 1,,0.0
c5c8c46f-c116-46aa-aec1-d6ed0b369fbc,1,Female,Naive,0.11,2329.055045,-426.2912706,Excitatory,E-2,0.0
3319984c-d16a-41e1-b635-fe24f900011e,1,Female,Naive,0.11,2331.631036,-366.7150766,Astrocyte,,0.0
d1ee8d37-c0db-4178-9875-a2802c6c7b86,1,Female,Naive,0.11,2334.591896,-418.9946284,Astrocyte,,0.0
af3055db-a35e-4576-8cd5-2a3cbe4e61bd,1,Female,Naive,0.11,2336.887496,-387.3754713,Excitatory,E-27,0.0
98e72329-f468-437e-8a83-b726d611f63c,1,Female,Naive,0.11,2341.24481,-322.2174025,Excitatory,E-3,2.159148202
fd09cf7e-9243-4a3a-88d3-f107e7d177d6,1,Female,Naive,0.11,2345.875769,-349.2553641,Excitatory,E-1,0.0
0a8d7e30-c84d-46e8-8091-884f17bcc808,1,Female,Naive,0.11,2347.573731,-332.6204019,Astrocyte,,0.0
fe95c01b-b552-4aa1-9ce1-7ed16afc8995,1,Female,Naive,0.11,2351.345104,-397.6870628,Excitatory,E-1,0.0
452adac5-dfdd-4fe9-88c2-c287cb9f1c09,1,Female,Naive,0.11,2356.853688,-490.775662,Astrocyte,,0.0
d60a4ffd-dbbd-4d98-bdf9-2d6637cc6625,1,Female,Naive,0.11,2356.318312,-336.5417417,Excitatory,E-2,0.0
773ecd87-644e-484f-9c56-3d2aee46ff58,1,Female,Naive,0.11,2361.515801,-467.3187947,Astrocyte,,0.0
