Cell_ID,Animal_ID,Animal_sex,Behavior,Bregma,Centroid_X,Centroid_Y,Cell_class,Neuron_cluster_ID,Ace2
2974fc5f-0276-4ada-bc3c-0e284b843073,2,Female,Naive,0.11,987.9181057,-254.6333651,Endothelial 1,,0.0
e10b20a5-3f9c-4f1f-8757-bfac99b76539,2,Female,Naive,0.11,996.9079724,-262.4752483,OD Immature 1,,0.0
959b5804-eea0-4d92-b5a8-aa1652f1bc51,2,Female,Naive,0.11,1011.523998,-296.9008973,Endothelial 1,,0.690557707
bb2b873d-2dbf-4333-bced-4ca7960a6beb,2,Female,Naive,0.11,1017.59997,-224.0003571,Ambiguous,,0.0
527045b2-78e5-4e6a-9e86-a6c0596544ef,2,Female,Naive,0.11,1025.725131,-262.4761709,Astrocyte,,0.0
3c7ea647-c7e0-43b5-8ab0-c2d129bb9f68,2,Female,Naive,0.11,1042.936392,-225.0424338,Astrocyte,,0.0
4eda4c22-00e7-4537-a0fd-982a81d9bbcc,2,Female,Naive,0.11,1057.290092,-284.5744212,Inhibitory,I-5,0.0
46b0bd80-1c7a-46e9-957d-70226cd69d74,2,Female,Naive,0.11,1061.105143,-208.1029017,OD Mature 2,,0.0
d3eff9de-bf8d-46b1-949c-35fa13f67dc4,2,Female,Naive,0.11,1073.124853,-269.5563474,Endothelial 3,,3.785419335
e0cfac99-af70-4e28-9584-ae56a8e12903,2,Female,Naive,0.11,1083.510481,-249.6610689,Inhibitory,I-10,0.0
8aa2a0db-fe47-455b-8945-babe35cdc6c2,2,Female,Naive,0.11,1092.202532,-221.3594104,Inhibitory,I-3,0.0
35f48daa-6838-4ae4-b788-fe46c7b4ce53,2,Female,Naive,0.11,1100.824218,-209.0921617,Astrocyte,,0.0
d15e8dcd-0a88-4faa-aad1-3e7f3bc021d8,2,Female,Naive,0.11,1106.11773,-288.3589381,Endothelial 3,,13.74347983
224db352-72b3-401a-b88f-bda5d8f9e202,2,Female,Naive,0.11,1108.873313,-218.2410605,Ambiguous,,0.0
15abfdc5-b943-4d3e-9dc1-6e77484f123c,2,Female,Naive,0.11,1112.843938,-228.1183743,Endothelial 3,,0.0
d4a456c3-188f-47bf-a573-d74d2f0e8bee,2,Female,Naive,0.11,1139.355153,-261.0507137,Ambiguous,,0.0
