Cell_ID,Animal_ID,Animal_sex,Behavior,Bregma,Centroid_X,Centroid_Y,Cell_class,Neuron_cluster_ID,Ace2
287180a1-85bd-4f67-b2dc-8389148840f9,1,Female,Naive,0.11,2295.333563,201.9541562,Excitatory,E-1,2.832216178
765568e5-e6c4-4659-87c7-4020e8b47cdf,1,Female,Naive,0.11,2296.239009,246.208265,Excitatory,E-1,0.0
8ae96e9e-6a0f-4c73-a334-37e0488a2b5b,1,Female,Naive,0.11,2299.889157,218.8982924,Excitatory,E-1,0.0
1835cfe0-36c4-49db-9e28-123257200efe,1,Female,Naive,0.11,2300.175917,264.6339255,Excitatory,E-2,0.0
2ed17fc9-8981-46a9-b465-444e24601753,1,Female,Naive,0.11,2303.585367,243.6477729,Excitatory,E-3,1.001474217
f2a8f351-da88-42a1-ab83-6bd2cd62968b,1,Female,Naive,0.11,2308.287962,203.345248,Astrocyte,,0.0
2a40e926-e08b-41c7-8dac-df87a056f7c6,1,Female,Naive,0.11,2309.072176,183.5724033,Ambiguous,,0.0
dd9382c2-1946-437f-b5bd-0e829587aa08,1,Female,Naive,0.11,2316.714839,273.3540852,Excitatory,E-1,0.0
ab0d97e2-baf5-4701-973f-ab0e518366bd,1,Female,Naive,0.11,2317.188341,187.4313359,Excitatory,E-2,0.0
0dcd54cd-dc7c-4934-917e-265631a624fa,1,Female,Naive,0.11,2317.368832,220.741862,Inhibitory,I-22,0.0
63f37a23-577e-4039-a6c2-7d72b36b9be3,1,Female,Naive,0.11,2323.233284,268.7703135,Inhibitory,I-19,0.79295752
ab254e6b-176d-46df-b77b-53de9b3b6508,1,Female,Naive,0.11,2325.390026,213.3776828,Excitatory,E-2,0.0
b265961c-c8aa-4b3a-bfe0-77ca201b7d80,1,Female,Naive,0.11,2326.837357,199.125573,Excitatory,E-4,0.0
f51d62aa-f342-4a73-98e3-d8e2c5e370ed,1,Female,Naive,0.11,2326.408468,234.6774504,Excitatory,E-2,0.0
9b581a85-ced6-4435-8798-ee06250e27ec,1,Female,Naive,0.11,2335.907516,236.2805409,Excitatory,E-18,0.0
