Cell_ID,Animal_ID,Animal_sex,Behavior,Bregma,Centroid_X,Centroid_Y,Cell_class,Neuron_cluster_ID,Ace2
bcacb78a-929d-4704-98c5-70ad90272602,2,Female,Naive,0.11,1887.751219,-265.1763503,Excitatory,E-4,0.0
1a7ec85e-12fb-4a2f-8c04-081c2e5b96f5,2,Female,Naive,0.11,1903.384871,-297.7594078,Ambiguous,,0.0
f7b729ed-1351-4e9e-a529-32addbccecf7,2,Female,Naive,0.11,1915.870357,-263.7947065,Excitatory,E-3,0.0
a728060b-41bd-4f5b-8d35-67a60748caf8,2,Female,Naive,0.11,1915.099022,-285.3790135,Excitatory,E-1,1.732687687
f6019ecf-4732-464b-9c5a-17bd3425fbdf,2,Female,Naive,0.11,1926.199746,-266.1394616,Excitatory,E-2,0.0
2891fa96-a4cd-46ca-a3b2-dda384dcb996,2,Female,Naive,0.11,1928.957493,-288.9258675,Astrocyte,,0.0
fd44cfb7-8206-479f-9c8d-561fe5f494bc,2,Female,Naive,0.11,1948.819061,-232.1365807,Excitatory,E-4,0.0
8735080f-b1d4-4e4e-b11c-4376a93c096c,2,Female,Naive,0.11,1949.547532,-280.7733867,Ambiguous,,0.0
8563a6bb-03d4-4d0e-bca6-d28f2f04b1ef,2,Female,Naive,0.11,1952.217641,-258.2832441,Inhibitory,I-7,0.0
19a6faaf-701f-4826-bee1-ef0922806b64,2,Female,Naive,0.11,1969.377185,-222.503405,Inhibitory,I-6,0.0
22fc83de-ef65-486f-928b-89ab5d59c94e,2,Female,Naive,0.11,1966.826669,-230.8198809,Ambiguous,,0.0
de4a9a32-0c48-47b8-bcfd-09ef25741c01,2,Female,Naive,0.11,1967.575424,-272.5615761,Astrocyte,,0.822342484
7e47299a-9d65-4c98-94dc-5a6397c869c1,2,Female,Naive,0.11,1907.662639,-270.8659759,Excitatory,E-3,0.0
77ef4430-477f-4845-9d52-e1eeb0aaccce,2,Female,Naive,0.11,1910.519676,-234.0472969,Excitatory,E-3,0.0
d704345f-d604-4d6b-802a-9d540b7b31de,2,Female,Naive,0.11,1920.241031,-252.8827727,Excitatory,E-2,0.0
e5ab0d2a-c1ed-49f7-9cd6-7322a0fc79c9,2,Female,Naive,0.11,1922.061408,-212.0011071,Excitatory,E-1,0.0
812ce793-13dd-4bf6-a40a-f177296981bf,2,Female,Naive,0.11,1880.034705,-290.0967833,Excitatory,E-2,0.999217294
88a859bf-aa1b-47a6-8b05-ba36e736d562,2,Female,Naive,0.11,1881.622122,-237.8223511,Excitatory,E-2,0.0
8a7e6be9-f18d-4f0a-a120-d51d7e5032b5,2,Female,Naive,0.11,1891.695809,-239.6913818,Excitatory,E-2,0.0
