state,row,col,state_rank,fitted_celltype
8,0.32486907273264837,-0.2891701755406541,1,Invasive_Tumor
3,-0.12235128273001508,13.224940638266299,2,Stromal
6,-0.10563435045269116,13.672104896702942,6,CD8+_T_Cells
4,-0.21459372443123412,21.04903576694395,5,Macrophages_1
3,0.17308152586493572,26.21179483187054,2,Stromal
8,-0.46030773937605657,27.77110836453463,1,Invasive_Tumor
4,0.348962352843296,29.970564600240124,5,Macrophages_1
8,-0.15224138017902056,31.60964789030677,1,Invasive_Tumor
8,0.06380781921141972,34.042545830815826,1,Invasive_Tumor
3,-0.04987407509548202,35.021644891170986,2,Stromal
8,0.2924215874089948,36.0262613941817,1,Invasive_Tumor
3,-0.41202814189953085,37.72723723559914,2,Stromal
3,-0.0644834408027015,39.04784295376076,2,Stromal
8,-0.07681087093368313,41.335334839826366,1,Invasive_Tumor
3,0.2267538884670875,42.13910305693808,2,Stromal
8,-0.2199782534628062,47.16184573701185,1,Invasive_Tumor
8,-0.03448564151008715,49.14756952520145,1,Invasive_Tumor
3,-0.17557168358427436,50.1459753700568,2,Stromal
3,0.008442749343118566,53.976096499473144,2,Stromal
3,0.11656304274316445,57.20120360474867,2,Stromal
5,-0.22012383544258426,63.76791590514113,3,Prolif_Invasive_Tumor
8,0.22894474196792283,65.97354374127653,1,Invasive_Tumor
8,0.18031814411855912,66.8434635204242,1,Invasive_Tumor
6,0.10049886778037365,70.8203203361998,6,CD8+_T_Cells
3,0.1801711898528823,76.86003671827221,2,Stromal
3,-0.1367455718348666,78.09690571689708,2,Stromal
3,-0.024578045103729636,79.13424114272041,2,Stromal
3,-0.18715388685181378,83.31223695335726,2,Stromal
3,-0.05357761592520319,97.031603522372,2,Stromal
3,0.1060710933476372,101.0603655063877,2,Stromal
4,-0.13833215034506183,103.9074048479159,5,Macrophages_1
3,-0.07935070537119548,105.04342788096737,2,Stromal
8,-0.1374345400239199,108.32047365297412,1,Invasive_Tumor
0,-0.16904112829974394,114.007937236452,4,Endothelial
5,-0.13424922616736382,115.9974387772176,3,Prolif_Invasive_Tumor
0,-0.0025329197837802723,116.62560256491383,4,Endothelial
5,-0.22346206972705557,118.90781935035507,3,Prolif_Invasive_Tumor
5,0.046883139563418434,119.63307709137622,3,Prolif_Invasive_Tumor
5,0.3319604354219741,121.07926937667351,3,Prolif_Invasive_Tumor
8,0.14840883211546713,123.6908295988238,1,Invasive_Tumor
8,-0.03836711047232299,125.30068830874728,1,Invasive_Tumor
3,-0.17752579281696726,128.93124203968617,2,Stromal
3,0.8505683412498325,4.6763205616127514,2,Stromal
8,1.3384909202055493,8.80396106397948,1,Invasive_Tumor
3,1.0101615509552058,10.693618869049393,2,Stromal
3,0.8726008706861293,13.09331307987473,2,Stromal
8,1.0381830969334933,17.034430744105993,1,Invasive_Tumor
8,1.4200510272957685,19.02804799533239,1,Invasive_Tumor
8,1.0240317904963259,21.909195258258944,1,Invasive_Tumor
