state,row,col,state_rank,fitted_celltype
5,0.3528104691935328,6.862756097215793,2,Stromal
5,0.08003144167344467,10.04092417868393,2,Stromal
1,0.19574759682114784,17.86277963576773,1,Invasive_Tumor
3,0.4481786398402916,43.68155787433688,3,Prolif_Invasive_Tumor
1,0.3735115980299935,45.00683795348314,1,Invasive_Tumor
3,-0.1954555759752822,49.84370306820763,3,Prolif_Invasive_Tumor
3,0.19001768350511788,53.119571975574054,3,Prolif_Invasive_Tumor
1,-0.03027144165953958,67.89878468878427,1,Invasive_Tumor
1,-0.02064377035871157,75.86231077225584,1,Invasive_Tumor
1,0.08211970038767447,77.95799989217795,1,Invasive_Tumor
5,0.028808714232175597,84.21043069536773,2,Stromal
5,0.290854701392595,91.18158081632754,2,Stromal
1,0.1522075450293987,91.78135476350806,1,Invasive_Tumor
1,0.024335003298565683,93.55994152981738,1,Invasive_Tumor
5,0.08877264654908514,95.93484473508299,2,Stromal
1,0.06673486547485337,98.7695168542081,1,Invasive_Tumor
1,0.29881581463152124,108.17764639800976,1,Invasive_Tumor
1,-0.041031652753160175,109.92766550852913,1,Invasive_Tumor
1,0.06261354033018028,112.43074390156794,1,Invasive_Tumor
1,-0.17081914786034497,116.1694816710963,1,Invasive_Tumor
1,-0.5105979631668157,130.96025603073824,1,Invasive_Tumor
1,0.13072371908807212,133.31506137554643,1,Invasive_Tumor
1,0.17288723977190112,134.1698230422941,1,Invasive_Tumor
1,-0.14843300408128834,148.75422096061303,1,Invasive_Tumor
1,1.4539509247975215,3.1776788219144807,1,Invasive_Tumor
1,0.709126865080247,3.89670251161031,1,Invasive_Tumor
5,1.0091517034602893,10.983334742950666,2,Stromal
1,0.9625632299948332,12.026210889843492,1,Invasive_Tumor
1,1.3065558428716915,17.82418079754675,1,Invasive_Tumor
1,1.293871753980057,24.73333154422186,1,Invasive_Tumor
1,1.0309894851393833,27.073556802184058,1,Invasive_Tumor
1,1.0756325039204346,27.72235330026603,1,Invasive_Tumor
1,0.8224428504739775,33.484959474646146,1,Invasive_Tumor
1,0.6038407063552146,72.83277887912571,1,Invasive_Tumor
5,0.9304175701347694,78.06621848429768,2,Stromal
5,1.031269793820796,79.946023773286,2,Stromal
1,1.2460581361455443,83.25342618812401,1,Invasive_Tumor
1,1.2404759697568823,92.03675069908634,1,Invasive_Tumor
1,0.9225346365184095,92.84673806961058,1,Invasive_Tumor
5,0.9395394498849329,103.9120832899041,2,Stromal
5,0.7902894069865815,115.71269172814617,2,Stromal
4,0.7159964125642049,124.21715944494119,4,Endothelial
1,0.6587459618749975,127.72377998278341,1,Invasive_Tumor
1,1.390155079046358,128.81591847357615,1,Invasive_Tumor
5,0.8980695636496693,130.96794275591427,2,Stromal
1,0.9123851396777627,137.00047065289817,1,Invasive_Tumor
1,0.7494409279900147,144.69946992729805,1,Invasive_Tumor
