ABCC11,ACTA2,ACTG2,ADAM9,ADGRE5,ADH1B,ADIPOQ,AGR3,AHSP,AIF1,AKR1C1,AKR1C3,ALDH1A3,ANGPT2,ANKRD28,ANKRD29,ANKRD30A,APOBEC3A,APOBEC3B,APOC1,AQP1,AQP3,AR,AVPR1A,BACE2,BANK1,BASP1,BTNL9,C15orf48,C1QA,C1QC,C2orf42,C5orf46,C6orf132,CAV1,CAVIN2,CCDC6,CCDC80,CCL20,CCL5,CCL8,CCND1,CCPG1,CCR7,CD14,CD163,CD19,CD1C,CD247,CD27,CD274,CD3D,CD3E,CD3G,CD4,CD68,CD69,CD79A,CD79B,CD80,CD83,CD86,CD8A,CD8B,CD9,CD93,CDC42EP1,CDH1,CEACAM6,CEACAM8,CENPF,CLCA2,CLDN4,CLDN5,CLEC14A,CLEC9A,CLECL1,CLIC6,CPA3,CRHBP,CRISPLD2,CSF3,CTH,CTLA4,CTSG,CTTN,CX3CR1,CXCL12,CXCL16,CXCL5,CXCR4,CYP1A1,CYTIP,DAPK3,DERL3,DMKN,DNAAF1,DNTTIP1,DPT,DSC2,DSP,DST,DUSP2,DUSP5,EDN1,EDNRB,EGFL7,EGFR,EIF4EBP1,ELF3,ELF5,ENAH,EPCAM,ERBB2,ERN1,ESM1,ESR1,FAM107B,FAM49A,FASN,FBLIM1,FBLN1,FCER1A,FCER1G,FCGR3A,FGL2,FLNB,FOXA1,FOXC2,FOXP3,FSTL3,GATA3,GJB2,GLIPR1,GNLY,GPR183,GZMA,GZMB,GZMK,HAVCR2,HDC,HMGA1,HOOK2,HOXD8,HOXD9,HPX,IGF1,IGSF6,IL2RA,IL2RG,IL3RA,IL7R,ITGAM,ITGAX,ITM2C,JUP,KARS,KDR,KIT,KLF5,KLRB1,KLRC1,KLRD1,KLRF1,KRT14,KRT15,KRT16,KRT23,KRT5,KRT6B,KRT7,KRT8,LAG3,LARS,LDHB,LEP,LGALSL,LIF,LILRA4,LPL,LPXN,LRRC15,LTB,LUM,LY86,LYPD3,LYZ,MAP3K8,MDM2,MEDAG,MKI67,MLPH,MMP1,MMP12,MMP2,MMRN2,MNDA,MPO,MRC1,MS4A1,MUC6,MYBPC1,MYH11,MYLK,MYO5B,MZB1,NARS,NCAM1,NDUFA4L2,NKG7,NOSTRIN,NPM3,OCIAD2,OPRPN,OXTR,PCLAF,PCOLCE,PDCD1,PDCD1LG2,PDE4A,PDGFRA,PDGFRB,PDK4,PECAM1,PELI1,PGR,PIGR,PIM1,PLD4,POLR2J3,POSTN,PPARG,PRDM1,PRF1,PTGDS,PTN,PTPRC,PTRHD1,QARS,RAB30,RAMP2,RAPGEF3,REXO4,RHOH,RORC,RTKN2,RUNX1,S100A14,S100A4,S100A8,SCD,SCGB2A1,SDC4,SEC11C,SEC24A,SELL,SERHL2,SERPINA3,SERPINB9,SFRP1,SFRP4,SH3YL1,SLAMF1,SLAMF7,SLC25A37,SLC4A1,SLC5A6,SMAP2,SMS,SNAI1,SOX17,SOX18,SPIB,SQLE,SRPK1,SSTR2,STC1,SVIL,TAC1,TACSTD2,TCEAL7,TCF15,TCF4,TCF7,TCIM,TCL1A,TENT5C,TFAP2A,THAP2,TIFA,TIGIT,TIMP4,TMEM147,TNFRSF17,TOMM7,TOP2A,TPD52,TPSAB1,TRAC,TRAF4,TRAPPC3,TRIB1,TUBA4A,TUBB2B,TYROBP,UCP1,USP53,VOPP1,VWF,WARS,ZEB1,ZEB2,ZNF562
15,49,28,28,2,1,0,17,0,3,1,0,1,0,6,0,115,0,0,15,10,0,11,0,4,2,10,0,1,0,3,1,1,12,6,0,17,3,1,12,0,115,7,0,6,1,0,0,1,0,0,2,13,5,2,3,0,0,0,0,0,1,3,3,38,2,2,41,30,1,4,0,13,0,0,0,0,0,0,0,1,0,1,0,0,57,0,4,4,0,11,0,2,1,0,2,0,5,0,3,34,50,0,7,0,0,2,7,3,11,0,36,83,259,0,0,12,13,3,67,1,1,0,5,1,1,18,113,0,0,4,96,0,5,0,1,4,0,0,2,5,17,1,3,0,0,0,4,0,0,0,3,2,4,8,7,6,1,0,3,2,0,2,2,29,9,4,0,5,6,120,82,0,6,5,0,3,0,0,1,0,0,0,19,0,17,8,3,21,0,0,59,0,0,2,0,2,0,0,0,0,0,7,26,18,3,41,0,0,0,0,0,8,0,6,4,0,0,1,4,1,1,8,0,4,4,0,1,4,50,10,3,1,0,1,7,8,4,14,1,1,0,0,8,1,3,40,37,5,1,209,0,1,11,17,3,19,29,7,5,1,15,0,1,0,0,9,3,24,0,0,0,1,11,9,4,2,10,0,93,1,0,2,2,24,0,32,6,5,5,0,1,11,0,50,7,34,0,1,14,22,7,9,2,0,0,11,6,1,11,2,9,8
15,13,21,17,0,0,0,13,0,1,0,0,0,1,1,2,90,0,1,0,1,0,9,1,9,0,7,0,1,0,1,1,0,7,1,0,23,4,0,0,0,133,7,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,1,1,0,23,0,3,37,20,1,12,0,5,0,0,0,0,0,0,0,2,0,1,0,0,56,0,1,5,0,0,0,0,0,0,3,0,2,0,7,35,32,0,9,0,0,0,3,5,12,0,22,86,232,1,0,10,9,1,53,1,0,0,9,2,2,19,110,1,0,3,96,0,0,0,0,0,0,0,0,10,12,2,6,0,1,0,1,0,0,1,4,0,0,4,12,4,0,2,4,0,0,1,0,16,5,4,0,5,1,152,100,0,20,3,0,3,0,0,1,0,0,0,9,0,40,4,2,27,0,10,64,0,0,0,0,0,0,0,0,0,0,3,7,24,2,40,0,0,0,0,1,7,0,0,4,1,0,0,3,1,1,2,1,2,0,0,0,2,49,1,0,0,0,0,3,0,2,9,1,0,2,0,6,1,4,24,44,2,0,236,0,4,9,7,0,22,28,6,10,0,10,0,1,1,0,3,2,26,0,0,0,1,18,11,0,3,9,0,70,0,0,1,0,28,0,39,11,3,3,1,0,12,0,45,5,29,0,1,17,19,5,9,5,0,1,13,9,0,6,4,2,11
16,58,42,28,6,0,0,9,0,11,2,3,1,3,3,3,89,0,4,1,55,1,12,0,6,0,9,12,2,2,5,3,1,2,25,3,23,21,2,5,0,125,20,1,3,4,0,0,5,2,0,3,9,3,5,12,4,0,0,0,3,2,4,0,19,24,2,52,34,6,9,0,13,0,12,0,0,1,2,0,8,0,2,1,0,76,1,38,4,1,14,0,3,0,0,3,1,5,4,7,31,27,0,13,0,11,4,2,5,18,0,31,79,252,7,4,6,13,1,56,6,14,0,15,7,8,33,81,3,0,2,81,3,7,0,1,9,1,0,5,16,14,2,17,9,0,14,4,0,0,2,6,0,1,14,7,6,2,0,14,10,0,2,0,7,9,2,0,3,2,130,89,0,17,14,0,3,0,0,3,11,4,0,145,2,17,12,8,38,0,3,67,0,0,10,3,1,0,5,0,0,1,1,11,20,1,32,0,0,2,3,1,8,0,0,12,1,0,0,2,17,34,28,11,3,0,0,2,0,87,146,4,7,1,2,4,20,6,20,4,7,0,0,7,1,2,34,51,19,0,187,0,3,11,13,2,17,51,6,7,24,15,1,1,6,0,10,8,15,0,5,0,0,18,12,1,5,26,0,86,1,0,6,2,30,0,34,15,2,4,0,0,20,0,63,10,35,1,11,10,8,5,12,4,2,0,15,14,10,13,11,18,11
10,54,34,15,1,0,0,6,0,4,2,0,0,2,2,3,54,0,1,2,18,0,18,2,4,1,6,19,1,2,6,1,0,1,14,1,19,12,0,1,0,82,9,1,3,2,0,0,1,5,1,1,10,3,5,6,0,0,1,0,0,2,1,2,19,4,2,33,26,1,4,1,8,0,6,0,0,0,0,0,2,0,0,0,0,46,1,15,1,0,21,0,4,3,1,2,0,6,4,10,22,57,1,5,0,15,1,2,2,6,0,27,78,188,2,5,10,9,0,34,6,6,1,11,0,6,21,70,0,0,3,56,0,1,0,3,0,2,0,1,4,11,2,6,1,0,2,4,1,1,0,2,0,1,8,2,4,5,0,4,0,0,0,0,28,8,7,0,10,1,100,60,1,9,9,0,2,0,0,0,2,2,1,50,1,16,13,3,36,0,9,56,0,0,7,2,3,0,0,2,0,0,15,30,17,5,22,0,0,0,2,0,5,0,1,8,1,1,0,2,7,7,2,13,7,0,0,2,1,46,35,7,5,0,5,10,12,4,12,3,7,1,0,11,2,3,27,23,8,0,109,1,0,6,7,4,5,24,6,13,13,8,4,0,6,0,10,5,15,0,7,1,0,12,9,1,0,10,0,62,2,0,7,1,5,0,23,6,3,2,0,1,14,0,53,6,14,2,12,8,8,2,4,2,2,0,8,10,7,9,7,13,5
19,52,31,31,0,0,0,18,0,1,1,0,0,0,7,0,101,0,0,2,8,0,12,0,16,0,3,0,2,1,2,1,2,4,14,0,34,3,0,3,0,108,8,0,3,2,0,0,1,0,0,0,1,1,9,6,1,0,0,0,2,0,2,0,23,3,0,42,19,3,10,0,13,0,1,0,0,2,0,0,2,0,1,0,0,75,0,3,7,0,6,0,0,1,0,5,0,9,0,3,36,66,2,4,0,1,0,7,12,12,0,29,91,247,1,1,13,12,0,79,3,2,1,5,2,11,31,73,0,0,2,89,0,3,0,0,1,0,0,2,9,9,3,10,0,0,0,3,0,1,2,2,0,5,2,5,6,3,0,2,0,0,1,1,45,13,5,0,15,4,150,103,1,19,2,0,5,1,0,0,2,1,0,16,1,20,3,1,31,0,2,76,0,0,2,3,1,0,0,1,0,2,15,30,27,3,40,0,0,0,1,2,8,1,10,10,0,0,0,1,2,4,5,4,8,0,0,2,0,60,10,3,1,1,0,14,2,5,23,2,2,1,0,9,1,2,36,56,7,1,183,1,2,7,11,1,30,42,4,32,0,9,0,0,4,1,9,3,21,0,1,0,0,14,10,0,4,17,0,76,1,0,2,2,30,0,30,7,1,0,1,2,18,0,50,12,35,0,2,11,13,7,8,3,1,0,15,9,6,8,2,6,20
2,22,12,20,0,1,0,2,0,8,2,0,1,0,0,0,26,0,0,2,18,1,4,0,2,0,10,1,0,0,3,1,0,1,14,0,7,9,0,2,1,23,9,0,4,3,0,0,1,0,0,3,2,0,8,10,1,0,0,0,0,1,3,0,11,12,0,7,8,0,2,1,2,0,0,0,0,1,0,0,4,0,0,2,0,21,0,12,3,1,9,0,5,0,1,0,0,1,0,7,4,11,0,5,0,4,0,1,0,6,0,5,34,63,0,0,6,7,0,33,9,5,0,8,2,7,2,29,2,0,4,21,0,8,0,1,0,0,0,2,2,2,0,6,4,0,5,4,0,0,2,2,1,0,3,4,6,3,1,0,2,0,0,0,3,2,0,0,0,1,34,35,1,11,6,0,0,0,0,0,6,0,0,51,0,4,6,1,18,0,2,15,0,0,1,1,4,0,0,0,0,0,2,6,7,0,10,0,0,0,3,0,1,0,2,9,0,0,1,4,7,19,3,8,4,0,0,2,0,26,27,3,4,1,0,3,3,2,11,2,3,3,1,1,0,3,18,16,17,0,72,0,3,7,8,2,12,11,2,2,4,3,0,0,4,0,2,1,8,0,0,0,0,2,7,0,0,7,0,10,0,0,3,0,9,0,8,2,1,0,1,1,6,0,21,3,7,3,3,7,7,5,5,1,0,0,6,3,4,2,7,11,4
27,36,33,25,0,0,0,15,0,1,0,1,0,1,3,4,89,0,1,1,4,1,8,0,5,0,1,2,2,1,3,1,1,4,12,0,17,1,0,6,0,78,10,0,2,1,0,0,0,0,0,0,1,2,0,2,1,0,0,0,1,1,3,0,28,10,0,32,26,0,5,0,4,1,3,0,0,0,1,0,1,0,0,0,0,48,0,4,8,0,7,0,1,0,0,4,0,1,1,7,27,42,0,2,1,4,0,7,4,9,0,24,68,222,4,0,7,8,0,49,2,0,0,1,5,2,17,69,0,0,0,44,0,2,0,2,0,0,0,1,3,7,0,2,1,1,1,2,1,0,0,1,0,2,4,7,1,5,0,2,1,0,0,0,25,7,1,0,12,20,88,45,0,12,3,0,4,0,0,0,1,0,0,15,0,18,2,1,14,0,4,32,1,0,2,4,1,0,0,0,0,0,10,33,14,2,28,0,0,0,5,1,10,0,4,10,0,0,0,1,7,2,10,2,2,0,0,1,0,35,14,2,2,0,0,7,0,2,8,0,4,0,1,4,2,2,24,34,2,3,157,0,5,6,10,0,27,34,7,18,4,5,0,0,1,0,3,2,13,0,5,0,0,17,7,0,2,10,1,94,1,0,1,0,10,0,20,5,2,5,0,0,9,0,30,8,19,0,1,7,9,6,2,3,0,0,9,12,1,4,4,3,7
16,56,40,46,3,2,0,33,0,5,1,0,0,0,8,1,112,0,0,9,5,1,22,3,2,0,9,4,1,2,1,2,3,4,12,0,29,6,0,2,2,126,9,1,1,4,0,0,4,8,0,0,5,0,14,36,2,3,1,0,1,4,5,2,39,1,1,62,52,3,6,0,25,0,2,1,0,0,0,0,4,0,0,0,0,65,0,9,7,1,16,0,6,5,9,9,0,3,6,9,44,54,2,4,1,3,1,4,5,15,2,38,133,325,19,2,20,27,0,47,2,4,0,6,1,3,36,127,1,0,5,108,0,8,0,1,2,1,0,1,9,9,3,5,0,1,2,2,0,9,0,7,1,2,17,16,15,9,2,6,3,0,3,0,28,10,11,1,9,5,124,89,2,18,6,0,1,0,1,0,3,1,0,56,1,27,6,6,67,0,5,81,0,6,11,0,2,0,1,0,0,1,12,43,32,11,49,0,0,0,4,1,10,0,4,8,0,1,0,3,6,8,4,8,10,0,0,0,0,61,40,2,6,0,0,8,10,9,18,2,2,1,1,11,3,6,39,49,7,0,222,1,3,18,31,2,15,71,3,20,3,17,2,14,2,0,8,6,24,0,0,0,0,13,15,0,5,9,0,116,0,0,5,1,16,0,57,19,5,1,0,4,18,5,74,5,57,1,0,9,13,9,6,12,1,0,22,19,2,8,3,10,15
8,19,12,5,0,7,0,10,0,3,0,0,2,0,2,0,17,0,1,2,4,0,12,2,3,0,2,0,0,1,3,4,0,0,11,1,11,2,0,4,0,34,2,0,3,2,0,0,0,1,0,1,0,1,8,2,0,0,0,0,0,1,5,1,6,2,0,11,7,1,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,20,3,15,4,0,4,0,2,1,0,1,0,2,0,1,5,18,0,1,1,2,0,2,0,5,0,13,14,51,3,2,6,9,1,11,5,1,0,19,10,0,5,23,1,1,1,17,1,6,0,2,1,1,0,4,5,4,1,3,1,0,11,2,0,1,1,3,1,1,4,6,1,1,0,1,2,0,0,0,17,2,1,0,0,3,51,20,0,9,1,0,2,0,0,0,3,0,0,41,1,8,6,1,12,0,1,10,0,0,2,0,4,0,1,0,0,0,6,6,5,1,9,0,0,0,3,0,2,0,3,6,0,0,4,2,6,13,11,2,6,1,0,1,0,11,33,4,2,0,2,1,5,1,6,1,1,2,0,5,2,0,11,14,10,0,26,0,3,5,8,0,12,14,3,9,1,3,1,0,1,0,3,2,7,0,0,0,0,7,3,0,0,7,0,28,0,0,5,0,8,0,7,1,0,2,0,0,6,0,19,3,10,8,3,5,4,2,3,1,0,0,4,9,7,2,2,8,11
8,49,15,18,3,0,0,6,0,5,0,3,0,5,4,6,24,0,0,2,34,0,8,1,4,3,10,35,0,3,5,3,2,0,21,4,10,13,0,0,0,59,12,1,5,3,0,2,1,2,0,1,2,0,6,0,0,4,2,0,0,1,2,1,17,28,0,15,27,0,0,0,10,0,11,0,0,1,0,0,2,0,0,3,0,24,0,29,1,0,47,0,8,1,2,1,0,4,2,3,14,23,0,6,1,14,5,3,2,7,0,18,35,148,27,10,6,5,0,24,7,2,0,14,5,12,17,43,1,0,0,36,0,6,0,1,0,0,0,0,6,5,0,6,13,0,1,1,2,3,6,14,0,0,17,4,2,13,0,6,1,1,0,0,3,1,3,1,1,0,50,23,1,7,8,0,1,0,0,1,8,4,8,52,1,15,9,0,29,3,0,29,0,0,8,6,0,0,1,3,0,0,0,9,13,11,29,0,0,0,6,4,1,0,0,1,0,0,0,3,4,3,14,24,8,0,0,3,1,44,46,6,14,0,0,4,12,2,8,6,14,0,0,10,0,1,10,21,11,0,89,0,2,15,12,0,7,36,1,2,2,5,2,10,2,0,2,8,9,0,8,2,0,9,10,0,3,3,0,41,0,0,10,1,20,0,38,7,0,2,1,0,8,0,29,3,34,0,2,5,7,6,8,2,0,0,3,12,14,8,4,10,5
