ABCC11,ACTA2,ACTG2,ADAM9,ADGRE5,ADH1B,ADIPOQ,AGR3,AHSP,AIF1,AKR1C1,AKR1C3,ALDH1A3,ANGPT2,ANKRD28,ANKRD29,ANKRD30A,APOBEC3A,APOBEC3B,APOC1,AQP1,AQP3,AR,AVPR1A,BACE2,BANK1,BASP1,BTNL9,C15orf48,C1QA,C1QC,C2orf42,C5orf46,C6orf132,CAV1,CAVIN2,CCDC6,CCDC80,CCL20,CCL5,CCL8,CCND1,CCPG1,CCR7,CD14,CD163,CD19,CD1C,CD247,CD27,CD274,CD3D,CD3E,CD3G,CD4,CD68,CD69,CD79A,CD79B,CD80,CD83,CD86,CD8A,CD8B,CD9,CD93,CDC42EP1,CDH1,CEACAM6,CEACAM8,CENPF,CLCA2,CLDN4,CLDN5,CLEC14A,CLEC9A,CLECL1,CLIC6,CPA3,CRHBP,CRISPLD2,CSF3,CTH,CTLA4,CTSG,CTTN,CX3CR1,CXCL12,CXCL16,CXCL5,CXCR4,CYP1A1,CYTIP,DAPK3,DERL3,DMKN,DNAAF1,DNTTIP1,DPT,DSC2,DSP,DST,DUSP2,DUSP5,EDN1,EDNRB,EGFL7,EGFR,EIF4EBP1,ELF3,ELF5,ENAH,EPCAM,ERBB2,ERN1,ESM1,ESR1,FAM107B,FAM49A,FASN,FBLIM1,FBLN1,FCER1A,FCER1G,FCGR3A,FGL2,FLNB,FOXA1,FOXC2,FOXP3,FSTL3,GATA3,GJB2,GLIPR1,GNLY,GPR183,GZMA,GZMB,GZMK,HAVCR2,HDC,HMGA1,HOOK2,HOXD8,HOXD9,HPX,IGF1,IGSF6,IL2RA,IL2RG,IL3RA,IL7R,ITGAM,ITGAX,ITM2C,JUP,KARS,KDR,KIT,KLF5,KLRB1,KLRC1,KLRD1,KLRF1,KRT14,KRT15,KRT16,KRT23,KRT5,KRT6B,KRT7,KRT8,LAG3,LARS,LDHB,LEP,LGALSL,LIF,LILRA4,LPL,LPXN,LRRC15,LTB,LUM,LY86,LYPD3,LYZ,MAP3K8,MDM2,MEDAG,MKI67,MLPH,MMP1,MMP12,MMP2,MMRN2,MNDA,MPO,MRC1,MS4A1,MUC6,MYBPC1,MYH11,MYLK,MYO5B,MZB1,NARS,NCAM1,NDUFA4L2,NKG7,NOSTRIN,NPM3,OCIAD2,OPRPN,OXTR,PCLAF,PCOLCE,PDCD1,PDCD1LG2,PDE4A,PDGFRA,PDGFRB,PDK4,PECAM1,PELI1,PGR,PIGR,PIM1,PLD4,POLR2J3,POSTN,PPARG,PRDM1,PRF1,PTGDS,PTN,PTPRC,PTRHD1,QARS,RAB30,RAMP2,RAPGEF3,REXO4,RHOH,RORC,RTKN2,RUNX1,S100A14,S100A4,S100A8,SCD,SCGB2A1,SDC4,SEC11C,SEC24A,SELL,SERHL2,SERPINA3,SERPINB9,SFRP1,SFRP4,SH3YL1,SLAMF1,SLAMF7,SLC25A37,SLC4A1,SLC5A6,SMAP2,SMS,SNAI1,SOX17,SOX18,SPIB,SQLE,SRPK1,SSTR2,STC1,SVIL,TAC1,TACSTD2,TCEAL7,TCF15,TCF4,TCF7,TCIM,TCL1A,TENT5C,TFAP2A,THAP2,TIFA,TIGIT,TIMP4,TMEM147,TNFRSF17,TOMM7,TOP2A,TPD52,TPSAB1,TRAC,TRAF4,TRAPPC3,TRIB1,TUBA4A,TUBB2B,TYROBP,UCP1,USP53,VOPP1,VWF,WARS,ZEB1,ZEB2,ZNF562
15,25,10,17,2,1,0,6,0,1,2,0,0,0,0,0,42,0,1,3,3,0,6,1,11,0,4,0,0,1,5,1,0,4,5,0,8,3,0,2,1,50,6,0,0,2,0,0,0,0,0,1,2,0,17,5,0,0,0,0,0,2,1,0,12,2,0,29,13,0,0,0,6,0,1,0,0,0,0,0,3,0,0,0,0,25,0,6,6,0,15,0,0,0,1,4,1,2,4,4,10,12,0,2,0,0,0,4,2,11,0,23,31,133,1,2,3,3,0,27,0,1,0,22,5,6,11,36,1,0,1,54,0,5,0,0,1,0,0,0,3,4,1,0,1,0,3,6,0,0,0,0,0,1,2,8,4,1,0,2,1,0,0,1,2,1,0,0,1,1,61,60,0,14,1,0,0,0,0,0,0,1,0,43,1,15,5,1,14,0,3,22,0,0,11,1,3,0,9,0,2,0,1,0,11,0,16,0,0,0,2,1,4,0,0,0,0,0,0,2,4,8,3,1,4,0,0,2,0,18,49,1,0,1,0,1,6,2,17,1,1,2,0,4,4,5,32,30,1,0,75,0,2,4,2,0,21,15,4,1,0,12,2,0,1,0,3,3,11,1,0,0,0,5,3,0,0,5,0,52,0,0,3,0,12,0,11,2,1,2,0,0,9,0,15,1,7,0,0,2,3,2,2,1,1,0,8,4,2,3,0,5,10
5,14,17,26,0,0,0,14,0,1,0,0,0,0,6,1,51,1,0,0,7,0,10,1,6,0,1,0,1,0,0,2,0,5,9,1,11,0,0,22,1,69,6,0,0,1,0,0,9,0,0,0,0,5,1,0,0,0,0,0,1,1,17,2,22,2,1,35,24,0,7,0,10,0,3,0,0,1,2,0,0,0,0,0,0,31,2,1,2,0,5,0,1,0,0,6,0,4,3,6,25,17,2,0,0,0,0,0,4,3,4,12,81,161,1,0,5,4,0,24,1,1,0,5,1,0,13,67,0,0,0,62,0,0,0,0,1,0,0,1,5,9,5,2,0,0,0,3,2,2,0,4,0,0,4,6,3,0,0,6,1,4,4,0,19,11,1,0,6,0,65,59,2,9,0,0,1,0,0,1,0,0,0,5,2,18,1,3,19,0,1,42,0,0,0,2,0,0,0,0,0,0,0,16,17,1,25,0,0,0,2,0,5,0,3,4,0,0,0,0,0,0,3,8,3,0,0,1,0,28,2,0,0,0,0,3,1,5,6,0,2,6,0,11,4,2,9,34,7,0,123,1,4,5,6,0,12,15,4,9,0,7,0,0,2,0,2,0,14,0,0,0,0,10,7,0,0,4,0,84,0,0,1,2,8,0,25,11,1,0,0,1,3,0,33,13,24,0,0,8,9,3,7,3,1,0,6,7,3,5,2,1,9
9,6,23,10,1,0,0,6,0,0,2,0,0,1,2,0,42,0,1,0,1,1,4,0,11,2,2,1,0,0,0,0,0,0,3,0,18,12,0,7,0,44,5,0,1,9,0,0,1,0,0,0,0,1,1,7,1,0,0,0,0,1,14,0,11,0,1,23,9,1,2,0,6,0,0,0,1,0,0,0,1,0,0,0,0,34,0,4,1,0,21,0,2,1,2,4,0,0,0,8,18,22,1,0,0,1,0,2,5,5,2,12,43,166,1,0,7,4,0,27,1,1,2,3,1,1,11,28,0,0,0,19,0,2,0,0,10,0,0,1,7,13,0,1,0,1,1,1,1,2,0,0,3,0,5,6,2,0,2,3,0,2,1,0,21,6,0,0,3,0,70,34,0,10,2,0,1,0,0,0,0,0,0,26,1,12,2,1,12,0,2,22,0,3,3,0,1,0,0,0,0,0,1,19,10,0,15,0,0,0,4,1,3,0,7,3,0,0,0,1,5,0,2,0,1,0,1,0,0,29,3,0,1,0,0,6,6,1,8,4,0,1,0,5,1,1,10,27,3,1,103,0,1,9,7,0,18,4,1,8,3,5,2,0,2,0,7,3,17,0,0,0,0,7,3,0,0,3,0,48,0,0,0,0,13,0,8,5,1,3,2,0,9,0,19,8,15,0,0,6,6,3,3,0,0,0,4,6,1,2,3,2,5
11,3,31,19,0,0,0,9,0,1,1,0,1,0,4,1,96,0,1,0,0,1,11,0,7,1,2,0,2,0,1,0,0,0,0,0,18,0,0,0,0,78,9,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,21,0,1,50,44,1,3,0,11,0,0,0,0,0,0,0,1,0,0,0,0,44,0,0,7,0,1,0,0,0,0,4,0,2,0,3,25,15,0,2,0,0,0,4,2,12,1,14,79,209,2,0,12,6,0,57,0,0,0,0,0,0,18,84,0,0,5,96,1,0,0,0,0,0,0,1,2,1,0,3,0,2,0,0,0,2,0,0,0,0,5,4,2,0,0,3,0,0,2,0,0,2,0,1,1,0,87,91,0,8,0,0,1,0,0,0,0,0,0,3,0,19,4,0,19,1,2,60,0,0,0,2,0,0,0,0,0,0,1,1,18,0,22,0,0,0,0,1,9,0,2,5,0,0,1,0,0,0,3,0,4,0,0,1,1,40,2,2,1,0,0,0,1,0,12,1,0,3,0,4,1,2,15,34,1,0,187,0,3,4,10,0,17,45,4,0,1,9,0,0,1,0,8,2,11,0,0,0,0,9,6,0,1,3,0,104,0,0,0,0,15,0,18,5,2,0,0,2,13,0,37,12,23,0,0,6,11,4,3,1,0,0,11,7,0,6,0,2,10
21,20,23,30,0,0,0,21,0,1,1,1,0,0,4,1,143,0,1,0,1,0,27,0,10,0,10,0,3,0,2,1,0,5,4,1,20,1,0,2,0,133,10,0,3,2,0,0,1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,41,0,4,58,25,3,37,0,22,1,0,0,0,0,1,0,2,0,0,0,0,77,0,0,4,0,5,0,0,2,0,3,0,5,1,2,32,45,0,6,0,0,2,3,3,11,2,38,170,327,3,0,10,16,1,82,0,0,0,7,6,1,33,119,0,0,2,114,0,3,0,0,0,0,0,2,5,6,5,4,0,0,0,1,0,1,0,0,0,1,4,11,7,1,0,7,0,0,0,1,14,7,1,0,5,1,150,132,0,20,1,0,1,2,1,0,5,0,0,4,0,36,1,3,40,0,6,80,0,0,2,1,1,0,0,0,0,0,6,8,29,3,41,0,0,0,2,3,7,0,2,12,0,0,1,2,1,1,0,0,5,0,0,3,0,61,4,3,2,0,0,4,0,4,12,2,0,0,0,16,3,5,23,55,2,0,260,0,7,7,15,0,38,25,1,10,0,14,0,0,3,0,10,3,20,0,0,1,0,20,10,0,2,11,0,181,0,0,0,5,20,0,35,14,5,5,1,0,13,0,56,17,34,0,0,18,9,5,6,7,0,0,15,9,1,7,1,7,13
5,23,14,25,0,0,3,7,0,1,0,0,0,0,2,1,34,0,1,2,3,0,6,0,4,1,2,1,0,1,3,1,1,1,11,0,14,2,0,4,0,51,4,0,0,2,0,0,1,1,2,0,1,0,4,16,0,0,0,0,0,3,3,0,11,1,0,30,9,0,3,1,5,0,0,0,0,0,0,0,5,0,0,0,0,30,1,1,3,0,7,0,0,0,0,1,0,7,0,1,11,28,0,3,0,0,0,8,0,5,1,16,48,165,4,0,5,3,0,39,4,2,0,1,3,0,16,47,0,1,2,38,0,0,0,4,0,2,0,0,4,8,5,2,1,0,9,5,0,0,0,0,0,1,1,4,6,0,4,2,0,0,0,0,12,4,0,0,5,2,72,57,0,9,1,0,1,0,1,1,2,1,0,23,1,13,8,3,16,0,0,21,0,0,2,0,3,0,0,1,0,0,2,10,11,1,25,0,0,0,0,1,2,0,0,9,0,0,0,1,3,9,2,1,1,0,0,0,0,32,23,0,0,1,0,0,3,2,10,1,0,1,0,5,0,1,13,36,3,0,122,0,3,6,7,0,4,19,4,5,1,10,0,1,1,0,2,1,10,0,0,1,0,3,2,0,0,8,0,74,1,0,4,0,9,0,18,6,1,0,2,0,12,0,30,1,14,0,3,3,6,0,1,2,0,0,10,10,0,5,1,11,7
24,24,30,16,1,1,0,14,0,5,1,0,0,0,3,2,73,0,1,2,0,0,10,0,3,0,5,0,5,0,4,2,0,6,3,0,13,1,1,0,0,101,6,0,1,2,0,0,0,0,0,0,2,0,3,4,0,0,1,0,3,4,1,1,33,1,0,44,16,1,3,0,13,0,0,0,0,2,0,0,1,0,1,1,0,62,2,2,4,1,4,0,2,1,0,5,2,4,1,7,14,45,1,1,0,0,0,10,3,9,0,24,91,231,6,1,7,9,1,40,0,0,0,5,5,8,23,79,0,0,2,64,0,7,0,0,0,0,0,0,5,6,4,2,2,1,0,3,0,2,1,0,1,1,2,6,1,0,0,4,0,1,0,0,34,13,2,0,8,3,106,70,2,13,2,0,4,0,0,1,0,0,0,6,0,13,11,1,33,0,3,53,0,0,1,2,2,0,1,0,0,0,5,25,17,5,26,2,0,0,1,0,3,0,10,12,1,0,0,1,3,2,4,1,0,2,1,3,0,49,4,2,0,0,0,2,11,3,12,2,0,0,0,4,1,3,27,23,1,1,154,0,1,6,9,0,18,42,6,9,3,15,0,0,1,0,7,6,26,0,0,0,0,14,6,0,1,5,0,95,1,0,2,0,31,0,18,10,1,8,0,0,11,0,33,10,21,1,2,3,9,3,9,3,2,0,13,10,0,4,4,3,7
21,35,37,39,3,1,0,17,0,6,2,0,0,0,5,1,118,0,1,7,1,0,24,1,14,1,4,1,0,1,1,1,1,3,4,0,26,4,0,0,0,139,9,1,3,13,0,0,0,0,0,0,7,0,5,3,3,0,0,0,0,3,5,1,41,1,0,89,34,2,8,0,11,0,2,0,0,0,0,0,1,0,0,0,0,80,1,3,2,0,19,1,7,2,0,4,0,8,2,9,39,44,0,5,0,0,0,3,2,11,1,32,159,386,2,0,7,22,1,99,1,2,0,9,3,5,47,147,0,1,2,71,0,2,0,3,0,0,0,1,7,15,2,4,0,0,2,4,0,2,0,12,3,2,6,17,9,1,0,12,2,2,2,0,18,3,3,0,11,3,169,130,1,18,7,0,0,0,0,2,3,0,0,8,4,36,3,3,43,0,15,59,0,1,0,0,1,0,1,0,0,0,5,14,29,4,58,0,0,3,1,1,6,0,3,13,1,0,0,3,1,1,12,4,4,0,1,2,0,73,4,6,5,1,0,0,7,6,15,3,0,3,1,19,3,9,29,69,3,0,236,0,6,9,22,1,43,37,8,10,0,20,0,2,3,0,3,11,29,1,0,1,0,21,17,0,0,8,3,135,0,0,1,0,29,0,37,8,4,3,0,0,11,0,71,104,47,1,6,11,12,8,17,2,0,0,17,19,0,9,3,4,23
10,30,21,17,2,0,0,8,0,8,1,0,0,1,4,2,59,0,1,1,4,0,8,1,7,0,14,4,2,11,4,1,1,3,18,4,15,15,0,1,0,75,3,0,8,7,0,0,0,0,0,1,0,0,11,4,0,0,0,1,3,5,1,1,18,8,2,30,22,2,1,0,4,1,4,1,0,0,0,0,2,0,0,3,0,40,0,7,5,1,11,0,2,1,0,2,0,2,2,4,23,33,1,2,0,1,2,6,1,10,0,21,50,146,9,7,1,17,0,37,4,3,2,3,1,21,13,59,0,0,1,53,0,8,0,1,1,0,0,3,7,14,4,3,1,1,1,14,0,1,0,0,0,5,1,3,3,0,1,5,0,0,0,0,7,3,0,1,4,1,98,52,1,11,3,0,3,0,0,0,4,0,0,16,0,21,15,5,18,1,2,30,0,0,3,2,2,0,0,0,0,0,3,16,21,0,35,0,0,0,2,0,2,0,3,7,0,0,1,2,11,4,13,10,7,0,0,2,0,34,23,1,3,0,2,1,19,4,8,0,3,1,0,1,1,0,19,36,1,1,112,0,3,9,12,0,19,20,6,5,0,7,0,1,1,0,7,2,20,1,1,2,0,6,8,0,1,8,0,67,0,0,1,1,4,0,18,7,1,1,0,0,9,0,37,9,20,0,4,7,5,2,3,5,1,0,5,11,7,8,3,13,4
11,47,44,22,1,0,0,16,0,1,2,0,0,0,0,0,102,0,1,1,5,0,8,0,5,0,3,1,0,0,0,3,0,1,4,0,23,2,0,2,0,95,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,16,1,24,0,2,47,23,5,1,0,4,0,2,0,0,0,0,0,2,0,0,0,0,32,0,6,11,0,1,0,0,0,0,2,0,0,0,9,46,56,0,0,0,3,0,4,4,6,1,25,69,205,1,0,4,10,3,51,0,0,0,1,1,1,33,85,0,0,0,64,0,1,0,0,0,0,0,0,6,6,4,3,0,1,0,1,0,1,0,0,0,1,0,7,1,2,0,3,0,0,0,0,43,8,6,0,15,10,118,57,0,8,3,0,1,0,0,0,0,1,0,7,1,15,2,3,22,0,4,42,0,0,0,0,0,0,0,0,0,0,16,30,8,2,39,0,0,2,1,3,6,0,3,4,0,0,0,3,3,5,3,0,5,1,0,1,0,42,7,3,0,0,1,16,2,3,13,3,0,1,0,4,0,1,22,29,0,0,183,0,5,7,9,0,8,63,3,22,0,10,0,0,2,0,7,1,15,0,0,0,0,7,8,0,4,11,1,65,0,0,1,4,14,0,33,8,4,3,0,0,14,0,57,6,24,0,3,8,6,1,7,3,0,0,10,4,0,5,1,2,22
