ABCC11,ACTA2,ACTG2,ADAM9,ADGRE5,ADH1B,AGR3,AIF1,AKR1C1,AKR1C3,ALDH1A3,ANGPT2,ANKRD28,ANKRD29,ANKRD30A,APOBEC3B,APOC1,AQP1,AQP3,AR,AVPR1A,BACE2,BANK1,BASP1,BTNL9,C15orf48,C1QA,C1QC,C2orf42,C5orf46,C6orf132,CAV1,CAVIN2,CCDC6,CCDC80,CCL5,CCL8,CCND1,CCPG1,CCR7,CD14,CD163,CD19,CD1C,CD247,CD27,CD274,CD3D,CD3E,CD3G,CD4,CD68,CD69,CD79A,CD80,CD83,CD86,CD8A,CD8B,CD9,CD93,CDC42EP1,CDH1,CEACAM6,CEACAM8,CENPF,CLDN4,CLEC14A,CLEC9A,CLECL1,CRISPLD2,CTLA4,CTTN,CX3CR1,CXCL12,CXCL16,CXCR4,CYTIP,DAPK3,DERL3,DMKN,DNTTIP1,DPT,DSC2,DSP,DST,DUSP2,DUSP5,EDN1,EDNRB,EGFR,EIF4EBP1,ELF3,ENAH,EPCAM,ERBB2,ERN1,ESR1,FAM107B,FAM49A,FASN,FBLIM1,FBLN1,FCER1A,FCER1G,FCGR3A,FGL2,FLNB,FOXA1,FOXC2,FOXP3,FSTL3,GATA3,GJB2,GLIPR1,GNLY,GPR183,GZMA,GZMB,HAVCR2,HDC,HMGA1,HOOK2,HOXD8,HOXD9,IGF1,IGSF6,IL2RA,IL2RG,IL3RA,IL7R,ITGAM,ITGAX,ITM2C,JUP,KARS,KDR,KIT,KLF5,KLRB1,KLRC1,KLRD1,KLRF1,KRT14,KRT15,KRT16,KRT23,KRT5,KRT6B,KRT7,KRT8,LAG3,LARS,LDHB,LGALSL,LPL,LPXN,LRRC15,LTB,LUM,LY86,LYPD3,LYZ,MAP3K8,MDM2,MEDAG,MKI67,MLPH,MMP1,MMP12,MMP2,MMRN2,MNDA,MRC1,MS4A1,MYH11,MYLK,MYO5B,MZB1,NARS,NKG7,NOSTRIN,NPM3,OCIAD2,OXTR,PCLAF,PCOLCE,PDCD1LG2,PDE4A,PDGFRA,PDGFRB,PDK4,PECAM1,PELI1,PIM1,POLR2J3,POSTN,PPARG,PRDM1,PRF1,PTGDS,PTN,PTPRC,PTRHD1,QARS,RAB30,RAMP2,RAPGEF3,RHOH,RORC,RTKN2,RUNX1,S100A14,S100A4,SCD,SDC4,SEC11C,SEC24A,SELL,SERHL2,SERPINA3,SERPINB9,SFRP1,SFRP4,SH3YL1,SLAMF1,SLAMF7,SLC25A37,SLC5A6,SMAP2,SMS,SOX17,SPIB,SQLE,SRPK1,STC1,SVIL,TACSTD2,TCEAL7,TCF4,TCF7,TCIM,TENT5C,TFAP2A,THAP2,TIFA,TIGIT,TMEM147,TNFRSF17,TOMM7,TOP2A,TPD52,TPSAB1,TRAC,TRAF4,TRAPPC3,TRIB1,TUBA4A,TUBB2B,TYROBP,USP53,VOPP1,VWF,WARS,ZEB1,ZEB2,ZNF562
2,54,30,17,10,1,12,31,2,2,5,0,6,0,27,4,7,10,4,7,1,10,1,33,2,1,15,15,1,2,2,6,0,20,43,10,1,58,23,4,14,35,5,2,4,4,0,6,27,6,45,37,8,2,3,7,11,15,10,13,6,1,33,29,0,6,11,1,6,0,17,5,22,2,57,12,41,18,2,6,3,7,0,7,21,21,1,4,0,2,6,3,2,28,24,132,19,5,25,9,13,8,18,1,68,3,31,23,33,2,3,3,25,9,14,0,16,10,3,15,11,6,5,5,1,11,35,2,15,3,33,12,27,24,5,16,2,1,4,12,2,5,1,6,3,7,2,4,10,40,27,2,14,16,2,4,17,5,8,199,4,9,121,7,30,1,0,18,9,7,24,1,9,17,0,3,23,4,11,26,0,4,2,4,0,8,6,0,7,32,52,23,9,4,10,68,172,7,22,1,23,2,50,2,14,7,1,1,5,0,3,60,10,36,77,6,16,16,9,4,64,20,5,23,4,4,16,3,4,11,14,0,0,9,4,2,21,50,0,10,4,25,48,2,6,3,4,22,4,64,6,28,15,27,3,18,3,7,3,4,7,25,7,22,16,40,8
2,51,46,24,12,1,48,27,3,2,1,3,11,3,79,5,14,36,3,28,0,15,1,31,4,7,16,11,3,0,8,27,0,32,56,48,0,213,32,2,8,22,2,17,5,4,3,6,37,5,62,24,17,0,1,6,5,28,11,38,3,2,55,79,2,6,26,0,2,0,32,3,60,1,66,9,49,20,3,0,6,11,10,14,37,31,4,6,0,3,13,5,14,44,80,403,11,28,46,4,49,7,14,1,30,5,25,47,127,1,2,3,102,14,15,2,23,18,4,8,8,14,4,8,0,14,16,2,20,3,36,4,11,18,10,8,0,0,14,27,2,8,1,7,2,0,1,2,0,129,74,3,26,17,3,2,14,10,8,262,0,26,71,16,37,1,2,61,5,0,32,0,21,16,3,2,19,27,2,65,4,3,0,7,0,6,1,4,12,44,41,36,11,10,13,83,202,3,22,10,27,5,48,4,22,3,2,1,13,3,8,65,21,27,194,3,9,19,13,15,171,33,3,42,8,10,6,2,9,14,24,0,1,15,12,9,36,152,1,24,5,49,33,17,8,5,3,42,2,82,13,33,3,37,12,19,24,16,2,4,5,28,4,20,10,45,17
3,34,44,16,11,1,16,39,0,2,6,1,7,1,26,3,13,17,2,13,0,4,2,20,1,5,13,10,2,5,4,0,1,26,32,13,0,118,17,4,5,21,0,3,3,3,2,9,18,2,39,35,10,1,2,6,11,13,11,17,7,4,44,52,1,1,6,2,0,0,10,0,37,2,52,2,57,26,3,1,4,7,4,14,34,22,0,2,0,4,6,5,9,35,50,279,11,7,22,3,26,2,11,4,31,8,53,30,79,0,0,2,66,1,24,1,25,9,1,17,10,10,5,9,2,21,33,0,17,0,21,11,18,14,3,3,3,0,2,13,4,2,1,16,0,1,1,5,7,100,44,1,24,18,2,0,17,10,7,125,2,23,105,9,45,2,2,25,8,11,19,0,27,13,0,5,18,11,3,38,1,0,3,3,0,13,1,3,3,15,5,23,15,2,5,50,74,3,12,0,23,4,54,5,15,5,0,0,10,0,2,36,14,22,83,5,13,16,2,1,82,19,2,10,4,5,9,5,6,16,23,0,1,5,6,4,37,59,2,4,2,10,14,9,2,4,1,17,1,63,18,33,2,32,10,18,15,13,1,3,6,27,0,20,12,23,9
4,59,56,21,16,4,32,25,2,0,3,5,5,3,75,4,8,20,1,25,0,9,5,48,0,2,6,12,7,0,5,19,2,34,62,37,4,221,26,5,8,19,1,2,10,3,3,10,58,10,52,41,25,9,1,3,15,26,14,29,10,3,66,66,0,0,17,6,1,2,24,11,57,1,80,13,68,25,3,3,1,7,16,20,36,27,3,8,0,2,4,2,13,42,77,379,20,12,42,7,42,9,13,3,37,8,42,50,121,4,0,5,101,7,21,3,28,15,4,3,13,16,3,6,1,14,29,2,20,5,51,3,8,30,10,9,2,1,7,13,14,10,1,8,1,0,1,0,4,106,74,2,32,23,8,4,18,10,6,293,0,32,113,11,42,1,3,53,5,2,61,0,10,8,10,14,15,19,6,69,6,3,2,12,0,7,3,4,14,56,35,25,16,5,12,109,206,8,30,1,46,5,86,7,27,7,1,2,12,1,8,67,22,37,149,4,8,23,11,10,80,31,3,10,6,6,16,6,9,13,21,1,3,18,18,6,44,122,1,27,10,42,34,7,9,9,7,26,5,84,5,32,8,52,15,25,5,15,1,3,8,24,3,34,15,67,12
2,53,39,20,11,2,17,18,2,2,2,3,9,3,26,1,14,36,4,18,2,11,3,33,4,2,11,14,3,2,3,14,1,29,81,30,2,123,29,4,7,25,1,4,8,3,4,9,21,13,43,41,20,5,0,2,14,17,7,25,4,2,38,51,1,9,9,5,0,2,13,2,24,5,65,19,42,16,0,0,3,4,11,8,24,50,9,13,0,5,10,2,7,30,33,180,11,10,30,2,33,11,9,3,38,8,31,38,58,6,1,6,46,7,17,0,17,18,4,17,11,12,3,10,2,15,17,1,21,6,63,3,15,33,7,6,5,0,10,19,3,6,2,18,9,5,2,7,11,68,50,2,18,22,2,2,21,14,8,230,2,10,94,7,44,0,4,16,3,3,36,1,19,10,1,11,21,13,6,44,2,2,1,6,3,4,3,2,6,47,35,47,13,12,12,77,155,7,13,1,43,3,45,4,17,5,3,0,11,4,6,39,8,41,58,2,19,14,12,15,62,22,4,26,6,6,24,7,5,16,23,1,6,9,21,2,34,77,2,12,5,25,32,7,2,6,2,10,3,66,16,22,3,24,5,21,16,14,1,5,10,25,3,36,12,49,18
0,69,44,15,8,0,4,25,1,0,3,1,3,2,13,6,7,20,2,3,1,4,5,33,1,1,11,18,2,2,1,10,1,8,33,28,0,58,22,5,12,12,0,7,8,3,1,17,27,3,38,30,11,2,3,5,10,25,11,8,10,0,4,9,0,6,3,3,13,0,20,2,18,3,75,11,50,18,1,3,2,9,7,2,9,37,0,3,0,10,7,3,0,16,6,73,10,2,29,3,13,7,16,3,20,8,43,10,20,3,0,5,18,6,20,3,23,11,2,21,9,11,2,7,1,7,17,2,22,4,17,8,9,18,5,4,1,1,3,12,8,10,1,12,1,5,0,6,5,26,11,3,19,21,8,1,11,7,1,180,2,4,107,10,33,2,4,9,1,0,31,2,14,10,2,9,23,1,11,26,3,1,2,3,1,5,2,1,9,32,41,23,25,0,13,72,184,5,20,0,30,5,57,4,16,6,1,0,8,0,9,50,5,35,47,4,11,11,6,5,34,17,2,13,8,8,19,2,7,19,10,0,3,7,12,1,30,10,1,12,12,10,21,2,3,8,1,12,4,68,6,22,6,29,2,24,9,13,1,4,9,29,3,26,14,47,3
3,47,56,24,24,2,23,21,3,1,3,4,2,7,47,3,14,24,5,15,0,12,5,33,1,1,9,24,1,0,0,15,0,24,30,21,5,139,23,1,12,24,0,4,5,6,3,2,37,1,37,24,23,0,0,1,7,27,3,19,6,5,33,52,0,4,13,3,9,1,13,2,42,2,55,11,39,9,1,3,1,9,6,7,26,15,3,6,1,6,9,3,4,34,55,218,11,17,35,3,19,6,5,7,27,7,35,24,89,2,1,4,70,11,13,4,16,9,6,23,8,12,1,6,1,11,20,3,20,1,44,5,25,10,7,4,6,5,9,5,7,1,4,2,4,2,1,2,2,69,69,2,21,16,4,2,16,4,6,147,1,10,85,11,37,1,8,22,3,7,37,2,17,7,6,5,19,13,2,37,1,0,3,7,3,15,1,3,6,8,31,15,17,2,13,81,116,3,19,2,16,2,63,7,15,5,5,1,8,0,1,40,12,33,103,3,8,13,13,12,67,19,4,8,9,11,16,3,6,25,23,1,4,8,13,3,28,77,1,11,6,15,18,3,2,7,1,20,1,55,9,23,3,25,6,5,11,12,0,3,9,25,4,23,19,35,18
3,65,27,21,16,0,8,29,0,1,5,3,5,3,31,2,23,28,3,12,4,11,4,32,1,5,8,11,1,2,2,21,0,21,72,23,1,118,29,2,9,32,1,2,4,3,2,4,29,11,38,50,16,2,2,6,5,12,9,15,8,3,27,28,0,1,8,2,2,3,34,12,52,3,88,9,48,22,3,4,1,9,10,11,16,30,7,11,0,6,15,2,5,34,32,164,13,3,34,2,10,19,13,5,27,10,26,22,50,6,0,7,32,10,15,0,15,8,2,12,12,8,3,5,1,25,15,5,13,4,24,1,7,21,5,6,1,0,6,18,12,5,0,5,4,1,1,1,3,47,30,1,25,18,0,0,11,19,5,324,2,9,81,6,53,6,0,22,1,2,56,0,10,10,6,6,27,4,2,43,1,3,1,3,3,4,3,2,8,47,78,49,10,5,7,69,274,8,22,3,57,3,37,2,19,5,1,0,8,0,7,77,9,40,40,6,16,14,5,13,53,16,3,27,6,7,11,2,6,19,13,0,0,11,16,0,46,61,4,18,6,37,27,6,4,3,1,19,3,78,4,10,7,25,10,17,6,13,0,3,9,27,2,28,16,54,10
1,103,54,11,9,3,27,30,6,3,10,3,5,5,37,4,20,27,1,19,4,17,1,44,2,6,19,18,4,6,6,20,0,27,56,33,6,157,15,1,14,22,0,4,6,4,3,3,38,9,29,46,6,1,2,1,15,39,17,22,21,4,26,61,1,3,13,11,4,0,18,3,49,4,66,13,27,14,5,3,4,4,10,11,31,39,1,10,1,4,7,3,13,33,39,283,16,13,38,5,36,8,16,1,29,18,45,30,75,4,3,4,78,17,24,0,13,15,5,9,5,11,3,10,1,15,21,5,12,1,25,4,5,13,10,10,10,2,5,12,2,0,2,12,1,4,5,5,5,87,48,5,32,26,4,9,11,17,6,277,2,11,119,6,46,1,7,29,1,1,58,2,11,1,4,9,33,12,5,30,2,1,1,10,0,8,6,6,13,43,50,39,20,3,11,58,280,11,10,2,34,8,53,5,21,7,5,0,3,1,5,54,7,43,117,3,12,14,4,7,118,23,8,28,7,3,2,1,6,12,17,1,5,15,17,3,30,48,2,22,4,33,24,8,1,8,3,30,1,83,3,19,2,38,13,18,6,16,3,1,15,26,22,20,33,43,12
5,84,51,20,16,1,15,36,3,0,5,1,6,2,17,4,6,16,1,5,0,8,1,55,1,5,13,11,2,1,1,11,1,16,105,31,0,84,30,6,9,11,1,9,11,7,4,12,46,10,55,33,14,2,0,4,14,31,9,12,14,6,15,8,0,3,6,5,1,1,26,1,25,3,110,10,73,36,1,8,2,5,8,3,7,34,0,9,0,4,12,3,6,21,11,96,30,4,41,9,13,5,26,3,32,8,54,27,25,3,1,5,45,11,21,2,30,8,5,11,12,16,3,9,3,13,26,2,37,1,59,6,21,59,6,7,2,1,3,6,4,4,0,5,7,1,2,2,3,33,23,3,22,39,1,1,13,11,6,294,4,9,106,15,38,1,2,17,3,0,45,2,14,12,0,1,14,5,51,27,1,1,1,6,0,5,4,2,11,57,54,11,25,4,15,72,179,2,30,4,38,2,58,1,15,4,0,0,6,1,7,45,4,35,42,7,31,18,16,5,54,29,7,53,4,10,62,3,2,33,19,1,5,7,16,2,28,30,0,21,3,15,48,5,7,15,3,21,13,81,13,33,7,46,3,9,14,23,2,2,9,45,2,33,17,49,16
