ABCC11,ACTA2,ACTG2,ADAM9,ADGRE5,ADH1B,AGR3,AIF1,AKR1C1,AKR1C3,ALDH1A3,ANGPT2,ANKRD28,ANKRD29,ANKRD30A,APOBEC3B,APOC1,AQP1,AQP3,AR,AVPR1A,BACE2,BANK1,BASP1,BTNL9,C15orf48,C1QA,C1QC,C2orf42,C5orf46,C6orf132,CAV1,CAVIN2,CCDC6,CCDC80,CCL5,CCL8,CCND1,CCPG1,CCR7,CD14,CD163,CD19,CD1C,CD247,CD27,CD274,CD3D,CD3E,CD3G,CD4,CD68,CD69,CD79A,CD80,CD83,CD86,CD8A,CD8B,CD9,CD93,CDC42EP1,CDH1,CEACAM6,CEACAM8,CENPF,CLDN4,CLEC14A,CLEC9A,CLECL1,CRISPLD2,CTLA4,CTTN,CX3CR1,CXCL12,CXCL16,CXCR4,CYTIP,DAPK3,DERL3,DMKN,DNTTIP1,DPT,DSC2,DSP,DST,DUSP2,DUSP5,EDN1,EDNRB,EGFR,EIF4EBP1,ELF3,ENAH,EPCAM,ERBB2,ERN1,ESR1,FAM107B,FAM49A,FASN,FBLIM1,FBLN1,FCER1A,FCER1G,FCGR3A,FGL2,FLNB,FOXA1,FOXC2,FOXP3,FSTL3,GATA3,GJB2,GLIPR1,GNLY,GPR183,GZMA,GZMB,HAVCR2,HDC,HMGA1,HOOK2,HOXD8,HOXD9,IGF1,IGSF6,IL2RA,IL2RG,IL3RA,IL7R,ITGAM,ITGAX,ITM2C,JUP,KARS,KDR,KIT,KLF5,KLRB1,KLRC1,KLRD1,KLRF1,KRT14,KRT15,KRT16,KRT23,KRT5,KRT6B,KRT7,KRT8,LAG3,LARS,LDHB,LGALSL,LPL,LPXN,LRRC15,LTB,LUM,LY86,LYPD3,LYZ,MAP3K8,MDM2,MEDAG,MKI67,MLPH,MMP1,MMP12,MMP2,MMRN2,MNDA,MRC1,MS4A1,MYH11,MYLK,MYO5B,MZB1,NARS,NKG7,NOSTRIN,NPM3,OCIAD2,OXTR,PCLAF,PCOLCE,PDCD1LG2,PDE4A,PDGFRA,PDGFRB,PDK4,PECAM1,PELI1,PIM1,POLR2J3,POSTN,PPARG,PRDM1,PRF1,PTGDS,PTN,PTPRC,PTRHD1,QARS,RAB30,RAMP2,RAPGEF3,RHOH,RORC,RTKN2,RUNX1,S100A14,S100A4,SCD,SDC4,SEC11C,SEC24A,SELL,SERHL2,SERPINA3,SERPINB9,SFRP1,SFRP4,SH3YL1,SLAMF1,SLAMF7,SLC25A37,SLC5A6,SMAP2,SMS,SOX17,SPIB,SQLE,SRPK1,STC1,SVIL,TACSTD2,TCEAL7,TCF4,TCF7,TCIM,TENT5C,TFAP2A,THAP2,TIFA,TIGIT,TMEM147,TNFRSF17,TOMM7,TOP2A,TPD52,TPSAB1,TRAC,TRAF4,TRAPPC3,TRIB1,TUBA4A,TUBB2B,TYROBP,USP53,VOPP1,VWF,WARS,ZEB1,ZEB2,ZNF562
0,16,19,2,5,0,14,9,0,0,1,4,4,1,20,2,5,6,0,4,1,1,5,17,0,3,6,7,2,1,0,5,0,17,13,17,0,62,11,2,0,10,0,5,3,3,0,8,24,5,36,20,5,7,0,6,5,19,1,5,6,0,15,13,0,3,2,2,4,2,4,3,17,2,28,5,40,7,0,6,1,1,0,4,14,14,1,2,2,1,3,0,1,18,10,93,10,5,14,0,9,6,6,0,24,7,18,11,31,1,0,4,31,10,9,0,11,13,5,10,5,4,3,3,2,3,9,2,16,1,18,2,10,23,0,7,0,0,1,4,2,7,0,1,0,0,0,0,3,22,31,1,13,12,0,0,10,2,2,31,1,4,58,5,20,0,2,24,1,28,6,0,9,12,0,0,4,3,6,14,2,2,1,1,1,6,0,1,4,6,9,11,8,5,8,32,22,3,11,2,12,2,32,3,9,4,6,1,7,2,0,9,1,6,57,2,12,7,4,1,45,8,0,2,1,3,20,0,3,21,8,2,1,6,4,1,7,28,0,4,1,14,31,3,5,3,0,11,3,51,7,18,0,11,3,9,3,7,1,5,1,13,3,16,3,25,9
0,44,12,6,9,1,1,11,1,0,7,1,3,6,0,1,4,22,3,1,0,1,1,10,9,0,3,0,0,0,0,18,1,6,27,6,2,18,14,1,1,4,0,9,1,6,0,9,9,3,7,11,4,7,0,2,5,5,3,0,4,0,0,2,0,0,1,6,1,1,13,0,11,0,59,4,47,13,0,1,1,5,1,2,2,8,0,10,1,4,0,0,2,4,0,21,10,1,12,3,0,1,7,1,9,4,28,8,4,0,0,5,8,2,11,0,6,4,1,3,4,5,3,4,5,12,5,1,11,0,26,4,11,24,2,3,3,3,0,8,1,3,0,1,0,1,0,0,0,5,1,0,9,15,4,1,8,3,2,77,5,1,55,10,14,2,0,0,1,0,14,3,9,1,1,4,8,1,17,13,2,4,1,0,0,3,2,3,3,19,6,13,21,6,4,35,76,1,14,1,4,2,21,2,4,12,4,3,6,0,0,27,4,16,4,0,16,14,3,2,10,8,3,7,3,0,28,1,3,12,5,0,0,6,6,0,17,1,0,17,4,8,23,0,2,4,0,11,5,29,0,17,3,18,0,9,3,1,1,4,2,17,6,15,6,35,5
0,50,66,14,5,1,18,6,1,0,3,0,4,5,39,4,2,23,5,7,2,16,0,18,8,0,3,2,0,5,2,15,2,18,22,25,2,140,11,5,6,7,3,1,5,12,2,6,38,4,19,22,11,2,0,0,3,22,7,17,32,3,24,23,1,2,8,11,2,1,5,8,40,1,21,12,55,18,3,9,5,5,2,21,42,52,1,5,1,0,17,2,4,25,30,175,13,4,17,1,21,4,4,1,13,3,13,32,50,9,2,0,61,4,15,0,6,14,7,2,4,7,2,6,6,4,8,3,22,5,34,1,5,48,9,6,2,3,6,11,7,9,1,41,18,10,5,18,25,105,51,1,23,15,6,2,8,4,5,91,1,5,32,5,21,1,4,23,8,0,17,4,2,1,21,10,61,11,17,30,0,1,0,4,0,5,1,5,7,7,13,14,24,6,11,72,57,11,25,1,18,11,34,3,8,6,2,1,7,1,3,43,20,23,65,3,21,17,7,0,75,15,12,5,3,17,22,4,6,11,15,0,1,8,6,2,12,83,1,6,3,8,48,3,4,5,0,11,7,50,9,30,0,35,8,13,11,14,3,1,11,22,18,25,7,13,14
9,104,96,25,3,2,63,4,4,1,1,5,8,3,119,0,5,12,2,41,1,14,3,35,0,3,1,3,2,7,9,19,0,54,20,11,0,360,15,2,1,7,0,2,10,3,0,1,19,5,15,11,8,0,0,4,4,11,4,62,4,3,100,124,1,9,31,3,0,0,8,1,72,0,43,17,20,5,1,0,8,6,1,24,67,84,7,6,2,1,16,5,19,65,148,555,11,34,25,1,65,3,4,1,21,8,24,61,188,5,0,4,143,2,11,0,9,8,2,4,21,22,4,5,1,12,10,1,13,4,19,6,4,6,16,11,3,4,13,3,5,1,1,49,15,7,4,29,19,224,156,2,32,11,5,2,10,5,3,90,0,53,33,8,67,0,3,104,3,10,18,1,8,2,1,17,89,43,2,73,0,6,0,12,3,19,1,1,6,22,11,12,9,8,6,90,69,4,9,1,20,6,21,8,29,5,2,0,11,4,20,59,44,16,234,2,10,31,2,25,214,20,5,8,11,4,4,7,16,11,38,0,0,17,25,6,36,238,2,17,5,42,71,16,5,7,2,45,0,72,8,53,2,16,37,25,14,16,6,1,17,21,6,31,19,22,25
7,57,66,25,0,1,29,5,2,0,0,3,4,1,89,0,6,11,1,25,0,7,5,29,0,1,0,0,0,6,5,8,1,25,2,3,1,283,6,0,4,0,0,1,0,1,2,0,4,2,16,1,0,0,0,1,2,2,0,49,1,4,83,105,1,6,18,2,0,1,7,0,46,4,4,9,26,8,6,1,6,8,1,17,73,40,1,8,0,0,9,3,31,36,127,437,5,22,24,0,42,3,0,5,16,1,5,59,162,1,0,6,111,4,2,2,7,0,3,4,8,18,2,12,0,0,1,1,5,19,7,0,3,12,15,8,1,0,13,0,1,2,1,24,13,7,5,14,8,212,155,0,30,10,4,2,8,2,0,38,0,28,22,9,49,0,11,91,6,0,2,0,4,1,1,3,35,24,6,57,0,3,0,0,3,13,0,0,5,3,6,5,3,5,5,63,31,4,3,0,2,7,9,3,19,5,2,2,9,2,8,48,21,1,124,9,7,18,10,22,175,21,4,0,6,2,1,4,14,8,28,3,0,16,16,6,22,252,0,11,3,25,49,15,3,4,0,40,1,56,6,44,0,3,30,13,9,7,5,3,20,13,0,13,9,7,25
13,70,48,12,7,0,27,8,1,1,0,4,13,5,48,1,1,21,3,20,3,12,3,22,2,2,8,4,2,3,7,11,2,25,21,21,1,166,19,1,1,5,3,15,3,9,0,5,16,2,10,7,4,0,0,1,2,13,2,33,13,2,65,49,1,17,19,9,0,1,14,2,51,1,24,11,24,9,6,3,5,6,2,35,49,63,3,5,12,1,17,3,14,36,73,316,7,16,21,2,46,4,8,0,9,3,8,58,98,9,1,7,103,10,9,1,12,4,1,5,15,8,2,11,5,6,4,1,14,2,15,4,5,7,13,8,9,0,10,7,4,2,1,22,20,2,5,22,18,111,63,3,27,12,1,2,4,1,5,86,3,13,31,4,51,0,3,72,4,1,18,9,6,4,4,10,54,17,13,42,1,3,2,8,2,25,1,0,9,14,16,12,23,7,9,76,84,2,6,1,25,8,27,2,10,4,8,3,8,4,2,60,22,18,130,3,16,16,1,8,117,26,15,8,11,2,9,12,6,9,21,6,5,13,17,4,23,112,3,16,5,8,39,13,8,8,0,28,3,68,30,31,4,12,8,16,5,27,3,2,17,23,11,20,16,16,14
4,32,29,14,6,1,12,11,0,0,3,3,6,0,19,2,3,21,7,9,0,7,2,21,0,2,4,6,1,5,6,12,0,18,42,20,0,89,17,7,4,13,2,1,13,11,3,10,32,9,21,16,14,2,1,7,4,19,5,22,3,0,28,18,0,3,7,9,1,0,11,9,18,3,71,10,42,20,0,0,0,8,4,4,21,27,5,11,7,3,6,2,5,16,30,167,8,5,20,4,15,12,12,2,15,6,20,27,34,1,1,1,40,2,17,0,18,7,1,1,6,5,1,5,0,6,4,3,28,3,56,1,7,37,7,6,4,4,3,5,11,3,0,3,40,11,8,4,13,93,31,3,15,10,13,2,9,3,4,162,0,10,35,5,26,0,1,17,5,0,29,1,2,1,2,3,9,7,16,35,3,1,0,3,0,5,0,0,4,35,21,16,15,4,13,55,119,1,21,5,37,0,46,2,12,5,3,0,11,2,2,32,9,28,57,4,19,10,13,4,73,12,10,14,4,6,22,1,1,15,12,2,0,13,9,2,15,73,1,13,7,13,33,3,1,4,4,18,3,57,10,21,2,36,7,15,10,15,1,1,11,21,3,18,15,21,7
3,66,58,6,5,1,17,7,1,1,3,3,5,1,26,0,2,29,0,6,0,6,2,16,2,0,6,11,0,1,2,18,1,14,15,7,0,72,11,5,0,12,2,0,4,6,0,3,10,1,12,8,4,3,0,0,1,7,2,6,5,0,18,9,0,2,3,5,0,1,3,7,21,1,25,4,18,6,4,0,2,4,0,3,19,42,3,4,2,2,5,1,5,13,20,102,2,4,15,0,13,8,8,2,3,4,20,13,32,3,1,2,45,6,8,0,7,7,10,6,8,4,1,5,1,6,13,1,11,1,18,1,10,19,4,6,4,0,3,13,0,0,1,29,9,1,0,21,4,54,28,0,6,6,0,2,10,3,2,53,0,2,35,6,15,6,3,10,0,4,16,4,7,6,0,14,35,10,7,20,0,2,2,3,4,12,0,3,2,11,11,7,7,6,4,33,64,3,7,0,8,8,16,0,8,2,3,1,5,2,1,51,11,12,43,3,10,10,5,2,27,12,7,3,3,2,16,5,3,7,11,0,1,2,3,0,15,22,1,7,1,10,15,2,1,4,1,6,2,30,0,14,1,9,2,5,9,7,3,0,10,13,5,18,18,33,1
1,66,47,10,3,2,15,18,1,2,6,0,0,2,34,4,4,12,6,4,0,4,4,27,3,1,4,10,2,3,3,5,2,22,21,9,1,89,6,7,2,10,3,3,4,12,2,10,22,1,33,18,3,2,2,1,8,6,4,16,3,2,16,29,0,5,12,3,0,4,7,3,23,1,10,4,44,13,0,1,0,6,2,12,18,48,2,7,0,1,10,1,11,29,37,156,12,10,21,3,22,6,7,1,11,7,23,12,44,2,0,1,42,6,16,0,10,8,5,3,12,8,5,3,0,5,12,1,15,2,32,2,7,14,8,5,1,2,8,11,0,0,2,31,3,4,1,16,15,87,43,0,14,10,3,1,5,3,5,83,3,3,38,8,18,0,1,20,9,0,12,1,3,4,2,5,71,11,3,29,1,2,1,8,0,5,0,2,7,10,15,13,3,4,13,51,68,4,9,3,14,7,36,2,17,6,0,0,9,3,6,27,7,21,56,2,11,12,12,1,109,16,4,5,7,2,16,3,5,15,14,1,0,16,10,5,10,47,1,3,4,7,25,5,5,5,3,19,3,38,2,15,2,30,12,15,13,8,4,1,7,26,7,21,12,29,9
5,66,51,15,10,3,30,10,3,1,4,7,5,3,66,0,23,25,0,23,1,10,1,31,3,1,4,2,0,6,9,23,3,22,12,12,1,256,16,3,2,3,3,3,4,4,3,8,20,4,11,14,7,2,2,5,7,7,6,37,2,7,70,75,1,29,21,5,0,2,5,2,63,2,23,7,21,9,1,1,7,4,1,30,50,73,0,9,0,0,12,5,18,40,79,434,18,22,24,2,63,6,5,3,21,0,15,54,147,7,0,4,132,11,12,0,6,7,4,8,12,19,4,3,2,4,10,1,11,2,29,1,8,9,22,6,3,1,15,2,3,2,0,28,6,14,7,17,18,175,103,0,34,4,1,2,11,1,5,48,0,23,37,8,56,3,11,58,0,6,14,2,3,2,2,3,45,29,4,63,0,1,1,9,2,15,2,1,4,10,14,7,13,3,7,71,71,3,13,1,7,4,23,8,22,9,0,2,11,5,15,71,11,12,171,5,10,32,6,7,151,12,11,2,15,3,5,11,12,5,32,4,3,11,22,4,21,166,1,10,3,21,31,6,2,9,2,34,0,59,30,41,6,23,12,25,3,15,4,3,15,27,3,22,16,21,13
2,65,52,24,9,3,39,25,0,1,1,2,9,3,110,4,15,17,2,18,0,6,0,31,4,1,9,19,2,3,3,22,0,32,21,22,1,212,17,2,9,18,0,1,7,1,2,4,19,2,28,26,11,4,0,3,5,10,3,52,2,2,68,61,3,10,23,3,0,1,6,1,51,3,42,14,37,16,5,0,13,8,1,31,61,47,2,14,1,2,14,1,8,39,97,372,12,24,19,6,43,7,5,3,60,11,35,36,168,1,0,5,99,7,12,0,10,6,2,14,12,18,3,12,1,5,13,1,11,1,13,3,25,18,11,3,3,1,7,10,0,3,0,21,17,3,4,7,12,151,101,0,25,19,4,2,8,3,3,103,1,22,74,8,53,1,14,56,3,0,15,1,13,8,0,9,63,17,10,74,4,2,1,8,5,9,5,3,6,8,26,36,5,7,5,64,92,3,8,2,11,4,33,9,26,8,0,0,15,2,6,40,17,28,138,7,15,18,7,13,119,14,5,7,5,5,12,5,8,11,24,1,1,13,16,3,21,140,0,4,1,36,57,7,0,7,1,21,0,80,14,40,0,25,19,17,12,16,7,8,12,40,0,19,11,39,25
