ABCC11,ACTA2,ACTG2,ADAM9,ADGRE5,ADH1B,ADIPOQ,AGR3,AHSP,AIF1,AKR1C1,AKR1C3,ALDH1A3,ANGPT2,ANKRD28,ANKRD29,ANKRD30A,APOBEC3A,APOBEC3B,APOC1,AQP1,AQP3,AR,AVPR1A,BACE2,BANK1,BASP1,BTNL9,C15orf48,C1QA,C1QC,C2orf42,C5orf46,C6orf132,CAV1,CAVIN2,CCDC6,CCDC80,CCL20,CCL5,CCL8,CCND1,CCPG1,CCR7,CD14,CD163,CD19,CD1C,CD247,CD27,CD274,CD3D,CD3E,CD3G,CD4,CD68,CD69,CD79A,CD79B,CD80,CD83,CD86,CD8A,CD8B,CD9,CD93,CDC42EP1,CDH1,CEACAM6,CEACAM8,CENPF,CLCA2,CLDN4,CLDN5,CLEC14A,CLEC9A,CLECL1,CLIC6,CPA3,CRHBP,CRISPLD2,CSF3,CTH,CTLA4,CTSG,CTTN,CX3CR1,CXCL12,CXCL16,CXCL5,CXCR4,CYP1A1,CYTIP,DAPK3,DERL3,DMKN,DNAAF1,DNTTIP1,DPT,DSC2,DSP,DST,DUSP2,DUSP5,EDN1,EDNRB,EGFL7,EGFR,EIF4EBP1,ELF3,ELF5,ENAH,EPCAM,ERBB2,ERN1,ESM1,ESR1,FAM107B,FAM49A,FASN,FBLIM1,FBLN1,FCER1A,FCER1G,FCGR3A,FGL2,FLNB,FOXA1,FOXC2,FOXP3,FSTL3,GATA3,GJB2,GLIPR1,GNLY,GPR183,GZMA,GZMB,GZMK,HAVCR2,HDC,HMGA1,HOOK2,HOXD8,HOXD9,HPX,IGF1,IGSF6,IL2RA,IL2RG,IL3RA,IL7R,ITGAM,ITGAX,ITM2C,JUP,KARS,KDR,KIT,KLF5,KLRB1,KLRC1,KLRD1,KLRF1,KRT14,KRT15,KRT16,KRT23,KRT5,KRT6B,KRT7,KRT8,LAG3,LARS,LDHB,LEP,LGALSL,LIF,LILRA4,LPL,LPXN,LRRC15,LTB,LUM,LY86,LYPD3,LYZ,MAP3K8,MDM2,MEDAG,MKI67,MLPH,MMP1,MMP12,MMP2,MMRN2,MNDA,MPO,MRC1,MS4A1,MUC6,MYBPC1,MYH11,MYLK,MYO5B,MZB1,NARS,NCAM1,NDUFA4L2,NKG7,NOSTRIN,NPM3,OCIAD2,OPRPN,OXTR,PCLAF,PCOLCE,PDCD1,PDCD1LG2,PDE4A,PDGFRA,PDGFRB,PDK4,PECAM1,PELI1,PGR,PIGR,PIM1,PLD4,POLR2J3,POSTN,PPARG,PRDM1,PRF1,PTGDS,PTN,PTPRC,PTRHD1,QARS,RAB30,RAMP2,RAPGEF3,REXO4,RHOH,RORC,RTKN2,RUNX1,S100A14,S100A4,S100A8,SCD,SCGB2A1,SDC4,SEC11C,SEC24A,SELL,SERHL2,SERPINA3,SERPINB9,SFRP1,SFRP4,SH3YL1,SLAMF1,SLAMF7,SLC25A37,SLC4A1,SLC5A6,SMAP2,SMS,SNAI1,SOX17,SOX18,SPIB,SQLE,SRPK1,SSTR2,STC1,SVIL,TAC1,TACSTD2,TCEAL7,TCF15,TCF4,TCF7,TCIM,TCL1A,TENT5C,TFAP2A,THAP2,TIFA,TIGIT,TIMP4,TMEM147,TNFRSF17,TOMM7,TOP2A,TPD52,TPSAB1,TRAC,TRAF4,TRAPPC3,TRIB1,TUBA4A,TUBB2B,TYROBP,UCP1,USP53,VOPP1,VWF,WARS,ZEB1,ZEB2,ZNF562
15,2,8,25,0,0,0,10,0,1,0,0,0,0,2,0,76,0,0,3,0,0,13,0,3,0,5,0,1,0,0,2,0,1,1,0,14,3,0,0,0,76,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,20,0,1,47,8,0,16,0,5,0,0,0,0,0,0,0,1,0,0,0,0,35,0,0,2,0,1,0,0,0,0,5,0,0,1,2,27,22,0,3,0,0,0,0,4,3,0,17,67,177,1,1,15,5,0,46,0,0,0,0,0,0,19,86,0,0,1,55,0,0,0,0,0,0,0,1,4,6,4,0,0,0,0,3,0,0,0,0,0,0,0,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,87,42,2,5,1,0,0,0,0,0,0,0,0,0,1,11,1,1,16,0,8,34,0,0,0,0,0,0,0,0,0,0,0,1,3,0,30,0,0,0,0,0,8,0,1,11,0,0,0,1,0,0,2,0,7,0,0,0,0,32,1,0,0,1,0,3,0,3,10,2,0,0,1,4,3,2,23,28,2,0,133,0,2,3,18,0,21,22,4,1,0,7,0,0,0,0,2,1,15,0,0,0,0,7,10,0,1,10,0,85,0,0,0,0,12,0,29,8,1,5,0,0,10,0,33,95,18,0,0,3,16,1,15,3,0,0,9,3,0,3,0,0,8
7,5,5,17,0,0,0,11,0,1,0,1,0,0,1,0,63,0,2,4,0,0,7,0,1,0,3,0,0,0,0,0,0,4,0,0,7,3,0,0,0,84,2,1,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,7,0,0,35,16,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,2,0,4,0,0,1,0,2,0,2,0,5,14,4,0,2,0,1,1,1,1,7,0,10,47,125,2,0,5,4,0,18,2,0,0,4,0,1,12,51,0,0,0,51,0,1,0,0,0,0,0,0,2,3,1,2,0,1,0,0,0,0,0,5,0,0,1,3,2,0,0,3,2,1,0,0,3,9,1,2,2,0,52,53,0,2,1,0,0,0,0,0,0,0,0,3,0,7,1,1,11,0,1,23,0,0,0,0,0,0,0,0,0,0,0,3,7,0,17,0,0,0,1,0,3,0,1,7,0,0,0,0,0,0,0,0,1,0,0,2,0,15,2,1,0,0,0,2,1,2,3,1,0,1,0,0,1,3,12,16,0,0,84,0,1,2,4,0,16,42,0,1,1,2,0,0,2,0,2,2,14,0,0,0,0,3,5,0,0,1,0,93,0,0,0,4,9,0,10,3,0,2,0,1,9,0,28,4,16,0,0,4,2,3,1,1,0,0,11,4,1,0,1,0,1
13,8,14,15,0,0,0,18,0,0,0,0,0,0,0,0,54,0,1,2,2,0,8,0,4,1,8,1,1,1,0,3,0,1,0,0,18,2,0,2,0,87,5,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,16,0,0,25,19,1,1,2,9,0,0,0,0,0,0,0,1,0,0,0,0,27,2,8,3,0,6,0,4,0,0,4,0,4,2,7,17,16,2,1,0,0,1,2,0,12,0,22,57,108,0,0,7,5,0,27,2,1,0,2,1,0,13,44,1,1,0,59,0,2,1,3,0,0,0,1,4,3,1,5,0,0,2,0,0,0,0,8,1,0,0,9,1,0,0,3,0,2,0,0,1,1,0,0,0,0,71,53,0,10,0,0,1,0,0,0,1,1,0,30,0,18,0,1,15,0,1,45,0,0,0,0,1,0,0,0,0,0,0,2,14,2,15,0,0,0,0,0,1,0,1,9,0,0,0,3,1,3,1,1,6,1,0,0,1,26,9,4,1,0,0,2,2,2,11,2,0,1,0,3,0,2,8,28,5,0,72,0,1,5,10,0,17,22,0,0,4,13,0,0,1,0,5,2,27,0,0,0,0,6,6,0,0,4,0,56,1,0,1,0,54,0,16,5,1,0,0,0,3,0,21,1,13,0,4,4,3,2,1,4,0,0,5,11,1,5,1,2,5
13,22,11,21,2,0,0,13,0,1,0,0,0,0,1,2,86,0,0,1,5,0,7,0,4,2,9,2,0,2,2,0,0,3,6,0,13,5,0,1,0,80,7,0,2,0,0,0,0,0,0,1,3,0,5,2,1,0,0,1,1,1,0,2,14,16,0,35,24,2,5,0,6,0,2,0,0,1,0,0,5,0,0,0,2,47,1,9,3,0,5,0,0,2,0,3,1,5,0,5,23,13,1,1,1,1,0,1,1,8,0,19,69,200,3,12,8,10,1,48,0,3,0,6,1,2,22,50,0,0,0,47,0,2,0,0,0,0,0,1,3,4,2,5,0,0,4,2,0,0,0,4,0,2,1,6,2,0,0,2,0,2,0,0,1,4,0,0,0,0,72,65,0,12,2,0,3,0,0,1,0,2,0,26,0,14,7,1,13,1,1,39,0,0,2,2,2,0,1,0,0,0,0,1,14,2,15,0,0,0,0,0,1,0,0,3,0,0,0,0,2,3,3,2,9,2,0,0,0,23,10,0,3,0,0,0,2,2,17,2,2,2,0,4,0,2,12,32,3,0,131,0,2,10,13,1,33,32,3,1,6,6,0,1,0,0,5,1,22,0,3,0,0,8,17,0,2,4,0,69,0,0,0,0,22,0,17,11,0,4,0,0,12,0,41,12,19,0,0,3,7,2,6,0,1,0,12,2,0,9,1,1,6
7,18,27,30,0,1,0,5,0,1,2,0,0,0,1,4,73,0,0,1,2,0,3,0,2,0,5,1,0,1,0,0,0,2,1,0,13,0,0,0,0,79,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,17,0,1,34,31,3,7,0,11,0,0,0,0,0,0,0,1,0,0,0,0,41,0,2,1,0,2,0,0,0,0,3,0,1,0,8,12,28,0,5,0,2,0,0,3,7,1,17,62,177,1,0,9,13,1,40,0,0,0,4,1,1,14,61,0,0,0,51,0,3,0,0,1,0,0,0,2,7,3,1,1,0,0,2,0,0,0,0,1,1,1,6,5,0,0,0,1,1,0,0,10,8,1,0,3,0,65,57,1,9,3,0,1,0,0,0,1,0,0,18,2,12,0,0,29,0,2,41,0,0,1,3,0,0,0,0,0,0,7,20,12,0,29,0,0,0,4,1,4,0,2,7,0,0,0,1,2,2,6,2,3,0,0,0,0,30,3,0,0,0,0,0,0,2,8,2,1,2,1,3,0,4,16,46,0,0,179,1,2,2,10,0,22,31,3,5,0,8,0,0,0,0,8,4,8,0,0,0,0,12,2,0,1,4,0,41,1,0,1,0,6,0,31,6,0,3,0,0,9,0,25,8,23,1,0,6,5,4,3,6,0,0,9,6,0,3,0,3,12
15,15,23,25,0,1,0,19,0,7,0,0,0,0,2,2,98,0,0,1,3,0,16,0,12,1,9,0,2,0,1,2,0,3,2,0,33,4,0,1,0,106,2,0,0,0,0,0,0,0,0,0,4,3,2,5,0,0,0,0,0,1,0,0,17,0,0,45,59,2,9,0,10,0,1,0,1,0,0,0,3,0,0,0,0,59,1,4,6,0,2,0,1,1,0,3,1,1,0,18,30,18,2,3,0,1,0,0,3,9,0,28,95,236,5,0,11,9,1,45,1,2,0,2,0,0,29,88,1,1,1,99,0,4,0,1,0,1,0,1,8,15,3,4,0,0,1,0,0,1,0,3,1,1,3,4,7,1,0,4,5,2,0,1,2,10,2,0,0,0,114,94,0,12,1,0,2,1,0,2,0,0,0,1,0,29,2,4,26,0,5,47,0,1,1,1,0,0,0,0,0,0,1,4,15,1,20,0,0,0,1,2,4,0,1,9,0,0,0,3,2,0,5,2,1,0,0,2,0,44,2,0,1,1,0,1,1,5,10,3,0,2,0,11,0,3,29,49,6,0,201,1,1,12,10,0,21,49,7,2,2,8,0,3,0,0,2,4,17,0,0,0,0,16,13,2,3,10,0,119,0,0,0,1,23,0,35,7,2,6,1,0,5,0,40,10,32,0,2,9,11,11,5,3,0,0,6,10,1,6,0,1,10
8,4,14,21,0,0,0,16,0,0,0,0,0,0,2,0,65,0,0,1,0,0,13,0,6,0,3,0,0,0,1,1,0,5,0,0,11,3,0,0,0,74,7,0,0,0,2,0,1,0,0,0,0,0,4,3,0,0,0,0,0,2,1,0,15,1,0,38,38,1,14,0,8,0,1,1,0,0,0,0,0,0,0,0,0,43,0,0,3,0,5,0,0,2,0,1,0,2,0,11,15,13,1,2,0,0,1,0,2,6,0,22,83,178,3,0,5,5,1,34,0,1,0,1,0,0,18,78,0,0,0,55,0,1,0,0,0,0,0,0,7,7,2,0,0,1,0,3,0,1,0,1,0,1,3,2,3,0,0,3,0,0,0,0,1,3,0,0,0,0,87,53,0,8,0,0,2,0,0,0,1,0,0,1,0,20,0,3,17,0,2,43,0,0,0,1,1,0,0,0,0,1,1,1,16,1,18,0,0,0,1,0,7,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,0,2,1,8,0,0,0,0,2,1,0,8,42,0,0,144,1,2,6,7,0,12,49,4,0,0,10,0,1,1,0,8,3,16,0,0,0,0,9,1,0,1,1,0,61,0,0,0,0,11,0,17,3,0,2,0,0,9,1,22,6,27,0,0,8,5,6,7,0,0,0,7,5,0,4,0,0,7
10,12,19,25,1,0,0,15,0,2,0,0,0,0,0,1,81,0,2,3,0,0,15,0,5,1,7,0,1,0,3,0,0,4,2,0,21,1,0,4,0,84,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,3,0,23,1,1,27,16,0,6,0,7,0,0,0,0,0,0,0,1,0,1,0,0,42,0,1,5,0,8,0,0,3,0,3,0,0,0,7,22,16,0,1,0,0,0,1,3,14,0,14,85,187,1,0,4,7,0,41,0,0,0,0,1,1,23,75,0,0,0,53,0,2,0,0,0,0,0,4,4,8,1,0,0,0,0,2,0,1,0,0,1,1,3,6,3,0,0,3,0,0,1,0,1,2,1,0,1,0,78,70,0,12,0,0,0,1,0,0,1,0,0,2,0,14,10,2,21,2,2,53,0,0,0,0,1,0,0,1,0,0,0,7,18,0,25,0,0,0,0,0,4,0,0,8,0,0,0,1,0,0,3,1,11,0,0,2,1,24,3,2,0,0,0,0,4,4,14,1,0,0,1,3,4,2,16,27,2,0,141,0,2,5,5,0,35,24,1,2,0,8,0,3,2,0,0,1,16,0,1,0,0,14,5,0,2,4,0,105,0,0,0,0,10,0,27,6,0,1,0,0,11,0,26,14,18,0,2,5,7,2,8,2,0,0,11,7,0,3,1,2,9
15,31,25,7,2,0,0,14,0,0,1,0,3,0,6,1,75,0,0,0,0,0,18,1,8,1,8,1,0,0,2,0,1,5,5,0,22,1,0,1,0,78,7,0,1,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,3,3,0,14,0,1,33,18,2,4,2,5,0,0,0,0,0,1,0,0,0,0,0,0,36,0,2,3,0,1,0,0,4,0,3,0,2,0,8,13,39,0,3,0,1,0,3,2,13,0,27,71,178,2,0,9,11,1,44,2,0,0,0,0,2,12,63,0,0,3,60,0,3,0,0,2,0,0,0,6,9,3,1,0,0,0,0,0,4,0,0,0,1,4,5,3,0,0,4,0,0,1,0,20,7,5,2,9,1,74,52,0,6,2,0,2,0,0,0,0,0,0,4,1,16,0,1,17,0,4,68,0,0,2,1,0,0,1,1,0,0,13,18,13,3,19,0,0,0,0,1,4,0,3,10,1,0,0,3,0,1,1,5,7,0,0,1,0,34,3,1,0,0,0,4,2,4,10,1,1,0,0,6,4,2,19,37,3,0,127,0,5,8,9,0,15,53,2,8,1,14,0,0,3,0,6,2,17,0,0,0,0,10,10,0,3,12,0,60,1,0,0,2,22,0,26,5,5,0,1,0,13,0,31,4,22,0,1,6,5,4,6,2,0,0,3,8,1,9,0,3,9
7,9,23,34,0,0,0,23,0,0,3,0,0,0,2,0,79,0,0,4,2,0,13,0,6,0,3,0,1,1,1,2,0,4,5,0,32,0,0,0,0,131,5,0,0,3,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,1,0,0,26,0,2,72,63,2,5,0,16,0,0,0,0,1,2,0,1,0,0,0,0,41,0,0,4,0,2,0,0,3,0,5,0,4,2,8,25,28,0,4,0,0,0,2,4,18,0,15,116,254,3,0,5,7,0,37,0,0,0,1,1,4,21,98,0,0,1,73,0,3,0,1,0,0,0,1,2,14,1,2,0,3,0,0,0,0,0,0,1,0,3,6,5,0,0,4,0,1,0,2,7,6,1,0,3,2,135,98,0,10,1,0,1,0,0,0,0,1,0,4,1,25,1,2,10,0,5,37,0,2,2,1,0,1,1,0,0,0,9,7,26,1,31,0,0,0,1,2,7,0,2,8,0,0,0,0,0,0,2,0,7,0,0,2,0,31,0,1,0,0,0,0,2,5,14,0,1,1,3,6,3,2,13,52,3,0,159,0,3,6,6,1,30,53,3,2,0,13,0,2,0,1,10,2,20,0,2,0,0,7,1,1,1,3,0,176,1,0,1,2,21,0,38,19,1,1,0,0,20,0,36,9,26,0,1,15,8,5,7,2,0,1,12,8,1,8,2,1,17
