ABCC11,ACTA2,ACTG2,ADAM9,ADGRE5,ADH1B,ADIPOQ,AGR3,AHSP,AIF1,AKR1C1,AKR1C3,ALDH1A3,ANGPT2,ANKRD28,ANKRD29,ANKRD30A,APOBEC3A,APOBEC3B,APOC1,AQP1,AQP3,AR,AVPR1A,BACE2,BANK1,BASP1,BTNL9,C15orf48,C1QA,C1QC,C2orf42,C5orf46,C6orf132,CAV1,CAVIN2,CCDC6,CCDC80,CCL20,CCL5,CCL8,CCND1,CCPG1,CCR7,CD14,CD163,CD19,CD1C,CD247,CD27,CD274,CD3D,CD3E,CD3G,CD4,CD68,CD69,CD79A,CD79B,CD80,CD83,CD86,CD8A,CD8B,CD9,CD93,CDC42EP1,CDH1,CEACAM6,CEACAM8,CENPF,CLCA2,CLDN4,CLDN5,CLEC14A,CLEC9A,CLECL1,CLIC6,CPA3,CRHBP,CRISPLD2,CSF3,CTH,CTLA4,CTSG,CTTN,CX3CR1,CXCL12,CXCL16,CXCL5,CXCR4,CYP1A1,CYTIP,DAPK3,DERL3,DMKN,DNAAF1,DNTTIP1,DPT,DSC2,DSP,DST,DUSP2,DUSP5,EDN1,EDNRB,EGFL7,EGFR,EIF4EBP1,ELF3,ELF5,ENAH,EPCAM,ERBB2,ERN1,ESM1,ESR1,FAM107B,FAM49A,FASN,FBLIM1,FBLN1,FCER1A,FCER1G,FCGR3A,FGL2,FLNB,FOXA1,FOXC2,FOXP3,FSTL3,GATA3,GJB2,GLIPR1,GNLY,GPR183,GZMA,GZMB,GZMK,HAVCR2,HDC,HMGA1,HOOK2,HOXD8,HOXD9,HPX,IGF1,IGSF6,IL2RA,IL2RG,IL3RA,IL7R,ITGAM,ITGAX,ITM2C,JUP,KARS,KDR,KIT,KLF5,KLRB1,KLRC1,KLRD1,KLRF1,KRT14,KRT15,KRT16,KRT23,KRT5,KRT6B,KRT7,KRT8,LAG3,LARS,LDHB,LEP,LGALSL,LIF,LILRA4,LPL,LPXN,LRRC15,LTB,LUM,LY86,LYPD3,LYZ,MAP3K8,MDM2,MEDAG,MKI67,MLPH,MMP1,MMP12,MMP2,MMRN2,MNDA,MPO,MRC1,MS4A1,MUC6,MYBPC1,MYH11,MYLK,MYO5B,MZB1,NARS,NCAM1,NDUFA4L2,NKG7,NOSTRIN,NPM3,OCIAD2,OPRPN,OXTR,PCLAF,PCOLCE,PDCD1,PDCD1LG2,PDE4A,PDGFRA,PDGFRB,PDK4,PECAM1,PELI1,PGR,PIGR,PIM1,PLD4,POLR2J3,POSTN,PPARG,PRDM1,PRF1,PTGDS,PTN,PTPRC,PTRHD1,QARS,RAB30,RAMP2,RAPGEF3,REXO4,RHOH,RORC,RTKN2,RUNX1,S100A14,S100A4,S100A8,SCD,SCGB2A1,SDC4,SEC11C,SEC24A,SELL,SERHL2,SERPINA3,SERPINB9,SFRP1,SFRP4,SH3YL1,SLAMF1,SLAMF7,SLC25A37,SLC4A1,SLC5A6,SMAP2,SMS,SNAI1,SOX17,SOX18,SPIB,SQLE,SRPK1,SSTR2,STC1,SVIL,TAC1,TACSTD2,TCEAL7,TCF15,TCF4,TCF7,TCIM,TCL1A,TENT5C,TFAP2A,THAP2,TIFA,TIGIT,TIMP4,TMEM147,TNFRSF17,TOMM7,TOP2A,TPD52,TPSAB1,TRAC,TRAF4,TRAPPC3,TRIB1,TUBA4A,TUBB2B,TYROBP,UCP1,USP53,VOPP1,VWF,WARS,ZEB1,ZEB2,ZNF562
33,48,98,110,0,0,0,83,0,3,2,0,0,0,5,8,411,0,2,1,8,2,67,0,29,2,30,1,3,5,9,3,0,8,6,0,88,4,0,4,0,457,27,1,11,6,0,0,3,1,1,0,0,0,10,20,0,0,0,1,2,9,7,1,130,3,1,207,188,16,30,0,46,0,0,0,0,0,0,0,5,0,0,2,1,208,1,8,14,1,9,0,3,2,0,17,1,8,2,25,142,79,0,16,0,2,4,4,13,60,0,101,415,1000,14,0,42,37,5,241,4,2,1,12,4,8,129,383,1,1,5,354,0,3,1,1,0,1,1,4,39,17,8,13,0,1,7,15,1,4,1,5,1,6,9,27,19,1,0,12,2,5,1,1,13,10,2,0,6,2,474,411,0,44,6,0,7,3,0,3,5,1,0,26,1,103,15,7,91,1,9,276,0,4,11,1,6,0,6,0,0,1,5,16,82,10,137,0,0,0,6,1,17,0,6,25,0,2,1,15,6,1,18,1,12,0,0,3,1,163,37,2,4,2,1,4,6,13,53,7,1,2,3,27,0,11,90,177,4,0,783,0,7,24,41,0,123,196,25,4,0,48,2,5,9,4,24,14,114,0,0,2,2,57,34,8,5,20,2,470,0,0,2,0,76,0,123,37,1,9,0,2,51,1,134,62,117,4,2,39,31,15,25,17,3,0,37,42,2,36,4,15,65
58,53,94,84,1,0,3,58,0,7,2,5,0,0,15,5,333,0,3,5,1,2,43,1,23,1,25,0,1,1,1,4,5,9,11,1,94,7,0,1,4,328,23,0,4,9,1,0,0,1,1,0,0,0,7,17,1,0,0,0,0,0,0,1,94,6,2,185,162,19,20,0,42,0,4,2,0,1,8,0,4,0,6,0,0,171,2,10,23,1,19,0,1,3,0,14,1,10,2,22,75,70,3,21,1,0,3,10,9,53,3,84,386,871,15,0,23,30,3,191,5,2,1,14,38,8,125,308,1,1,7,275,0,4,0,14,0,2,0,4,15,24,16,13,0,2,1,5,2,2,1,3,1,3,14,33,16,2,0,14,0,3,1,2,22,29,5,0,9,2,374,304,1,38,2,0,6,0,0,4,3,3,0,26,1,85,21,15,72,1,9,186,0,2,8,2,5,0,1,0,1,2,4,25,85,2,95,0,0,0,7,1,16,0,6,32,0,0,1,5,2,13,15,6,12,0,0,4,1,133,24,5,7,1,0,4,8,17,46,7,2,1,3,24,11,11,74,164,5,2,775,1,12,26,55,0,87,122,15,12,1,37,0,2,8,0,21,18,66,1,1,0,1,30,34,0,6,22,1,376,2,0,0,4,79,0,114,29,8,6,0,0,62,0,156,38,95,1,4,30,23,13,22,12,1,0,45,31,2,27,0,18,43
49,81,110,97,4,0,0,64,0,15,2,3,1,1,14,3,362,1,6,7,22,2,54,0,40,1,31,1,5,10,27,3,2,8,18,1,98,32,0,4,3,457,27,0,2,43,1,1,4,1,0,0,6,2,19,37,0,1,0,6,14,10,7,4,92,2,4,222,153,9,24,1,40,0,1,2,1,0,6,0,9,0,5,0,0,203,0,22,26,1,29,0,10,8,0,12,3,12,4,34,101,135,3,13,1,2,1,8,20,30,1,100,382,1016,20,0,43,33,3,205,4,13,3,58,45,21,119,368,4,2,11,322,1,6,1,5,2,4,0,23,27,32,5,5,1,4,4,3,1,5,0,7,5,30,7,29,25,3,2,29,6,2,6,1,56,24,12,1,27,5,454,323,1,35,14,0,5,0,0,7,7,3,0,72,2,110,27,13,94,5,6,220,0,6,9,1,9,0,9,0,0,0,24,46,93,8,124,1,0,0,9,6,18,0,6,27,2,0,1,12,8,15,17,4,16,2,1,10,4,192,40,7,7,1,4,17,21,15,57,6,0,5,0,24,8,11,109,160,13,0,868,2,9,31,60,4,86,201,20,36,27,33,4,11,8,0,24,14,83,0,0,1,1,49,25,0,8,30,2,492,0,1,1,1,78,1,150,31,7,13,0,2,56,0,153,31,121,4,9,34,41,23,25,17,2,0,48,50,3,37,5,25,49
34,89,103,129,2,0,0,51,0,9,1,0,0,1,9,0,375,0,4,8,35,1,61,2,30,0,26,15,1,4,14,2,0,14,16,0,88,14,0,1,0,405,16,0,5,4,0,5,3,0,1,2,2,3,13,9,0,0,0,1,3,5,5,0,95,4,4,188,165,7,31,0,41,0,0,0,0,0,0,0,2,1,0,1,0,186,1,5,18,3,16,0,3,4,0,21,0,7,0,29,97,98,0,18,0,1,0,7,11,31,0,92,343,934,9,1,44,49,2,215,7,3,0,36,12,6,98,364,0,0,3,319,0,1,0,2,0,0,0,7,27,25,11,19,4,3,0,1,9,2,0,1,0,10,5,35,19,8,0,14,0,0,2,2,57,15,6,0,12,0,428,324,1,44,7,0,6,1,0,3,2,2,0,35,4,100,37,13,101,0,11,219,0,0,6,1,2,0,1,0,1,0,11,35,72,7,141,0,0,0,9,3,18,0,11,35,0,2,0,12,3,4,14,15,12,0,0,3,1,142,25,7,3,0,4,8,11,12,39,6,2,4,1,38,4,10,96,177,3,2,685,2,7,20,42,0,78,149,17,19,0,36,0,5,8,0,33,15,85,0,2,2,1,46,28,0,9,25,1,407,1,0,4,0,77,0,155,32,11,14,0,0,69,1,171,31,91,0,1,46,28,21,23,11,5,0,46,39,28,24,5,20,44
63,50,86,104,2,1,1,63,0,6,6,4,0,0,8,1,299,0,2,8,10,0,54,1,35,2,30,1,1,0,2,4,1,16,8,0,95,4,1,4,5,469,24,0,1,5,0,1,0,1,1,0,1,2,7,12,0,0,0,2,4,1,3,0,112,5,4,221,136,15,40,0,49,0,0,0,0,0,1,0,1,0,1,0,0,219,3,6,18,0,25,0,0,7,0,15,1,12,6,24,116,69,1,13,2,9,1,10,16,48,3,105,349,976,14,0,46,33,4,233,4,6,0,16,5,5,119,348,1,1,10,349,0,4,0,0,1,1,0,2,19,28,18,11,0,1,5,10,4,5,0,0,2,3,8,32,26,1,0,22,1,1,1,1,6,18,1,4,10,9,461,365,3,62,7,0,13,0,1,3,3,2,0,42,1,106,20,9,117,0,9,229,0,189,2,0,1,0,1,1,0,0,8,12,86,9,127,0,0,0,14,13,27,0,4,29,1,0,0,7,4,10,19,5,14,0,1,3,0,136,22,10,3,2,0,5,6,22,49,12,2,4,2,25,8,16,93,174,8,1,727,1,6,23,59,3,131,168,7,6,9,44,0,0,10,0,31,15,89,0,0,0,1,34,45,0,9,19,2,483,2,0,4,0,72,0,109,37,10,9,0,2,53,1,155,42,122,1,2,52,29,16,16,17,1,0,50,37,6,44,7,6,46
73,56,96,106,6,1,0,89,0,5,2,0,1,2,7,2,437,1,4,4,16,1,58,0,33,0,29,13,1,2,7,4,0,16,9,0,90,7,0,3,0,504,25,0,7,8,0,10,0,1,1,1,2,3,12,12,0,0,0,2,5,0,6,2,130,2,8,236,200,9,23,0,62,0,1,1,1,2,0,0,4,1,1,0,0,226,5,9,25,1,15,0,1,7,0,18,2,8,3,40,101,109,5,23,0,4,2,9,14,64,3,98,395,1069,14,0,45,48,2,213,4,2,0,23,8,11,128,399,1,4,17,340,0,7,0,5,0,0,0,3,20,33,21,16,0,3,2,12,3,3,0,3,2,6,4,40,22,16,0,27,1,8,0,1,25,37,14,4,10,1,514,362,2,65,8,0,7,0,0,0,1,0,0,19,3,132,19,16,111,1,12,271,0,9,6,3,9,1,5,0,0,2,15,35,107,10,139,0,0,0,12,5,23,0,7,30,0,0,0,9,4,3,16,4,19,0,0,7,1,187,17,7,1,0,1,12,7,8,52,7,1,1,2,36,10,12,83,188,14,0,873,3,15,28,62,2,122,239,15,12,5,40,2,7,11,0,34,17,83,0,1,0,1,57,31,0,11,21,5,565,0,0,1,1,125,0,137,33,9,15,2,1,67,0,175,37,120,0,0,45,50,19,26,15,4,0,87,37,6,34,1,11,65
35,50,58,85,1,2,4,63,1,6,5,0,0,2,11,0,240,0,1,7,15,3,38,0,20,2,18,3,1,6,12,2,1,10,12,3,79,5,0,6,1,320,9,1,2,5,1,0,3,0,0,2,1,0,1,2,1,1,0,1,2,4,1,1,91,6,3,207,108,3,16,0,40,0,1,0,0,1,3,0,4,0,2,0,0,152,1,9,21,0,12,0,4,10,1,14,1,11,2,33,71,59,1,18,1,2,2,5,14,36,1,78,280,778,15,1,37,31,3,156,2,1,0,10,3,1,80,243,1,1,2,254,0,2,1,0,2,0,0,4,13,29,10,10,1,0,10,3,0,3,0,5,1,5,8,25,18,10,0,10,0,1,0,0,8,19,4,0,1,3,333,304,1,34,9,0,6,0,0,0,1,7,0,58,0,76,13,6,80,0,6,162,0,1,7,3,3,0,1,0,1,0,6,9,71,7,113,0,0,0,8,5,18,0,4,21,1,0,0,3,1,5,20,3,6,0,0,5,0,151,33,3,4,1,1,1,9,13,47,6,2,0,1,19,3,11,65,142,7,0,640,0,18,16,50,2,81,139,9,4,7,33,1,4,7,0,15,8,59,0,2,1,0,40,27,2,6,18,0,370,1,0,2,0,58,0,106,35,6,9,0,1,36,0,117,9,72,3,3,28,22,20,18,15,2,0,27,26,8,32,6,5,23
45,44,76,124,0,0,0,59,1,4,0,0,1,2,6,2,349,0,2,4,0,0,51,0,25,0,28,2,1,0,4,2,1,7,5,0,81,0,0,1,0,358,14,0,8,3,0,0,2,1,0,0,0,2,6,13,0,0,1,2,1,2,4,1,106,1,3,223,140,12,20,0,39,1,0,1,0,0,1,0,3,0,2,1,2,174,2,4,20,0,11,0,1,8,0,10,1,11,0,20,103,72,0,10,0,0,1,2,17,51,0,92,359,966,11,1,39,44,4,203,5,0,0,23,1,6,103,331,0,0,9,296,0,2,0,2,1,1,0,2,32,24,13,8,0,1,1,1,0,2,0,1,3,1,8,18,16,1,2,12,2,2,0,1,16,21,4,1,3,1,416,332,0,43,5,0,1,1,1,2,2,1,0,27,0,81,18,6,89,0,7,246,0,3,2,2,3,0,2,0,1,0,5,20,75,10,119,0,0,0,10,5,21,0,10,27,1,0,1,5,4,5,8,1,11,0,0,3,0,132,13,2,2,0,1,2,6,9,56,5,1,1,2,22,2,6,76,154,8,5,819,1,5,24,36,1,107,171,19,9,4,49,2,3,4,0,30,8,70,0,3,2,1,55,30,0,7,21,0,426,0,0,3,0,66,0,104,43,3,7,0,1,56,0,152,36,117,2,2,31,24,19,16,16,1,0,50,48,3,25,4,9,44
97,37,84,137,0,3,0,89,0,4,2,0,1,0,9,9,471,0,7,3,2,1,57,0,32,0,33,0,2,0,4,5,0,18,5,1,86,2,1,4,2,549,16,0,2,1,0,0,2,0,0,0,1,1,6,11,0,0,0,2,0,6,1,1,144,0,5,306,217,15,11,0,60,0,2,1,0,0,1,0,5,0,0,1,0,268,1,2,24,0,14,0,1,4,2,12,2,11,0,34,105,97,1,11,1,0,3,11,17,66,4,114,510,1240,14,0,41,30,1,266,4,1,0,25,3,0,138,433,0,0,9,422,0,1,0,2,0,0,0,4,31,38,17,15,0,1,1,2,1,2,2,1,1,2,11,41,25,2,0,22,0,0,0,2,10,22,1,3,2,0,527,413,1,60,5,1,5,0,1,2,2,1,0,16,0,119,15,14,110,0,7,307,0,1,2,1,1,1,0,1,0,1,5,14,101,8,160,1,0,0,12,3,26,0,3,34,0,0,0,11,0,8,2,5,12,0,0,9,0,195,29,4,0,1,0,8,3,13,47,15,1,4,0,26,3,11,86,179,5,1,1020,0,18,48,60,1,140,227,20,10,3,54,3,4,5,0,20,11,102,0,2,0,0,65,48,1,9,32,1,689,1,0,2,1,94,0,133,39,8,7,1,3,62,0,200,39,102,1,1,69,23,19,28,5,0,0,56,55,4,43,2,8,59
64,84,103,124,1,2,0,99,0,7,2,1,1,0,18,1,448,0,0,5,10,0,60,4,19,3,30,1,2,6,8,4,0,14,11,1,96,39,0,4,3,506,23,0,5,5,0,0,0,0,1,0,1,0,13,15,0,0,0,1,4,5,14,1,173,3,2,240,157,10,44,0,57,0,2,0,0,1,3,0,7,1,0,0,0,230,2,15,31,0,12,0,1,9,1,18,1,19,3,33,125,75,1,19,0,2,2,9,21,62,2,115,481,1284,13,2,50,34,2,290,6,14,0,30,7,4,132,454,0,4,10,309,0,9,0,1,0,0,0,9,20,29,14,10,2,2,2,5,1,2,0,2,3,13,13,37,18,0,1,20,0,3,0,1,16,16,4,1,2,0,537,415,1,41,5,0,10,2,1,3,0,3,0,73,1,122,9,8,104,0,8,270,0,2,18,2,4,2,0,0,0,0,9,13,100,8,148,0,0,0,6,7,38,0,8,48,1,0,1,6,5,20,18,4,20,3,0,2,1,209,46,10,4,0,0,10,15,22,43,13,0,6,1,26,11,7,86,260,11,0,1115,2,14,31,63,1,147,200,25,12,12,34,0,10,6,1,38,14,92,0,2,0,0,57,46,1,6,24,1,544,0,0,6,2,95,0,112,35,5,8,0,4,69,0,192,53,124,3,3,64,42,18,32,10,0,1,62,60,4,30,9,13,38
