ABCC11,ACTA2,ACTG2,ADAM9,ADGRE5,ADH1B,ADIPOQ,AGR3,AHSP,AIF1,AKR1C1,AKR1C3,ALDH1A3,ANGPT2,ANKRD28,ANKRD29,ANKRD30A,APOBEC3A,APOBEC3B,APOC1,AQP1,AQP3,AR,AVPR1A,BACE2,BANK1,BASP1,BTNL9,C15orf48,C1QA,C1QC,C2orf42,C5orf46,C6orf132,CAV1,CAVIN2,CCDC6,CCDC80,CCL20,CCL5,CCL8,CCND1,CCPG1,CCR7,CD14,CD163,CD19,CD1C,CD247,CD27,CD274,CD3D,CD3E,CD3G,CD4,CD68,CD69,CD79A,CD79B,CD80,CD83,CD86,CD8A,CD8B,CD9,CD93,CDC42EP1,CDH1,CEACAM6,CEACAM8,CENPF,CLCA2,CLDN4,CLDN5,CLEC14A,CLEC9A,CLECL1,CLIC6,CPA3,CRHBP,CRISPLD2,CSF3,CTH,CTLA4,CTSG,CTTN,CX3CR1,CXCL12,CXCL16,CXCL5,CXCR4,CYP1A1,CYTIP,DAPK3,DERL3,DMKN,DNAAF1,DNTTIP1,DPT,DSC2,DSP,DST,DUSP2,DUSP5,EDN1,EDNRB,EGFL7,EGFR,EIF4EBP1,ELF3,ELF5,ENAH,EPCAM,ERBB2,ERN1,ESM1,ESR1,FAM107B,FAM49A,FASN,FBLIM1,FBLN1,FCER1A,FCER1G,FCGR3A,FGL2,FLNB,FOXA1,FOXC2,FOXP3,FSTL3,GATA3,GJB2,GLIPR1,GNLY,GPR183,GZMA,GZMB,GZMK,HAVCR2,HDC,HMGA1,HOOK2,HOXD8,HOXD9,HPX,IGF1,IGSF6,IL2RA,IL2RG,IL3RA,IL7R,ITGAM,ITGAX,ITM2C,JUP,KARS,KDR,KIT,KLF5,KLRB1,KLRC1,KLRD1,KLRF1,KRT14,KRT15,KRT16,KRT23,KRT5,KRT6B,KRT7,KRT8,LAG3,LARS,LDHB,LEP,LGALSL,LIF,LILRA4,LPL,LPXN,LRRC15,LTB,LUM,LY86,LYPD3,LYZ,MAP3K8,MDM2,MEDAG,MKI67,MLPH,MMP1,MMP12,MMP2,MMRN2,MNDA,MPO,MRC1,MS4A1,MUC6,MYBPC1,MYH11,MYLK,MYO5B,MZB1,NARS,NCAM1,NDUFA4L2,NKG7,NOSTRIN,NPM3,OCIAD2,OPRPN,OXTR,PCLAF,PCOLCE,PDCD1,PDCD1LG2,PDE4A,PDGFRA,PDGFRB,PDK4,PECAM1,PELI1,PGR,PIGR,PIM1,PLD4,POLR2J3,POSTN,PPARG,PRDM1,PRF1,PTGDS,PTN,PTPRC,PTRHD1,QARS,RAB30,RAMP2,RAPGEF3,REXO4,RHOH,RORC,RTKN2,RUNX1,S100A14,S100A4,S100A8,SCD,SCGB2A1,SDC4,SEC11C,SEC24A,SELL,SERHL2,SERPINA3,SERPINB9,SFRP1,SFRP4,SH3YL1,SLAMF1,SLAMF7,SLC25A37,SLC4A1,SLC5A6,SMAP2,SMS,SNAI1,SOX17,SOX18,SPIB,SQLE,SRPK1,SSTR2,STC1,SVIL,TAC1,TACSTD2,TCEAL7,TCF15,TCF4,TCF7,TCIM,TCL1A,TENT5C,TFAP2A,THAP2,TIFA,TIGIT,TIMP4,TMEM147,TNFRSF17,TOMM7,TOP2A,TPD52,TPSAB1,TRAC,TRAF4,TRAPPC3,TRIB1,TUBA4A,TUBB2B,TYROBP,UCP1,USP53,VOPP1,VWF,WARS,ZEB1,ZEB2,ZNF562
7,22,5,5,0,0,0,3,0,1,1,0,0,0,4,0,42,0,0,1,0,0,3,0,2,0,2,0,0,0,0,0,0,3,2,0,5,0,0,0,0,32,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,13,6,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,0,1,1,0,0,0,0,0,0,2,0,2,0,0,14,21,0,2,0,0,0,3,1,5,0,9,23,79,0,0,4,6,0,21,1,0,0,1,1,0,10,30,0,0,2,22,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,3,0,0,0,0,1,0,0,2,3,0,0,2,0,0,0,0,11,2,3,0,2,4,30,26,0,1,2,0,0,0,0,0,0,0,0,2,0,10,2,1,6,0,0,25,0,0,1,0,2,0,0,0,0,0,3,9,6,0,9,0,0,0,0,0,2,0,3,1,0,0,0,1,0,0,2,0,0,1,0,0,4,17,2,0,1,0,0,3,1,1,5,0,0,0,0,4,0,3,4,12,0,1,49,0,1,2,1,0,5,8,3,2,1,4,0,0,0,0,4,0,2,0,0,0,0,7,4,0,0,3,0,20,0,0,1,0,4,0,10,1,1,1,0,0,3,0,15,7,9,0,0,3,11,1,4,0,0,0,5,2,0,4,0,1,4
3,5,10,15,2,0,0,12,0,2,0,0,0,0,1,0,29,0,0,12,10,0,7,0,3,1,7,0,1,0,1,2,0,0,2,0,6,4,0,2,0,56,4,0,5,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,1,1,0,15,2,1,7,11,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,17,0,2,1,0,4,0,2,0,0,0,0,2,0,2,17,6,0,6,0,0,0,0,3,7,0,16,31,109,1,0,7,7,3,25,0,0,0,10,0,1,4,50,0,0,1,55,0,2,0,0,0,0,0,1,2,9,1,6,0,0,0,2,0,0,0,1,1,4,6,6,1,1,2,0,0,0,0,2,2,1,0,0,0,1,56,37,0,6,1,0,0,0,0,1,0,0,0,15,0,7,6,2,13,0,1,26,0,0,1,0,0,0,0,0,0,0,0,0,9,1,18,0,0,0,0,0,4,0,1,3,0,0,1,1,0,1,5,1,3,0,0,0,0,28,3,2,0,0,1,0,7,4,7,0,0,1,0,0,0,1,10,14,4,0,116,0,2,4,6,0,8,7,3,0,0,7,0,0,0,0,1,1,14,0,0,0,0,4,2,4,1,4,0,33,1,0,0,0,11,0,12,7,2,3,0,1,3,0,20,0,15,0,1,7,12,5,2,2,0,0,3,1,1,2,2,4,6
8,6,19,8,0,0,0,7,0,0,0,0,0,0,1,1,75,0,1,0,1,0,9,1,4,0,2,0,1,0,1,0,0,5,1,0,12,1,0,0,0,86,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,1,0,19,0,1,33,27,1,4,0,8,0,0,0,0,0,0,0,1,0,1,0,0,33,0,1,3,0,0,0,0,0,0,3,1,2,0,7,19,21,0,6,0,0,0,4,3,13,0,21,61,191,0,0,5,5,0,45,1,0,0,2,1,1,20,80,1,0,2,71,0,0,0,0,0,0,0,0,4,9,0,1,0,0,0,0,0,0,1,3,0,0,2,3,2,0,0,8,0,0,1,0,8,2,3,0,1,0,87,79,0,14,3,0,0,0,0,0,1,0,0,7,0,30,2,2,18,0,4,58,0,0,0,0,0,0,0,0,0,0,2,5,15,2,24,0,0,0,0,1,6,0,0,5,1,0,0,2,1,1,0,0,2,0,0,0,2,24,1,0,0,0,0,2,0,1,7,1,0,0,0,7,0,3,14,34,0,0,193,0,1,8,6,0,20,32,4,9,0,8,0,0,1,0,3,3,21,0,1,0,1,10,8,0,0,10,0,57,0,0,1,0,15,0,22,6,2,2,0,0,9,0,35,6,25,0,1,11,7,2,2,1,0,1,8,9,0,7,1,0,5
9,9,26,19,3,0,0,7,0,3,1,1,0,0,1,0,49,0,2,1,2,1,7,0,1,0,4,0,2,1,3,1,0,2,2,2,16,5,1,5,0,79,5,1,0,1,0,0,3,2,0,2,6,1,4,9,0,0,0,0,2,1,3,0,14,2,1,37,15,6,8,0,5,0,0,0,0,1,0,0,3,0,1,0,0,41,0,11,1,1,3,0,2,0,0,2,0,2,3,3,21,13,0,7,0,4,4,0,4,10,0,19,52,158,4,0,4,8,0,38,3,3,0,10,1,4,20,45,0,0,2,50,1,4,0,1,9,1,0,2,14,7,2,6,0,0,7,0,0,0,2,6,0,1,5,3,2,1,0,7,9,0,0,0,6,8,2,0,2,1,86,49,0,12,5,0,2,0,0,0,2,2,0,27,0,13,5,4,23,0,1,32,0,0,2,1,0,0,2,0,0,1,1,7,16,0,24,0,0,2,1,0,6,0,0,5,1,0,0,0,3,6,6,3,1,0,0,2,0,47,38,0,1,1,1,2,11,4,10,2,2,0,0,5,1,2,17,40,3,0,120,0,2,8,10,0,12,27,3,3,10,11,1,1,1,0,7,5,10,0,0,0,0,10,7,1,2,13,0,61,0,0,2,2,12,0,28,9,2,2,0,0,11,0,27,3,18,1,8,7,5,2,6,4,0,0,10,4,2,6,5,10,10
3,23,12,3,0,0,0,0,0,3,0,1,1,0,1,5,7,0,0,1,44,0,2,1,4,0,2,18,0,0,0,1,0,0,12,0,8,5,0,0,0,23,4,0,1,1,0,0,0,0,0,1,5,3,1,2,0,0,0,0,0,2,0,2,3,19,0,5,5,0,3,0,2,0,7,0,0,0,0,0,3,0,0,0,0,17,0,5,1,0,7,0,1,1,0,0,0,3,3,5,7,8,0,2,0,13,1,0,0,2,0,8,21,40,1,1,2,3,0,7,2,3,1,3,5,4,6,19,1,0,1,14,1,4,0,0,0,0,0,0,0,7,0,6,10,0,1,3,0,1,0,1,0,1,1,2,2,5,0,3,0,0,0,0,7,1,2,0,1,0,32,16,1,4,6,0,0,0,0,2,3,2,0,60,2,3,7,0,9,0,9,14,0,0,5,1,1,0,2,0,0,0,5,8,4,2,9,0,0,0,3,0,2,0,0,2,1,1,0,2,2,9,11,9,1,0,0,0,1,24,56,6,2,0,2,4,10,3,5,2,10,1,0,4,0,0,8,4,4,0,16,0,1,2,1,3,4,5,3,5,6,3,3,0,3,0,3,2,0,0,1,1,0,4,2,1,0,6,0,6,1,0,1,0,9,0,4,1,1,2,0,0,5,0,22,1,3,0,6,2,5,1,6,2,0,0,2,5,4,4,2,4,1
4,39,21,11,1,0,0,9,0,2,2,0,0,2,1,1,46,0,1,0,10,0,16,1,3,1,2,2,0,1,6,0,0,0,8,0,11,1,0,1,0,56,10,1,3,1,0,0,0,4,1,1,5,1,2,1,0,0,1,0,0,0,1,0,8,4,2,17,7,0,3,1,2,0,5,0,0,0,0,0,0,0,0,0,0,29,0,8,0,0,12,0,3,2,1,2,0,3,2,3,10,49,1,5,0,2,0,0,1,4,0,11,45,110,0,4,9,4,0,31,3,2,0,4,1,5,18,38,0,0,2,49,0,0,0,3,0,2,0,0,3,4,0,4,0,0,2,1,1,0,1,1,0,0,2,3,1,1,0,1,0,0,0,0,17,6,5,0,9,1,60,40,0,4,4,0,1,0,0,0,1,1,0,12,1,5,4,2,27,0,0,40,0,0,3,2,1,0,0,3,0,0,12,22,7,1,16,0,0,0,0,0,1,0,1,8,0,0,0,0,6,4,3,11,5,0,0,1,0,25,8,0,1,0,3,9,4,2,7,0,2,0,0,6,2,1,16,16,1,0,70,0,1,8,4,1,5,26,2,10,0,4,1,0,2,0,7,5,7,0,6,0,0,6,3,0,0,3,0,19,1,0,6,1,2,0,17,5,1,0,0,1,8,0,19,7,8,0,5,1,6,1,2,2,2,0,7,6,8,4,0,10,4
5,18,14,16,0,0,0,7,0,1,0,0,0,0,6,0,40,0,0,1,4,0,8,0,6,0,1,0,1,0,2,0,1,2,9,0,18,3,0,3,0,63,2,0,2,1,0,0,0,0,0,0,1,1,6,6,0,0,0,0,2,0,2,0,14,1,0,20,8,2,4,0,4,0,1,0,0,1,0,0,1,0,1,0,0,41,0,2,4,0,4,0,0,1,0,3,0,6,0,2,24,30,2,1,0,1,0,6,8,8,0,24,48,123,0,1,7,8,0,38,2,2,0,3,1,3,15,36,0,0,1,42,0,0,0,0,1,0,0,1,5,6,2,8,0,0,0,1,0,0,0,1,0,1,1,1,5,3,0,1,0,0,1,1,16,11,0,0,7,1,65,49,1,10,0,0,4,1,0,0,0,1,0,4,1,10,0,0,20,0,1,43,0,0,1,1,0,0,0,0,0,2,3,11,18,0,20,0,0,0,1,2,4,0,7,7,0,0,0,0,1,1,4,0,5,0,0,2,0,34,4,3,1,0,0,8,2,2,12,2,2,1,0,6,0,2,16,27,3,0,103,1,0,1,7,1,12,23,2,17,0,6,0,0,2,1,3,0,12,0,1,0,0,8,7,0,3,8,0,30,0,0,1,0,20,0,16,2,0,0,0,1,14,0,30,3,18,0,1,7,5,5,8,0,1,0,6,4,5,4,2,3,9
11,10,13,17,0,0,0,2,0,2,0,0,1,0,0,0,57,0,0,3,0,0,6,0,3,0,5,0,0,1,0,0,0,1,1,0,9,0,0,1,0,24,4,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,0,16,10,0,5,0,7,0,0,0,0,1,0,0,0,0,0,0,0,23,0,0,3,0,3,0,2,0,0,0,0,0,0,5,8,14,0,2,0,0,0,0,3,6,0,3,42,90,1,0,6,3,0,39,0,0,0,4,0,2,9,26,1,0,4,27,0,0,0,1,0,0,0,0,1,3,1,3,0,0,0,1,0,0,0,0,1,0,2,4,3,0,1,0,0,0,0,0,5,3,1,0,0,3,51,48,1,4,0,0,0,0,0,0,2,0,0,1,0,7,3,0,13,0,1,25,0,0,0,2,4,0,0,0,0,0,5,4,9,1,12,0,0,0,1,0,2,1,3,7,0,0,1,1,0,2,0,0,2,0,0,0,0,19,0,1,0,0,0,0,0,1,14,0,0,2,1,2,0,2,11,28,1,0,80,0,3,3,5,0,18,12,0,0,1,3,0,0,2,0,3,1,8,0,0,0,0,2,5,0,1,4,0,30,0,0,0,0,10,0,12,3,1,0,1,0,5,0,15,7,17,0,0,5,5,2,2,2,0,0,8,4,0,2,0,4,5
0,17,3,9,0,0,0,1,0,5,2,1,0,0,0,3,1,0,0,0,21,0,0,0,2,0,4,1,0,1,5,1,0,1,19,0,4,9,0,2,1,8,6,0,1,0,0,0,0,0,0,3,1,0,2,5,1,0,0,0,0,2,1,0,2,21,0,2,1,0,0,1,1,0,3,0,0,0,0,0,3,0,0,1,0,10,0,15,1,1,3,0,3,0,1,0,0,2,0,2,0,7,0,3,0,8,0,1,0,0,0,4,4,15,1,0,0,5,0,4,9,0,0,5,0,2,1,13,1,0,1,6,0,5,0,0,0,0,0,0,3,0,0,5,5,0,2,0,0,0,2,2,0,0,2,2,3,6,0,0,1,0,0,0,2,0,0,0,1,1,13,5,0,11,5,0,0,0,0,0,2,0,0,56,0,3,5,0,8,0,1,3,1,0,1,4,2,0,0,0,0,0,1,6,2,0,2,0,0,0,5,0,0,0,0,2,0,0,0,0,3,17,10,9,2,0,0,2,0,13,30,2,3,1,0,3,1,1,3,2,7,1,0,1,0,1,14,3,13,0,15,0,0,4,4,0,4,1,3,2,2,0,0,0,3,0,0,1,5,0,4,0,0,2,1,0,1,7,0,4,0,0,3,0,8,0,2,1,0,0,0,1,4,0,12,1,0,1,3,3,5,4,3,0,0,0,1,4,4,1,8,9,1
11,16,23,12,0,0,0,10,0,0,0,0,0,0,1,0,41,0,0,1,1,1,5,0,3,0,1,2,2,0,1,0,1,2,5,0,10,0,0,0,0,48,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,10,0,0,15,16,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,21,0,0,2,0,2,0,1,0,0,2,0,0,0,4,13,18,0,0,0,0,0,2,3,6,0,14,26,114,3,0,3,3,0,20,0,0,0,0,4,0,9,35,0,0,0,26,0,2,0,0,0,0,0,0,0,4,0,1,0,0,0,2,1,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,6,4,1,0,5,15,46,27,0,8,1,0,1,0,0,0,0,0,0,0,0,8,2,0,9,0,2,11,0,0,1,0,0,0,0,0,0,0,6,15,9,1,9,0,0,0,1,0,3,0,1,4,0,0,0,1,3,0,2,0,1,0,0,0,0,18,6,1,0,0,0,0,0,1,4,0,0,0,0,1,0,1,8,23,2,0,65,0,2,2,7,0,14,24,1,4,4,2,0,0,0,0,3,0,7,0,0,0,0,8,3,0,1,8,1,67,0,0,0,0,4,0,10,2,1,4,0,0,3,0,10,1,14,0,1,5,4,4,1,2,0,0,3,2,0,0,0,2,1
