ABCC11,ACTA2,ACTG2,ADAM9,ADGRE5,ADH1B,ADIPOQ,AGR3,AHSP,AIF1,AKR1C1,AKR1C3,ALDH1A3,ANGPT2,ANKRD28,ANKRD29,ANKRD30A,APOBEC3A,APOBEC3B,APOC1,AQP1,AQP3,AR,AVPR1A,BACE2,BANK1,BASP1,BTNL9,C15orf48,C1QA,C1QC,C2orf42,C5orf46,C6orf132,CAV1,CAVIN2,CCDC6,CCDC80,CCL20,CCL5,CCL8,CCND1,CCPG1,CCR7,CD14,CD163,CD19,CD1C,CD247,CD27,CD274,CD3D,CD3E,CD3G,CD4,CD68,CD69,CD79A,CD79B,CD80,CD83,CD86,CD8A,CD8B,CD9,CD93,CDC42EP1,CDH1,CEACAM6,CEACAM8,CENPF,CLCA2,CLDN4,CLDN5,CLEC14A,CLEC9A,CLECL1,CLIC6,CPA3,CRHBP,CRISPLD2,CSF3,CTH,CTLA4,CTSG,CTTN,CX3CR1,CXCL12,CXCL16,CXCL5,CXCR4,CYP1A1,CYTIP,DAPK3,DERL3,DMKN,DNAAF1,DNTTIP1,DPT,DSC2,DSP,DST,DUSP2,DUSP5,EDN1,EDNRB,EGFL7,EGFR,EIF4EBP1,ELF3,ELF5,ENAH,EPCAM,ERBB2,ERN1,ESM1,ESR1,FAM107B,FAM49A,FASN,FBLIM1,FBLN1,FCER1A,FCER1G,FCGR3A,FGL2,FLNB,FOXA1,FOXC2,FOXP3,FSTL3,GATA3,GJB2,GLIPR1,GNLY,GPR183,GZMA,GZMB,GZMK,HAVCR2,HDC,HMGA1,HOOK2,HOXD8,HOXD9,HPX,IGF1,IGSF6,IL2RA,IL2RG,IL3RA,IL7R,ITGAM,ITGAX,ITM2C,JUP,KARS,KDR,KIT,KLF5,KLRB1,KLRC1,KLRD1,KLRF1,KRT14,KRT15,KRT16,KRT23,KRT5,KRT6B,KRT7,KRT8,LAG3,LARS,LDHB,LEP,LGALSL,LIF,LILRA4,LPL,LPXN,LRRC15,LTB,LUM,LY86,LYPD3,LYZ,MAP3K8,MDM2,MEDAG,MKI67,MLPH,MMP1,MMP12,MMP2,MMRN2,MNDA,MPO,MRC1,MS4A1,MUC6,MYBPC1,MYH11,MYLK,MYO5B,MZB1,NARS,NCAM1,NDUFA4L2,NKG7,NOSTRIN,NPM3,OCIAD2,OPRPN,OXTR,PCLAF,PCOLCE,PDCD1,PDCD1LG2,PDE4A,PDGFRA,PDGFRB,PDK4,PECAM1,PELI1,PGR,PIGR,PIM1,PLD4,POLR2J3,POSTN,PPARG,PRDM1,PRF1,PTGDS,PTN,PTPRC,PTRHD1,QARS,RAB30,RAMP2,RAPGEF3,REXO4,RHOH,RORC,RTKN2,RUNX1,S100A14,S100A4,S100A8,SCD,SCGB2A1,SDC4,SEC11C,SEC24A,SELL,SERHL2,SERPINA3,SERPINB9,SFRP1,SFRP4,SH3YL1,SLAMF1,SLAMF7,SLC25A37,SLC4A1,SLC5A6,SMAP2,SMS,SNAI1,SOX17,SOX18,SPIB,SQLE,SRPK1,SSTR2,STC1,SVIL,TAC1,TACSTD2,TCEAL7,TCF15,TCF4,TCF7,TCIM,TCL1A,TENT5C,TFAP2A,THAP2,TIFA,TIGIT,TIMP4,TMEM147,TNFRSF17,TOMM7,TOP2A,TPD52,TPSAB1,TRAC,TRAF4,TRAPPC3,TRIB1,TUBA4A,TUBB2B,TYROBP,UCP1,USP53,VOPP1,VWF,WARS,ZEB1,ZEB2,ZNF562
30,4,16,34,0,0,0,22,0,1,0,0,1,0,4,1,111,0,0,4,0,0,22,0,6,0,8,0,2,0,0,2,0,1,1,0,25,3,0,0,0,150,4,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,37,0,2,65,20,1,18,0,11,0,0,0,0,0,0,0,2,0,0,0,0,58,0,0,3,0,1,0,0,1,0,6,0,2,2,3,39,33,0,8,0,0,0,0,5,4,0,36,120,316,4,1,15,9,0,78,0,0,0,2,1,0,30,146,0,0,2,110,0,0,0,0,0,0,0,1,8,11,6,1,0,1,0,4,1,0,0,0,0,0,1,4,5,0,0,5,1,1,0,0,1,0,0,0,0,0,132,72,2,10,1,0,0,0,0,0,0,0,0,1,1,19,1,6,30,0,9,66,0,0,0,0,0,0,0,0,0,0,0,1,10,3,42,0,0,0,2,0,9,0,2,13,0,0,0,1,0,0,2,0,10,0,0,0,0,55,1,0,0,1,0,3,1,3,11,2,0,1,2,12,5,2,26,55,2,0,287,1,2,8,27,0,32,45,7,1,0,10,0,0,2,0,3,5,31,0,0,1,1,11,11,0,1,14,0,119,0,0,0,0,23,0,38,13,2,5,0,0,11,0,62,97,25,0,0,10,19,1,17,8,0,0,18,6,0,4,0,0,12
19,19,36,39,0,0,0,25,0,1,0,1,0,0,3,0,143,0,2,5,2,0,19,0,8,1,14,1,2,1,2,3,0,7,0,0,39,5,0,2,0,194,9,1,0,1,0,0,1,1,0,0,0,2,0,2,1,1,0,0,0,1,0,1,35,0,1,73,66,1,7,2,19,0,0,0,0,1,0,0,0,0,0,0,0,71,2,8,4,0,13,0,5,0,0,6,0,10,2,20,41,31,2,6,0,1,1,6,4,28,0,48,146,351,2,0,23,14,0,73,4,1,1,11,4,1,36,122,1,1,0,135,0,4,1,3,0,0,0,3,9,8,4,10,0,0,2,0,0,0,0,15,0,0,3,15,5,0,0,6,1,4,0,0,13,15,3,2,5,0,183,163,0,14,3,0,2,1,0,0,1,1,0,34,0,37,4,6,33,0,5,93,0,2,1,0,1,0,0,0,0,0,1,11,29,2,49,0,0,0,3,0,7,0,5,14,0,0,0,7,3,3,3,1,10,3,0,3,0,53,11,5,0,0,0,6,4,6,21,3,0,1,0,2,2,7,31,59,6,0,276,0,4,15,11,1,50,76,0,4,6,19,0,1,3,0,8,5,40,0,0,0,0,15,13,0,2,7,0,209,1,0,1,4,49,0,37,13,1,2,0,1,23,0,63,12,44,0,4,13,8,6,6,9,2,0,22,25,2,8,3,4,11
19,41,20,35,2,1,0,26,0,2,1,1,1,0,1,3,140,0,2,1,9,0,11,0,7,2,13,2,0,5,3,1,0,3,8,0,20,7,0,1,0,134,12,0,4,0,0,0,0,0,0,1,3,0,6,5,1,0,0,1,1,1,1,2,25,16,2,63,35,4,8,0,15,0,2,0,0,1,0,0,7,0,0,0,2,77,1,10,7,0,5,0,0,3,0,5,2,6,0,5,32,23,1,4,2,1,1,2,2,21,0,36,112,349,4,12,9,15,1,74,2,4,0,10,1,2,35,97,0,0,0,77,0,5,0,0,0,0,0,1,3,7,2,5,0,0,4,2,0,0,0,5,1,2,1,15,3,0,0,4,0,2,0,0,1,7,1,0,0,0,116,98,0,16,3,0,3,0,0,1,1,2,0,43,0,25,10,2,30,1,1,67,0,0,2,2,4,0,1,0,0,0,0,2,20,5,33,0,0,0,0,0,2,0,0,7,0,0,0,2,5,8,7,2,12,2,1,0,1,44,38,0,5,0,1,0,2,5,20,3,3,3,0,10,0,2,28,53,13,0,254,0,2,13,20,1,46,46,3,2,7,10,0,1,1,0,9,3,31,0,3,0,0,14,18,0,2,9,0,118,0,0,2,0,55,0,36,12,1,4,0,0,18,0,59,12,34,0,0,5,11,4,7,2,1,0,15,4,1,12,2,2,9
16,30,50,53,1,1,0,22,0,1,1,0,0,1,5,6,145,0,0,4,5,0,18,0,12,1,12,1,1,1,2,0,0,4,3,0,42,2,0,0,0,168,5,0,1,1,0,0,0,0,0,0,4,1,0,7,1,0,0,1,0,2,0,0,28,0,1,83,81,5,18,0,17,0,1,0,0,0,0,0,4,0,0,0,0,86,1,3,5,0,5,0,0,1,0,7,0,2,0,25,46,51,0,6,0,2,0,0,6,19,1,47,162,398,6,0,20,20,2,83,2,1,0,4,2,1,37,146,1,1,1,135,0,5,0,1,1,0,0,1,12,20,8,4,1,0,0,4,0,2,0,0,1,2,2,14,11,1,0,2,2,3,0,2,12,17,6,0,3,0,162,145,1,22,4,0,2,0,1,1,1,0,0,18,2,31,5,3,51,0,7,85,0,1,2,3,2,0,0,0,0,0,10,26,29,2,49,0,0,0,6,3,7,0,4,15,0,0,0,1,3,2,10,2,5,1,0,3,0,60,4,0,1,0,0,2,1,4,19,3,1,4,3,9,0,7,44,89,8,0,373,1,2,11,26,0,31,62,11,12,0,18,2,4,1,0,11,6,23,0,1,0,0,26,9,1,3,16,0,157,1,0,1,1,32,0,61,21,3,7,0,0,20,0,69,25,62,1,1,13,13,11,9,9,0,0,18,12,2,10,1,4,20
19,16,34,43,1,0,0,32,0,7,0,1,0,0,2,2,162,0,0,3,3,0,31,0,15,0,9,0,1,0,1,3,0,10,3,2,38,9,0,1,0,156,12,0,0,0,2,0,1,0,0,0,2,3,7,6,1,0,0,1,2,2,1,2,45,2,1,72,85,2,20,0,16,0,1,2,1,0,0,0,1,0,1,0,0,100,0,7,8,0,8,0,1,2,0,4,2,6,0,19,42,28,4,4,0,1,1,0,9,17,0,42,201,410,5,0,13,15,1,83,0,3,0,3,1,0,51,162,0,0,0,128,0,5,0,1,0,1,0,1,9,19,5,2,0,1,1,3,0,1,0,4,1,1,7,6,10,0,0,7,4,0,0,0,10,4,1,0,4,0,220,148,0,24,0,0,3,1,0,2,3,0,0,9,1,56,3,7,41,0,3,91,0,0,1,2,2,0,0,0,0,1,1,12,35,3,43,0,0,0,1,0,11,0,1,18,1,0,1,4,1,1,2,3,6,0,0,0,1,64,1,1,0,1,0,2,4,9,24,4,0,0,0,12,4,4,26,91,1,0,364,2,4,13,11,0,41,108,5,4,2,22,0,1,6,0,11,8,40,0,1,0,0,16,15,1,2,7,0,173,1,0,1,1,29,0,47,7,1,5,1,0,20,1,52,11,56,1,4,16,14,14,11,8,0,0,16,14,0,9,0,1,16
33,31,35,32,2,0,0,38,0,2,1,0,2,0,4,2,158,0,4,2,1,0,28,0,8,2,17,1,1,0,5,0,0,10,5,0,34,1,0,5,0,189,10,0,1,0,0,0,1,0,0,0,1,0,5,2,0,0,0,0,1,4,4,0,45,0,3,73,38,3,10,2,14,0,0,0,0,0,1,0,1,0,1,0,0,90,0,1,8,0,6,0,0,8,0,6,0,3,0,12,35,46,0,4,1,0,0,4,7,25,0,41,159,418,3,1,11,20,0,106,4,0,0,10,2,3,33,152,0,0,4,121,0,6,0,1,0,0,0,5,15,14,7,6,0,0,0,2,2,3,0,0,1,1,7,16,3,1,0,7,0,0,2,2,7,14,3,2,4,1,158,118,0,22,1,0,2,1,0,1,1,0,0,3,2,38,13,3,34,2,4,105,0,0,1,0,2,0,0,2,0,0,8,14,34,4,43,0,0,0,1,2,10,0,1,15,1,0,0,5,0,0,3,5,11,0,0,3,1,57,4,4,0,0,1,3,5,9,14,3,1,0,1,10,6,3,37,67,5,0,335,1,8,12,17,0,55,70,4,9,0,19,0,3,2,0,11,6,34,0,0,1,0,27,14,0,5,12,0,181,0,0,1,1,41,0,57,13,3,2,1,0,27,0,56,17,41,0,2,8,13,8,13,0,0,0,19,15,1,12,1,2,19
9,39,46,41,0,0,0,29,0,0,3,0,1,0,5,1,111,0,0,4,2,0,22,1,14,0,5,1,1,1,1,2,2,9,13,0,43,0,0,0,0,162,7,0,0,3,0,0,0,0,0,0,0,2,1,4,1,0,0,0,1,2,2,0,37,0,2,84,66,2,12,0,16,0,0,0,0,1,2,0,1,1,0,0,0,54,0,3,5,0,4,0,0,3,0,6,0,8,2,13,32,63,0,6,0,1,0,6,4,24,0,28,156,350,7,0,11,9,1,56,1,1,0,1,1,4,27,135,0,0,2,100,0,4,0,2,2,0,0,1,4,20,1,4,0,4,1,2,0,2,0,0,1,1,9,9,7,0,0,4,0,1,0,2,38,8,8,0,15,2,180,133,0,19,4,0,1,0,0,1,0,1,0,10,2,29,1,3,28,0,8,63,0,2,4,2,1,1,3,0,0,0,23,35,34,1,38,0,0,0,2,2,12,0,7,16,0,0,0,1,2,1,3,3,12,0,0,3,0,44,4,1,0,0,0,5,3,5,19,0,1,1,3,17,3,2,28,69,5,0,215,0,4,11,11,1,34,82,4,15,1,19,0,2,2,1,13,2,27,0,2,0,0,13,9,1,1,13,0,205,2,0,1,3,24,0,49,20,3,1,0,0,26,0,63,12,38,0,1,18,9,5,8,5,0,1,20,13,2,13,6,5,23
15,13,31,33,0,0,0,15,0,3,2,0,1,1,4,4,88,0,1,0,16,0,14,1,6,0,10,22,2,1,1,0,0,2,5,0,16,3,0,0,0,90,5,0,0,0,0,0,0,0,0,0,4,0,1,7,0,0,0,0,0,1,4,1,20,9,0,34,52,4,2,0,8,0,3,0,0,1,0,0,5,0,0,1,0,39,0,8,4,0,4,0,1,2,0,4,0,2,3,11,23,27,2,3,0,2,2,1,3,5,0,26,88,232,6,0,6,9,0,56,2,1,0,3,7,2,28,71,0,1,3,86,1,1,0,3,1,0,0,1,4,3,3,4,3,1,0,0,0,2,0,7,2,1,2,5,3,5,0,7,1,0,0,0,6,1,0,1,2,0,94,72,0,5,7,0,2,0,0,0,3,0,0,55,0,21,4,3,29,0,2,46,0,0,2,1,1,0,0,0,0,0,3,4,18,0,29,0,0,0,3,2,3,0,1,4,0,0,2,2,5,15,4,8,2,0,0,0,0,29,21,1,0,0,1,0,0,3,11,0,2,0,1,8,4,1,23,42,7,0,174,0,2,7,14,3,40,43,6,8,0,9,0,0,1,0,4,1,13,0,0,0,0,10,3,0,0,8,3,57,0,0,2,0,14,0,19,11,3,4,0,0,20,0,46,9,36,3,1,6,12,4,4,0,1,1,17,9,3,8,4,7,8
19,18,26,27,0,0,0,20,0,0,0,0,0,0,2,3,131,0,0,1,6,0,18,0,5,0,11,0,1,1,0,1,1,4,2,0,25,0,0,0,0,150,10,0,2,1,0,0,0,0,0,0,0,0,3,5,0,0,0,0,1,0,6,2,33,0,0,51,55,4,14,1,14,0,1,0,0,0,3,0,0,0,0,0,0,54,0,0,3,0,12,0,1,3,0,6,0,4,0,9,35,28,1,9,1,0,0,4,5,13,0,42,118,311,1,0,11,13,1,59,2,2,0,4,0,2,35,133,0,0,2,103,0,0,0,0,1,2,0,4,6,5,1,6,0,0,0,0,0,0,0,1,1,0,1,7,6,1,2,7,0,0,1,0,4,7,0,0,3,0,157,106,2,11,1,0,2,0,0,0,3,0,0,2,1,33,1,2,33,0,4,83,0,2,0,0,0,0,0,0,0,0,1,11,39,2,46,0,0,0,2,2,7,0,3,15,0,0,0,2,1,1,6,0,3,0,0,1,0,50,3,2,2,0,1,4,3,8,16,1,1,4,0,6,7,3,36,47,4,0,228,0,3,6,15,3,29,60,7,5,0,18,0,0,0,0,4,1,30,0,0,2,0,22,21,0,1,4,0,171,0,0,0,2,26,1,39,9,2,6,0,0,25,0,54,12,32,0,1,10,6,6,5,3,0,2,16,17,1,6,1,2,7
21,24,33,54,1,2,0,14,0,3,2,1,0,0,4,0,118,0,0,5,6,0,22,0,12,0,12,0,2,1,1,3,0,4,5,7,35,0,1,1,0,131,4,0,1,2,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,1,1,1,27,5,1,84,62,4,6,0,27,0,2,0,0,0,0,0,1,0,0,0,0,68,1,1,3,1,6,0,0,2,1,1,0,1,0,18,33,33,0,9,0,1,3,3,5,16,0,36,155,378,1,0,16,8,1,94,4,0,0,13,2,0,33,100,0,0,3,94,0,6,0,1,0,0,0,1,8,14,3,6,0,0,0,5,0,0,0,1,0,0,0,9,7,2,0,5,0,0,0,1,1,3,1,1,2,0,155,124,0,15,1,0,3,1,0,1,0,0,0,3,2,29,4,6,19,1,4,89,0,3,0,1,1,0,0,0,1,1,1,8,23,2,32,0,0,0,1,3,12,0,2,8,0,0,0,2,0,1,3,2,2,1,1,4,0,45,5,1,1,0,0,1,2,3,12,5,1,0,0,10,2,4,19,61,2,0,354,0,3,12,21,1,46,73,10,1,0,11,0,0,5,0,13,7,28,0,0,0,2,24,12,1,4,11,1,172,0,0,0,1,35,1,57,14,0,1,0,0,21,0,61,15,34,1,0,10,9,2,11,2,0,0,21,8,0,9,0,7,13
