,Cell,Cell_type,point_x,point_y
C_1,C_1,Invasive_Tumor,19.1531308601108,22.355342935512063
C_2,C_2,Macrophages_1,16.09720956915424,48.191165211249384
C_3,C_3,Invasive_Tumor,17.385154155376455,7.288411888575242
C_4,C_4,Invasive_Tumor,17.853531417643946,44.501218111468674
C_5,C_5,Prolif_Invasive_Tumor,35.8774333933046,26.03479032123986
C_6,C_6,Invasive_Tumor,17.911277222956095,43.61741822519865
C_7,C_7,Invasive_Tumor,14.90818856923346,14.636269874465253
C_8,C_8,Invasive_Tumor,41.931584876080485,32.46565132462516
C_9,C_9,Invasive_Tumor,14.928971406719949,3.406903038559567
C_10,C_10,Stromal,3.815414468697859,7.559613085049676
C_11,C_11,Invasive_Tumor,17.93880902440643,45.36458767689403
C_12,C_12,Invasive_Tumor,14.379513304688363,3.514851584415979
C_13,C_13,Invasive_Tumor,18.619234469252948,5.7171573079411235
C_14,C_14,Endothelial,27.309286026135688,42.11824565896972
C_15,C_15,Invasive_Tumor,17.467936708398955,13.35735026823498
C_16,C_16,Invasive_Tumor,18.54406552172698,4.55966767490149
C_17,C_17,Prolif_Invasive_Tumor,21.542633506191773,13.02096066919054
C_18,C_18,Invasive_Tumor,44.69756317356671,35.60257218787238
C_19,C_19,Invasive_Tumor,49.42752218118569,22.60970865755047
C_20,C_20,Invasive_Tumor,49.627885958632014,22.392567331726433
C_21,C_21,Invasive_Tumor,4.967375707981531,38.26603911877055
C_22,C_22,Invasive_Tumor,49.08903985898381,21.72682903435327
C_23,C_23,Invasive_Tumor,46.62497686108997,14.817123904158008
C_24,C_24,Invasive_Tumor,0.7213713813625622,7.6093767021768235
C_25,C_25,Invasive_Tumor,46.35306762764994,12.629914692742789
C_26,C_26,Invasive_Tumor,1.5219633332811566,23.964318387667976
C_27,C_27,Invasive_Tumor,44.60421284929948,33.329208431413825
C_28,C_28,Invasive_Tumor,17.119634524615606,7.96854438525223
C_29,C_29,Macrophages_1,1.2222036278250525,14.333624990061283
C_30,C_30,Endothelial,44.295146986193714,19.024124393314406
C_31,C_31,Invasive_Tumor,14.706164070555161,41.354162466499076
C_32,C_32,T_Cell_&_Tumor_Hybrid,1.7633752845509887,49.41587211259456
C_33,C_33,Stromal,2.3506582516450103,10.92487883851987
C_34,C_34,Invasive_Tumor,16.876471010589956,9.42335747116479
C_35,C_35,Invasive_Tumor,3.226186548090193,19.816640818379668
C_36,C_36,Stromal,46.742656687472035,42.27811932661536
C_37,C_37,Invasive_Tumor,3.602556667988077,21.02882861255475
C_38,C_38,Prolif_Invasive_Tumor,6.192453869679476,45.92525323508262
C_39,C_39,Invasive_Tumor,3.2797576120345004,22.063915256614603
C_40,C_40,Invasive_Tumor,3.372633705981254,23.26120164393758
C_41,C_41,Invasive_Tumor,3.0966598756757167,24.71181705245546
C_42,C_42,Invasive_Tumor,17.091049325529788,33.73634293784477
C_43,C_43,Stromal,3.4476433011074006,45.7752167027863
C_44,C_44,Invasive_Tumor,14.420249345168845,36.11288028244006
C_45,C_45,Stromal,2.227330977748249,43.75082113699425
C_46,C_46,Macrophages_1,6.8949052804575475,40.972290719437446
C_47,C_47,Stromal,2.388660634296791,28.1809776029725
C_48,C_48,Invasive_Tumor,14.055709366171932,39.75669574173745
C_49,C_49,Invasive_Tumor,14.608268792839302,40.272098355001006
C_50,C_50,Invasive_Tumor,3.536568445394744,18.2761101511305
C_51,C_51,Stromal,3.243729685685298,37.706420120011
C_52,C_52,Invasive_Tumor,14.19860352594402,40.26307267329906
C_53,C_53,Endothelial,33.683894074717024,45.42816855923234
C_54,C_54,Invasive_Tumor,14.621233677894335,42.676981380989496
C_55,C_55,Invasive_Tumor,14.306639061713227,42.53727258347619
C_56,C_56,Invasive_Tumor,11.298099872517303,12.310985319868479
C_57,C_57,Invasive_Tumor,17.839734518367294,26.599233708900588
C_58,C_58,Invasive_Tumor,44.73517981289968,17.66935434448626
C_59,C_59,Invasive_Tumor,16.582492912987213,16.871318591272576
C_60,C_60,Invasive_Tumor,17.154214758189994,7.135044590483631
C_61,C_61,Macrophages_1,30.39580876055955,5.503404508744758
C_62,C_62,B_Cells,35.12289002617808,29.8664632252136
C_63,C_63,Stromal,1.4700595744163103,10.005087406318069
C_64,C_64,Invasive_Tumor,16.09819859813611,13.183048567051154
C_65,C_65,Invasive_Tumor,16.167152699241882,10.999844377732359
C_66,C_66,Invasive_Tumor,47.808966343197206,33.945432500732906
C_67,C_67,Stromal,36.23894617581695,12.160123695847968
C_68,C_68,Invasive_Tumor,17.71750692611353,5.418834111424376
C_69,C_69,Endothelial,29.655455394396597,12.706523158332617
C_70,C_70,Invasive_Tumor,46.33064688850283,12.916666099081375
C_71,C_71,Stromal,0.5105352848795708,7.215762736320808
C_72,C_72,Stromal,48.23086596262402,44.719593837475394
C_73,C_73,Invasive_Tumor,48.747831764201564,25.114751109662535
C_74,C_74,Invasive_Tumor,3.0048889984162885,24.230957830126826
C_75,C_75,Invasive_Tumor,3.3162939538649128,29.873509207799646
