,Cell,Cell_type,point_x,point_y
C_1,C_1,Invasive_Tumor,37.81828130240575,2.675103615442942
C_2,C_2,Macrophages_1,30.66245713808278,43.620571931087696
C_3,C_3,Invasive_Tumor,27.440255914104117,36.462661528478904
C_4,C_4,Invasive_Tumor,34.1631250029047,16.24721104422198
C_5,C_5,Prolif_Invasive_Tumor,18.190449080945026,24.23944614441858
C_6,C_6,Invasive_Tumor,34.70059667602576,18.50300999097917
C_7,C_7,Invasive_Tumor,36.66900837552849,24.36738468192901
C_8,C_8,Invasive_Tumor,36.233108224464324,24.56266349556413
C_9,C_9,Invasive_Tumor,36.18583017714959,27.93559883716133
C_10,C_10,Stromal,34.98171913561394,49.59387015883557
C_11,C_11,Invasive_Tumor,47.24334161135992,13.688468657802016
C_12,C_12,Invasive_Tumor,46.96148283449711,19.307898371965994
C_13,C_13,Invasive_Tumor,47.22874490189245,40.18212509769886
C_14,C_14,Endothelial,37.79074936143284,4.623491177153277
C_15,C_15,Invasive_Tumor,34.43622215562465,34.24665174370241
C_16,C_16,Invasive_Tumor,46.76454286168437,47.69103229497267
C_17,C_17,Prolif_Invasive_Tumor,19.37082930987496,38.90842733228577
C_18,C_18,Invasive_Tumor,26.540090109503744,12.201111827111294
C_19,C_19,Invasive_Tumor,0.15493127026632858,1.4743493060505042
C_20,C_20,Invasive_Tumor,25.732089392392798,19.00472776529204
C_21,C_21,Invasive_Tumor,25.25049845787517,15.351240930914722
C_22,C_22,Invasive_Tumor,31.832288592433194,20.625445274850325
C_23,C_23,Invasive_Tumor,31.409671336611723,1.7010330711537291
C_24,C_24,Invasive_Tumor,31.898802256942055,19.17933124938709
C_25,C_25,Invasive_Tumor,31.56541578238522,0.2437431006867441
C_26,C_26,Invasive_Tumor,30.796120241407394,15.085405399038287
C_27,C_27,Invasive_Tumor,26.960528546669693,10.726321622748724
C_28,C_28,Invasive_Tumor,35.66746972538562,4.932268296626802
C_29,C_29,Macrophages_1,23.29479145761689,40.55805216026551
C_30,C_30,Endothelial,37.10715515445626,7.967504945651088
C_31,C_31,Invasive_Tumor,47.697798697714134,9.097789059696481
C_32,C_32,T_Cell_&_Tumor_Hybrid,2.0045562320584187,45.25889626595079
C_33,C_33,Stromal,19.742617420733378,34.233451643224065
C_34,C_34,Invasive_Tumor,35.10921533644129,3.8770094431481885
C_35,C_35,Invasive_Tumor,35.23838528078042,33.30418311311101
C_36,C_36,Stromal,35.73557014858954,45.83575287946607
C_37,C_37,Invasive_Tumor,35.01091985737029,32.527847121913936
C_38,C_38,Prolif_Invasive_Tumor,47.44697156079798,27.725650933832778
C_39,C_39,Invasive_Tumor,35.00612294508412,30.16791147111137
C_40,C_40,Invasive_Tumor,35.27056839311285,29.643559751144462
C_41,C_41,Invasive_Tumor,35.64731576073667,29.57105411925155
C_42,C_42,Invasive_Tumor,36.41347200966234,28.815787575903634
