,Cell,Cell_type,point_x,point_y
C_1,C_1,Invasive_Tumor,5.08851332722724,38.96954782001402
C_2,C_2,Macrophages_1,3.3298166117775585,5.764059136894417
C_3,C_3,Invasive_Tumor,45.97537034529103,48.47911861561256
C_4,C_4,Invasive_Tumor,33.292955877959386,31.193395028863875
C_5,C_5,Prolif_Invasive_Tumor,27.19029750386632,24.74858097056785
C_6,C_6,Invasive_Tumor,35.877975010626294,44.767433192076105
C_7,C_7,Invasive_Tumor,46.301325331424025,33.62523211580391
C_8,C_8,Invasive_Tumor,32.86594583085709,24.257981565965775
C_9,C_9,Invasive_Tumor,30.779860955482235,14.959010973163123
C_10,C_10,Stromal,32.67105805568185,34.314553018554
C_11,C_11,Invasive_Tumor,41.105886659712276,26.725447000289606
C_12,C_12,Invasive_Tumor,41.06517388490521,24.603480957744672
C_13,C_13,Invasive_Tumor,32.1401687654256,2.311320023542801
C_14,C_14,Endothelial,5.778065680015699,19.75919133933941
C_15,C_15,Invasive_Tumor,40.14876891819189,19.529154646656455
C_16,C_16,Invasive_Tumor,30.89383459587619,49.04897004001975
C_17,C_17,Prolif_Invasive_Tumor,39.593978481545065,13.9234481034683
C_18,C_18,Invasive_Tumor,20.654306295194313,18.461166394203765
C_19,C_19,Invasive_Tumor,22.83518129302421,27.99737053947941
C_20,C_20,Invasive_Tumor,22.306775632960097,25.916889372671697
C_21,C_21,Invasive_Tumor,22.901048154440147,18.86961658734945
C_22,C_22,Invasive_Tumor,48.24624704242198,30.510652916849374
C_23,C_23,Invasive_Tumor,48.82297325066979,30.524486751001596
C_24,C_24,Invasive_Tumor,22.852938066568367,21.719112561069505
C_25,C_25,Invasive_Tumor,22.930198088429293,21.792060656915545
C_26,C_26,Invasive_Tumor,28.879504502167435,4.344014505602539
C_27,C_27,Invasive_Tumor,20.452704768653078,28.829753868176233
C_28,C_28,Invasive_Tumor,34.84986208624937,28.755555823499208
C_29,C_29,Macrophages_1,36.42369827705074,2.9028160338846867
C_30,C_30,Endothelial,8.026941124262821,26.555188548431445
C_31,C_31,Invasive_Tumor,30.06138788372601,8.519160628148143
C_32,C_32,T_Cell_&_Tumor_Hybrid,25.11947287446307,37.909173494693896
C_33,C_33,Stromal,44.25109256059031,10.118615246799012
C_34,C_34,Invasive_Tumor,40.90505250120145,26.30481742002704
C_35,C_35,Invasive_Tumor,47.153113030138954,10.657823337605365
C_36,C_36,Stromal,15.899158969698801,11.859481602583793
C_37,C_37,Invasive_Tumor,29.407883524558585,48.198380100422206
C_38,C_38,Prolif_Invasive_Tumor,44.3641575617593,17.32784261018483
C_39,C_39,Invasive_Tumor,29.223803447788445,45.50656935667334
C_40,C_40,Invasive_Tumor,29.61152093809184,42.919906702334295
C_41,C_41,Invasive_Tumor,47.07196458419716,6.870721320016193
C_42,C_42,Invasive_Tumor,41.49486843016716,7.297394509075655
C_43,C_43,Stromal,15.67953058713506,34.24689683533544
C_44,C_44,Invasive_Tumor,41.038356035065746,12.391932349538488
C_45,C_45,Stromal,19.990084611226294,41.32152026574893
C_46,C_46,Macrophages_1,49.72003948238397,36.65546519233992
C_47,C_47,Stromal,12.001013668985477,1.1618313354430865
C_48,C_48,Invasive_Tumor,30.85176053205625,16.102721368184582
C_49,C_49,Invasive_Tumor,41.44700146086816,5.100976568190369
C_50,C_50,Invasive_Tumor,30.31309531132707,10.579068755384096
C_51,C_51,Stromal,6.671971587280201,15.210033792343458
C_52,C_52,Invasive_Tumor,29.415855677680288,49.74509536764816
C_53,C_53,Endothelial,5.011344365615056,48.682075912826605
C_54,C_54,Invasive_Tumor,30.75290103175481,8.200219455527936
C_55,C_55,Invasive_Tumor,30.359032006509608,7.611896928152589
C_56,C_56,Invasive_Tumor,30.881774853793853,7.198826704769084
C_57,C_57,Invasive_Tumor,41.199504700134774,6.6330977756266005
C_58,C_58,Invasive_Tumor,47.806157977998,9.55868824985065
C_59,C_59,Invasive_Tumor,47.21861949919668,10.877610514001923
C_60,C_60,Invasive_Tumor,40.759969765715674,1.2472814905721719
C_61,C_61,Macrophages_1,2.4345147987764273,6.019369708300082
C_62,C_62,B_Cells,10.963969260153378,19.556785606167328
C_63,C_63,Stromal,33.597857029791115,22.7193149049969
C_64,C_64,Invasive_Tumor,40.51510407716161,33.663055038724764
C_65,C_65,Invasive_Tumor,40.365947936250535,27.01114023930954
C_66,C_66,Invasive_Tumor,43.091149598779786,30.423513258692083
C_67,C_67,Stromal,33.14282392785599,20.227114344019085
C_68,C_68,Invasive_Tumor,40.748323968512366,20.14542223659465
C_69,C_69,Endothelial,3.429841737694217,48.68822268137805
C_70,C_70,Invasive_Tumor,22.654712272443923,18.385630797664295
C_71,C_71,Stromal,43.665971395095184,1.349514571584659
C_72,C_72,Stromal,29.115986652602764,41.67394379216882
C_73,C_73,Invasive_Tumor,47.77841969902104,28.313092714001648
C_74,C_74,Invasive_Tumor,29.43195001459933,12.950945863772212
C_75,C_75,Invasive_Tumor,45.05810853245808,33.22505253338227
C_76,C_76,Prolif_Invasive_Tumor,43.500607412340955,2.4642629536779257
C_77,C_77,Invasive_Tumor,21.59213253248531,2.370048731769836
C_78,C_78,Invasive_Tumor,29.063643631792935,28.06993587955621
C_79,C_79,Invasive_Tumor,42.21174807765121,45.080553475533705
C_80,C_80,Invasive_Tumor,21.02697333400492,21.37307028466279
C_81,C_81,Invasive_Tumor,21.270086267752735,19.42946048101678
C_82,C_82,Invasive_Tumor,21.18531767277364,23.355427877410527
C_83,C_83,Invasive_Tumor,21.505799218836998,19.106787010129516
C_84,C_84,Endothelial,4.026600173592204,47.32077544538594
C_85,C_85,Invasive_Tumor,28.787558102243622,2.225481357431025
C_86,C_86,Endothelial,14.871847542756683,26.918421923450786
C_87,C_87,Endothelial,25.724017054477393,20.441579019217066
C_88,C_88,Invasive_Tumor,21.65387245506342,23.700129271095616
C_89,C_89,CD8+_T_Cells,13.437469353836773,20.727330862222367
C_90,C_90,Invasive_Tumor,21.440488508017147,23.033863057128052
C_91,C_91,Prolif_Invasive_Tumor,31.522396843339557,31.04207812212383
C_92,C_92,CD8+_T_Cells,12.519910642678639,17.81754512610105
C_93,C_93,Invasive_Tumor,20.86665710312979,42.06400331740538
C_94,C_94,Endothelial,5.785161666354682,21.05553794440404
C_95,C_95,Macrophages_1,3.053926853339367,0.717457387017506
C_96,C_96,Invasive_Tumor,48.9309171116382,46.672794557435914
C_97,C_97,Invasive_Tumor,48.96431599945887,46.22526055343667
C_98,C_98,Invasive_Tumor,20.846697606440078,35.50903963888407
C_99,C_99,Stromal,28.464345999214718,36.77046800129293
C_100,C_100,Invasive_Tumor,48.83805440951686,48.73616187076186
C_101,C_101,Invasive_Tumor,20.043978181599265,47.69578536928044
C_102,C_102,Invasive_Tumor,20.65673858913824,30.046639350987807
C_103,C_103,Stromal,17.9753950286893,33.25914222059444
C_104,C_104,Stromal,42.253881363893726,33.727395375954586
C_105,C_105,Invasive_Tumor,22.343848197309956,18.442459695703107
C_106,C_106,Invasive_Tumor,21.61407405906493,20.980018172746597
C_107,C_107,Invasive_Tumor,28.930499005855008,5.855893376435772
C_108,C_108,Endothelial,3.01897410127982,47.61243110358531
C_109,C_109,Invasive_Tumor,26.41170445892679,49.99820092713012
C_110,C_110,Invasive_Tumor,27.73439043307095,48.939826887107444
C_111,C_111,Invasive_Tumor,21.588006382715964,29.41008885394177
C_112,C_112,Invasive_Tumor,43.34304568296874,21.01296697991877
C_113,C_113,Stromal,33.29757053772081,37.3721996832038
C_114,C_114,Invasive_Tumor,21.192752427908985,29.513996086440848
C_115,C_115,Invasive_Tumor,21.570921771698696,27.109347704623417
C_116,C_116,Invasive_Tumor,48.690934842299164,34.44495536932568
C_117,C_117,Invasive_Tumor,28.877147441568773,6.158982442725197
C_118,C_118,Invasive_Tumor,43.19278029616157,44.743487010049115
C_119,C_119,Invasive_Tumor,26.633429373568035,48.108538773893734
C_120,C_120,Invasive_Tumor,26.099813681499125,9.96140732120896
C_121,C_121,Stromal,32.89310668632141,35.3185900673849
C_122,C_122,Invasive_Tumor,48.3287553462082,25.59032800330185
C_123,C_123,T_Cell_&_Tumor_Hybrid,25.60403579618923,36.89406419586507
C_124,C_124,Endothelial,7.948479182275986,17.200508782542695
C_125,C_125,Invasive_Tumor,43.96173815156635,49.15334344459194
C_126,C_126,Macrophages_1,42.6803021148136,4.124675154054669
C_127,C_127,Invasive_Tumor,22.339666018454057,9.622350680168095
C_128,C_128,Prolif_Invasive_Tumor,30.25215084052362,25.28468190718776
C_129,C_129,Prolif_Invasive_Tumor,34.16406677738402,22.49307669537894
C_130,C_130,Stromal,32.85218384582116,41.24308368649186
C_131,C_131,Stromal,32.2772147289747,19.23149080027697
C_132,C_132,Invasive_Tumor,21.93007567311602,28.74951636370572
C_133,C_133,Invasive_Tumor,29.33585831116171,0.9496494254959353
C_134,C_134,Invasive_Tumor,22.92515835332225,5.20459660667335
C_135,C_135,Invasive_Tumor,43.80134239602871,41.334151592294795
C_136,C_136,B_Cells,11.4453799862197,22.25008445447037
C_137,C_137,Invasive_Tumor,41.21332348516143,27.83597209874608
C_138,C_138,Invasive_Tumor,28.864200727149104,2.756226279168134
C_139,C_139,Invasive_Tumor,43.29727342832386,46.728018726500906
C_140,C_140,Invasive_Tumor,47.12917998489652,31.69125565776118
C_141,C_141,Invasive_Tumor,43.958666884370224,31.480915135329656
C_142,C_142,Stromal,35.3435904710061,38.136681440627314
C_143,C_143,Endothelial,41.17358595337686,36.5725124579506
C_144,C_144,Invasive_Tumor,30.723235323843717,1.480041437113594
