GeneID,Marker,LRindex,Type_0,Type_1,Type_2,Type_3,Type_4,Type_5,Type_6,Type_7,Type_8
0,5,2122,1.0462627810982699,1.4680832662384684,1.2730734923112987,1.1189335931555209,1.4272712324422214,8.282403537018462,1.5454958327771409,1.7126349945720063,0.12152318529623758
1,8,2349,0.7508384392618062,0.6522240547443247,4.449201745036951,0.405038662332766,0.9265274414612388,7.096668951584201,0.6193935114532472,3.9721192468773228,8.63283379158293
2,5,1467,0.8830834408173394,0.8887007894484011,0.8053543482626186,0.09337886605159865,0.10536113361858684,20.141211206812624,0.41752746509435534,1.2145382665424138,0.4529080973063837
3,0,-1,9.996600340688502,1.6316465537811913,1.9655846227684204,1.1007889014686674,0.5369490367624075,1.023241269345986,0.0342824665097373,0.391589171054565,1.574582129619141
4,-1,-1,1.7560668708011722,0.6693204003481937,0.5671916884433087,0.47479043951048056,0.18182718103835713,0.752506520779349,1.4692952060512414,0.36092436916055254,0.5534464512332447
5,-1,-1,0.049632349352670004,0.6113820253519049,0.3117406293850206,0.7015037444058848,0.9988739904261823,0.059777028619270846,1.0065055819066662,2.7228813318295386,1.4047760525455388
6,-1,-1,4.79099352071747,1.1267202312335458,0.2567009206030656,1.5023655040475907,0.9939872467180347,0.19777256931715803,0.8455414125727652,1.427167057293113,1.8576832421035396
7,-1,-1,0.5391299420805771,0.9762986330678178,0.2795952679794033,0.4785843051715615,0.20384757015336535,0.5764372801769985,3.811565870566344,2.5181963387802435,0.15503249475281805
8,-1,-1,0.5470339581986075,0.6990566844751076,0.4094720174129371,1.1543378715934298,0.7667541785371328,1.5199266692289197,0.06014417747734933,0.21100726960670885,0.09241279976662466
9,4,4147,0.7315732074807011,1.3361043179639898,2.08235185408717,0.25237039968232267,12.14421235615195,0.5679815656073932,0.510159688593273,1.776043616810837,0.1424975283128325
10,5,1189,2.0909361912792734,2.4099649493269752,1.2646604745582912,0.42485801210014923,0.4936427584943628,7.909392459490328,0.019767497222418256,0.9488603044345846,0.9697559686774692
11,2,4532,2.381857264712906,0.2602383525893469,12.418757716403263,1.1024704347686258,0.022807490053928518,0.6781077694998526,1.2569630476273481,1.3535487538438618,1.262829780798497
12,-1,-1,0.4348197047651843,0.7459295819831783,0.04366732318226247,0.4269024675159585,4.0488952376054135,0.7049458903084356,0.17468347241137314,0.5937133761570712,1.0457173825665924
13,-1,-1,1.9386237774432828,0.47460632635410077,0.8312990498692996,1.528604931437338,1.8094880729276475,0.47502636909868623,0.14253927393151586,0.7613845609113041,1.0117856754739376
14,-1,-1,0.38248755456038347,0.7978200775905895,0.6670526753928785,0.05172976263249138,0.08877176441570493,1.7210020025513952,0.48925263439427946,0.8331380357129934,1.563214460182112
15,-1,-1,0.5961155558768596,0.8284349656123395,0.1721416255698156,0.7218746251936116,3.8769795615265137,3.9333864542461274,0.9547484539730925,1.4057869138475783,0.061193830722737264
16,7,-1,1.285053384265408,0.507122111341973,0.05519208859513534,1.1721489409855244,2.2429056452379093,0.026295272193999436,1.6517667596909362,3.944381293347853,1.2940484367587304
17,-1,-1,3.2363219100306524,1.2096925227678443,0.43768384891946127,0.415188848760332,0.7846798716726241,4.866775849726354,0.8337998819997732,0.13433702516176121,0.9287400493766432
18,-1,-1,1.5823417617133175,1.601230577357808,1.9631794723056082,0.039110318168506054,0.1271447846087431,1.0059029116705502,2.4302832717888863,0.35617245506501977,0.5421259153862604
19,-1,-1,0.5917414252469394,0.43296121068868126,0.5374291378368464,0.7778076435661082,0.658435852070277,0.31901816312099485,1.0800590234792828,0.650041032751137,0.09921432276264819
20,-1,-1,0.12052954278726369,1.0417532171579862,1.8847987125362564,0.05270540952101168,0.4931504866417708,0.2672230578023942,0.2597102331831085,0.8896035945565688,0.11407393695477994
21,7,4240,1.8345177337688972,1.6615424468155653,0.12978443531256778,0.1425508866562228,0.035552242407665885,0.7297005486869864,0.2656333381658924,7.8174930777708225,2.884588434065022
22,6,-1,3.1832899001072543,2.193393250917119,0.013328095689801929,2.6107500554485013,0.09988253929203711,0.8479840992443813,4.704471508637129,0.3092149168194678,0.6895266091038806
23,-1,-1,1.1856344453991723,0.03521941364513858,0.7444100808682519,1.5969612999848217,1.3089944690629232,0.4618861976176733,1.317460268161796,0.6262463383180021,1.0651518095033257
24,-1,-1,1.2613367621749745,1.3238690729437814,0.06429327651241644,1.6937951929718764,0.8275492218787904,0.9085186157731949,0.4937125473303455,0.5260003696255776,1.3638133509885104
25,1,3663,1.120725465007393,4.4829432239680385,0.21378080560781326,0.6142411968610276,0.9136910610918882,0.2542659357187499,0.4745915067114194,0.5428672094784841,0.6629792995306724
26,-1,-1,0.9577866100165005,0.19264047403643117,0.11817415174363742,1.2588531130302814,0.005684542119324811,0.42253743782250447,0.24049806234289686,0.09157966795637346,0.09337470278626578
27,8,318,0.055584062140170476,0.5262998761661586,1.1232193833874415,1.1526864448502712,0.34238490909188385,0.02835417549680786,0.6505190198249206,0.08379890377554944,8.565706222073258
28,-1,-1,0.31521894153565744,1.7427201698790866,0.6572603481806082,0.2217745177715483,0.6042175894364409,0.128699276576483,0.08704751459656403,0.12585280408303964,0.163061921697893
29,-1,-1,0.5566724880105315,2.7880162733575595,0.6388577563438083,2.908905111270797,1.5898749039574054,0.21542127762842544,1.5822073597303241,0.30285905077004815,2.847503771978029
30,7,101,0.07835751058351668,0.04433179080741915,0.002343080120041747,0.09942542408520669,1.133685355247441,0.7125645424287254,0.36754863834010915,8.185468263457123,1.547163989407939
31,-1,-1,0.06233723218971518,1.2772595652338783,0.867950103056079,0.8968857602058192,0.2864401754554219,2.396817811035961,2.3392597266086903,0.9773792096861745,0.6596251540136256
32,-1,-1,1.4822517399437363,1.3104316679623398,0.2877581981821526,0.46318568463506016,0.08618045472782342,1.066151534744391,1.3116482124451057,1.0609807964386242,1.0607069418243944
33,5,706,0.2433458187071547,1.1674915165111592,0.1692627987653873,1.6520324090325178,0.3285324859235773,6.507957100248345,0.0703699587556691,2.4597537747245486,0.21769819610751018
34,1,-1,0.6789052897522908,9.814124010574544,0.07899825595116,1.2354446715277874,0.48672344401232503,0.06600991978203731,0.25662949524425677,0.4751931163437277,2.4348824501415587
35,-1,-1,1.5258351416913403,0.020579007925210738,1.5197968811287492,1.1812692327362708,0.8990369837648401,1.5968826759575852,4.240010168367917,1.5432415528180032,0.5384207256250231
36,-1,-1,0.9229137164510731,2.4605164122299104,0.1162565820978578,2.2475088285364113,0.44932543705494377,0.4800695836921189,0.4404193106472499,3.4523785220865757,0.35557079879580544
37,-1,-1,0.0642989332536712,0.30432594840676225,3.979984660722812,4.032305879544003,0.11701810827564597,0.2729064790149511,1.0355797788162804,0.21173790910020734,3.1961689597440768
38,-1,-1,0.4267389161056056,1.162270406734035,1.0935211842723935,1.4983208530193344,1.359654652884901,2.2815986100714825,1.411071049672815,0.6859767105212581,0.9193020647711597
39,4,614,0.5991595348833727,2.956515300483134,0.10236562324307874,0.2666241010066981,6.738603415272409,1.7649686646346465,1.595126111348434,0.7202105341422269,4.755114742382207
40,-1,-1,1.0685363900882991,0.24352075930193465,0.8414720793958539,2.586040583830011,0.9384117101256596,1.8676444044003413,0.012288052761796509,0.40900636812866326,0.8292348555792346
41,-1,-1,0.0803186314100127,0.6482978986469181,0.9186564339318237,0.3437890864737743,0.3133830089447611,1.774667438590475,0.1561942348284638,0.9769611901668441,2.9125162667863362
42,-1,-1,0.023651529108823018,1.24664363041122,0.37984225187531195,0.1375940943324945,0.12411066963053442,1.6794536336617234,1.279414019486985,4.819074619108894,0.33236369375391395
43,-1,-1,0.638966999856203,0.7598912980410847,0.5745644065756133,0.3784930088914832,1.7216266316513018,1.9806951639447867,0.6032572076586434,0.09362666968383011,0.03838111232952522
44,-1,-1,1.3405380859230067,0.8832043220158431,0.6182050799696807,0.29940156576689897,0.7750592608463166,0.9804880585108761,0.2762541584154225,1.3923291912784928,0.6591841459275704
45,-1,-1,0.1596334711810129,0.36964705665179526,0.8619982624216024,0.16533948863588133,0.24335793796781013,0.14992483152113162,0.21227013020420624,1.7418468137115426,3.0052352601801213
46,7,3415,0.9580026924880948,0.03658810358116585,1.639671504531709,0.7607413617060346,1.0354764451855984,0.5890543837188644,0.8878877753626003,8.3319036015473,2.9415432588264063
47,-1,-1,0.015029455303796561,3.631239385653621,0.40270415101593277,0.8741357025013597,0.19141457630775122,0.3085402861946234,1.4362153390031207,0.3427879869439002,0.8487587731238374
48,8,2716,2.1783410020538136,0.3416646104223308,1.7979468054395609,1.1621829960320857,0.3719363095597246,1.7266533919053253,0.9402611515996281,0.5969320124051845,14.741940336029064
49,6,2510,1.2515881021670046,0.06937710866557345,0.19000372718158098,0.0937261937625581,0.5718656329705053,0.21796650611724008,6.872230962685167,1.4487534677231437,1.4033138896914303
50,3,3098,1.8704630005209109,0.5825286077537463,0.7887073038360789,9.98911549976823,0.3715963931858053,0.40060554166817774,0.10201510277420951,0.9834572847403227,0.5166163547996819
51,-1,-1,2.317488272539892,0.33403731132193104,0.848277675213163,0.11991108236627107,0.9168427394251654,0.06015134796752843,0.34059884679632296,0.39659799559167774,1.478209647705683
52,-1,-1,1.314569262895728,0.9837703061856427,1.2090090402125215,0.10119484867456094,0.5673708648912519,1.661608541671612,0.596307652760659,1.8393636161879094,4.848892222650735
53,4,2936,0.22195513092544134,0.4130394516678374,0.5605841199102604,0.7880548071397767,4.676850878614057,0.6255836595531666,0.08121071918124512,1.4180854340135598,1.0525542942892832
54,5,-1,1.0590229809194651,0.16268918780605576,0.7234420467888498,0.14785247618961564,1.1149278358152936,3.8096320080686854,0.16676610349008147,0.970161469936491,0.833236088754675
55,-1,-1,3.798805167830172,1.6772227959575694,3.462177876035363,0.8840891259904984,0.3015863963559767,0.24882111757759792,0.28879893657128847,0.15586688946054933,0.4653967846930749
56,-1,-1,0.42301415706681306,3.669633607301189,0.6555780116546189,0.47963290284358295,2.747937224356087,2.160806035863912,0.5798469602333689,0.08325746625864254,0.4078105450750738
57,-1,-1,2.8674321988039044,0.1756795051234466,0.9014045750018816,3.2716149735597484,0.2245688425659527,0.3050942751288082,0.14494387116511628,0.26586191041502527,0.5289618926933006
58,-1,-1,1.3151753508014359,0.3553581354345572,0.32675815378759804,2.0028206712382315,2.134059099260691,0.3036230989955707,0.12187878473670682,2.1061089351580096,1.0266058898084132
59,2,1187,0.5697807879983912,0.6897945765751552,8.357634909579946,0.058073908586477416,0.5657217571466443,0.36643961160095784,5.4699770613488505,0.8629205879270503,0.4773420155533241
60,7,4940,1.4478255765308563,0.9366787351626142,0.517179334150744,1.9058556177278523,1.7660046187663854,0.73565837250234,0.04083295286774327,11.487035025387893,0.5450165593367342
61,-1,-1,2.285530798730724,0.059764812427506586,1.7981401424383168,0.48441496004471263,1.2410619391888953,0.09230637035002864,1.0216324393250968,0.787872654308532,0.6264736619523193
62,7,3896,1.3493910449323707,1.6787160498584757,0.8509204803757734,0.05475440105582719,0.09218366386807508,0.31418279857924286,0.3836450033232294,9.984625064603597,1.0248155433918196
63,-1,-1,0.989034475254805,0.055961678694905065,2.015150689151718,1.3647775485610445,0.1004264793854562,1.4894365663787141,1.9367435622135842,7.084205106740613,0.4230023529793183
64,0,1079,21.261561766368782,1.9314024331460327,0.5145482559650076,0.040913636063800884,0.09332414776442921,0.757683197100987,0.494411315253362,0.8215078478082432,0.7834944781688354
65,-1,-1,0.3906779236728353,1.6318568152898205,1.4948036937718607,1.3893267805038165,0.3098283007835407,0.27473158945184945,0.4350717205724303,0.7795941082707707,2.822298522293994
66,-1,-1,1.0787189089607818,1.006806685670867,1.886322227670822,1.0756018142612072,0.03918739741376667,0.07298173424395726,0.07525355762797456,1.4385243617084642,1.063791216159012
67,-1,-1,2.3799442658335384,0.34330964765601607,0.6067179282261982,0.5682698476632595,1.5585036328163517,0.8437030334033281,0.7404492390080566,2.8582898508862113,1.7050869445934838
68,1,4265,0.2435861701815935,11.400946635340018,0.3260811733241967,1.1187058611291172,1.4114001633599587,2.273613822701589,1.0875276966075416,0.053254170451044226,0.2875919350506404
69,-1,-1,0.0036771528536959142,3.5807380711923007,1.1813095773410167,3.2327999415228854,1.6110665082111681,0.06497502120283809,2.194598313662223,0.34727508745720337,0.3372146076589535
70,-1,-1,1.6694946521910088,0.020193440301300478,0.8077885429980605,0.5092640001040553,5.014046524812905,0.1284939321251905,0.033181170988235,3.47263392990029,0.4672031936968058
71,-1,-1,2.7893927175526207,1.4554966244537104,0.138044954765453,0.5309444356669376,0.019157852899081368,0.3179680823438796,1.0365222100053195,0.5911098126761246,1.3067313805008682
72,8,-1,4.556854381974984,0.17853173187165877,1.2014367135496118,2.273232230578424,2.0317199257418332,0.24096936143763892,0.8803507836922851,0.5713037185834575,9.664626003152927
73,-1,-1,2.0847461035999744,0.44750842808790636,1.7465259419235535,1.3529773605978566,0.8716216087976316,0.046788585124590394,3.489847052736331,2.3688671005622717,0.09443773510402503
74,-1,-1,0.3495241772095381,0.7463767035730154,1.9251877081932836,1.8907509701227097,1.0757713591311617,0.6754457267283476,0.1960321322741408,1.1621818099868928,1.2942787085469198
75,-1,-1,1.9154858497471532,0.46391761701030426,2.807923386912741,0.15425293111662322,0.6086688296106397,1.121830034420617,0.07883188561343209,0.42397414979437487,0.11242358395002466
76,6,3676,2.734842948500745,3.0182650930485226,0.035002235867085264,1.2294760087016665,2.722237890233826,1.5902492754621538,5.265911430128315,0.5412204677193789,1.8164101551152845
77,2,3508,2.7577814700662007,0.78352082009652,6.248595177912626,1.9663748840671396,1.1890930117286223,1.4381584438875827,1.0001541505652083,1.1725471210160925,0.6437145490044524
78,-1,-1,1.1694435309350037,1.0211760150530897,1.2371753105782022,0.06150748712081726,2.1400970046184926,0.8230559176118079,0.2305511113489535,0.2074667057005426,0.3890088781735482
79,-1,-1,3.340932436075885,0.27678334355005807,0.5091617468242932,0.9077040658439847,0.13780781692896416,0.20494653199960564,0.011457056510119608,0.25840808888772626,1.4651214120924154
80,-1,-1,2.171334185596275,0.30581490554142626,2.518351386965985,1.5633582051681871,2.4607549241134996,0.2287899348560265,0.0067928765405183885,2.031052495206951,1.14536973794788
81,-1,-1,1.0565438857104212,2.4353894879241675,0.6221984019610812,1.6564888636159325,0.21250905858894112,2.184084697999422,1.7474784818043934,5.290736697122154,1.4996622487340336
82,-1,-1,0.6753357503419262,0.2555236231653134,1.391768590468851,1.426191205198186,0.9617480902289599,0.25778706636522786,0.8122746017818205,0.048241834401144525,0.03696763790510817
83,-1,-1,1.962491439168653,0.31163856901356307,0.32928765277704763,1.5775786112827295,2.3373786036793196,0.9348562212821144,0.2775914712677064,0.004330527604914914,2.3307422003637064
84,-1,-1,0.4481082636193707,0.1474888524152591,0.17981387282966182,0.2253399992111756,1.8727713258868033,0.4264008758051825,1.8709667581714873,0.29130516731408357,0.9206881799169984
85,-1,-1,0.3769501587797649,0.40929424221897265,0.9084605403542889,1.0135067901718213,1.0309314278961328,0.3492835761305012,0.5495932127365781,0.39402113861560667,1.042281934810553
86,-1,-1,2.5663997377083843,1.530742106094719,1.447419903745246,0.14694005593051152,0.009813727407675821,0.4465761450480256,1.1709573262113353,2.403170754414412,0.14511221400196284
87,2,1182,0.10069299704451079,0.9584243338566606,9.078970612618928,0.11140109316777566,1.5449292099750187,0.4089544708845623,2.3365058910969485,2.2624660412985116,2.162442911222142
88,-1,-1,0.01979559452726035,0.5580315516872788,1.9246328247453377,0.8776021635282883,0.3366779194929636,1.1043574868509989,0.7444321121863982,0.007919150401590155,0.5877525948283899
89,-1,-1,3.25242791606092,0.05756369920998343,1.8808187493446025,1.219824071942959,0.9775780487571062,3.157377358904738,1.9129294935899877,0.22442926554991607,1.3914315660963217
90,1,-1,0.6313478951734943,5.557465906006132,0.4806525620314387,0.22258357794403358,0.07218221492880447,2.6517893850820986,0.36483860069173396,0.055682085898837726,0.528707729417721
91,-1,-1,1.1541937223579777,0.7005396447986403,1.271562593399192,0.17056529657882943,1.5988877288694343,0.40398045303975616,2.9675392207688325,1.057274146514298,5.298187213174339
92,-1,-1,0.11367545555447923,0.022128047718631107,0.4748550069833523,0.34550099953159624,1.2804282718841011,0.09285299018817161,2.9520069399244613,0.38293470789665385,0.11155706964797467
93,4,1635,1.6128276961097385,6.231309078973131,1.8453961492184696,0.8510465434328065,13.13483928919686,0.13615609645475715,0.8268046036899503,1.3203564639953371,0.9172408901775407
94,0,2447,8.186285205733961,0.011003178631356266,1.1476130511531935,2.0717510159791757,0.9974851595395879,0.15906628387970526,0.18457461146917398,0.13719363972168253,0.7849907466614855
95,-1,-1,0.03614653695923171,0.24221030886638867,0.7600335475014697,0.9700865911485229,2.1147568674609505,1.9736637597819182,0.492782290598093,5.605950472712317,6.562676330881315
96,8,958,1.767069091740704,2.0314224743179574,0.576061195363563,0.11519317891917459,0.5969810610332598,1.266158466167055,0.6951979486307238,0.41547317207643714,14.706097551646467
97,-1,-1,1.2881766278505862,0.4873354871176894,0.4644921176794097,0.2455053396946128,0.6233719941290767,1.3826331482386103,2.158827948276723,1.588025188380667,0.7552584965581878
98,-1,-1,2.1908111851325023,0.9157905880999702,0.1714708900343359,0.665029373957286,2.190409871357118,3.0894629392146826,0.4452125931162013,0.2858174267823195,1.8046369773913267
99,-1,-1,0.21420809163475318,4.203704779654828,0.42211378505042535,0.04638805933832946,0.10110836852452217,1.8562340619151056,0.62614344264082,1.2866896350592898,0.017810580833939965
100,2,2289,0.1749293466472541,0.6786680389179023,8.7786794529048,1.139449359378702,1.4686809058406882,0.6025512723766262,1.1070603968579136,0.41160687210728963,0.15060558145220762
101,7,30,0.5894066613039796,0.10789626445768702,0.6454255907485127,1.7654650298342636,0.1808482484663474,0.09042091401732548,0.09513133321019641,8.332712464157094,0.7502880640010772
102,2,3560,1.395350449228769,1.4995579088156987,21.769719977221325,2.5267622938502012,2.377763683975172,0.4819718127002232,0.01984113786680095,0.3114487661416163,4.201156969140021
103,6,2946,1.3701697945658717,0.05947297250076563,1.6052748540849688,1.099784092465213,0.11087465996874336,1.8818140504433554,4.098230780524291,0.8042411204678545,2.2461334689947385
104,-1,-1,0.8717378338219438,0.3540900606422028,2.3024668912233075,0.7138441718000424,0.38735989279837685,0.24200593133391068,0.17117001002982138,1.8389204601491607,1.5644146485344492
105,-1,-1,1.0493511909360043,0.3347991545189055,1.154020042639374,0.06866755251654912,4.381218839504716,2.8669639810511494,1.7821884509518842,0.09404091184345963,0.0005265941989489799
106,-1,-1,1.3997093182985794,2.966984608219499,0.1558730855133941,3.934425308599153,2.502058923268264,1.1861409614010174,0.13928127960403636,1.190453225197783,0.5446867675979014
107,-1,-1,4.63693924318284,0.7340419960085447,0.6934646406520625,0.45245836901977804,0.006483380043020026,1.1081548053124868,1.2402085928607616,2.456203319107835,0.674888672628745
108,-1,-1,0.6328165795220753,1.6777977147146046,0.14206207126111686,3.267362188502053,1.2569679197300123,0.6003524302136651,0.3069534191919192,0.3478671831672483,0.4022913956869891
109,7,-1,2.3471163294164064,1.782935604858528,1.304406643204237,0.1683290355044994,0.3949909680202829,1.2873102368828353,0.6243107432388607,6.0295381657382645,2.865359059665678
110,7,1121,1.8286108699792274,0.17724117832438033,1.107253320114771,0.5961447933282668,2.049253762197666,1.5244413078354693,1.0875911660664206,12.034397803007662,2.2397594102937393
111,0,3317,10.216817396095337,0.05868576350891789,0.007619923235118462,3.601794475914322,0.2634392909533762,0.7836909144154017,1.0264876365214706,0.24020566729706536,0.1375867125786688
112,-1,-1,0.12775601191461358,0.40001674724509,0.24422219426187228,0.13357876257015971,1.2463505045415366,1.3299895936323478,1.7500446718917542,1.3322087908583573,1.9071657682460734
113,5,4721,0.5384763065219468,2.3491676569727273,0.10846535621435845,0.4188985726208538,0.2859610956908762,13.889473657315953,0.4883656996971344,0.7970071354051741,0.9584192119636009
114,-1,-1,1.1774036190335637,0.8602496586437884,0.04101134515723239,0.0020893069992247715,0.08636759570221339,0.665844564489087,0.19376360740026236,0.852951513719334,0.24578557795141498
115,-1,-1,1.2916521453034435,1.2696956220912254,0.2454279750067149,1.766073706845296,1.5934803502705361,1.5278530699473374,0.7627501857922894,0.4962598706073922,1.604030650310902
116,6,4043,6.754007732584743,2.6599420963581717,2.0742781752474078,0.4954033988352091,1.791393857020745,1.411504735995163,7.493372675288758,3.3384903647018516,0.6109537401180803
117,-1,-1,0.3587143523673568,0.5081525985699539,1.3245337771573027,1.0084518911891318,0.1757524084306208,1.4477661970016742,0.06868427060702491,0.8452833140383513,0.3959007323457641
118,6,2361,1.9467469401876212,1.2559214264515408,0.8193029368213257,1.0063266134568312,3.9544686167611127,0.8713967719515934,5.2043979144610075,0.6754120424081307,0.2793697944140805
119,5,382,0.8552338400521204,0.7351480448647949,0.5641113186330868,0.5688870806196079,2.8700221425770005,8.624396541803023,0.0466391771039149,0.3173289075224761,3.4247548170682647
120,1,4916,0.2415168720981472,8.356246111922546,1.368372867252734,0.4390952270262107,1.4723363161098482,1.5122105391176213,0.13821648317532267,0.5562264305449636,3.528697045684283
121,2,-1,0.15072842778800513,4.97517322548917,11.071660578789269,0.4995409470778328,0.5776269045413142,0.4092482706880765,0.416135651873689,0.5380594441024569,2.8691582709537076
122,1,653,2.901662654629883,28.912387585188753,0.883967926725001,0.80975091776333,0.023525362836104218,0.2617021774778246,0.618468507746825,0.07377431360741858,0.07830099252248468
123,5,-1,0.857501039566863,1.030226346151219,2.1746699930587,0.028997982382440873,0.29062429367151427,6.606893366293083,0.785218202035607,1.4351494868901629,0.1325957207478792
124,-1,-1,2.082900145580635,0.24307895362972157,0.37906374283861105,0.1982281108115449,0.5006384455579344,0.39577656772079417,1.7423499051546483,1.0308167844576166,0.15077354008495894
125,-1,-1,2.337853370358179,2.3268284921679405,0.009077519103352163,0.6290489308143359,1.1073496625508412,1.0538887020690517,1.1312843381239446,0.8867825688185016,1.3788831204868073
126,7,2834,0.05181363394673119,3.702528586603757,1.3083157176922988,2.3020287554355656,1.0631576624195733,0.26451920888294506,0.18917257383230873,14.65853021193752,0.17772370644839106
127,8,-1,1.053032111950198,0.37340921691493417,0.006614503178491606,0.3193115234296109,0.5705734610133987,0.8663891896392485,0.9310854083051981,1.5095424440176828,10.249782110871953
128,-1,-1,0.03852837845854139,3.537047473284415,0.405459797480256,0.7301909483330232,0.624102154515631,0.08372058503118754,0.2809785527886728,0.8748589787015725,0.43845450178960316
129,-1,-1,0.34307178881648354,2.0774346626509357,0.5479176482542151,0.36667518385317155,0.2211103349064648,0.6463442500089734,0.1889061769338413,0.03948726792354537,2.308862781284957
130,-1,-1,0.19972607820277805,3.0301028696559196,1.3712619886488853,0.5092370834938501,5.057526640536697,1.040198313284008,3.5136085874309426,0.1957887087936849,0.16831564644696279
131,3,3201,0.2597344557729873,0.012710411658456036,1.5879262373880634,11.833765986220993,1.487938076548332,2.9596005796112728,3.155131609124618,1.0780871320778138,0.03994423562969002
132,1,4531,3.474727525237735,11.449885962761162,2.1572336764065776,0.6810979574651278,0.4192514093793255,1.9600761481022793,0.29881017798999054,0.32928496821742964,1.4763378470704906
133,4,-1,1.566770873261257,0.6767097260552132,0.23004778755023292,0.37956711039830515,11.840808148491355,1.586563940763322,0.3173619328455377,0.7149776507107762,1.088138256496881
