"gene","cell_type","Z_score","p_val"
"ADGRE5","B_Cells",0.197830985125255,0.843177302626128
"ANKRD28","B_Cells",0.100669312170979,0.919812972925194
"BASP1","B_Cells",0.0300400532339807,0.976035109711772
"C2orf42","B_Cells",0.0401592578003306,0.967966158974036
"CCPG1","B_Cells",0.0604082602793947,0.951830479922393
"CLDN4","B_Cells",0.052087475414783,0.95845899259061
"CXCR4","B_Cells",0.686053553965444,0.492679338090709
"CYTIP","B_Cells",0.107350124212794,0.91451122088091
"DAPK3","B_Cells",1.69368990812268,0.0903242231600299
"DUSP5","B_Cells",1.42600762327012,0.153866141587348
"ERN1","B_Cells",0.467886897201425,0.639865474047274
"ESR1","B_Cells",0.444075042549498,0.656988329773765
"FAM107B","B_Cells",0.116649553749255,0.907137767527811
"FAM49A","B_Cells",0.658449753463116,0.510249174058279
"GLIPR1","B_Cells",1.48534547850062,0.137452330414257
"HDC","B_Cells",0.0605417108716298,0.951724196284632
"HMGA1","B_Cells",0.00124378762584768,0.999007601312293
"ITGAM","B_Cells",0.0523444936319003,0.958254201097204
"ITM2C","B_Cells",2.15238745258873,0.0313668511141086
"KARS","B_Cells",0.855347784006023,0.392358641412997
"LDHB","B_Cells",0.220317640540411,0.825623782510341
"LGALSL","B_Cells",0.767590688254265,0.442730396259255
"LPXN","B_Cells",0.00611028086178238,0.995124731575024
"MAP3K8","B_Cells",0.0519549020450311,0.958564627803463
"MDM2","B_Cells",0.733371551809155,0.463331845274628
"MRC1","B_Cells",2.39124371345914,0.0167914025357585
"MZB1","B_Cells",0.286529549538757,0.774472564487978
"NPM3","B_Cells",0.0500392539243434,0.960091107379443
"OCIAD2","B_Cells",0.896274985861996,0.370105915364092
"PDE4A","B_Cells",1.24644979022399,0.212599311632776
"PELI1","B_Cells",0.0689141656554042,0.945057942764688
"PIM1","B_Cells",0.55576788558531,0.578369542069982
"PRDM1","B_Cells",1.25430213543025,0.209732208065233
"RAB30","B_Cells",0.626886684841459,0.5307335159666
"RAPGEF3","B_Cells",0.0475320288558204,0.962089203840432
"RUNX1","B_Cells",1.29845398837198,0.194131377464761
"SEC11C","B_Cells",0.00228777220931735,0.998174623467859
"SEC24A","B_Cells",0.120784373570991,0.903861827563594
"SELL","B_Cells",0.802595758395252,0.422208420756962
"SLAMF7","B_Cells",0.442546151769503,0.658094041162357
"SLC25A37","B_Cells",0.0462224747062431,0.963132929391872
"SMAP2","B_Cells",0.670289261569905,0.502673411250447
"SQLE","B_Cells",0.0738919364877576,0.941096372060324
"TENT5C","B_Cells",1.00699433869067,0.313937494760567
"THAP2","B_Cells",0.689566630671358,0.490466758162998
"TIFA","B_Cells",1.16535581081898,0.243874996473348
"TMEM147","B_Cells",0.30513903241116,0.760260264310162
"TOMM7","B_Cells",0.190485847597514,0.848928432137409
"TPD52","B_Cells",0.336933567560608,0.73616698005781
"TRAPPC3","B_Cells",1.13943330134992,0.254522472879367
"TRIB1","B_Cells",0.30374078026752,0.761325386721695
"TUBA4A","B_Cells",0.0140093812531295,0.988822496614206
"TUBB2B","B_Cells",0.0437635316544205,0.965092896741304
"VOPP1","B_Cells",0.026487480007626,0.978868519603466
"WARS","B_Cells",0.0692022797002257,0.944828608521747
"ACTG2","CD4+_T_Cells",0.0616552334888554,0.950837390604824
"ADGRE5","CD4+_T_Cells",1.75858619477615,0.0786478195079236
"ANKRD28","CD4+_T_Cells",1.15360162559666,0.248663531607718
"ANKRD29","CD4+_T_Cells",0.00446913155626605,0.996434160801228
"APOBEC3B","CD4+_T_Cells",0.0873849629127434,0.93036552151059
