GeneNames,P_values
ABCC11,0.0127255211502683
ACTA2,0.0119846903912126
ACTG2,0.132411600675992
ADAM9,0.102373116141921
ADGRE5,0.830280190699887
AIF1,0.388934087886833
AKR1C1,0.968608631551929
ANGPT2,0.877096775583658
ANKRD28,0.689297766209361
ANKRD29,0.948238189640915
ANKRD30A,0.000225163040134202
APOBEC3B,0.959975397800798
APOC1,0.25095984443298
AQP1,0.106111882325829
AR,0.131015252377806
AVPR1A,0.561622726208667
BACE2,0.615476411886395
BASP1,0.213210722996785
BTNL9,0.65623225434597
C1QA,0.745493105489513
C1QC,0.557198249649144
C2orf42,0.915522491026343
C6orf132,0.726060032591795
CAV1,0.0507605740529999
CAVIN2,0.834385274054182
CCDC6,0.0693316326377792
CCDC80,0.052554829397641
CCL5,0.220469236682491
CCL8,0.898800897253054
CCND1,0.000378231908515603
CCPG1,0.457911872356188
CD14,0.33147930371359
CD163,0.484517674347084
CD247,0.836357891764873
CD3D,0.877639387468885
CD3E,0.275232398547465
CD3G,0.727241567382555
CD4,0.348319128303637
CD68,0.213882957725319
CD69,0.724630307048631
CD83,0.679369801069663
CD86,0.825596675434821
CD8A,0.0926476628033678
CD8B,0.863491401117672
CD9,0.0117589849909584
CD93,0.164542784890496
CDC42EP1,0.941976243228378
CDH1,0.0166026609257571
CEACAM6,0.5586371398391
CENPF,0.0590907600916883
CLDN4,0.464959663798251
CLEC14A,0.213551387370591
CRISPLD2,0.455548030452421
CTLA4,0.938869882333888
CTTN,0.00762431379613426
CXCL12,0.0237955519941941
CXCL16,0.612653912677289
CXCR4,0.0563591266811287
CYTIP,0.60880097770883
DAPK3,0.893581588288374
DMKN,0.782022330771805
DNTTIP1,0.708501129507714
DPT,0.687664053058484
DSC2,0.635422070254098
DSP,0.0800407805048186
DST,0.0707612204544056
DUSP2,0.905123067775368
DUSP5,0.643758127610457
EDNRB,0.627125999471057
EGFL7,0.935871887280714
EGFR,0.582150023244999
EIF4EBP1,0.636052196563201
ELF3,0.102652472136398
ENAH,0.0396079470175379
EPCAM,3.77262574293713e-05
ERBB2,4.38152576032191e-06
ERN1,0.465104527969446
ESM1,0.678084897636581
ESR1,0.950876150039023
FAM107B,0.359797434420653
FAM49A,0.930900094503259
FASN,0.000954451733967465
FBLIM1,0.631844283768989
FBLN1,0.258405381655692
FCER1G,0.154481759473091
FCGR3A,0.592884103330763
FGL2,0.468173224621125
FLNB,0.142483931212943
FOXA1,0.000154909042123452
FSTL3,0.949654739751313
GATA3,0.000295489318610342
GJB2,0.389144950714539
GLIPR1,0.613798423820593
GPR183,0.60931498228869
GZMA,0.50700136150725
HAVCR2,0.794957587989274
HDC,0.414144167682854
HMGA1,0.192785090703672
HOOK2,0.732447537507297
HOXD8,0.461727254798495
HOXD9,0.640171700884272
HPX,0.949229680640904
IGF1,0.235535683406398
IGSF6,0.490817673716047
IL2RG,0.605160371108402
IL3RA,0.936510563616098
IL7R,0.198150644242687
ITGAM,0.959438588586672
ITGAX,0.6874081139634
ITM2C,0.263837507744994
JUP,0.523157881948861
KARS,0.498620331718663
KDR,0.459508014181342
KLF5,0.233213750415441
KLRB1,0.583516405681147
KRT15,0.938001586068365
KRT7,2.63519778120891e-05
KRT8,0.00275753405641888
LAG3,0.937724281497748
LARS,0.147007238239183
LDHB,0.233609595327857
LGALSL,0.81365538195319
LPL,0.656548967780238
LPXN,0.814963829221987
LRRC15,0.826164143769987
LUM,8.08394291924586e-05
LYPD3,0.151840694272739
LYZ,0.20783483163723
MAP3K8,0.745300336926519
MDM2,0.0142521788490503
MEDAG,0.780421770390212
MKI67,0.364398948870425
MLPH,0.00179028869358333
MMP1,0.629496804165744
MMP2,0.0386519588441504
MMRN2,0.684153279828005
MNDA,0.930334530356009
MRC1,0.743537055432506
MYLK,0.415548325898884
MYO5B,0.0675456253995536
MZB1,0.701705137128847
NARS,0.0274534810705293
NOSTRIN,0.54868006404759
NPM3,0.926610614068502
OCIAD2,0.608774492061946
OXTR,0.952890741704655
PCLAF,0.121598256473335
PCOLCE,0.889515379242624
PDE4A,0.851268926641277
PDGFRA,0.0817576914551682
PDGFRB,0.0297073894227566
PDK4,0.12260238786067
PECAM1,0.0438732295208845
PELI1,0.681138676517332
PIM1,0.771848661555991
POLR2J3,0.00668292649837432
POSTN,9.70239606246093e-06
PPARG,0.481652659360408
PRDM1,0.56876093677726
PTGDS,0.493173415281116
PTN,0.7689300345789
PTPRC,0.192981601461106
PTRHD1,0.539818160427699
QARS,0.206965840419209
RAB30,0.860823136805155
RAMP2,0.388766190820631
RAPGEF3,0.859958346116249
RHOH,0.39006005357929
RORC,0.939239654875968
RTKN2,0.479452071784012
RUNX1,0.089519996488328
S100A14,0.0835934668726575
S100A4,0.448699619718541
SCD,7.09982916173857e-05
SDC4,0.650158693042961
SEC11C,0.229108219240969
SEC24A,0.273419024098431
SELL,0.964115779294293
SERHL2,0.0213189045836163
SERPINA3,0.832277909087815
SERPINB9,0.581530568712144
SFRP4,0.626194741759169
SH3YL1,0.14951903252769
SLAMF1,0.951746547614825
SLAMF7,0.382184476214319
SLC25A37,0.76154665832645
SLC5A6,0.289589550524556
SMAP2,0.649575296321726
SMS,0.117255995612196
SNAI1,0.930873835949862
SOX17,0.927537171244162
SQLE,0.283804173470967
SRPK1,0.348623850602398
STC1,0.683995825249836
SVIL,0.356710883408592
TACSTD2,0.00464784592321954
TCF4,0.388232317529161
TCIM,0.00307536446419077
TENT5C,0.0914061100819775
TFAP2A,0.278859430385411
THAP2,0.820375141622409
TIFA,0.819744021363596
TMEM147,0.108714160144144
TOMM7,0.0118214403692876
TOP2A,0.0551982175123213
TPD52,0.0464755034819627
TRAC,0.32698189387372
TRAF4,0.191906054359703
TRAPPC3,0.433406401724332
TRIB1,0.456503173242135
TUBA4A,0.348705987349686
TUBB2B,0.822732211385262
TYROBP,0.975836765180026
USP53,0.187284003418031
VOPP1,0.227075874675589
VWF,0.0752559383856345
WARS,0.412748505955358
ZEB1,0.425202221341338
ZEB2,0.0837277344236531
ZNF562,0.272542994916656
