GeneNames,P_values
ABCC11,0.0132888013738608
ACTA2,0.0206803375590751
ACTG2,0.194318297307759
ADAM9,0.170305863702661
ADGRE5,0.838965276614538
AIF1,0.27140109397127
AKR1C1,0.968217960726142
ANGPT2,0.841714679774183
ANKRD28,0.719616958890699
ANKRD29,0.926844208180706
ANKRD30A,0.000221496208707372
APOBEC3B,0.966550696395327
APOC1,0.230216028144396
AQP1,0.142921345681062
AR,0.130944061379679
AVPR1A,0.612517611801337
BACE2,0.631077018970152
BASP1,0.310843644144961
BTNL9,0.502893470224311
C1QA,0.605552474659207
C1QC,0.416352148714721
C2orf42,0.89693265231252
C6orf132,0.782353911778093
CAV1,0.0665218672130998
CAVIN2,0.853826814349225
CCDC6,0.115416422430949
CCDC80,0.0595546631387366
CCL5,0.360384659316284
CCL8,0.874156518618362
CCND1,0.000866164867433628
CCPG1,0.515415442164261
CD14,0.232304574698006
CD163,0.349208192358124
CD247,0.883225860525781
CD3D,0.877044590042426
CD3E,0.401849738921153
CD3G,0.828266580115334
CD4,0.235410991219404
CD68,0.082982260167319
CD69,0.700119519224661
CD83,0.658945329310617
CD86,0.624890018351251
CD8A,0.0415769417271818
CD8B,0.753130872351741
CD9,0.0160996903617441
CD93,0.140543641302466
CDC42EP1,0.927363780658829
CDH1,0.0173084917228969
CEACAM6,0.670928634855228
CENPF,0.0347630973486848
CLDN4,0.579555380210186
CLEC14A,0.165225291114168
CRISPLD2,0.461518181720986
CTLA4,0.781658771026714
CTTN,0.0114205335571155
CXCL12,0.0197456078443662
CXCL16,0.603290553259129
CXCR4,0.0931006373627374
CYTIP,0.722376713113393
DAPK3,0.880835325294709
DMKN,0.81769228521624
DNTTIP1,0.752455534613079
DPT,0.641756883480758
DSC2,0.755443629431156
DSP,0.0953069799827927
DST,0.0873244586890222
DUSP2,0.944139344874438
DUSP5,0.599542351215727
EDNRB,0.629028682771055
EGFL7,0.926689690669294
EGFR,0.566732497988371
EIF4EBP1,0.655496260562409
ELF3,0.124523289467429
ENAH,0.0906303025490588
EPCAM,5.54484846538861e-05
ERBB2,7.3160968487862e-06
ERN1,0.47976506881717
ESM1,0.514652632623135
ESR1,0.947672033418216
FAM107B,0.393888851133855
FAM49A,0.941687842892045
FASN,0.00102779577941192
FBLIM1,0.685884398505131
FBLN1,0.249091205024042
FCER1G,0.0556465423090403
FCGR3A,0.558970808047239
FGL2,0.336433099992122
FLNB,0.165960418998512
FOXA1,0.000265965512182165
FSTL3,0.948736729188416
GATA3,0.000340326635754118
GJB2,0.300246921169694
GLIPR1,0.455246977987378
GPR183,0.318085573932309
GZMA,0.754608973117889
HAVCR2,0.696943918937378
HDC,0.485166741347828
HMGA1,0.185379292196621
HOOK2,0.72545590218986
HOXD8,0.555088305481608
HOXD9,0.687184614949771
HPX,0.972678285290778
IGF1,0.224734287298405
IGSF6,0.408854649946299
IL2RG,0.745937019080777
IL3RA,0.921723588986335
IL7R,0.138147587879474
ITGAM,0.935960360759514
ITGAX,0.681900345123834
ITM2C,0.247510215441682
JUP,0.542272749533368
KARS,0.512181537244366
KDR,0.46792803284863
KLF5,0.233635785245636
KLRB1,0.708752200969107
KRT15,0.95110946070973
KRT7,4.60251533408451e-05
KRT8,0.00362224793165489
LAG3,0.929991412980967
LARS,0.195858580309709
LDHB,0.20375586340423
LGALSL,0.830657763918674
LPL,0.538740184561179
LPXN,0.821189960109222
LRRC15,0.800035148174502
LUM,5.3311728649752e-05
LYPD3,0.155713267445732
LYZ,0.123599260223021
MAP3K8,0.766208911408233
MDM2,0.0244527206651741
MEDAG,0.83690774750201
MKI67,0.236241463163447
MLPH,0.00169587262763737
MMP1,0.767085610112483
MMP2,0.0361849564807263
MMRN2,0.638558041073835
MNDA,0.918676511655977
MRC1,0.591384168863395
MYLK,0.410179098990346
MYO5B,0.0753635251907272
MZB1,0.395352127496268
NARS,0.0345851338912946
NOSTRIN,0.419574809078958
NPM3,0.943809395544463
OCIAD2,0.612713912813697
OXTR,0.963183867654809
PCLAF,0.129832345313631
PCOLCE,0.882478682856453
PDE4A,0.901104385659524
PDGFRA,0.0944906806163958
PDGFRB,0.0305511351571373
PDK4,0.0520254363895905
PECAM1,0.0523140479134895
PELI1,0.659203736598954
PIM1,0.778241616858495
POLR2J3,0.0109046405422191
POSTN,2.36534545059452e-05
PPARG,0.486999848163122
