GeneNames,P_values
ABCC11,0.0114446891408919
ACTA2,0.0118097670339289
ACTG2,0.112057271315305
ADAM9,0.0975946772225728
ADGRE5,0.88340554525204
AIF1,0.353064677882651
AKR1C1,0.940915745108794
ANGPT2,0.901924301281507
ANKRD28,0.634797084882936
ANKRD29,0.936576311789219
ANKRD30A,0.000326847427290833
APOBEC3B,0.95534904805736
APOC1,0.24642867346007
AQP1,0.251818182837664
AR,0.0962468932492354
AVPR1A,0.765555958456357
BACE2,0.569111842569981
BASP1,0.185023016633221
BTNL9,0.661062330196137
C1QA,0.754592041802344
C1QC,0.5204272274198
C2orf42,0.886272911644563
C6orf132,0.70610565424667
CAV1,0.126362423215579
CAVIN2,0.958746404137443
CCDC6,0.0670330013061704
CCDC80,0.0450521130304082
CCL5,0.509206681341154
CCL8,0.918983579284001
CCND1,0.000425650680965783
CCPG1,0.42728813725274
CD14,0.392959811405768
CD163,0.561897138266727
CD247,0.901719906663935
CD3D,0.876154503009272
CD3E,0.455360702391062
CD3G,0.810379435011088
CD4,0.348507017872465
CD68,0.147195325863464
CD69,0.860574437576885
CD83,0.781205990168252
CD86,0.805079419198012
CD8A,0.0763115187045074
CD8B,0.7366817653501
CD9,0.0130201729017272
CD93,0.30836457895398
CDC42EP1,0.921525718146095
CDH1,0.0145698468628248
CEACAM6,0.462988786898384
CENPF,0.0648232981423744
CLDN4,0.422595161796984
CLEC14A,0.363094029199416
CRISPLD2,0.410426691880879
CTLA4,0.890023976481109
CTTN,0.00845217287338018
CXCL12,0.0142444300612391
CXCL16,0.613298978943834
CXCR4,0.0861896970214363
CYTIP,0.726787424343342
DAPK3,0.822854875051299
DMKN,0.736556785713747
DNTTIP1,0.67282648813029
DPT,0.640452659939645
DSC2,0.575897063627146
DSP,0.0961480903642781
DST,0.058157159788144
DUSP2,0.891844700310192
DUSP5,0.626437850856679
EDNRB,0.72792043391563
EGFL7,0.939644715283929
EGFR,0.518464674304201
EIF4EBP1,0.60650876047609
ELF3,0.101489647714479
ENAH,0.048285983909189
EPCAM,6.46550105251054e-05
ERBB2,7.06196354161026e-06
ERN1,0.440536391878175
ESM1,0.90118866485802
ESR1,0.941547228311059
FAM107B,0.329767294094569
FAM49A,0.923890733629858
FASN,0.00154233880679921
FBLIM1,0.669513901563155
FBLN1,0.193244636112535
FCER1G,0.119292609479403
FCGR3A,0.626212459202659
FGL2,0.509821404120516
FLNB,0.123888843026618
FOXA1,0.000282192542368498
FSTL3,0.89432968147407
GATA3,0.00035414478673701
GJB2,0.300698185212047
GLIPR1,0.65171691162581
GPR183,0.5433314044986
GZMA,0.620266128644876
HAVCR2,0.792776647488395
HDC,0.370529073766668
HMGA1,0.165723818346097
HOOK2,0.665470415407185
HOXD8,0.524104189153307
HOXD9,0.821573430681999
HPX,0.92974161219496
IGF1,0.181383968484102
IGSF6,0.596968378047898
IL2RG,0.726556268601911
IL3RA,0.953569165896645
IL7R,0.0635213645684448
ITGAM,0.94079405877148
ITGAX,0.675384383346698
ITM2C,0.354840418629894
JUP,0.435809577633471
KARS,0.407314132694205
KDR,0.645460867195231
KLF5,0.197183267992841
KLRB1,0.57560961468381
KRT15,0.872471776040249
KRT7,3.76702863144063e-05
KRT8,0.00342162679127145
LAG3,0.941295644435416
LARS,0.134645478894599
LDHB,0.299134133139387
LGALSL,0.79576293750272
LPL,0.589501919346085
LPXN,0.819341494393167
LRRC15,0.705531697610609
LUM,6.74497973082167e-05
LYPD3,0.13621535035877
LYZ,0.169384530928908
MAP3K8,0.685738190931788
MDM2,0.015377985250549
MEDAG,0.80962400248883
MKI67,0.39426322019006
MLPH,0.00292146070811017
MMP1,0.407159760279047
MMP2,0.021565104644358
MMRN2,0.80489588253678
MNDA,0.910807166534244
MRC1,0.777323974467307
MYLK,0.572991563232217
MYO5B,0.073131231652967
MZB1,0.728736046066017
NARS,0.0225074284586758
NOSTRIN,0.680094791448477
NPM3,0.91791232378249
OCIAD2,0.556338892339995
OXTR,0.933379761361811
PCLAF,0.134820738854731
PCOLCE,0.866221215208966
PDE4A,0.81599438977717
PDGFRA,0.079387257841486
PDGFRB,0.0275048718702651
PDK4,0.128274723634693
PECAM1,0.0996605636736982
PELI1,0.662618090325596
PIM1,0.676707441102942
POLR2J3,0.00653548476686527
POSTN,5.86479683917229e-06
PPARG,0.572585447986865
PRDM1,0.615743627686835
PTGDS,0.333187066657165
PTN,0.69500959238219
PTPRC,0.254152896333486
PTRHD1,0.463798727685315
QARS,0.163742214980576
RAB30,0.847402455160685
RAMP2,0.651386449545842
RAPGEF3,0.81892086749582
RHOH,0.296334916648671
RORC,0.921574890068688
RTKN2,0.448705834241773
RUNX1,0.0609295827616871
S100A14,0.0770168609743919
S100A4,0.484217114605895
SCD,9.36249639909015e-05
SDC4,0.61715054684753
SEC11C,0.22903303896155
SEC24A,0.234230010357658
SELL,0.962301760689822
SERHL2,0.0184668966344531
SERPINA3,0.754648204038707
SERPINB9,0.574776555248709
SFRP4,0.483764774267175
SH3YL1,0.141095404755031
SLAMF1,0.969052259925187
SLAMF7,0.523405865714429
SLC25A37,0.68312547263686
SLC5A6,0.298700553731223
SMAP2,0.641754717049369
SMS,0.109064852608426
SNAI1,0.929768341434786
SOX17,0.972671822079734
SQLE,0.231565228522084
SRPK1,0.290267517891793
STC1,0.692293918418666
SVIL,0.332003971313148
TACSTD2,0.00510752504638701
TCF4,0.511439783541746
TCIM,0.00290343626216549
TENT5C,0.080200952348802
TFAP2A,0.235416929323408
THAP2,0.763395685457461
TIFA,0.796772860011422
