GeneNames,P_values
ABCC11,0.0234586113840952
ACTA2,0.0273131985645355
ACTG2,0.160966773898088
ADAM9,0.133418582498168
ADGRE5,0.846761764564797
AIF1,0.236426566885904
AKR1C1,0.973238377168354
ANGPT2,0.812747112736715
ANKRD28,0.747388316798819
ANKRD29,0.946318882018488
ANKRD30A,0.000440519107211879
APOBEC3B,0.972641337078904
APOC1,0.176146677188443
AQP1,0.0531396567214629
AR,0.178660097748452
AVPR1A,0.535461204919638
BACE2,0.6610936091199
BASP1,0.317831181135189
BTNL9,0.500946555455996
C1QA,0.557751927600319
C1QC,0.309314070989374
C2orf42,0.902392518409482
C6orf132,0.826373089392966
CAV1,0.0225881603252188
CAVIN2,0.644974881523659
CCDC6,0.10653810842586
CCDC80,0.106358980954495
CCL5,0.42506570684527
CCL8,0.891986591984612
CCND1,0.000908087040824235
CCPG1,0.517464013826678
CD14,0.163342058156885
CD163,0.203236464697216
CD247,0.889194153566643
CD3D,0.927156296108312
CD3E,0.379458799521119
CD3G,0.84405878941643
CD4,0.124405704506269
CD68,0.0602618411047653
CD69,0.736603018771611
CD83,0.39075664148569
CD86,0.661230582307464
CD8A,0.118705522581312
CD8B,0.740583412551417
CD9,0.0323099674443429
CD93,0.0930081991483138
CDC42EP1,0.921371928980003
CDH1,0.0192763630827454
CEACAM6,0.673658922022677
CENPF,0.0660975963401724
CLDN4,0.614622618791554
CLEC14A,0.0731083506807859
CRISPLD2,0.667132541570472
CTLA4,0.804564821159464
CTTN,0.0101727004223591
CXCL12,0.0563444428615384
CXCL16,0.575450320267484
CXCR4,0.0749339656881105
CYTIP,0.62575464163973
DAPK3,0.896224684001992
DMKN,0.826666947382461
DNTTIP1,0.695159079372109
DPT,0.854485127568025
DSC2,0.69925307443068
DSP,0.120894940791644
DST,0.0724137225211772
DUSP2,0.933577639375712
DUSP5,0.602322138971919
EDNRB,0.600879335016126
EGFL7,0.85972627771253
EGFR,0.684410820646078
EIF4EBP1,0.666365512041181
ELF3,0.161316825225123
ENAH,0.0742554307111429
EPCAM,9.27016768504929e-05
ERBB2,1.5812208694399e-05
ERN1,0.399174703939517
ESM1,0.620948708024914
ESR1,0.962761515170961
FAM107B,0.369458892201366
FAM49A,0.948012789355959
FASN,0.00362513959436683
FBLIM1,0.652069011716604
FBLN1,0.435386527615377
FCER1G,0.0445244189753565
FCGR3A,0.405230055744965
FGL2,0.22377947876972
FLNB,0.139832988391769
FOXA1,0.000456636478466832
FSTL3,0.969384418787469
GATA3,0.000626103377773246
GJB2,0.48458448765958
GLIPR1,0.443461320834658
GPR183,0.278660127979124
GZMA,0.614236973905477
HAVCR2,0.597755926140173
HDC,0.563944590352946
HMGA1,0.282957274984712
HOOK2,0.785308284221047
HOXD8,0.38581590386569
HOXD9,0.375411817143888
HPX,0.954543062775501
IGF1,0.45359576827301
IGSF6,0.211901345516481
IL2RG,0.69335275610527
IL3RA,0.863845791493255
IL7R,0.138609218100119
ITGAM,0.838630546497081
ITGAX,0.509677388617704
ITM2C,0.170005371152626
JUP,0.577237394212057
KARS,0.598763614559556
KDR,0.204032180259136
KLF5,0.298251378604157
KLRB1,0.661270048127492
KRT15,0.969604068390448
KRT7,9.32897440524272e-05
KRT8,0.0061486219393827
LAG3,0.975947539101478
LARS,0.215725542064798
LDHB,0.292870000655318
LGALSL,0.84189945906762
LPL,0.700629428434597
LPXN,0.836096189185217
LRRC15,0.921336543938664
LUM,0.00102377688254651
LYPD3,0.211872750199935
LYZ,0.0593879252886954
MAP3K8,0.702160270093899
MDM2,0.0260621622318542
MEDAG,0.893017813629014
MKI67,0.308647328346646
MLPH,0.00435783615675556
MMP1,0.838923934363692
MMP2,0.0983048751535067
MMRN2,0.605669166897281
MNDA,0.860460637756015
MRC1,0.579080987846505
MYLK,0.319549034279936
MYO5B,0.149079444076325
MZB1,0.402148617483121
NARS,0.0462491964757604
NOSTRIN,0.323325748835137
NPM3,0.940486880294243
OCIAD2,0.609366017584787
OXTR,0.96382028077243
PCLAF,0.188047625315059
PCOLCE,0.954819959950559
PDE4A,0.875419330123853
PDGFRA,0.217782875627499
PDGFRB,0.0652838216832494
PDK4,0.0373705490890728
PECAM1,0.0190281329958608
PELI1,0.649638435070575
PIM1,0.844397338550972
POLR2J3,0.00995421181999123
POSTN,0.00016976536986324
PPARG,0.344379527939628
PRDM1,0.562323603292483
PTGDS,0.621942514330328
PTN,0.915281675496691
PTPRC,0.209485406571196
PTRHD1,0.58138734294643
QARS,0.284419502329435
RAB30,0.847139447619404
RAMP2,0.247831759289279
RAPGEF3,0.82688064870155
RHOH,0.501091923177778
RORC,0.959994308641543
RTKN2,0.472521690696576
RUNX1,0.144691751149639
S100A14,0.156362232959861
S100A4,0.39114479598156
SCD,0.000351776961538541
SDC4,0.770552080818451
SEC11C,0.227918575133454
SEC24A,0.349147473612702
SELL,0.968763923099543
SERHL2,0.0325528942974521
SERPINA3,0.836021400009141
SERPINB9,0.631057734171864
SFRP4,0.719097603315664
SH3YL1,0.24684484864714
SLAMF1,0.808406415511522
SLAMF7,0.261139127212614
SLC25A37,0.786353701775811
SLC5A6,0.422857223883573
SMAP2,0.660685418986523
SMS,0.1163903592863
SNAI1,0.939072012236476
SOX17,0.915517573119737
SQLE,0.352614196558754
SRPK1,0.349773789817321
STC1,0.723070764930307
SVIL,0.476569600831332
TACSTD2,0.00924569217882787
TCF4,0.314794012712608
TCIM,0.0046073653561739
TENT5C,0.104025009786131
TFAP2A,0.388338282032867
THAP2,0.866581677722673
TIFA,0.839969811301627
TMEM147,0.212024573188264
TOMM7,0.0208357876720288
TOP2A,0.0374996232213677
TPD52,0.066689551384907
TRAC,0.514470473737078
TRAF4,0.267265865759713
TRAPPC3,0.409281012188469
TRIB1,0.445147861124234
TUBA4A,0.341386762970537
TUBB2B,0.880072982840381
TYROBP,0.861515250204252
USP53,0.296691891514679
VOPP1,0.258915319872404
VWF,0.0285978204814573
WARS,0.521440779309974
ZEB1,0.509217132122152
ZEB2,0.0832008813879043
