GeneNames,P_values
ABCC11,0.0132861020413521
ACTA2,0.00885612059099927
ACTG2,0.17764352180154
ADAM9,0.131347570069753
ADGRE5,0.843237675837244
AIF1,0.217729606797278
AKR1C1,0.939307141533556
ANGPT2,0.789219979117515
ANKRD28,0.699697321291429
ANKRD29,0.96508739710168
ANKRD30A,0.000249453500184904
APOBEC3B,0.973320362052461
APOC1,0.21176729757575
AQP1,0.203890387822774
AR,0.109709558320223
AVPR1A,0.646775009233211
BACE2,0.609698748100884
BASP1,0.161738583738815
BTNL9,0.701356358056141
C1QA,0.672557563102991
C1QC,0.409979605423182
C2orf42,0.93138086675285
C6orf132,0.794944807523838
CAV1,0.103898959894865
CAVIN2,0.859374818449484
CCDC6,0.0958281338923834
CCDC80,0.0137354520374439
CCL5,0.480323709374044
CCL8,0.725014735442582
CCND1,0.000539658148190014
CCPG1,0.479731945636477
CD14,0.182984621079357
CD163,0.255917314125663
CD247,0.863861028485445
CD3D,0.913837325892685
CD3E,0.338432459667464
CD3G,0.827753306502579
CD4,0.188738496018333
CD68,0.0674576327866014
CD69,0.790213854379756
CD83,0.744542980087254
CD86,0.729358961964984
CD8A,0.232456313145157
CD8B,0.907615841982777
CD9,0.0102226721812273
CD93,0.214078846639494
CDC42EP1,0.94650536215811
CDH1,0.0203378800831749
CEACAM6,0.680722276134273
CENPF,0.140758472437209
CLDN4,0.551825730838542
CLEC14A,0.189338492040821
CRISPLD2,0.29541331716318
CTLA4,0.901023239709872
CTTN,0.0130783588402914
CXCL12,0.00576408540742934
CXCL16,0.643657353461522
CXCR4,0.0852543526705015
CYTIP,0.579260139788194
DAPK3,0.894716519625291
DMKN,0.799203161285021
DNTTIP1,0.723699392336455
DPT,0.454060037969156
DSC2,0.657653275346257
DSP,0.0927035741671811
DST,0.0935428836832862
DUSP2,0.927293135329554
DUSP5,0.682292309884969
EDNRB,0.630351423673372
EGFL7,0.929658489406243
EGFR,0.398240082139096
EIF4EBP1,0.684442068310681
ELF3,0.1074638889234
ENAH,0.0817597312320705
EPCAM,5.19259510610715e-05
ERBB2,6.5675281406552e-06
ERN1,0.553471130782917
ESM1,0.798726087527411
ESR1,0.965565876602111
FAM107B,0.348276935243901
FAM49A,0.910256799765899
FASN,0.00121120020425858
FBLIM1,0.527681786828239
FBLN1,0.126280211238057
FCER1G,0.0748319333163056
FCGR3A,0.452525332117889
FGL2,0.295879307629885
FLNB,0.146397328921633
FOXA1,0.000205644635848823
FSTL3,0.958478210000695
GATA3,0.000287007933876704
GJB2,0.266507527886181
GLIPR1,0.515937725727736
GPR183,0.420001994332733
GZMA,0.696391335962339
HAVCR2,0.706645650838964
HDC,0.491917527636404
HMGA1,0.263196397699983
HOOK2,0.767794730503876
HOXD8,0.587213797686636
HOXD9,0.68142381641743
HPX,0.960576963326145
IGF1,0.125649869530546
IGSF6,0.408676214857491
IL2RG,0.712246097476292
IL3RA,0.903965576395932
IL7R,0.229917621750856
ITGAM,0.909419577604566
ITGAX,0.564817517536627
ITM2C,0.333797294805806
JUP,0.534348939118507
KARS,0.555596272531074
KDR,0.402824254537579
KLF5,0.259729664570146
KLRB1,0.586774216947539
KRT15,0.922643363579198
KRT7,2.90926344264086e-05
KRT8,0.0041840530529782
LAG3,0.960548072233501
LARS,0.201180893424841
LDHB,0.177580498362776
LGALSL,0.84022445507833
LPL,0.638706105976757
LPXN,0.784150264738592
LRRC15,0.673579189569498
LUM,6.35201597587454e-06
LYPD3,0.183742634123313
LYZ,0.0991968184287589
MAP3K8,0.75530930368618
MDM2,0.0280923203146519
MEDAG,0.650664693266547
MKI67,0.494086607126687
MLPH,0.00185508182156613
MMP1,0.465792809712309
MMP2,0.00810476487169709
MMRN2,0.776254454171225
MNDA,0.828673398545173
MRC1,0.574654547730448
MYLK,0.601142333667436
MYO5B,0.0921620579751579
MZB1,0.750739995090793
NARS,0.0385396785309488
NOSTRIN,0.608400445421677
NPM3,0.941219592574266
OCIAD2,0.595409895989974
OXTR,0.960385019739143
PCLAF,0.225197789716286
PCOLCE,0.863850104603723
PDE4A,0.868696609688328
PDGFRA,0.0381923422743761
PDGFRB,0.0128646894776931
PDK4,0.0524520465520193
PECAM1,0.0970931332110129
PELI1,0.701801009501941
PIM1,0.633314553009866
POLR2J3,0.0141068297287473
POSTN,1.04958178381853e-06
PPARG,0.544192739444656
PRDM1,0.541154076856478
PTGDS,0.293866449466637
PTN,0.657918620157212
PTPRC,0.158685592536038
PTRHD1,0.60265547210566
QARS,0.23863687879188
RAB30,0.857954669620652
RAMP2,0.423810119917129
RAPGEF3,0.876959554761816
RHOH,0.405916033682792
RORC,0.960890078675489
RTKN2,0.550641506359878
RUNX1,0.0281144856050253
S100A14,0.0967723970857512
S100A4,0.410345323846475
SCD,0.000104225410939796
SDC4,0.707196480849204
SEC11C,0.289483793528193
