seed	GeneID	Gene	Marker	truth_scope	conditional_spatial_truth	is_null_control	spatial_basis	effect_role	effect_role_label	effect_scope	reference_state	target_state	configured_strength	direction	coefficient_row	coefficient_col	overall_coefficient_0	overall_coefficient_1	cell_type_1_coefficient_0	cell_type_1_coefficient_1	cell_type_2_coefficient_0	cell_type_2_coefficient_1	cell_type_3_coefficient_0	cell_type_3_coefficient_1	min_log_effect	max_log_effect	Type_0	Type_1	Type_2	Type_3
0	0	Gene_0	-1	base_reference_spatial_fixed_effect	True	False	linear	overall	Base/reference f0	overall	0		-1.0	Diagonal	-0.7071067811865475	-0.7071067811865475	-0.7071067811865475	-0.7071067811865475	0.0	0.0	0.0	0.0	0.0	0.0	-0.6684876149454728	0.6714533267370157	10.66981274921137	11.690012525542121	11.711510222103396	6.128169423289314
0	1	Gene_1	-1	base_reference_spatial_fixed_effect	True	False	linear	overall	Base/reference f0	overall	0		-1.0	Diagonal	-0.7071067811865475	-0.7071067811865475	-0.7071067811865475	-0.7071067811865475	0.0	0.0	0.0	0.0	0.0	0.0	-0.6684876149454728	0.671453326737016	9.17686136767044	7.853502625742691	5.7744369162033635	16.461198547415876
0	2	Gene_2	-1	base_reference_spatial_fixed_effect	True	False	linear	overall	Base/reference f0	overall	0		-1.0	Diagonal	-0.7071067811865475	-0.7071067811865475	-0.7071067811865475	-0.7071067811865475	0.0	0.0	0.0	0.0	0.0	0.0	-0.6684876149454728	0.671453326737016	7.56995189072263	9.75720502592127	15.512753092413732	14.054083216064274
0	3	Gene_3	-1	base_reference_spatial_fixed_effect	True	False	linear	overall	Base/reference f0	overall	0		-0.75	Diagonal	-0.5303300858899106	-0.5303300858899106	-0.5303300858899106	-0.5303300858899106	0.0	0.0	0.0	0.0	0.0	0.0	-0.5013657112091046	0.5035899950527619	9.829480632616722	9.523442099828292	12.558045103107435	15.672529493608742
0	4	Gene_4	-1	base_reference_spatial_fixed_effect	True	False	linear	overall	Base/reference f0	overall	0		-0.75	Diagonal	-0.5303300858899106	-0.5303300858899106	-0.5303300858899106	-0.5303300858899106	0.0	0.0	0.0	0.0	0.0	0.0	-0.5013657112091046	0.503589995052762	26.962648273295443	6.105992968386031	7.808638312394051	10.157656185823072
0	5	Gene_5	-1	base_reference_spatial_fixed_effect	True	False	linear	overall	Base/reference f0	overall	0		-0.75	Diagonal	-0.5303300858899106	-0.5303300858899106	-0.5303300858899106	-0.5303300858899106	0.0	0.0	0.0	0.0	0.0	0.0	-0.5013657112091046	0.5035899950527617	18.136925889726417	19.606475753453914	18.116819211060676	22.04196088777342
0	6	Gene_6	-1	base_reference_spatial_fixed_effect	True	False	linear	overall	Base/reference f0	overall	0		-0.5	Diagonal	-0.35355339059327373	-0.35355339059327373	-0.35355339059327373	-0.35355339059327373	0.0	0.0	0.0	0.0	0.0	0.0	-0.33424380747273635	0.335726663368508	16.252748584532664	10.019820533627549	13.523378229257489	18.370579030080414
0	7	Gene_7	-1	base_reference_spatial_fixed_effect	True	False	linear	overall	Base/reference f0	overall	0		-0.5	Diagonal	-0.35355339059327373	-0.35355339059327373	-0.35355339059327373	-0.35355339059327373	0.0	0.0	0.0	0.0	0.0	0.0	-0.33424380747273635	0.33572666336850815	5.4605171309525184	7.349288187235918	23.04918339249865	16.714882701185896
0	8	Gene_8	-1	base_reference_spatial_fixed_effect	True	False	linear	overall	Base/reference f0	overall	0		-0.5	Diagonal	-0.35355339059327373	-0.35355339059327373	-0.35355339059327373	-0.35355339059327373	0.0	0.0	0.0	0.0	0.0	0.0	-0.33424380747273635	0.335726663368508	10.373877155539464	7.547026368374604	7.496396143409789	8.5104104286388
0	9	Gene_9	-1	base_reference_spatial_fixed_effect	True	False	linear	overall	Base/reference f0	overall	0		-0.25	Diagonal	-0.17677669529663687	-0.17677669529663687	-0.17677669529663687	-0.17677669529663687	0.0	0.0	0.0	0.0	0.0	0.0	-0.1671219037363682	0.1678633316842542	12.914022911858726	6.869091963815399	7.373640741348768	21.388730302935993
0	10	Gene_10	-1	base_reference_spatial_fixed_effect	True	False	linear	overall	Base/reference f0	overall	0		-0.25	Diagonal	-0.17677669529663687	-0.17677669529663687	-0.17677669529663687	-0.17677669529663687	0.0	0.0	0.0	0.0	0.0	0.0	-0.1671219037363682	0.16786333168425402	14.45859737463512	6.592787337384408	5.082918877591083	14.41023941856646
