genes,p.value,estimate,adj.p.value,score,av_expr,high_expr
PDGFRB,8.20094329003462e-132,2.30001283821401,1.80420752380762e-129,694.228936159822,6.15092421333099,951
PDGFRA,3.88365187374181e-104,2.25533838155523,4.272017061116e-102,537.023299053228,5.84496070222495,793
CCDC80,2.32437634889163e-97,1.97188274948656,1.70454265585386e-95,438.758310950246,6.03965401726015,1065
CLEC14A,1.16280798748862e-62,2.38543371004871,4.26362928745826e-61,340.185360792443,6.26798771776586,473
MLPH,1.80387625443048e-73,1.78576343263559,9.92131939936763e-72,299.113185556889,6.53141031035048,2261
HOXD9,1.44504977091171e-41,3.02256466738681,2.11940633067051e-40,284.235467840027,5.64045243009126,249
CXCL12,1.42395133759799e-65,1.66911348364481,6.26538588543116e-64,249.22300449586,6.07704364770188,1320
FBLN1,6.46881631737773e-52,1.9884370718878,1.58126621091456e-50,234.371970747192,5.64906933847553,599
CD9,9.39451091083242e-58,1.7291463375161,2.9525605719759e-56,227.053876731221,6.15040865540545,2415
MMP2,3.09046268765029e-56,1.62910513401276,8.49877239103831e-55,208.226425768411,5.90463720926209,1195
CAVIN2,4.67496252751399e-29,3.00079697559493,3.31771534210671e-28,195.750228555862,5.60061461617277,200
RAMP2,6.87445818019224e-42,2.05898128794973,1.08027199974449e-40,195.151813511999,6.02014296494343,470
MMRN2,2.07077394206552e-35,2.33775007462155,1.89820944689339e-34,186.698695856511,5.62013218705131,333
ZEB1,1.23643196886252e-47,1.69958251414092,2.47286393772504e-46,183.57066594903,5.52413856033935,845
LYPD3,7.52419835533141e-48,1.51911229408273,1.65532363817291e-46,164.832738105283,5.36642133656093,1572
CCL5,1.84908903729766e-37,1.92067491477142,1.96758842659894e-36,162.452519179789,6.31028411915988,509
IL3RA,1.03924645307747e-25,2.572798827446,6.35095054658454e-25,148.003163512915,5.2757613436386,233
TOP2A,2.86534253491558e-43,1.48769675542627,5.25312798067857e-42,145.732499617955,5.98321703662974,1547
ABCC11,6.48008931445995e-42,1.49037508815878,1.08027199974449e-40,141.346934323273,6.02739736258611,1974
MKI67,2.62429248084493e-40,1.50096215583994,3.60840216116177e-39,136.795578115646,5.18756411775801,1231
ELF3,3.05124080514603e-40,1.46940929701377,3.94866457136545e-39,133.698400626164,5.42627408648605,1489
KRT8,7.16045833285586e-35,1.6949318277179,6.05884935857035e-34,133.258767890978,6.72623878602725,2708
RTKN2,1.23585342490815e-34,1.6254934035794,1.00699167955479e-33,126.912236564539,5.08251636362475,750
MYO5B,4.19061863026204e-38,1.47093774635479,5.12186721476472e-37,126.596823695651,5.69254545308239,2059
DSP,9.88737095462409e-38,1.45284024701215,1.14485347895647e-36,123.792122972464,5.67211146883108,1916
ZEB2,1.87815258902626e-37,1.45395733430902,1.96758842659894e-36,122.954425127839,6.03796645651216,1420
CD3G,1.29069738244016e-25,2.13374527253468,7.67441686856314e-25,122.283756585011,5.98546319088077,316
POSTN,1.45548437261418e-35,1.46883934052412,1.39220244337008e-34,117.82315261414,6.6297154269561,2164
SERHL2,4.93576802891402e-36,1.43867601109036,4.93576802891402e-35,116.959403546303,5.87289976088163,1892
LDHB,3.957942283376e-35,1.45858224029692,3.48298920937088e-34,115.541233339285,5.59765422894549,1232
CAV1,2.15564886360506e-32,1.56347929792889,1.63531982756246e-31,114.00051639853,6.18328759722635,811
PTPRC,9.44456190004076e-33,1.52735338088037,7.42072720717489e-32,112.626838151425,6.18033630410112,902
CD3E,8.78922893003704e-29,1.72225933106483,6.04259488940046e-28,111.260434063456,6.40038233495661,547
CENPF,3.07671757607763e-32,1.42432891424029,2.25625955579026e-31,103.347681811092,5.56849890638584,1316
CRISPLD2,3.53789625290328e-27,1.58279534777109,2.35859750193552e-26,96.4021532706989,5.25064767023305,677
EGFR,6.70034711637007e-25,1.71175317717764,3.87914833053004e-24,95.2804064337981,5.18336393718987,504
FASN,7.79394262727934e-26,1.61260743265316,5.00116348021899e-25,93.2310693319716,6.8590000539884,2756
KDR,9.1791571959409e-24,1.72479984218188,5.17798611053077e-23,91.4921919064294,5.78374584275669,473
DPT,2.70082238482639e-21,1.92780435647796,1.32040205480401e-20,91.3022228523621,5.37760547826429,339
NOSTRIN,1.24104902640499e-21,1.88409373122241,6.20524513202493e-21,90.6971256749911,5.72191665094117,356
TCF4,7.95639644580294e-26,1.53379690598581,5.00116348021899e-25,88.6430869138826,5.62934597354098,725
CD93,1.9683143751108e-23,1.56136654682164,1.05616868908385e-22,81.6318023739109,6.20545393849157,628
EPCAM,1.93472207646138e-23,1.5578381766792,1.05616868908385e-22,81.4741475211836,7.4397898468115,2740
TRAC,5.05302639867938e-22,1.5403495695183,2.58526932025456e-21,75.5339442307933,5.99032333455059,635
ANKRD30A,5.47156444823946e-21,1.48907542339548,2.56115782683549e-20,69.472400469738,6.91095548855412,2682
LUM,1.73112008079534e-22,1.35803284112059,9.06777185178511e-22,68.0484500252525,6.79929801353643,2210
IL7R,2.15033126330738e-19,1.56959867371442,9.08828131609613e-19,67.4668365249008,6.13424610510075,540
ITGAX,1.28143098887962e-17,1.67604991495644,5.1257239555185e-17,65.191585815097,5.68342190933409,412
TPD52,5.07078051149574e-21,1.3758468474625,2.42515589680231e-20,64.2944131279051,5.91028631855495,2383
CDH1,1.2758986304381e-20,1.35392043495264,5.50387644502709e-20,62.0204564985436,6.09540125851323,2300
TENT5C,7.09791609820504e-21,1.31832231904844,3.18681947266349e-20,61.1628860044013,5.70592674288443,1980
AR,6.41561822724049e-21,1.3105018453165,2.94049168748522e-20,60.9325061541871,5.45319437187495,1844
PCLAF,7.43648733161589e-21,1.30896879124141,3.27205442591099e-20,60.667939387954,5.57291272158987,1573
SCD,1.89226503970489e-16,1.61920023788203,7.17755704715647e-16,58.6208565897628,7.26020150157248,2940
FOXA1,4.12179302780678e-17,1.53714981931843,1.59086748441665e-16,57.9930631565006,7.25562695666409,2846
SOX17,4.85566778880235e-12,2.21933384262626,1.36954732504682e-11,57.8155873568851,5.36672896580701,177
GATA3,4.99477717075794e-16,1.64020005228744,1.83141829594458e-15,57.7891170830826,7.00034518268885,2952
SH3YL1,2.1894495897868e-19,1.29742921386065,9.08828131609613e-19,55.7446515326013,5.46661777439993,1874
TACSTD2,1.55866862794277e-18,1.34367129731568,6.35013144717425e-18,55.0941506464683,6.16953353809544,2369
PTN,3.10892480052572e-14,1.76316496531,1.03630826684191e-13,54.8378057515175,5.20509000842036,313
GJB2,1.59827599505702e-14,1.6566850240712,5.58128125258006e-14,52.6283534347883,5.41890947113376,375
ADGRE5,1.0693306230637e-15,1.48399099143711,3.856602247115e-15,51.1557568548594,5.37953342675462,552
IGF1,4.32756506533003e-16,1.42309376075696,1.6136683294451e-15,50.3438721346721,5.56687624624762,676
RHOH,1.77470160933417e-17,1.2859370225871,6.97204203666995e-17,49.5989951048551,5.13819748489617,1373
CD247,4.04401403912013e-13,1.69077907938211,1.23567095639782e-12,48.2486947534297,5.63655812310132,332
GZMA,8.56843575809901e-13,1.72694745779933,2.58226831065998e-12,47.9841348861521,6.18264943394599,310
STC1,1.70804025771088e-14,1.44063617659997,5.87138838588116e-14,45.6693836124622,4.84942684302421,586
CTTN,9.79138874963117e-14,1.46879099585457,3.16780224252773e-13,43.9971760202942,6.50547671369947,2849
GLIPR1,2.36072624788208e-14,1.34407146832171,7.99015037744703e-14,42.1732288427963,5.48645730012478,797
S100A14,3.76472163312715e-15,1.26100476807155,1.3358689665935e-14,41.8818805794096,5.61708481465118,1983
BTNL9,2.07129177366816e-11,1.69960528700497,5.69605237758743e-11,41.8107380168613,5.64479379146647,298
TCIM,3.1780344049242e-14,1.32183126567436,1.04353368519899e-13,41.0824211044741,6.43691824615126,2500
VWF,1.39840361045305e-13,1.35351563902452,4.45867817825609e-13,40.0617279668683,6.04521857690672,725
FBLIM1,1.3300270249042e-12,1.44336684504465,3.95413439836384e-12,39.4700526151737,5.37381768030597,518
CCND1,4.93299694892715e-09,2.00977350179858,1.1925926689714e-08,38.4415791543453,7.45181812525575,3186
CD3D,1.28635339144422e-09,1.85424776240458,3.22797292240934e-09,37.9591486069603,5.8345146911436,221
CLDN4,2.50223819793097e-13,1.28421055739006,7.75341413443399e-13,37.2631936701349,4.98660983817544,988
FLNB,1.58740469381088e-13,1.25238338826613,4.98898618054849e-13,36.9096242840138,5.58768582565531,2123
PRDM1,3.86571754007517e-12,1.36464369182012,1.10449072573576e-11,35.8612993598381,5.60333022126112,648
CD68,2.24131687088462e-12,1.25984009269576,6.4880225209818e-12,33.7938971461176,5.96480861761992,1056
TRAF4,1.68832323578007e-12,1.22445406146662,4.95241482495486e-12,33.1916255168753,5.33376280714139,1776
EDNRB,1.29118916896374e-09,1.53625925413056,3.22797292240934e-09,31.4436969259804,5.53757747805107,348
KRT7,8.91193587843338e-10,1.50274962384052,2.27979755029691e-09,31.3149870875069,7.69536143751521,2995
PECAM1,1.35916580622275e-11,1.24836686225052,3.78501870087349e-11,31.2360924492748,5.94575959157577,1058
EGFL7,3.15153642134417e-08,1.73308346417353,7.07487768056854e-08,29.9351878681588,5.13167689088831,227
MEDAG,9.78254453961424e-08,1.80452839566627,2.08947553273314e-07,29.1252346819468,5.34535050298063,196
CD14,2.64207260749208e-10,1.30128390102682,7.08848748351533e-10,28.6988889368957,5.70432982770849,706
SRPK1,6.74990780427165e-11,1.20589474561468,1.83330829251823e-10,28.2407371125045,5.24986953856641,1771
ESM1,2.28677906059313e-07,1.76390118550084,4.74614522009895e-07,26.9717272088211,5.61973251817344,200
AQP1,1.52386686050787e-09,1.30647796262541,3.76686190237901e-09,26.5241348617217,5.63857144577181,649
LARS,3.70944843896183e-10,1.21716118505492,9.83227297074221e-10,26.4306158594698,5.5357790516798,2196
ZNF562,6.6073512417446e-10,1.19370726626501,1.72541592915155e-09,25.23218797451,5.23381921991888,1784
USP53,6.66637972626735e-10,1.19333991519763,1.72541592915155e-09,25.2138093579251,5.35079589852398,1728
GPR183,5.84752302689528e-09,1.32823509975683,1.38328501711501e-08,25.1796817627936,5.84457499756595,570
SFRP4,1.47884894009567e-07,1.57604069824793,3.09854063639092e-07,24.786126670213,5.40038303839461,274
C1QC,5.6162200032392e-09,1.30091898005333,1.34300913120937e-08,24.7143475175023,5.61031387122874,636
PTGDS,1.0076615574967e-07,1.49322783978717,2.13159175624302e-07,24.0565923026787,5.4618435533681,324
SEC11C,2.35455925450582e-09,1.18630000643336,5.75558928879201e-09,23.5681181656574,5.43588203082908,1718
FCER1G,9.52361604052052e-09,1.20266190090714,2.22893141373884e-08,22.2125534243319,5.98771234747647,1111
CD8A,6.89926716794856e-08,1.34021500342075,1.50281067024622e-07,22.0991610795124,6.04839507438685,490
HAVCR2,8.14390395007933e-08,1.34490843223113,1.75652830295829e-07,21.9534932017961,5.47006983499919,490
PCOLCE,7.03892215354082e-07,1.54721675988848,1.38264542301695e-06,21.9188637609837,5.13468599701455,264
FGL2,5.12339800319934e-08,1.3012990289296,1.13853288959985e-07,21.8447283287773,5.81908060437909,571
CD163,6.03685971006492e-08,1.31087871234873,1.32810913621428e-07,21.79047044222,5.65458292259675,555
DSC2,2.5227099955395e-08,1.22907347666293,5.84206525282832e-08,21.503066993683,4.94095551483573,857
CD4,3.00679114961665e-08,1.21831081926306,6.81952631871816e-08,21.1009086175979,5.90990961080627,918
MRC1,5.44899750685281e-07,1.43075920004983,1.08979950137056e-06,20.6353592113762,5.62663370402382,345
HMGA1,2.74069910379796e-08,1.17681353813813,6.28076877953699e-08,20.491227732021,5.45130803285138,1960
LPXN,9.07011101281839e-07,1.27035481817789,1.75037230071934e-06,17.6745877818744,5.25187251151553,583
SMS,4.56008591421423e-07,1.20045972954819,9.37587758062739e-07,17.5276174222532,5.7677303481733,2479
IL2RG,1.50976306198821e-06,1.30070313015395,2.86334373825351e-06,17.4340496273341,5.67924324356596,497
ITGAM,1.279734139258e-05,1.53186385321644,2.27049605352226e-05,17.2583965412224,5.13368908656713,240
TMEM147,4.83332809809745e-07,1.1739858558952,9.8456683479763e-07,17.0727601868181,5.54742009634334,2229
SLC5A6,4.90903008865668e-07,1.15852335948383,9.90813412389422e-07,16.8298911640473,5.18511458983995,1431
OCIAD2,6.37806759601779e-07,1.1794533933115,1.26412150551704e-06,16.8251745008627,5.04395366584894,1041
LYZ,9.04296891698141e-07,1.19865368556685,1.75037230071934e-06,16.6805942753403,6.05644679016515,865
MYLK,2.41787945950742e-06,1.26214566581309,4.54644000933019e-06,16.3228498493762,5.51710090424541,561
KLRB1,1.03607237587949e-05,1.38690594332491,1.88376795614453e-05,15.9181969633416,5.87417588448374,334
TFAP2A,1.44178131713813e-06,1.14925823202895,2.75819034582947e-06,15.4570993548987,5.19457411509398,1528
BACE2,2.96610198606169e-06,1.17356719409044,5.53002065197942e-06,14.9374706385902,5.07131319307097,1001
CCDC6,6.16387867460292e-06,1.16937698261448,1.13954059530474e-05,14.0287868409482,5.77954258811698,2395
DST,7.77868595535225e-06,1.17186018901791,1.42609242514791e-05,13.785907559884,5.87160823839596,2441
ENAH,1.44178234490006e-05,1.19542278644404,2.53753692702411e-05,13.3254320454741,6.04009019599353,2639
SVIL,1.08867688279295e-05,1.13490916376982,1.96318782142991e-05,12.9696992226748,5.17828798027117,1540
KLF5,1.21465049673115e-05,1.13665868625996,2.17254560390937e-05,12.865236202415,5.23598613278675,1420
APOC1,2.01543175098069e-05,1.18593944928598,3.51900781917263e-05,12.8224864606277,5.80388751669349,764
CD8B,0.000172127907119063,1.44462714636456,0.000278442202692602,12.5209774439451,5.6066397930575,243
KARS,2.63393891343122e-05,1.13635085439398,4.56272882641629e-05,11.9821891456301,5.01824205385594,1256
MNDA,0.000168962921965812,1.36239633855565,0.000275346983944287,11.8335447110645,5.33558028353822,296
JUP,3.76502907928425e-05,1.12998148035328,6.4711437300198e-05,11.5113133018011,5.0569705829829,1360
CTLA4,0.000588137068030693,1.54298600951294,0.000917660673523067,11.4775793962768,5.85511862791904,184
TUBA4A,3.88539054414337e-05,1.12555555928834,6.62624743962435e-05,11.4308067995985,5.34705445795662,1796
IGSF6,7.86545587424595e-05,1.19888905918639,0.000131090931237432,11.3300350762709,5.46455081275251,627
SDC4,6.0662783325536e-05,1.15558136938891,0.000102660094858599,11.2209033010071,4.87453818130921,903
S100A4,7.23760021896329e-05,1.16635953019389,0.000121547484593277,11.1196469435538,5.68242867205222,811
AVPR1A,0.000356158418497648,1.38322282742171,0.000563703971722896,10.9829758884182,5.54693205339011,265
AIF1,8.41253562181491e-05,1.14549948653134,0.000139154724571374,10.7484536865692,5.63889234200672,974
ACTA2,0.000103160989270276,1.12799629111965,0.000169368788354184,10.3541258754779,5.97078036613228,2159
CD83,0.000367785990468236,1.25920469280002,0.000577949413592942,9.95780246735363,5.34283288127406,407
FCGR3A,0.000273865520827249,1.19810906752051,0.000436597207115904,9.82793696666596,5.45545764055129,567
HOOK2,0.000230993189986214,1.16749574904794,0.000370937969320927,9.77558472473102,4.76397250681791,716
RAPGEF3,0.00059475448175039,1.25307974888025,0.000921450605528774,9.30707675102478,4.89099934093232,400
RAB30,0.000878866780392547,1.22009401436765,0.00134271313671084,8.58565178805066,5.0367993069858,446
C1QA,0.00105714046500622,1.19686687451014,0.00159295138562581,8.2011564648793,5.46001065754038,498
HDC,0.000772831729954815,1.11028932657371,0.00118897189223818,7.95572178627252,5.05972946565983,1203
RUNX1,0.00101728492788587,1.10542595302873,0.00154346678713718,7.6170680094853,5.64019302079568,2116
C6orf132,0.00180526992342365,1.16482949231165,0.00268350934562975,7.35828050233976,4.8030011302521,584
SLAMF7,0.00385926520659647,1.29332627946308,0.00569824392920284,7.18737429350985,5.80034909770157,278
AKR1C1,0.00554152289115204,1.3656568378029,0.00807374196061887,7.09525088041224,4.98915497989972,204
HOXD8,0.00178150786051337,1.10989781715189,0.00266620224022408,7.02598078070776,5.15897062989172,1040
LRRC15,0.00932426164226727,1.28920001240086,0.0130658443394828,6.0271847407611,5.17807979899608,256
FAM49A,0.00867520189078685,1.25139412471031,0.0123131897804717,5.94072666055203,5.06901004405271,294
CD86,0.00890365379076115,1.2171851556288,0.0125564348331247,5.74668842223999,5.34063215678991,350
LPL,0.00968376149213973,1.23135599416465,0.0134837185333591,5.71017314754956,5.49218181374591,308
ERN1,0.00602675566550534,1.1003165352299,0.00872293583165246,5.62431907434693,5.2325515985411,954
CEACAM6,0.00851869972087095,1.13604115118813,0.0121695710298156,5.41379452314935,5.02296196706039,599
CXCR4,0.00683003729294473,1.08230606485493,0.00982096865652183,5.39683817664566,5.9118125619012,1936
TOMM7,0.0151619246670413,1.26842319519094,0.0208476464171817,5.31338411156132,6.6680726433721,3118
RORC,0.0164122044369663,1.25243380873543,0.0224266147585875,5.14716485679795,4.69154838532988,262
SNAI1,0.0228362134251745,1.33331676561656,0.0306339448386487,5.03914764374691,5.21267834454869,185
FAM107B,0.0108460548821428,1.07570963903412,0.0150071199627132,4.86646078498725,5.35208921066715,1598
DUSP5,0.0168818953954025,1.09035429719502,0.02292603078388,4.45029579431785,5.15447888794218,914
MMP1,0.060025981256498,1.47577778060696,0.074181500931143,4.15133011915127,5.48880424781871,108
CCPG1,0.0221688218626285,1.06891603151388,0.0299211092624434,4.07157427557249,5.14059994263709,1447
CYTIP,0.0276737182629324,1.12749673954025,0.0362393929633638,4.04463761390731,5.79292952077192,512
SMAP2,0.0240858459355527,1.08019174044057,0.0321144612474035,4.02493583990697,5.11319802316094,999
ADAM9,0.0246322871449834,1.08168321926512,0.0326451998307009,4.00622712241198,5.72248088059318,2414
EIF4EBP1,0.0274554712285235,1.08228321720143,0.0361688842531447,3.89101359913571,4.92596653186484,920
LGALSL,0.0317948502174502,1.1124817979875,0.0413897458452014,3.83633890774066,4.91300746832372,576
NARS,0.0346703123171938,1.11854400006713,0.0446050801741675,3.76040120767279,6.22570222523748,2842
HPX,0.0039958107138296,0.640986576057777,0.00586052238028341,3.53985399941607,4.67679962327124,187
PTRHD1,0.0397609887397079,1.06782994238692,0.0508570786205566,3.44361171030104,4.99798714635254,1137
SELL,0.065772744673491,1.25783700157019,0.0795055155393847,3.4232659660323,5.45528274885316,194
CD69,0.0612800177148477,1.15375285774776,0.0748977994292583,3.22162579432485,5.80806796556396,332
PPARG,0.0496113153095719,1.07103862691787,0.0630895339196868,3.21690343752136,5.31998483137609,959
MDM2,0.05734644661801,1.11408452698658,0.0725070014710471,3.18477149075173,6.40327445392847,2875
DMKN,0.0599509213465097,1.116556496309,0.074181500931143,3.14224570448089,4.77062575710682,468
LAG3,0.076236984313048,1.21437326217171,0.0911529160264705,3.12568575348176,5.11050363218444,228
ANKRD29,0.0818034601266512,1.24224985087965,0.0972797904208825,3.10989267026849,5.00189723293775,190
MZB1,0.0699963415537108,1.13422373349719,0.0841486073323299,3.01625512750186,5.26261556290267,383
ITM2C,0.0603567666667027,1.06212902114144,0.074181500931143,2.98190833582852,5.44092896964523,1122
SQLE,0.0593299872863001,1.05535581735946,0.0741624841078751,2.98100069180763,5.24416387867641,1736
CXCL16,0.0623012157304447,1.0686168681228,0.0757252345894908,2.96623928102154,5.05375703419199,936
CDC42EP1,0.0986584017598279,1.13650268395874,0.116692733264313,2.63224464107729,4.87301494493626,332
KRT15,0.032979734666521,0.761589818749298,0.0426796566272625,2.59843936763626,4.80852999243781,222
ANKRD28,0.102356103583664,1.05951632207251,0.120418945392546,2.41495272846807,4.93640971539503,933
QARS,0.109485221073091,1.0498291310694,0.128121003383404,2.32218603529896,5.387694331266,2079
DUSP2,0.058922108560364,0.817197834722719,0.0740735079044575,2.31392745898746,5.12611843609301,259
SERPINB9,0.139354118416931,1.05119680836317,0.161810246864373,2.07163241404889,5.17248847410983,1036
PIM1,0.161553835948187,1.07610879777391,0.185113770357298,1.96165685165625,5.16689759066598,547
PDE4A,0.171000827240702,1.08321677913643,0.193918463881209,1.91305494705659,4.98796461174161,470
ACTG2,0.162694837810845,1.04994079090615,0.185455255535678,1.90656542665487,5.68953415357236,2404
ESR1,0.152916244419087,0.848692665901169,0.176133894095283,1.59373019328532,4.89213138783242,247
APOBEC3B,0.259054034351555,1.11296537661358,0.287837815946172,1.50330304892856,5.03220722520672,267
DAPK3,0.193967713906986,0.911562306416151,0.218835369536087,1.49502011862286,4.8430319611237,396
VOPP1,0.251733441923693,1.0357483612452,0.281123640726967,1.42869525761721,5.43166349200777,2117
PDK4,0.264342413017384,1.03386211665895,0.292237843536806,1.37556388197534,5.77772138072783,1341
TIFA,0.233066889954206,0.93818701906478,0.261605692805741,1.36640351871763,4.94044644974571,564
POLR2J3,0.309011518958991,1.13097149308453,0.336005942561429,1.32818659765867,6.79314663222236,3170
CCL8,0.139745213201049,0.660062282865443,0.161810246864373,1.29895928587387,5.3877384040401,112
SEC24A,0.310041846999864,1.03022305223589,0.336005942561429,1.20644064517472,5.29156439757554,1896
DNTTIP1,0.290198416078641,0.961392000407944,0.317630107150751,1.1894249502541,4.90444731933501,901
ERBB2,0.389435410058385,1.25152760414797,0.413892706342245,1.18026218724614,8.33016390688917,3280
THAP2,0.288811196617998,0.946562341349886,0.317630107150751,1.17561348757841,4.84145435323916,575
TYROBP,0.371737526782083,1.10717808169995,0.397001242194458,1.09562716614617,5.22883162937598,210
SLAMF1,0.370186302217331,1.10245174261946,0.397001242194458,1.09556018510059,5.39090539674732,231
ANGPT2,0.312263795715942,0.847292023933353,0.33675507381131,0.986169074756138,5.32185867204434,174
BASP1,0.453050655002329,0.977503346531565,0.479188192790925,0.773939583056827,5.4524814110809,2051
FSTL3,0.522510036027085,1.06659414320076,0.548004218095072,0.692338084342487,4.68301851431569,243
TRIB1,0.523094935454387,0.978023355356595,0.548004218095072,0.633751613706552,5.13098745322599,985
TUBB2B,0.602765425433966,1.02693464623012,0.628475799030676,0.519862220236431,4.82656046086551,550
C2orf42,0.677532495264765,1.03102712360712,0.700779130023881,0.401376553728196,4.80698696265743,357
SERPINA3,0.678481612250394,1.03258586235567,0.700779130023881,0.400537888262467,5.16563002650345,357
NPM3,0.698468824797863,1.03052224288655,0.714712285839674,0.369818089465136,4.79009895246365,347
TRAPPC3,0.689306272591315,0.988482470054304,0.70863261668266,0.367784266552701,5.15664513085203,1700
MAP3K8,0.737194580395762,1.01318076056564,0.747386210539483,0.308922263594472,5.05449421200993,793
PELI1,0.731893987216465,0.988169594305413,0.745447579572325,0.308427100202634,5.06746532883107,991
SLC25A37,0.83647139361802,1.0096798587177,0.844145443100754,0.180291421041598,4.88466052207038,653
WARS,0.931566773848598,1.00267226543736,0.93582050340955,0.0710768372606398,5.17966495780248,1601
OXTR,0.956128307085294,1.00577520091314,0.956128307085294,0.045122256281163,4.82611366099978,232
