genes,p.value,estimate,adj.p.value,score,av_expr,high_expr
CCND1,1.95629216902785e-26,2.77608934121972,1.43461425728709e-24,164.333832944401,7.52858161682593,5497
CCL5,1.10178087438189e-30,1.81950975694228,1.21195896182008e-28,125.510920122739,5.97433159899258,602
ABCC11,2.48471876193835e-31,1.32783748302908,5.46638127626438e-29,93.5726787530035,6.11186512536259,3849
EPCAM,2.9892151477354e-21,1.48465055698407,1.31525466500358e-19,70.1635105731351,7.63186178479843,4934
MLPH,6.14395744417268e-23,1.31983594577555,3.37917659429497e-21,67.5016738643704,6.66166870663898,4290
CD3G,6.38296208426754e-16,1.87325873737399,1.75531457317357e-14,65.5410694655374,5.67599039648808,376
CD3E,1.4778518589775e-16,1.5223309370983,4.64467727107214e-15,55.4901377462107,6.22447082780267,642
TACSTD2,2.0792005510675e-17,1.28778841629597,7.62373535391418e-16,49.4664811421978,6.33488947446521,4415
ANKRD30A,2.81423341327478e-15,1.36234081467169,5.75525079211175e-14,45.6439844870374,7.10008662461014,4850
PTPRC,1.28501171193636e-15,1.32904276968977,3.14113974028888e-14,45.5702298667294,5.97712915400011,1037
IL3RA,8.62027307667217e-11,1.93500759313923,8.62027307667217e-10,44.8424837326408,5.16674979629267,274
KDR,2.85041107949899e-13,1.4822182330629,4.18060291659852e-12,42.8155678176342,5.55771430386838,602
PECAM1,2.87762539605587e-15,1.25692844535739,5.75525079211175e-14,42.0842405928269,5.61309802193524,1411
KRT7,2.56279234278123e-12,1.57356866447189,2.96744376532564e-11,41.9984275804246,7.85700925785436,5277
TCF4,3.02252466477714e-14,1.30398054198029,5.11504174039208e-13,40.5930431547453,5.52993078550419,1068
CTTN,7.54623985060136e-13,1.43918783121714,9.76572215960176e-12,40.1714120886811,6.58918337435678,5109
DSP,4.34619056181669e-15,1.20413336052162,7.96801602999726e-14,39.8200600690081,5.64279941037787,3718
FASN,4.52677850079968e-13,1.37052920181849,6.22432043859956e-12,38.9553678866077,6.97093195517353,4965
CD247,1.3099314467008e-10,1.64008408333996,1.20077049280907e-09,37.3215502348377,5.52245876698348,391
PDGFRB,1.13761631975982e-13,1.21310849174458,1.78768278819401e-12,36.1562995846577,6.14075393799534,1682
CAV1,8.24241811832706e-13,1.2596219477027,1.00740665890664e-11,35.0481146380924,6.03909739652964,1198
GZMA,6.21333447845743e-10,1.60208437274379,5.0627169824468e-09,33.9628320972539,5.96800961184091,394
KRT8,8.30004224609763e-12,1.31586242672843,8.69528235305466e-11,33.5739146837251,6.8200209770574,4874
GATA3,1.78314972425527e-10,1.48965790206582,1.56917175734463e-09,33.4390505028455,7.14493957432093,5246
ERBB2,2.31480381752564e-06,2.51725299071882,9.98542823246356e-06,32.6643420552003,8.47008800327979,5640
LDHB,2.78061029085972e-12,1.19120308169987,3.05867131994569e-11,31.6959493328177,5.56095531411501,1817
MDM2,1.27334564506918e-10,1.35455241860673,1.20077049280907e-09,30.8623974518868,6.38539796833222,5040
FOXA1,9.73339048908772e-10,1.36402437069144,7.38395140551482e-09,28.3038994000019,7.39574559952669,5096
MMRN2,2.16771894912305e-08,1.50616323715496,1.3247171355752e-07,26.579270635956,5.41252325000084,420
TPD52,2.24218002382007e-10,1.1949190697852,1.89722925092468e-09,26.5491926232824,5.91562411155337,4283
MYO5B,1.00838613716979e-09,1.16194863859317,7.39483167257843e-09,24.069666897128,5.69775667310692,3862
CLEC14A,1.67164371400009e-08,1.34351766241576,1.05074747737149e-07,24.0582006132287,5.92953667907583,636
ELF3,8.97019004973799e-10,1.14254562261217,7.04800646765127e-09,23.8014465040609,5.48220662844538,2922
LYPD3,1.68806186422622e-09,1.14035043923528,1.19797938751538e-08,23.0347194249954,5.38273544047266,3046
CXCL12,2.54031349808485e-09,1.14754722561792,1.74646552993334e-08,22.7110822852863,6.12393669463355,2161
MMP2,4.24718112471182e-09,1.14924868124242,2.83145408314121e-08,22.1540787102098,6.02187424155372,2034
PRDM1,3.02421796077635e-08,1.25583062438231,1.7981836523535e-07,21.7434868591148,5.40344472999698,867
IL2RG,1.11556435989296e-07,1.33958636101392,6.29292715837053e-07,21.4450833601097,5.58799257829739,602
CDH1,1.30904308671342e-08,1.17472132257312,8.47027879638097e-08,21.3228182205544,6.14247415798925,4285
ZEB1,3.5545884257313e-08,1.18729552687044,2.05791961489707e-07,20.365017021258,5.50394287852732,1271
SERHL2,1.60765012688284e-07,1.12999909333626,8.84207569785561e-07,17.6769397746933,5.95684790446762,3629
IL7R,9.60835110534141e-07,1.24797461183999,4.49752604930875e-06,17.2912660890248,5.91657617205782,775
RAMP2,2.01261343416265e-06,1.31115457278483,8.85549911031565e-06,17.1972036333471,5.92911961450152,579
ENAH,7.48956844257845e-07,1.21142707855798,3.66156679414947e-06,17.0866755622824,6.06142578767151,4814
CCDC6,5.06102200866827e-07,1.15378998932458,2.58936009745818e-06,16.7259479749341,5.7850783042687,4305
TENT5C,3.71547078631188e-07,1.12522231988996,1.99366725119174e-06,16.6595806141017,5.61427467266685,3620
ZEB2,3.87465616818275e-07,1.12698063229873,2.02958180238144e-06,16.6383349029429,5.91480447100756,2071
AQP1,1.25984297705981e-06,1.203480017581,5.71628794442139e-06,16.3487025398691,5.44741870348404,966
TFAP2A,5.19023268660351e-07,1.11539504014567,2.59511634330175e-06,16.1412353412983,5.17618554305773,2932
CD9,1.27317322398476e-06,1.1589439090976,5.71628794442139e-06,15.7315025038265,6.27422912272188,4437
QARS,8.73949896247321e-07,1.1211431673735,4.17976037335675e-06,15.6402193870779,5.38955172375633,3631
CYTIP,1.63278784771005e-05,1.27390581239441,6.41452368743234e-05,14.0418008009212,5.61559300985834,603
AR,5.4608998331327e-06,1.1080210485395,2.31038069863307e-05,13.4268849147521,5.45989600820999,3435
TCIM,9.90347993333974e-06,1.15620154764715,4.11087846289574e-05,13.3224761112483,6.51185240208016,4566
MYLK,1.86537004792881e-05,1.19548996958869,7.1996738691989e-05,13.0182473944358,5.38874761440915,847
NOSTRIN,6.64676190832887e-05,1.29556192034748,0.000232109146005135,12.4617453766611,5.42458911770184,502
S100A14,1.40806711590143e-05,1.10788249222506,5.73656973145027e-05,12.3758313102485,5.65634371854339,3688
USP53,1.45137733421607e-05,1.09992932030095,5.80550933686427e-05,12.2536663200992,5.3575378748553,3158
PDGFRA,2.43622386950234e-05,1.12768357672672,9.24084916018129e-05,11.9787919762154,5.88708338618116,1457
FBLIM1,4.18313064228491e-05,1.18261052127913,0.00015338145688378,11.9229202632366,5.26534369414098,890
CCDC80,3.236041388189e-05,1.10791916919699,0.000120665950068065,11.4543050656411,6.0291606751721,1875
FBLN1,5.46224347903401e-05,1.14878325257078,0.000196998945145489,11.2753832897527,5.6285788174539,1107
TMEM147,6.09025459620457e-05,1.10856436118035,0.00021610580825242,10.7599868435522,5.5385370743058,4018
CD93,0.000137734879525386,1.18675610935486,0.000472283541754061,10.5504752899681,5.97488069208433,789
SERPINA3,0.000200737290919006,1.22727333159047,0.000659137373166884,10.4484080952681,5.06469171842563,604
DST,0.000168491375307415,1.12429761012588,0.000561637917691385,9.7686014410076,5.84866844664282,4479
KLF5,0.000139538319154609,1.08667233243783,0.000472283541754061,9.64657644760961,5.21922264442076,2735
LPXN,0.000360954640753093,1.18643615821722,0.00115086986906783,9.40459261285087,5.10275932900803,722
VWF,0.000352020406002131,1.13428542044876,0.00113888954883043,9.01963509415373,5.69152534605488,1084
SFRP4,0.000858452602413553,1.26322597954374,0.00251812763374642,8.9188542905506,5.57925478245768,464
CXCL16,0.000448119259002671,1.10272959538396,0.00138853854902236,8.50254268551718,4.85751446198404,1512
CD69,0.0014317395100225,1.28675958269105,0.00393728365256187,8.42681496615318,5.58062078450158,404
SCD,0.00112322084997881,1.21778263944568,0.00316805880763254,8.27063772738175,7.40838130530333,5204
