genes,p.value,estimate,adj.p.value,score,av_expr,high_expr
GJB2,2.53091235527345e-47,3.66583352642732,8.06957562550955e-47,393.317981518284,5.26387982242438,172
S100A14,3.83068151113638e-76,2.15061923865396,2.05548764012196e-75,373.462395243615,5.63941099011329,1359
SLAMF7,7.98344872370253e-34,4.89525485193588,2.04227758048204e-33,373.069930882617,5.54593094086925,102
ESM1,7.96417815519763e-30,5.5155651369142,1.92540570784998e-29,369.557199313494,5.65650959130608,82
LPXN,1.017435578217e-52,3.02926301938777,3.51829611813107e-52,362.654703514077,5.01628378895733,248
CCL8,1.22564816747878e-23,6.67189153228827,2.49669071153084e-23,351.98222506774,5.14153332244834,60
C1QC,3.47527206927538e-54,2.85432786541098,1.29586416142472e-53,351.350412347787,5.37833592013563,275
GLIPR1,9.55663482265358e-57,2.6364396875488,3.75439225175676e-56,340.07465754249,5.2436367343966,324
CCND1,2.81100112327592e-23,6.53695229955721,5.62200224655183e-23,339.437238927046,7.61794736878335,1962
TOP2A,4.05217036501831e-75,1.9812502480034,2.12256542929531e-74,339.377526870197,5.6615023454436,930
AQP1,5.19901827746411e-56,2.6044347220722,2.0066386334072e-55,331.534891711903,5.53658871532685,313
CCL5,6.52473989911347e-38,3.62534508172449,1.75053997293288e-37,310.411589413579,5.92604578365892,161
SH3YL1,1.33762299935374e-63,1.96099153636174,5.88554119715644e-63,283.89660140297,5.45899319628221,1300
KLRB1,3.81123859164365e-33,3.776822568095,9.63761482944372e-33,281.929810642154,5.6039008503819,140
CD3D,3.84169502989941e-22,5.67379136182877,7.41379742612167e-22,279.780089601375,5.64529307555377,69
GZMA,7.68302916146176e-26,4.71308499080083,1.69026641552159e-25,272.549214519752,5.91995354538997,94
S100A4,3.60550835068217e-49,2.42505730998671,1.1838982644031e-48,270.501094046367,5.45608599518241,334
LYPD3,6.4820511813805e-63,1.88321411459027,2.79617894098767e-62,269.664630211562,5.43393856680229,1149
CENPF,2.74053897521859e-60,1.86250683005059,1.13758221612847e-59,255.437132906527,5.38222442962974,831
IGSF6,2.41416609946889e-45,2.44111094214859,7.1772505659886e-45,250.787472242898,5.23730122741895,307
FGL2,1.74355224645467e-41,2.6638935507518,5.04712492394772e-41,250.006580918925,5.44638530686567,253
TRAF4,1.8228943731353e-58,1.87766487022537,7.29157749254122e-58,249.634624141881,5.33560085896665,1244
MYLK,9.07832240547136e-41,2.70001801317083,2.59380640156325e-40,248.941929180803,5.36314026279407,243
TCIM,9.87095886528465e-47,2.28539440692025,3.10230135766089e-46,242.096177196584,6.52967134681772,1656
TENT5C,1.35410702512628e-53,1.91642345090326,4.96505909212968e-53,233.293638855595,5.61602761491302,1386
MDM2,2.20478803898007e-35,2.89859400222004,5.70651021853666e-35,231.307357538532,6.38102759764213,1821
TRAC,7.33587045707257e-38,2.52256806226677,1.92129940542377e-37,215.693336131797,5.51810243961966,256
PDK4,3.66563342769263e-51,1.81635955939736,1.22187780923088e-50,210.938991534213,5.42651902127952,723
CYTIP,8.07727276274905e-31,2.9099725193665,1.97444445311644e-30,201.635149103294,5.52430306952489,187
IGF1,1.23413752760029e-38,2.2524878613188,3.35197847002548e-38,196.61484771662,5.31224686350603,315
CD69,2.2163545575798e-24,3.60329475235727,4.5999811572411e-24,196.257695086634,5.62695264705809,120
SFRP4,8.04667776233824e-25,3.37030163147888,1.70218183434078e-24,186.982204547636,5.22769089707283,129
SELL,2.85459884316613e-18,4.57367435056153,5.02409396397238e-18,184.765468549293,5.37485662527114,78
MMP1,2.18617423480054e-14,5.87196743514573,3.56265430856384e-14,184.697088075822,5.36217427767048,49
PCLAF,2.71679045794121e-46,1.69744507614492,8.41822395418404e-46,178.09502598476,5.43298678180582,990
KLF5,3.49456341070334e-46,1.69742983080328,1.06778326438158e-45,177.666086194354,5.1967895999273,1033
CCDC6,7.38485647699782e-40,1.95556236868415,2.05654231005003e-39,176.203937378302,5.81489846733277,1565
LPL,6.6042953530621e-25,3.15077205603589,1.41062619191618e-24,175.425242982936,5.23520616305119,139
IL3RA,8.88097876207906e-21,3.7557886343061,1.6699276304764e-20,173.40617034641,5.19947181391742,97
EDNRB,4.24586791217555e-26,2.89426473882016,9.53154021100634e-26,169.086610655157,5.34962238905125,155
ADGRE5,2.68153113692507e-27,2.63477390610572,6.14517552211995e-27,161.204450994501,5.21919579622729,197
CD8A,2.43579144325886e-27,2.54954707166861,5.70078848422287e-27,156.235035503301,5.71414479098197,202
FCGR3A,1.58535284057396e-29,2.31866781810036,3.79106114050295e-29,153.760510303885,5.25037574204242,247
MEDAG,2.33417902619476e-17,3.73565690291664,4.07555068065752e-17,143.061786445924,5.05253231001838,89
MRC1,2.10457655895325e-22,2.8322491914676,4.09740568999747e-22,141.365367805747,5.29332562869887,150
TFAP2A,7.15989857988202e-38,1.61498700527887,1.8978044428603e-37,138.129414979032,5.15543918789711,1079
CD14,6.59959428698095e-31,1.98638242487266,1.63136038554585e-30,138.03993150006,5.33701574702151,345
DPT,7.20123135083045e-21,2.79728049952445,1.36575077343336e-20,129.737967250452,5.10443349657476,145
NARS,1.63417001646551e-25,2.22490993546672,3.52468042767072e-25,126.983380035749,6.2976158678803,1776
PTN,4.63783794198967e-21,2.55774843387882,8.87238562815415e-21,119.753880546551,5.01333328397578,168
RHOH,4.16275453629777e-33,1.55912393968396,1.04068863407444e-32,116.246926166263,5.04035446278293,958
SMS,2.54744356662168e-27,1.72064365814135,5.89934299638704e-27,105.363110562978,5.69174466698326,1547
ENAH,4.13493372784776e-24,1.92835256754907,8.50173289837858e-24,103.827459897528,6.04689655862024,1709
DST,6.27251129210653e-26,1.75251902295522,1.3938913982459e-25,101.700493842919,5.87083932270582,1596
USP53,2.30503487882928e-27,1.51652997165498,5.45277068110153e-27,93.01591343465,5.32862660539729,1211
MKI67,6.47329632495737e-27,1.54202090853013,1.4681703005058e-26,92.9871176153496,5.04404783799261,690
ANGPT2,1.01958263343001e-12,3.35368735740821,1.55769568996252e-12,92.6007669203517,5.15008605265444,81
FBLIM1,5.38341234157869e-20,1.99585053482532,1.00368704673501e-19,88.5526537997969,5.12013567034601,247
HMGA1,9.09889215924808e-26,1.52110547571346,1.98193690597483e-25,87.7055115139796,5.38572893058863,1290
HAVCR2,2.05087657600416e-18,2.08720487461375,3.66823452618631e-18,85.0082319361493,5.10419794794255,217
CEACAM6,1.1947132812812e-22,1.68328521522607,2.34675823108808e-22,84.9704968468222,4.85120045176705,414
CD247,3.91606268307059e-13,2.94552135920882,6.0247118201086e-13,84.1491843218598,5.42196739798489,104
LRRC15,5.10514452419606e-14,2.74442532819886,8.1980423016287e-14,83.9957239012131,5.04095889369373,119
ITGAX,9.33275622377588e-17,2.27131079517114,1.60406747596148e-16,83.8350267567601,5.43895415650435,169
CD3G,2.36178072236137e-13,2.85144029110948,3.73807020805397e-13,82.9033177413026,5.59701604635848,107
CD86,1.48656386256663e-16,2.21950340160116,2.5352251919741e-16,80.889566567264,5.11788817340128,175
SLC5A6,1.65724448255399e-24,1.4589801335579,3.47232177297025e-24,79.8892087896786,5.07028899149582,995
FLNB,7.59630779178164e-23,1.5389947945392,1.50557451729006e-22,78.3837671145051,5.57509578366057,1419
TUBA4A,2.64852535255783e-23,1.44495976836083,5.34564750057543e-23,75.1168897498483,5.18498788331891,1018
C1QA,8.00915649537147e-17,2.0262593142919,1.38741293620608e-16,75.0999807122927,5.13255737250956,215
SOX17,2.74897389681021e-11,3.04845469743052,3.97877800854109e-11,74.1299078989383,5.11999461776917,82
IL2RG,7.59408254481942e-15,2.16838717720729,1.25616402997013e-14,70.4973181892829,5.45057432180358,178
PPARG,2.50764028989908e-19,1.52149848389961,4.63597364519157e-19,65.1654370884448,5.00091250373292,515
TMEM147,9.70730838677143e-19,1.50136639969694,1.75049823368009e-18,62.2710297033611,5.57945412720997,1470
ITGAM,2.72644731449705e-11,2.46567310078893,3.97230734562483e-11,59.978574717256,4.86321147214308,116
SQLE,3.8837154220407e-19,1.40249066904654,7.12014494040795e-19,59.4548395342325,5.21942733554121,1157
SEC11C,5.67797382528279e-19,1.39941251218724,1.03235887732414e-18,58.792849401327,5.23685036294034,1155
SERPINA3,1.61777241601142e-13,1.99346586200085,2.57905747480081e-13,58.7126650498397,4.90379613346572,188
HOXD8,2.11858148107074e-18,1.43707936427908,3.75877359544808e-18,58.4830727243551,4.94950114908305,648
STC1,2.63608795618646e-15,1.54352674602139,4.39347992697744e-15,51.8153908652426,4.7423673297706,400
C6orf132,1.37073964828943e-15,1.48201103743682,2.30200551621126e-15,50.7194949397384,4.66981911347217,471
TYROBP,7.11196132151554e-09,2.62402489494678,9.77894681708387e-09,49.2306109936957,4.96616027882874,87
ZNF562,4.59125383419623e-16,1.36294939346743,7.76981418094747e-16,48.1355676786658,5.23695577126352,1184
DMKN,3.33778763133335e-13,1.52347498055264,5.17122027389674e-13,43.7668432478854,4.5864127917468,369
SRPK1,8.26791528402925e-15,1.3354526949884,1.35741892722868e-14,43.3039152552421,5.13508913608683,1102
SNAI1,4.81947126648648e-08,2.51629592768496,6.34900406363489e-08,42.3945953529482,4.95411237475912,88
PIM1,7.82919781123082e-12,1.62788247123647,1.16379967464242e-11,41.6301006266882,4.89827277206153,279
CXCR4,3.26544466464742e-14,1.32507848716388,5.28233695751788e-14,41.1473910940557,5.48404512284242,1069
EGFL7,5.60961736942373e-09,2.0347563599399,7.76173472498881e-09,38.6578952013215,4.84886386299393,134
ACTA2,3.27078129299781e-13,1.34097328818677,5.10757952380876e-13,38.551074266237,5.6467543418429,1301
TRIB1,3.27349414935016e-13,1.33999161805983,5.10757952380876e-13,38.5217416894785,4.980251536987,697
CLDN4,1.0369145683648e-12,1.32509509819159,1.57324968993279e-12,36.5656965477914,4.88456461728173,732
RTKN2,1.01291133096054e-11,1.40931720466111,1.49557377725718e-11,35.6777209603256,4.84085732518194,455
PTRHD1,2.52984763366331e-12,1.31442397686333,3.81209917401321e-12,35.0988821147396,4.91526882220744,758
SDC4,6.19532676844765e-12,1.33694287290587,9.27191761264274e-12,34.5027866764644,4.75877733085798,626
EGFR,5.97862274201121e-10,1.56663596983453,8.43139104642607e-10,33.2716831665141,5.00735649532195,277
BASP1,1.08383603388935e-11,1.30169208577281,1.58962618303772e-11,32.8650298712064,5.30583220022209,1235
MZB1,2.13588391129182e-09,1.62362994830929,2.99295834703312e-09,32.4147738174161,4.74667582072973,233
ADAM9,1.12080119469358e-10,1.3670907635747,1.59081459891992e-10,31.322519928796,5.6724801428864,1516
LARS,8.07922634390015e-11,1.3266138748334,1.15417519198574e-10,30.8293654365084,5.53849823387928,1409
SEC24A,6.04659407521397e-11,1.28857506286012,8.6944489970397e-11,30.3188064634134,5.2457087269457,1221
CD83,1.33021171919542e-08,1.65950091289864,1.79537778050915e-08,30.0956176452737,5.02987809024988,206
CTLA4,2.57283028853391e-05,2.60148174511984,3.27180730333793e-05,27.4922480825934,5.60139724669029,65
HOOK2,2.66363123605789e-09,1.32455310646668,3.70885361982744e-09,26.1514142861239,4.70401443927968,512
FAM49A,2.98690673310416e-06,1.92061760690933,3.86540871342891e-06,24.4326994531304,4.95170359438177,120
HDC,7.38680531910567e-09,1.24345553069753,1.00937712434984e-08,23.2819272842674,4.9742760215738,852
QARS,1.7449281308037e-08,1.26317347588795,2.3265708410716e-08,22.5652897621418,5.3656095675427,1343
JUP,1.20857280586713e-08,1.23719586757168,1.64127171167142e-08,22.5556155060137,4.89966643338162,887
KARS,1.40307878866598e-08,1.23683316515323,1.88217886284461e-08,22.3644318710106,4.89594396464562,870
DUSP2,4.8965760779628e-06,1.7601307256413,6.29968852135564e-06,21.5210732468443,4.74706956006404,140
ANKRD29,5.37774214187726e-06,1.74986697724809,6.87850739077324e-06,21.2315594119595,4.76498383345674,138
SVIL,3.06799769513735e-08,1.22723709807469,4.0660210417483e-08,21.2307791506024,5.04323395747852,957
OCIAD2,1.11057083191361e-07,1.23371303781072,1.45431894655354e-07,19.7557201478681,4.89810438040555,734
EIF4EBP1,3.3727935572174e-07,1.247375614648,4.39061883188063e-07,18.5888333562278,4.78158545168119,599
LGALSL,7.51358459470875e-05,1.26194770081218,9.39198074338594e-05,11.9837239138274,4.67293381300711,372
CXCL16,5.91701247337031e-05,1.19704340355175,7.43852996652268e-05,11.6533298081332,4.81561318812852,570
RUNX1,5.28607167132995e-05,1.17158805944025,6.68353889478499e-05,11.5376235768033,5.43427527013146,1253
TOMM7,0.000930696967594045,1.62982098620014,0.001106774772274,11.3754607841438,6.69728134089435,1907
ERN1,0.000108107635337296,1.1967968509346,0.000134371072170651,10.9296074596516,4.92352610531368,540
MNDA,0.00124649336708026,1.59541432729334,0.00146646278480031,10.6692072381514,5.12398233087848,120
ANKRD28,0.000139046611905635,1.19323129122529,0.000171855363029437,10.5967307312053,4.69960319482166,536
SLC25A37,0.000164049305350784,1.21191924489717,0.000200504706539847,10.5622925534614,4.67940842256496,454
ITM2C,0.000157912855293757,1.18591340854969,0.000194082838908528,10.3808541544595,5.06185538434663,573
DSC2,0.000224780342208957,1.17350209050567,0.000273213675613096,9.85787157583539,4.80721522189404,602
TRAPPC3,0.000365643498344591,1.14140117493288,0.000441986646350604,9.03287968283538,5.0544418244341,1043
CRISPLD2,0.000675386882007224,1.22752807375005,0.00080752779370429,8.96123097599531,4.94709168436318,362
SLAMF1,0.0065975600363636,1.71383356820168,0.00763928004210522,8.60525327477504,5.18090834355047,84
FAM107B,0.000658488063800747,1.13469649644926,0.000791624994733138,8.31229199060152,5.14529126152125,937
PELI1,0.00101774644946593,1.15676462885887,0.00120378612302422,7.97029853342133,4.83333363931065,581
THAP2,0.00347204403731705,1.19149494525323,0.00406303025643484,6.74744993306691,4.6298912701741,361
HPX,0.00818708458588104,1.40170305017202,0.00933242802535663,6.73545987596185,4.48254781754751,140
TIFA,0.00668156307423309,1.18893382236825,0.00769604123733654,5.95466010993527,4.71393347193528,335
ACTG2,0.0056432885299762,1.14044521452662,0.00656890728357018,5.90441367816492,5.59953462336779,1482
CDC42EP1,0.0137120794624449,1.28232836988996,0.0154700383678866,5.50051948791552,4.57992970672154,185
WARS,0.00795542507948766,1.10317286454663,0.00911559123691294,5.33262861510604,5.06345044690021,983
FSTL3,0.0179629776167029,1.31618719126872,0.0201625258962992,5.29033865329828,4.60611829807709,163
PCOLCE,0.0253733751159258,1.42899242502272,0.0281926390176953,5.25019659050979,4.83217139077618,110
AKR1C1,0.0343730524660121,1.44881843722253,0.0378103577126133,4.88321701467264,4.76623051344132,103
BACE2,0.013197799955926,1.12103103601089,0.0149665772696068,4.8514917691177,4.85465376644746,544
PDE4A,0.0231417375360832,1.20651956376258,0.0258435647611081,4.54389440945132,4.72872256314178,243
C2orf42,0.0337076766791478,1.20557001243259,0.0372647681880026,4.08691811494302,4.56259410341162,224
MAP3K8,0.0788638714246718,1.10047245446118,0.0863186652409343,2.79523531477719,4.83378565758943,424
CCPG1,0.0860813343315397,1.06706744507753,0.0937519482818749,2.61694308782998,4.97315308394439,850
NPM3,0.134445744532337,1.14216257462452,0.145704747769035,2.29185719482751,4.50973659784322,226
APOBEC3B,0.159417804617393,1.19958986973119,0.171921161842286,2.20271909316654,4.70876496818075,150
RAPGEF3,0.179418716344568,1.10460680362854,0.192546915101487,1.89775094877606,4.69499890611432,285
VOPP1,0.200865536983556,1.05666076997044,0.21451659289506,1.6960668754629,5.32372264443491,1372
SERPINB9,0.206863409391248,1.05833756243166,0.219854831237076,1.66761885806391,4.94136266973065,574
LAG3,0.285340525383886,1.173390954669,0.301802478771417,1.4715167249249,4.74522330243089,122
DAPK3,0.302971366838676,1.08974838354122,0.318917228251238,1.30128704524908,4.62408304491753,244
RORC,0.316499907738298,1.10936602802499,0.331571331916312,1.2762505432279,4.53348885518463,188
SMAP2,0.357886264844037,1.04250139058622,0.371391406913624,1.0712119195654,4.82511473039868,577
OXTR,0.436977465414882,1.10203711609295,0.45133822718908,0.912347491688686,4.46427182696928,155
POLR2J3,0.344210537041456,0.823095055487714,0.3588925030764,0.877832343875153,6.85501042104091,1910
RAB30,0.45085485257269,1.06913402442369,0.463495642831737,0.851682669091678,4.6567284464477,233
TUBB2B,0.490251637122274,1.04716827507458,0.501652837985582,0.746459741463875,4.66522109263706,342
DUSP5,0.542473886664929,1.02966362205468,0.552519699380947,0.629758055895085,4.88616648810358,536
DNTTIP1,0.584930933010672,1.02545970355984,0.593017535771188,0.549914560820113,4.73582537806081,561
CD8B,0.683691483043554,0.895857363514428,0.689963881970559,0.340648428808446,5.23351822372314,95
ESR1,0.770144336273627,1.03238095490977,0.773660977078529,0.269634503405681,4.59814598102855,173
KRT15,0.952783855079931,0.982614052601147,0.952783855079931,0.0475262960992286,4.54658484301497,167
