col,row,B_Cells,CD4+_T_Cells,CD8+_T_Cells,DCIS_1,DCIS_2,Endothelial,Invasive_Tumor,Macrophages_1,Myoepi_ACTA2+,Prolif_Invasive_Tumor,Stromal
5,5,0.0,0.0,0.0,0.0,0.2727272727272727,0.09090909090909091,0.36363636363636365,0.09090909090909091,0.0,0.0,0.18181818181818182
5,15,0.0,0.0,0.07142857142857142,0.07142857142857142,0.5,0.07142857142857142,0.14285714285714285,0.0,0.07142857142857142,0.07142857142857142,0.0
5,25,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111
5,35,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
5,45,0.0,0.0,0.0,0.0625,0.5,0.0,0.1875,0.0,0.125,0.125,0.0
5,55,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.1,0.2,0.0,0.2
5,65,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.26666666666666666,0.13333333333333333,0.3333333333333333,0.0,0.0
5,75,0.05,0.0,0.05,0.0,0.2,0.0,0.3,0.05,0.1,0.25,0.0
5,85,0.0,0.0,0.0,0.13333333333333333,0.2,0.13333333333333333,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667
5,95,0.0,0.0,0.06666666666666667,0.0,0.13333333333333333,0.0,0.4,0.0,0.4,0.0,0.0
5,105,0.0,0.0,0.0,0.0,0.5,0.0,0.375,0.0,0.0625,0.0625,0.0
5,115,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.0
5,125,0.0,0.0,0.0,0.06666666666666667,0.3333333333333333,0.0,0.6,0.0,0.0,0.0,0.0
5,135,0.0,0.0,0.0,0.0,0.5333333333333333,0.06666666666666667,0.2,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0
5,145,0.0,0.0,0.06666666666666667,0.0,0.4666666666666667,0.0,0.4666666666666667,0.0,0.0,0.0,0.0
15,5,0.0,0.0,0.0,0.0,0.6923076923076923,0.0,0.23076923076923078,0.07692307692307693,0.0,0.0,0.0
15,15,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.35714285714285715,0.0,0.21428571428571427,0.0,0.0
15,25,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0
15,35,0.0,0.0,0.0,0.0,0.6,0.05,0.1,0.0,0.15,0.05,0.05
15,45,0.0,0.0,0.07692307692307693,0.0,0.6153846153846154,0.0,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0,0.0
15,55,0.0,0.0,0.05,0.0,0.4,0.0,0.25,0.0,0.25,0.0,0.05
15,65,0.0,0.0,0.0,0.1,0.3,0.1,0.3,0.0,0.1,0.0,0.1
15,75,0.08333333333333333,0.0,0.0,0.0,0.5833333333333334,0.0,0.25,0.0,0.0,0.0,0.08333333333333333
15,85,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
15,95,0.0,0.07692307692307693,0.0,0.0,0.46153846153846156,0.07692307692307693,0.38461538461538464,0.0,0.0,0.0,0.0
15,105,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.6363636363636364,0.0,0.18181818181818182,0.0,0.0
15,115,0.0,0.0,0.0,0.0,0.3076923076923077,0.0,0.46153846153846156,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693
15,125,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.1,0.1,0.0,0.0
15,135,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.3333333333333333,0.0,0.4444444444444444,0.0,0.1111111111111111
15,145,0.0,0.0,0.07692307692307693,0.0,0.46153846153846156,0.0,0.3076923076923077,0.0,0.15384615384615385,0.0,0.0
25,5,0.0,0.0,0.0,0.0,0.5294117647058824,0.0,0.23529411764705882,0.0,0.11764705882352941,0.058823529411764705,0.058823529411764705
25,15,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.3333333333333333,0.0,0.16666666666666666,0.08333333333333333,0.0
25,25,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.0,0.18181818181818182
25,35,0.0,0.0,0.058823529411764705,0.0,0.5294117647058824,0.0,0.35294117647058826,0.0,0.058823529411764705,0.0,0.0
25,45,0.0,0.06666666666666667,0.0,0.0,0.4,0.0,0.3333333333333333,0.0,0.13333333333333333,0.0,0.06666666666666667
25,55,0.0,0.0,0.08333333333333333,0.08333333333333333,0.4166666666666667,0.0,0.25,0.0,0.16666666666666666,0.0,0.0
25,65,0.0,0.0,0.07142857142857142,0.0,0.5,0.0,0.42857142857142855,0.0,0.0,0.0,0.0
