col,row,B_Cells,CD4+_T_Cells,CD8+_T_Cells,DCIS_1,DCIS_2,Endothelial,Invasive_Tumor,Macrophages_1,Myoepi_ACTA2+,Prolif_Invasive_Tumor,Stromal
5,5,0.0,0.0,0.0,0.0,0.5384615384615384,0.0,0.15384615384615385,0.0,0.0,0.3076923076923077,0.0
5,15,0.0,0.04,0.0,0.0,0.68,0.0,0.16,0.0,0.08,0.0,0.04
5,25,0.0,0.0,0.0,0.0,0.47368421052631576,0.05263157894736842,0.3157894736842105,0.0,0.0,0.0,0.15789473684210525
5,35,0.0,0.0,0.0,0.0,0.64,0.0,0.16,0.0,0.2,0.0,0.0
5,45,0.0,0.037037037037037035,0.0,0.037037037037037035,0.7037037037037037,0.0,0.18518518518518517,0.0,0.037037037037037035,0.0,0.0
5,55,0.0,0.0,0.0,0.0,0.7083333333333334,0.0,0.125,0.041666666666666664,0.125,0.0,0.0
5,65,0.0,0.0,0.0,0.0,0.5416666666666666,0.0,0.08333333333333333,0.0,0.3333333333333333,0.0,0.041666666666666664
5,75,0.0,0.0,0.0,0.0,0.46153846153846156,0.07692307692307693,0.23076923076923078,0.0,0.07692307692307693,0.0,0.15384615384615385
5,85,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.05555555555555555,0.0,0.1111111111111111,0.0,0.0
5,95,0.0,0.0,0.0,0.0,0.7222222222222222,0.05555555555555555,0.05555555555555555,0.0,0.1111111111111111,0.05555555555555555,0.0
5,105,0.0,0.0,0.0,0.0,0.8,0.0,0.1,0.0,0.05,0.0,0.05
5,115,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0
5,125,0.0,0.0,0.0,0.05,0.7,0.0,0.1,0.0,0.1,0.0,0.05
5,135,0.0,0.0,0.0,0.0,0.782608695652174,0.0,0.08695652173913043,0.043478260869565216,0.08695652173913043,0.0,0.0
5,145,0.0,0.0,0.0,0.0,0.8,0.0,0.1,0.0,0.1,0.0,0.0
15,5,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.2222222222222222,0.0,0.0,0.0,0.0
15,15,0.0,0.0,0.0,0.0,0.6923076923076923,0.07692307692307693,0.15384615384615385,0.0,0.07692307692307693,0.0,0.0
15,25,0.0,0.0,0.04,0.0,0.68,0.0,0.24,0.04,0.0,0.0,0.0
15,35,0.0,0.0,0.0,0.0,0.8518518518518519,0.0,0.1111111111111111,0.0,0.037037037037037035,0.0,0.0
15,45,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0
15,55,0.058823529411764705,0.0,0.0,0.0,0.7647058823529411,0.0,0.17647058823529413,0.0,0.0,0.0,0.0
15,65,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0
15,75,0.0,0.0,0.0,0.0,0.7307692307692307,0.0,0.07692307692307693,0.0,0.11538461538461539,0.0,0.07692307692307693
15,85,0.0,0.0,0.03225806451612903,0.0,0.8709677419354839,0.0,0.03225806451612903,0.0,0.03225806451612903,0.0,0.03225806451612903
15,95,0.0,0.0,0.038461538461538464,0.0,0.6153846153846154,0.0,0.11538461538461539,0.038461538461538464,0.15384615384615385,0.0,0.038461538461538464
15,105,0.0,0.0,0.0,0.0,0.7647058823529411,0.0,0.11764705882352941,0.0,0.11764705882352941,0.0,0.0
15,115,0.0,0.0,0.0,0.0,0.6842105263157895,0.0,0.05263157894736842,0.0,0.2631578947368421,0.0,0.0
15,125,0.08333333333333333,0.08333333333333333,0.0,0.0,0.5833333333333334,0.0,0.25,0.0,0.0,0.0,0.0
15,135,0.0,0.0,0.0,0.0,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.047619047619047616
15,145,0.0,0.0,0.0,0.0,0.7894736842105263,0.0,0.10526315789473684,0.0,0.05263157894736842,0.0,0.05263157894736842
25,5,0.0,0.0,0.0,0.0,0.6875,0.0,0.1875,0.0625,0.0,0.0,0.0625
25,15,0.0,0.0,0.0,0.0,0.7391304347826086,0.0,0.13043478260869565,0.043478260869565216,0.08695652173913043,0.0,0.0
25,25,0.0,0.0,0.0,0.058823529411764705,0.7647058823529411,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,0.058823529411764705
25,35,0.0,0.0,0.0,0.0,0.71875,0.0,0.15625,0.0,0.0625,0.03125,0.03125
25,45,0.0,0.0,0.0,0.0,0.85,0.0,0.1,0.0,0.05,0.0,0.0
25,55,0.0,0.0,0.0,0.0,0.47058823529411764,0.0,0.29411764705882354,0.0,0.17647058823529413,0.058823529411764705,0.0
25,65,0.0,0.0,0.0,0.0,0.8571428571428571,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0
25,75,0.0,0.0,0.0,0.0,0.8823529411764706,0.0,0.058823529411764705,0.0,0.0,0.0,0.058823529411764705
25,85,0.0,0.0,0.0,0.0,0.6956521739130435,0.0,0.17391304347826086,0.043478260869565216,0.0,0.0,0.08695652173913043
25,95,0.041666666666666664,0.0,0.0,0.041666666666666664,0.5416666666666666,0.0,0.08333333333333333,0.041666666666666664,0.25,0.0,0.0
25,105,0.0,0.0,0.05555555555555555,0.0,0.7222222222222222,0.0,0.05555555555555555,0.0,0.16666666666666666,0.0,0.0
25,115,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.13333333333333333,0.0,0.0,0.0,0.0
25,125,0.0,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.21428571428571427
25,135,0.0,0.0,0.0,0.0,0.5882352941176471,0.0,0.29411764705882354,0.0,0.11764705882352941,0.0,0.0
25,145,0.0,0.0,0.041666666666666664,0.0,0.75,0.0,0.125,0.041666666666666664,0.041666666666666664,0.0,0.0
