genes,p.value,estimate,adj.p.value,score,av_expr,high_expr
PDGFRA,6.25282745956796e-60,2.02447122505599,1.37562204110495e-57,275.980111749045,5.90225544116239,619
CCDC80,1.79318526578229e-57,1.75836744325176,1.97250379236052e-55,229.754192595172,5.96225150879109,908
PDGFRB,4.38198353273869e-55,1.82329521083913,3.21345459067504e-53,228.212159114921,6.03072437097748,759
MMP2,3.88613781241123e-50,1.66982996761231,2.13737579682618e-48,189.979625957966,5.95075656974361,965
CXCL12,3.36202957621124e-39,1.54310080336132,1.47929301353295e-37,136.700636460859,6.10839181609657,1065
LUM,8.95012773413813e-37,1.53234647721882,3.28171350251731e-35,127.19085732367,6.81462822885065,1756
ZEB2,4.96906902648724e-36,1.52370180433157,1.56170740832456e-34,123.861461930564,5.91605882023964,1023
DPT,2.94264126755721e-23,2.18401409193078,7.19312309847317e-22,113.306977753444,5.2986724181538,267
MLPH,1.5118192643629e-28,1.49474136322922,4.15750297699796e-27,95.7517399260104,6.5890284513464,1920
IGF1,2.10139101851454e-22,1.59281380787692,4.20278203702908e-21,79.5041424969575,5.63278625623754,537
LDHB,3.94335464769463e-23,1.409208818778,8.67538022492818e-22,72.697454733369,5.65243066882509,953
FBLN1,6.90975322830041e-20,1.59617030674267,1.26678809185508e-18,70.421067347912,5.56927475639657,492
RAMP2,6.22941399683823e-17,1.75619571245521,9.13647386202941e-16,65.5318534799981,6.04761459384947,327
CD68,3.76983681022281e-19,1.39495445979031,5.92402927320726e-18,59.1768767379748,5.79279020615772,824
ABCC11,2.01126220138748e-19,1.35076982827858,3.40367449465573e-18,58.1511196594938,6.02982913883323,1725
TCF4,3.18820962561714e-16,1.49686482578897,4.12591833903395e-15,53.4109839829591,5.48253497780814,513
CAV1,2.74502568281627e-15,1.40685879354161,3.17845079062937e-14,47.1705487416709,6.10934825205866,633
LYPD3,3.16653325774866e-16,1.29414257521781,4.12591833903395e-15,46.1862973233466,5.40063806237445,1347
TENT5C,6.33425459699023e-16,1.306304197202,7.74186672965472e-15,45.7146239844867,5.68887729338012,1705
GLIPR1,4.40047149610264e-14,1.40248974286527,4.8405186457129e-13,43.13284219812,5.47163858086513,599
MEDAG,4.03607116967015e-09,2.08350853668413,2.86430857202397e-08,40.2700407061982,5.35108450323509,156
CD163,3.59599638818778e-12,1.50709966151591,3.59599638818778e-11,39.7138846061397,5.62733511990014,406
CLEC14A,4.97028585988014e-11,1.49393805316475,4.75418647466796e-10,35.4436185629919,6.21076116047161,380
ELF3,3.44189578993928e-12,1.24777004916124,3.59599638818778e-11,32.9348888187938,5.42367524667186,1263
CD86,1.7194263108519e-09,1.61741033899051,1.26091262795806e-08,32.6414030686189,5.2503889775417,280
KRT8,1.11423464543992e-10,1.37412884938757,9.80526487987133e-10,31.4918496151428,6.78484295399683,2254
PTGDS,6.17558778712595e-09,1.65586847967971,4.24571660364909e-08,31.3003218082547,5.69478428532517,252
EGFR,1.00710249623e-09,1.39470684649178,7.64008790243447e-09,28.8930098569614,5.18605089525073,451
ZEB1,3.14042942588285e-10,1.31992294237067,2.65728643728549e-09,28.8818824851352,5.43836136182596,621
POSTN,8.83383900041618e-11,1.23992194561561,8.0976857503815e-10,28.7040025082948,6.64338123304659,1713
PECAM1,6.14186445400893e-10,1.26746548442446,4.82575064243559e-09,26.8838587658868,5.82656998129958,773
MYO5B,4.17596794787729e-10,1.23518875279259,3.40264055012224e-09,26.6757597726448,5.68866585003056,1760
FASN,1.91354371835525e-08,1.38333827081275,1.27569581223684e-07,24.5843057690782,6.91656186966843,2350
LRRC15,6.82149082751104e-07,1.64560146894879,3.41074541375552e-06,23.3642786295528,5.22808402743858,209
LPL,5.15325614302142e-07,1.58570403418662,2.69932464634455e-06,22.9585633329918,5.57611355827069,235
EDNRB,2.28813689320923e-07,1.49779772598148,1.290743888477e-06,22.9018630648208,5.43501436207433,287
MRC1,5.40944107294227e-07,1.55044393746819,2.76762101406349e-06,22.3728283049601,5.58681973964371,253
CDH1,2.8565337530192e-08,1.23075977057617,1.74565951573396e-07,21.37961637846,6.07115571541014,1963
DSP,2.21626840030115e-08,1.20259282105812,1.43405602372427e-07,21.1955251331869,5.65286249840298,1685
SERHL2,2.35796428169207e-08,1.20011288627156,1.48214897706359e-07,21.0774411158752,5.9103839049413,1656
FCGR3A,5.14709763777755e-07,1.35168387071288,2.69932464634455e-06,19.571926471731,5.43864163973884,414
TRAF4,1.09066329127719e-07,1.18421304231117,6.48502497516165e-07,18.9844859322232,5.33760821707576,1528
PTN,2.23892822297325e-06,1.45282364817991,1.02617543552941e-05,18.9005285422986,5.18758446545646,289
AIF1,2.81486300299664e-07,1.22918987864403,1.54817465164815e-06,18.5400947226242,5.56786687313815,728
TOP2A,1.57434627182386e-07,1.18032852127187,9.11463631055918e-07,18.4889675669661,5.89149492459711,1308
IL7R,1.45101968584515e-06,1.33002634022983,6.79200704012626e-06,17.8798686408347,6.19227103966475,419
LYZ,7.10195778161209e-07,1.25006259955204,3.47206824878813e-06,17.6980427185434,5.81492418565565,619
PCOLCE,2.68259431358959e-05,1.61527263940558,0.00010002894050673,17.0025877354841,5.05753286765206,184
AVPR1A,2.92212440726532e-05,1.62046899277902,0.000107144561599728,16.9186921867455,5.56718039709503,180
SFRP4,2.411618420022e-05,1.51117282350032,9.14751814491102e-05,16.0677375681886,5.45311420171996,225
CD69,1.93725387316091e-05,1.45159537373641,7.89251577954446e-05,15.7522107786288,5.77020133564764,254
PCLAF,1.41192585188068e-06,1.16464630342504,6.75268885682063e-06,15.6884331725703,5.53105545935568,1345
CAVIN2,0.000147955372798983,1.731231993772,0.000508596593996504,15.2670422262378,5.34460811637883,136
CD93,1.16331242972237e-05,1.26206876707963,5.01821048115533e-05,14.339188638482,6.23821127060242,475
GJB2,3.76452595022352e-05,1.38413580722919,0.000133579953072447,14.1006115829168,5.59020692777479,295
VOPP1,6.80826327383807e-06,1.16726803730048,3.05677126580485e-05,13.887423809935,5.40419603949774,1797
EPCAM,1.61848931237564e-05,1.24306777350447,6.84745478312769e-05,13.7128179554328,7.58886633473852,2266
TFAP2A,8.6967300225454e-06,1.15170046261725,3.82656120991998e-05,13.4202627303622,5.18376903489952,1286
PTPRC,1.65211979849491e-05,1.19614744483634,6.85785576733736e-05,13.1706195605772,6.11968265273794,689
FOXA1,3.66385267789741e-05,1.27691882922881,0.000132138949038923,13.0429727482778,7.32733636128534,2367
TPD52,2.18372115517885e-05,1.18492456252219,8.57890453820264e-05,12.7164860962575,5.92613101904461,2040
S100A14,2.0533118908586e-05,1.14800186162664,8.21324756343441e-05,12.3909252823238,5.60545510909978,1622
CENPF,2.35104539816232e-05,1.14835401109226,9.07421030869667e-05,12.2392321358638,5.56640142430847,1126
PRDM1,5.6265863758345e-05,1.25004440113797,0.000196483968679935,12.2322126517335,5.59501926250877,453
ITGAX,0.000272905255297085,1.38456530840339,0.000882928767137627,11.3622771874168,5.38600551094932,255
KRT7,0.000264625967503597,1.33865566915165,0.000868921087325245,11.0267653381107,7.76860953931038,2495
FGL2,0.00030928104588051,1.24346313371137,0.000986113479619018,10.0487490839445,5.62587676221823,410
VWF,0.000222682601955554,1.1839138740769,0.000753694960464953,9.95643522361465,6.02134271191297,597
SLC25A37,0.000382924613174517,1.19154371408,0.00120347735569134,9.37467561720672,4.90303125702409,541
AR,0.000260723542834094,1.12353428120107,0.000868921087325245,9.27146099201225,5.49008902556189,1553
IGSF6,0.000494045123147215,1.21326995544527,0.00153084404355475,9.23648307059623,5.39730189461931,462
HAVCR2,0.00121117377557857,1.26334229457472,0.00360078690036872,8.4848157151049,5.33737729695022,331
RTKN2,0.000691964891866801,1.1632554375113,0.002114337169593,8.46381787504535,5.1216262536235,632
FBLIM1,0.00127138270266681,1.21137663335416,0.00372938926115598,8.07703568618865,5.23267254195719,425
MMRN2,0.00212612244126012,1.3040001585423,0.00602364533244442,8.02410682814504,5.57712096558066,262
CTLA4,0.00465302704290983,1.48333485489417,0.0123333246920502,7.96586015754924,6.03968083153611,144
MKI67,0.000915185958709797,1.12080236712397,0.00275809467008432,7.8415629412787,5.19899491040308,991
AKR1C1,0.00571780813352388,1.45015847080106,0.0146269510392471,7.4888644937937,4.91960805739588,155
S100A4,0.00181400219758545,1.14986211504859,0.00525105899301051,7.25818231309748,5.80256355894126,621
CD9,0.00213565607241211,1.13599419193481,0.00602364533244442,6.98520714039869,6.18517539779869,2085
CYTIP,0.00324610226189095,1.19328276985835,0.00903977845083555,6.83786862175862,5.69102038506314,408
BTNL9,0.00592157990038719,1.32040270345066,0.014803949750968,6.77254615483141,5.6294106450976,215
FAM49A,0.00791685351186406,1.37450422857066,0.0187280405656999,6.65089805475721,5.05176675696758,183
KDR,0.00431373851192252,1.21888328462145,0.0117163268225056,6.6379778464536,5.7891411091668,339
TIFA,0.00449803522184124,1.16559572865122,0.0120678993756716,6.29901288897999,4.87407688473175,483
CD3E,0.00584583205374495,1.17222989475774,0.0147825638140677,6.02763699668165,6.42348556055478,434
TRAC,0.00628088846230399,1.14614751493669,0.0153532829078542,5.81124737002605,6.0035571355106,531
CRISPLD2,0.00638080284184372,1.14696472058476,0.0154261167605013,5.79728885260447,5.2810024932648,529
APOC1,0.00622429030511864,1.13661392196061,0.0153532829078542,5.7731983772538,5.70607816357953,577
SCD,0.00849517383171605,1.20780553637345,0.0196730341366056,5.7591272774181,7.32316835617593,2445
FCER1G,0.00561834488532686,1.10947663973931,0.0145415985267283,5.74899525538578,5.86934600191976,831
RAB30,0.0104055001870668,1.20236242731337,0.0236001035170586,5.48929037286504,4.97972301950505,337
TACSTD2,0.00808716879350533,1.10764259512913,0.0189274163252252,5.33604225316227,6.25127523594989,1990
HOOK2,0.00878781791012781,1.12576732959394,0.0201387493773762,5.32982028725029,4.73737708825837,617
MNDA,0.0199847400863331,1.31272647718858,0.0435311170197355,5.13641816553635,5.14997461422857,190
HMGA1,0.00353091521403789,0.907574855522756,0.00971001683860419,5.12434749220976,5.41211367138432,1711
CD4,0.0118826481094186,1.11203219532627,0.0266753324905316,4.92927851803287,5.78478478937731,679
WARS,0.00553663084485794,0.916185608394631,0.0145006998317708,4.76083859812502,5.11674142246847,1332
FSTL3,0.0230553619511045,1.25340173638075,0.0497272512670882,4.72514520189495,4.81868788513173,227
FAM107B,0.00704253715406793,0.918514866748241,0.0168408497162494,4.55196383619252,5.3745023564739,1342
HOXD9,0.0299248917806674,1.29476036299957,0.0599463562457258,4.54339781212051,5.65935942648257,179
ANKRD28,0.0177792435009105,1.0994774553555,0.0395094300020234,4.43059024682786,4.85486275052313,752
SERPINA3,0.0261625674840575,1.2150582384076,0.0542996683631381,4.4269743056356,5.11877081125329,267
PDK4,0.0188524220962169,1.08161496363681,0.0414753286116772,4.29521619510272,5.6876278839224,1060
ANKRD30A,0.0250238898616314,1.12174234583083,0.0529351516303741,4.13690087340731,7.01733921067317,2267
EGFL7,0.040489602533137,1.27385025955687,0.0774583700633926,4.08486844914191,5.20846718427588,177
MZB1,0.0325062567401771,1.17873323032623,0.0638515757396335,4.03872041616927,5.05073324226934,310
SEC11C,0.0250003219852367,1.07367514970313,0.0529351516303741,3.96064437191973,5.31728953284001,1462
ACTA2,0.025644401400076,1.07889360011398,0.0537311267430163,3.95245118167313,5.91864250700255,1776
GPR183,0.0343097818772215,1.13619939461245,0.066797805424679,3.83163337295355,5.69615499275611,423
CLDN4,0.0299731781228629,1.08332840968901,0.0599463562457258,3.79972278700593,4.95082175902084,860
RAPGEF3,0.0383174614141618,1.15448640785443,0.0739459781676807,3.76576099891262,4.832868812017,345
SLC5A6,0.0299682380128442,1.07271778831143,0.0599463562457258,3.76268335545716,5.09533096746005,1198
KLF5,0.0312255585772669,1.0714773499697,0.0618884944774658,3.71429587850743,5.24028268589809,1230
CD83,0.0496802380522904,1.16480015767663,0.0915820831092176,3.49690252160746,5.28456298359516,306
C6orf132,0.045494820009476,1.10533793913131,0.0862832793283166,3.41566755493062,4.70338634748335,538
TYROBP,0.074032288457962,1.28920372024633,0.128244909139777,3.35612467763961,5.18360101918977,151
DMKN,0.0499538635141187,1.1196178476127,0.0915820831092176,3.35510890173239,4.63104941604682,446
KLRB1,0.0559922663605703,1.16151625415098,0.100310972141645,3.34811903606164,5.79497240064443,296
AQP1,0.0499036848692689,1.11132640011789,0.0915820831092176,3.33137917875476,5.65922941850074,485
ERBB2,0.104125133025584,1.42814029550111,0.165996588881366,3.23068456567883,8.40660007823185,2688
TMEM147,0.0498824202524624,1.074262952254,0.0915820831092176,3.22073340268634,5.51121088397024,1918
CCL5,0.0583248517622589,1.12550697678571,0.103479575707234,3.19838356761347,6.31735026697483,396
SVIL,0.0554429604168687,1.06274239315419,0.100310972141645,3.07387665797498,5.16928647578686,1280
LAG3,0.0843094719642622,1.23087977097517,0.140990082726972,3.04428700720951,5.0080833590577,184
DNTTIP1,0.0670446985904035,1.078167479428,0.11799866951911,2.91363520221803,4.88697968938316,715
CEACAM6,0.0707433773805498,1.09725702068558,0.123520182727944,2.90630066873978,5.01345228842267,519
MYLK,0.0757013663452333,1.11144192058991,0.13011172340587,2.86858610486555,5.45667572165174,430
SDC4,0.0845940496361832,1.07187351320702,0.140990082726972,2.64741111868557,4.85234489365334,751
CD3D,0.0285317593320577,0.733035277970755,0.0586634304023617,2.60721402505136,5.71513552017093,183
BASP1,0.0860459831117292,1.05855943659012,0.142331701387823,2.59651232484967,5.37196752516215,1693
OXTR,0.115102755055685,1.19865517318425,0.178328212058104,2.5914086113441,4.70391509800686,193
CCDC6,0.0906305943446174,1.06783820747817,0.14879649817773,2.56384049280094,5.756178124611,1998
MDM2,0.0560829526064652,0.879474641602589,0.100310972141645,2.53369906391755,6.43087243514177,2383
CD14,0.102391005373907,1.08316152800771,0.16484509529517,2.46847790556401,5.59542937366767,545
GATA3,0.112831410472492,1.1304522027602,0.176750763731883,2.46648902760999,7.10562455072212,2473
ERN1,0.102258608628314,1.06556408125351,0.16484509529517,2.42975281130085,5.18577669784039,776
CCPG1,0.102653536615629,1.05450280070814,0.16484509529517,2.40046562320422,5.13128595836858,1167
SMAP2,0.113281171300888,1.0642149869663,0.176750763731883,2.31773499331699,5.08380135401907,780
MAP3K8,0.0808725541917739,0.919988162348081,0.13686124555531,2.3136605366919,4.99624567637796,605
SH3YL1,0.134156935655549,1.05002383188068,0.204961985029311,2.1092301250035,5.48654471928491,1647
CXCL16,0.116674162214384,0.939602577892672,0.179498711099052,2.01861414781863,4.8974373892902,768
DSC2,0.157112120664333,1.06140862656579,0.236744291412008,1.96445039903174,4.90118136029117,695
SLAMF1,0.188715221040174,1.16880236727729,0.276782324192256,1.94899684372065,5.58182663867752,190
POLR2J3,0.0772742874707953,0.755455156346689,0.131785606539341,1.93426285841904,6.81791306918554,2615
CDC42EP1,0.179808300648803,1.11694835974714,0.269100858113854,1.91653147141257,4.83930120922505,289
GZMA,0.10753136148419,0.85053201689551,0.170193521773538,1.89666321151425,6.15924353667151,253
ADGRE5,0.193178205486627,1.09068504607283,0.279600034256961,1.79324128018975,5.36817907776203,371
BACE2,0.150810511426064,0.947225763366795,0.22881594837058,1.7918964555724,4.98591771490732,842
HDC,0.188462176294424,1.0456143648224,0.276782324192256,1.74498184379048,5.07385421190551,1029
PPARG,0.190922379712449,1.05306574757036,0.278165056534694,1.74375927419905,5.1401392472469,760
PIM1,0.20266947337088,1.07258636683596,0.289527819101257,1.71203965950228,5.07151036888225,477
ZNF562,0.20168601601763,1.04118278760267,0.289527819101257,1.66697858771756,5.24983536955111,1449
ACTG2,0.18504544234251,0.947850216418084,0.275067549428055,1.59916914164755,5.6518820653672,2014
TCIM,0.239651414210644,1.05329584523783,0.338862653555275,1.50470669000033,6.46007204154661,2133
SEC24A,0.240284427066468,1.03877601647383,0.338862653555275,1.48122390512764,5.28482449779548,1587
IL3RA,0.288506754196511,1.15296540284661,0.399191735366241,1.43317840397533,5.2692577688848,165
LPXN,0.286925696705517,1.06308643040665,0.399191735366241,1.32729741994037,5.33144606465174,446
CD8A,0.316777592783242,1.0730002620526,0.435569190076957,1.23347319328996,6.11640142499694,351
RORC,0.24792485050335,0.874860742796105,0.347410618539725,1.22010668857017,4.69017268794226,229
C1QA,0.342207310834592,1.06668169704131,0.464725977676607,1.14384390808926,5.27863859878883,370
NOSTRIN,0.366547586176659,1.07822601025103,0.488730114902212,1.08213665683128,5.65364610202904,279
ENAH,0.35654097171882,1.04668879977099,0.479578280176696,1.07945656289713,6.02555878446144,2232
KARS,0.357503808858992,1.03142234036814,0.479578280176696,1.06093057311388,5.00241397379523,1047
C2orf42,0.333173084388516,0.924099844136805,0.455267568729648,1.01567180962184,4.76495443895876,323
SNAI1,0.41192119738484,1.12386653505616,0.536228777660739,0.996783322087751,5.23844118869541,152
PTRHD1,0.384933119021303,1.03116648079527,0.510152326413775,0.984439869418323,4.95794084835852,972
ESR1,0.410208423191495,1.08387828174304,0.536228777660739,0.965832988825582,4.79817135318141,228
C1QC,0.404202927096286,1.04828245455689,0.532482897971155,0.949574325624659,5.49038482057424,452
ITGAM,0.457504559056154,1.11270217602878,0.588602356680432,0.870097972718978,5.07867404695885,156
SQLE,0.439441715239497,1.02500458233037,0.568689278545231,0.842810209205949,5.27407653479393,1460
NARS,0.466076759644137,1.04549428693542,0.596144692568082,0.798135501459339,6.21978431169605,2360
SELL,0.496043234522679,1.11226985392277,0.618907910372034,0.779803707401333,5.76151478732187,132
